value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,03/01/2025,NEFT CR/CLT730384642433/ALPHA TRADERS/BULK RECEIPT,CR316815686165,-,"114,161.91","809,586.91"
02/01/2025,04/01/2025,RTGS CR/CLT861099880098/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS429799107750,-,"58,784.49","868,371.40"
03/01/2025,03/01/2025,UPI DR/UPI521944604304/DMART/MERCHANT PAYMENT,DR215450422580,"8,779.93",-,"859,591.47"
03/01/2025,05/01/2025,UPI DR/BIZ780899295891/CITY LOGISTICS/SUPPLIER PAYMENT,DR801089816954,"79,925.05",-,"779,666.42"
04/01/2025,05/01/2025,NEFT DR/VEN874183245664/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT345981611846,"90,232.04",-,"689,434.38"
08/01/2025,10/01/2025,RTGS CR/CLT602228380774/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS710181786463,-,"65,038.56","754,472.95"
10/01/2025,10/01/2025,UPI DR/UPI947729570339/SPOTIFY/MOBILEAPP,UPI599984208059,"1,765.36",-,"752,707.59"
14/01/2025,15/01/2025,RTGS CR/CLT541511378437/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS887083925847,-,"64,770.05","817,477.64"
14/01/2025,16/01/2025,RTGS CR/CLT983288045233/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS769431505950,-,"151,729.46","969,207.10"
15/01/2025,16/01/2025,NEFT DR/TRF118679394760/SAVINGS TRANSFER,NEFT347995388925,"1,512.03",-,"967,695.07"
18/01/2025,20/01/2025,UPI DR/P2P156981771823/ROHAN/P2P TRANSFER,UPI649805216437,"11,872.67",-,"955,822.40"
19/01/2025,19/01/2025,NEFT DR/VEN251825773176/PACKAGING HUB/VENDOR PAYMENT,NEFT888838071459,"163,973.74",-,"791,848.66"
19/01/2025,19/01/2025,RTGS CR/CLT730590040518/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS237738136272,-,"112,405.07","904,253.73"
19/01/2025,19/01/2025,UPI CR/UPI529206112220/AMAN/P2P RECEIVE,UPI682457205440,-,"2,757.71","907,011.44"
21/01/2025,21/01/2025,NEFT DR/GST495789180217/GST PAYMENT/CBIC,TAX681773381101,"43,143.41",-,"863,868.03"
23/01/2025,24/01/2025,UPI DR/UPI170729261157/SPOTIFY/MERCHANT PAYMENT,DR580350401944,"7,051.32",-,"856,816.71"
23/01/2025,24/01/2025,RTGS CR/CLT626232085259/URBAN FOODS/INVOICE SETTLEMENT,RTGS961658457584,-,"261,740.17","1,118,556.88"
24/01/2025,24/01/2025,UPI DR/P2P993861768987/ROHAN/P2P TRANSFER,UPI165528256016,"1,262.35",-,"1,117,294.53"
25/01/2025,26/01/2025,RTGS CR/CLT350330664208/URBAN FOODS/INVOICE SETTLEMENT,RTGS739118805227,-,"254,953.94","1,372,248.47"
26/01/2025,26/01/2025,NEFT CR/CLT999155190136/URBAN FOODS/BULK RECEIPT,CR885756880547,-,"266,536.81","1,638,785.28"
26/01/2025,27/01/2025,UPI DR/BIZ825686166796/WAREHOUSE RENT/SUPPLIER PAYMENT,DR562361102457,"84,675.54",-,"1,554,109.74"
28/01/2025,29/01/2025,CASH DEP/CSH601774183591/BRANCH DEPOSIT,CASH889267480398,-,"28,559.51","1,582,669.25"
28/01/2025,29/01/2025,UPI DR/BIZ527762987076/RAWMAT SUPPLY/SUPPLIER PAYMENT,DR524862901349,"61,885.52",-,"1,520,783.73"
28/01/2025,30/01/2025,UPI CR/P2P164321946371/NEHA/P2P RECEIVE,UPI183821959183,-,"15,235.74","1,536,019.47"
29/01/2025,29/01/2025,NEFT DR/VEN641523837234/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT627883024764,"160,530.99",-,"1,375,488.48"
29/01/2025,30/01/2025,NEFT DR/VEN524800917646/CITY LOGISTICS/VENDOR PAYMENT,NEFT860260206509,"22,163.24",-,"1,353,325.24"
31/01/2025,01/02/2025,UPI DR/UPI844489038726/OLA/MERCHANT PAYMENT,DR989519249775,"11,952.08",-,"1,341,373.16"
01/02/2025,01/02/2025,NEFT CR/CLT698917914329/NEXA INFRA/BULK RECEIPT,CR568329203952,-,"241,574.26","1,582,947.41"
01/02/2025,02/02/2025,UPI DR/BIZ626491149601/WAREHOUSE RENT/SUPPLIER PAYMENT,DR932614768602,"11,959.56",-,"1,570,987.85"
02/02/2025,03/02/2025,RTGS CR/CLT956325829291/URBAN FOODS/INVOICE SETTLEMENT,RTGS200431105435,-,"237,074.81","1,808,062.66"
02/02/2025,03/02/2025,RTGS CR/CLT992003032895/URBAN FOODS/INVOICE SETTLEMENT,RTGS975279049182,-,"229,326.84","2,037,389.50"
03/02/2025,05/02/2025,UPI DR/P2P751925778985/KARAN/P2P TRANSFER,UPI624986233155,"4,870.10",-,"2,032,519.40"
05/02/2025,06/02/2025,UPI CR/P2P978868203084/AMAN/P2P RECEIVE,UPI813113573832,-,"21,583.50","2,054,102.89"
06/02/2025,07/02/2025,RTGS CR/CLT335014681009/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS377171207316,-,"248,318.75","2,302,421.64"
08/02/2025,10/02/2025,RTGS CR/CLT432156168446/NEXA INFRA/INVOICE SETTLEMENT,RTGS353192133325,-,"250,097.99","2,552,519.63"
09/02/2025,09/02/2025,CHRG DR/FEE380366513325/BANK CHARGE,CHG659865402954,444.06,-,"2,552,075.57"
10/02/2025,12/02/2025,RTGS CR/CLT332879441555/URBAN FOODS/INVOICE SETTLEMENT,RTGS359401008474,-,"87,164.29","2,639,239.86"
12/02/2025,13/02/2025,NEFT CR/CLT724955867701/ORBIT RETAIL/BULK RECEIPT,CR765775080686,-,"148,727.77","2,787,967.64"
12/02/2025,14/02/2025,NEFT CR/CLT986963050758/ALPHA TRADERS/BULK RECEIPT,CR568347692896,-,"157,802.35","2,945,769.99"
12/02/2025,14/02/2025,NEFT DR/VEN975353433627/PRINT HOUSE/VENDOR PAYMENT,NEFT265271796574,"127,501.40",-,"2,818,268.59"
13/02/2025,14/02/2025,CHRG DR/FEE272806620998/BANK CHARGE,CHG744463121318,179.25,-,"2,818,089.34"
14/02/2025,14/02/2025,NEFT DR/VEN398600020177/PACKAGING HUB/VENDOR PAYMENT,NEFT681118267776,"37,806.35",-,"2,780,282.99"
17/02/2025,17/02/2025,NEFT DR/VEN185398174981/PRINT HOUSE/VENDOR PAYMENT,NEFT661492257047,"14,263.52",-,"2,766,019.47"
19/02/2025,19/02/2025,RTGS CR/CLT502435494736/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS703824847773,-,"61,738.03","2,827,757.49"
19/02/2025,19/02/2025,UPI CR/P2P391946263376/AMAN/P2P RECEIVE,UPI180874963586,-,"6,978.56","2,834,736.05"
21/02/2025,22/02/2025,NEFT DR/VEN381270989595/CITY LOGISTICS/VENDOR PAYMENT,NEFT120195343549,"65,549.95",-,"2,769,186.10"
21/02/2025,22/02/2025,NEFT DR/VEN677420970529/CITY LOGISTICS/VENDOR PAYMENT,NEFT923693714807,"76,985.25",-,"2,692,200.85"
21/02/2025,23/02/2025,NEFT DR/VEN239560264805/PACKAGING HUB/VENDOR PAYMENT,NEFT212252648496,"82,708.48",-,"2,609,492.37"
23/02/2025,23/02/2025,NEFT DR/GST235229694877/GST PAYMENT/CBIC,TAX709677600426,"40,908.00",-,"2,568,584.37"
23/02/2025,24/02/2025,UPI DR/UPI724882885678/MEDPLUS/MERCHANT PAYMENT,DR547488994293,"7,905.41",-,"2,560,678.96"
23/02/2025,24/02/2025,NEFT DR/VEN498682495088/PRINT HOUSE/VENDOR PAYMENT,NEFT697345020678,"154,961.59",-,"2,405,717.37"
24/02/2025,26/02/2025,RTGS CR/CLT588228085757/NEXA INFRA/INVOICE SETTLEMENT,RTGS351745134570,-,"58,004.81","2,463,722.19"
27/02/2025,01/03/2025,CASH DEP/CSH438224527086/BRANCH DEPOSIT,CASH338564409369,-,"33,977.76","2,497,699.95"
02/03/2025,02/03/2025,NEFT CR/CLT770097248973/SKYLOGIC LLP/BULK RECEIPT,CR254338144790,-,"247,349.53","2,745,049.48"
02/03/2025,02/03/2025,NEFT DR/VEN328094256135/PACKAGING HUB/VENDOR PAYMENT,NEFT381495474831,"70,609.76",-,"2,674,439.72"
02/03/2025,03/03/2025,NEFT DR/VEN116431016435/WAREHOUSE RENT/VENDOR PAYMENT,NEFT149905511560,"17,411.09",-,"2,657,028.63"
03/03/2025,04/03/2025,UPI DR/P2P396281629414/PRIYA/P2P TRANSFER,UPI422936440050,"12,167.35",-,"2,644,861.28"
03/03/2025,05/03/2025,NEFT DR/VEN193934582049/WAREHOUSE RENT/VENDOR PAYMENT,NEFT825936666220,"75,333.42",-,"2,569,527.86"
06/03/2025,06/03/2025,NEFT DR/VEN897684054226/PACKAGING HUB/VENDOR PAYMENT,NEFT198776991921,"171,994.99",-,"2,397,532.87"
06/03/2025,07/03/2025,CASH DEP/CSH571853552511/BRANCH DEPOSIT,CASH787482121687,-,551.81,"2,398,084.67"
06/03/2025,08/03/2025,NEFT DR/VEN971507829345/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT277482403684,"59,357.08",-,"2,338,727.59"
09/03/2025,11/03/2025,RTGS CR/CLT659330112930/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS258256912004,-,"261,997.74","2,600,725.33"
10/03/2025,10/03/2025,RTGS CR/CLT405304640435/NEXA INFRA/INVOICE SETTLEMENT,RTGS550352801553,-,"164,251.11","2,764,976.45"
11/03/2025,13/03/2025,RTGS CR/CLT804744509089/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS328188752129,-,"84,503.92","2,849,480.36"
12/03/2025,12/03/2025,NEFT CR/CLT350310131758/SKYLOGIC LLP/BULK RECEIPT,CR307334292969,-,"261,305.27","3,110,785.63"
15/03/2025,16/03/2025,NEFT DR/VEN390770398546/PACKAGING HUB/VENDOR PAYMENT,NEFT764072222462,"62,160.52",-,"3,048,625.11"
15/03/2025,16/03/2025,NEFT DR/VEN231320866917/WAREHOUSE RENT/VENDOR PAYMENT,NEFT929476221775,"84,598.96",-,"2,964,026.15"
19/03/2025,19/03/2025,NEFT CR/CLT450606909893/ORBIT RETAIL/BULK RECEIPT,CR335289295000,-,"36,938.04","3,000,964.19"
19/03/2025,21/03/2025,UPI DR/BIZ191961784144/RAWMAT SUPPLY/SUPPLIER PAYMENT,DR194084107903,"37,958.05",-,"2,963,006.14"
20/03/2025,21/03/2025,RTGS CR/CLT313149387331/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS478263647016,-,"188,505.08","3,151,511.23"
20/03/2025,21/03/2025,UPI DR/P2P476986539137/PRIYA/P2P TRANSFER,UPI172486725388,"5,575.77",-,"3,145,935.46"
21/03/2025,22/03/2025,RTGS CR/CLT981761651951/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS772388441133,-,"67,319.32","3,213,254.78"
21/03/2025,23/03/2025,UPI DR/UPI689951653762/APOLLO PHARMACY/MERCHANT PAYMENT,DR467637038304,621.72,-,"3,212,633.06"
21/03/2025,23/03/2025,RTGS CR/CLT743839520334/URBAN FOODS/INVOICE SETTLEMENT,RTGS200869127936,-,"162,831.35","3,375,464.41"
23/03/2025,23/03/2025,NEFT DR/GST775882301709/GST PAYMENT/CBIC,TAX163231590618,"74,419.89",-,"3,301,044.52"
24/03/2025,26/03/2025,NEFT DR/VEN570588517394/WAREHOUSE RENT/VENDOR PAYMENT,NEFT987067263669,"119,683.98",-,"3,181,360.54"
26/03/2025,26/03/2025,RTGS CR/CLT443276998626/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS973544384452,-,"107,037.59","3,288,398.13"
28/03/2025,29/03/2025,CHRG DR/FEE444965035128/BANK CHARGE,CHG212064346814,438.10,-,"3,287,960.03"
29/03/2025,29/03/2025,UPI DR/UPI709027009114/SWIGGY/MERCHANT PAYMENT,DR561056818059,541.14,-,"3,287,418.89"
31/03/2025,31/03/2025,NEFT DR/VEN740062087334/WAREHOUSE RENT/VENDOR PAYMENT,NEFT603455888688,"15,587.71",-,"3,271,831.18"
01/04/2025,02/04/2025,NEFT CR/CLT427044881128/URBAN FOODS/BULK RECEIPT,CR681278158719,-,"29,796.27","3,301,627.45"
03/04/2025,03/04/2025,NEFT DR/VEN199622703445/PRINT HOUSE/VENDOR PAYMENT,NEFT575539278819,"81,028.39",-,"3,220,599.06"
04/04/2025,05/04/2025,NEFT CR/CLT432825968752/ALPHA TRADERS/BULK RECEIPT,CR873863627188,-,"33,488.26","3,254,087.32"
07/04/2025,09/04/2025,UPI CR/P2P254573516012/NEHA/P2P RECEIVE,UPI870394263827,-,"29,625.18","3,283,712.50"
08/04/2025,10/04/2025,CASH DEP/CSH106329483946/BRANCH DEPOSIT,CASH888389857105,-,"21,601.48","3,305,313.99"
11/04/2025,11/04/2025,NEFT CR/CLT780250260836/NEXA INFRA/BULK RECEIPT,CR655909957108,-,"221,664.61","3,526,978.59"
11/04/2025,13/04/2025,CASH DEP/CSH778673885683/BRANCH DEPOSIT,CASH386082788610,-,"24,882.83","3,551,861.42"
13/04/2025,13/04/2025,RTGS CR/CLT618794894935/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS948019343922,-,"238,213.85","3,790,075.27"
14/04/2025,14/04/2025,UPI DR/UPI289470474946/MEDPLUS/MERCHANT PAYMENT,DR666106109583,"4,926.50",-,"3,785,148.77"
14/04/2025,14/04/2025,UPI DR/UPI723470441355/AIRTEL/MERCHANT PAYMENT,DR818835276820,"3,350.18",-,"3,781,798.59"
14/04/2025,14/04/2025,UPI DR/UPI952896936848/AIRTEL/MERCHANT PAYMENT,DR870309285562,"8,169.41",-,"3,773,629.18"
14/04/2025,14/04/2025,NEFT DR/VEN357420862624/PRINT HOUSE/VENDOR PAYMENT,NEFT941553927695,"149,721.84",-,"3,623,907.34"
18/04/2025,18/04/2025,RTGS CR/CLT515731130490/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS123359482709,-,"251,503.30","3,875,410.63"
21/04/2025,21/04/2025,UPI DR/UPI153516686841/SPOTIFY/MERCHANT PAYMENT,DR859266365373,"1,233.47",-,"3,874,177.16"
21/04/2025,22/04/2025,UPI CR/P2P633339356229/MEERA/P2P RECEIVE,UPI413413622337,-,"19,690.17","3,893,867.33"
25/04/2025,26/04/2025,UPI DR/UPI971452471944/FLIPKART/MERCHANT PAYMENT,DR299998995833,"10,046.01",-,"3,883,821.32"
26/04/2025,27/04/2025,NEFT DR/GST953191534341/GST PAYMENT/CBIC,TAX899676028387,"110,431.22",-,"3,773,390.10"
26/04/2025,28/04/2025,RTGS CR/CLT975462111563/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS849663806423,-,"124,486.74","3,897,876.84"
