Date,Details,Ref No/Cheque No,Debit,Credit,Balance
08/01/2025,WDL TFR UPI/DR/889851685460/shradha./KVBL/ shradha.na/UPI 3994724700840 AT 06039 UDGIR,,1078.98,,28977.62
08/01/2025,WDL TFR UPI/DR/779235749847/sai trad/YESB/ paytmqraya/NA 6011068282027 AT 06039 UDGIR,,98.46,,28879.16
09/01/2025,DEP TFR UPI/CR/851311587796/ADITYA K/SBIN/ adityakris/UPI 3225980825241 AT 06039 UDGIR,,,85.42,28964.58
10/01/2025,WDL TFR UPI/DR/453760579708/ANIL ARJ/YESB/ paytmqr1dr/NA 9708617369300 AT 06039 UDGIR,,29.78,,28934.80
12/01/2025,DEP TFR UPI/CR/055247870685/JAGADISH/UBIN/ jaguswami1/UPI 3680789759941 AT 06039 UDGIR,,,1307.82,30242.62
12/01/2025,WDL TFR UPI/DR/223063440088/RAJENTERP/YESB/ q039410539/Sen 3006919406204 AT 06039 UDGIR,,20.23,,30222.39
12/01/2025,DEP TFR UPI/CR/942823283889/Bhagyash/BARB/ vaniswami1/UPI 7166265874806 AT 06039 UDGIR,,,98.00,30320.39
14/01/2025,WDL TFR UPI/DR/230415867172/Bhagyash/BARB/ vaniswami1/UPI 3256734475463 AT 06039 UDGIR,,658.63,,29661.76
15/01/2025,WDL TFR UPI/DR/877079199778/RENUKAPR/SBIN/ 9748781132/UPI 6550567611624 AT 06039 UDGIR,,1294.69,,28367.07
16/01/2025,DEP TFR UPI/CR/138258758029/Master S/MAHB/ parthchava/UPI 1451702583825 AT 06039 UDGIR,,,186.94,28554.01
17/01/2025,WDL TFR UPI/DR/079281405586/MOHIT SU/BKID/ 4516858674/UPI 4347001025703 AT 06039 UDGIR,,21.29,,28532.72
20/01/2025,WDL TFR UPI/DR/993273466103/PAWAR PA/YESB/p aytmqr65u/Sent 1061757815906 AT 06039 UDGIR,,46.11,,28486.61
20/01/2025,WDL TFR UPI/DR/717830405327/MR SOURA/YESB/q 868364515/Sent 8664182389133 AT 06039 UDGIR,,202.63,,28283.98
21/01/2025,WDL TFR UPI/DR/385445688435/ADITYA A/BARB/ 5526781419/UPI 9624601783396 AT 06039 UDGIR,,212.29,,28071.69
24/01/2025,WDL TFR UPI/DR/621346665624/SEEMA AB/YESB/q 927376420/Sent 5016035445237 AT 06039 UDGIR,,83.86,,27987.83
24/01/2025,WDL TFR UPI/DR/445477586852/ARJUN /YESB/q 544811077/Sent 3330832571903 AT 06039 UDGIR,,192.94,,27794.89
24/01/2025,DEP TFR UPI/CR/056424886687/PARTH DA/BKID/ parthchava/UPI 1996498190402 AT 06039 UDGIR,,,432.03,28226.92
26/01/2025,WDL TFR UPI/DR/348343260191/Prajakta/PPIW/o mbk.aagq2/Sent 7882333854288 AT 06039 UDGIR,,149.29,,28077.63
27/01/2025,WDL TFR UPI/DR/015538661244/RENUKAPR/SBIN/ 3138754800/UPI 9806696796355 AT 06039 UDGIR,,349.43,,27728.20
28/01/2025,WDL TFR UPI/DR/688938984634/BLINKIT /HDFC/g rofers1pa/Blin 3704372517616 AT 06039 UDGIR,,186.24,,27541.96
31/01/2025,DEP TFR UPI/CR/498726774429/PARTH DA/BKID/p arthchava/ligh 2863723481109 AT 06039 UDGIR,,,141.05,27683.01
01/02/2025,DEP TFR UPI/CR/467344671584/Bhagyash/BARB/ vaniswami1/UPI 9658298448173 AT 06039 UDGIR,,,2135.46,29818.47
01/02/2025,WDL TFR UPI/DR/734015251524/MAHESH V/FDRL/ bharatpe.9/Pay 0710715373632 AT 06039 UDGIR,,80.89,,29737.58
01/02/2025,WDL TFR UPI/DR/669235420923/Master S/MAHB/ 8245938233/UPI 6100326817358 AT 06039 UDGIR,,226.33,,29511.25
03/02/2025,WDL TFR UPI/DR/007413971947/MR SOURA/YESB/q 606711731/Sent 6341922251964 AT 06039 UDGIR,,185.65,,29325.60
04/02/2025,WDL TFR UPI/DR/369152792494/MOHIT SU/BKID/ mohitttade/UPI 4034499155528 AT 06039 UDGIR,,7799.64,,21525.96
04/02/2025,DEP TFR UPI/CR/126208090700/MOHIT SU/BKID/ mohitttade/UPI 4622328695349 AT 06039 UDGIR,,,552.39,22078.35
04/02/2025,DEP TFR UPI/CR/284771049870/MOHIT SU/BKID/ mohitttade/UPI 4034904441078 AT 06039 UDGIR,,,133.30,22211.65
06/02/2025,DEP TFR UPI/CR/241494161987/MOHIT SU/BKID/ mohitttade/UPI 8535883986355 AT 06039 UDGIR,,,73.62,22285.27
07/02/2025,WDL TFR UPI/DR/983714053670/ANIKET R/YESB/q 518380962/Sent 0282368032902 AT 06039 UDGIR,,169.70,,22115.57
09/02/2025,WDL TFR UPI/DR/764923551396/Mrs KANC/YESB/ bharatpe9s/Pay 6288895204642 AT 06039 UDGIR,,60.88,,22054.69
