value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,03/01/2025,UPI DR/UPI977670132424/ZOMATO/MERCHANT PAYMENT,DR919072029176,"1,373.43",-,"1,692.57"
03/01/2025,04/01/2025,IMPS CR/PKT244751091886/FAMILY SUPPORT/VIKAS,IMPS578374340291,-,"6,569.07","8,261.64"
04/01/2025,05/01/2025,CHRG DR/FEE822104756280/BANK CHARGE,CHG685868069986,55.61,-,"8,206.03"
05/01/2025,05/01/2025,NEFT DR/TRF539439082668/ACCOUNT TRANSFER,NEFT900208462600,"8,196.03",-,10.00
05/01/2025,07/01/2025,UPI DR/UPI491262508867/AMAZON/MERCHANT PAYMENT,DR124024382383,1.00,-,9.00
05/01/2025,07/01/2025,NEFT DR/TRF380759325188/ACCOUNT TRANSFER,NEFT351880658962,1.00,-,8.00
06/01/2025,07/01/2025,NEFT DR/TRF267024605883/ACCOUNT TRANSFER,NEFT522760342275,1.00,-,7.00
06/01/2025,08/01/2025,CASH DEP/CSH307015913563/BRANCH DEPOSIT,CASH927978731431,-,"2,673.24","2,680.24"
07/01/2025,09/01/2025,UPI DR/UPI440852942422/SPOTIFY/MERCHANT PAYMENT,DR415528816721,445.10,-,"2,235.14"
08/01/2025,09/01/2025,UPI DR/UPI802301470267/AIRTEL/MERCHANT PAYMENT,DR521809961170,62.13,-,"2,173.01"
09/01/2025,09/01/2025,CASH DEP/CSH815740924419/BRANCH DEPOSIT,CASH150107072113,-,"3,529.35","5,702.36"
10/01/2025,10/01/2025,UPI DR/P2P253393487518/MEERA/P2P TRANSFER,UPI276290381449,"2,969.43",-,"2,732.93"
10/01/2025,10/01/2025,UPI DR/UPI583601190557/AMAZON/MOBILEAPP,UPI814841914524,"1,980.70",-,752.23
11/01/2025,11/01/2025,UPI DR/UPI346961311711/BIGBASKET/MERCHANT PAYMENT,DR107255296972,742.23,-,10.00
11/01/2025,12/01/2025,CASH DEP/CSH822336247815/BRANCH DEPOSIT,CASH702070600521,-,"3,507.11","3,517.11"
11/01/2025,12/01/2025,UPI DR/P2P560947214759/MEERA/P2P TRANSFER,UPI179702894358,182.10,-,"3,335.01"
