value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,02/01/2025,NEFT CR/SAL545676858030/INFOSYS/MONTHLY SALARY,CR899036951704,-,"160,800.15","315,414.15"
03/01/2025,04/01/2025,CASH DEP/CSH494476377425/BRANCH DEPOSIT,CASH433405204067,-,"23,069.68","338,483.83"
03/01/2025,04/01/2025,NEFT DR/TRF157791971663/ACCOUNT TRANSFER,NEFT852616016511,"8,462.30",-,"330,021.53"
03/01/2025,05/01/2025,UPI DR/P2P467568641258/MEERA/P2P TRANSFER,UPI455482389679,"7,375.99",-,"322,645.54"
05/01/2025,07/01/2025,UPI DR/UPI421119645945/FLIPKART/MERCHANT PAYMENT,DR870708506282,263.35,-,"322,382.19"
06/01/2025,07/01/2025,UPI DR/UPI945255419381/JIO/MERCHANT PAYMENT,DR308347983747,"1,195.67",-,"321,186.52"
06/01/2025,08/01/2025,NEFT DR/TRF763154889876/ACCOUNT TRANSFER,NEFT370043244079,"35,495.13",-,"285,691.39"
07/01/2025,07/01/2025,UPI CR/P2P913357472297/PRIYA/P2P RECEIVE,UPI419442690751,-,"9,018.26","294,709.65"
08/01/2025,09/01/2025,CASH DEP/CSH722586854142/BRANCH DEPOSIT,CASH356016249684,-,"25,844.66","320,554.31"
09/01/2025,09/01/2025,UPI CR/P2P600278284856/ROHAN/P2P RECEIVE,UPI514512554938,-,"20,726.45","341,280.76"
09/01/2025,11/01/2025,UPI DR/UPI691009299034/SPOTIFY/MERCHANT PAYMENT,DR411361788889,162.71,-,"341,118.05"
10/01/2025,10/01/2025,UPI DR/UPI788714911341/MEDPLUS/MOBILEAPP,UPI878331554424,918.99,-,"340,199.06"
11/01/2025,13/01/2025,CHRG DR/FEE849828727418/BANK CHARGE,CHG696262432906,445.13,-,"339,753.93"
11/01/2025,13/01/2025,NEFT CR/TRF808236767832/TRANSFER IN,CR636682552573,-,"33,456.68","373,210.60"
14/01/2025,16/01/2025,CASH DEP/CSH548534788750/BRANCH DEPOSIT,CASH917981653233,-,"20,417.11","393,627.72"
15/01/2025,16/01/2025,NEFT DR/TRF397075969786/SAVINGS TRANSFER,NEFT149002570573,"9,814.56",-,"383,813.16"
15/01/2025,16/01/2025,NEFT DR/TRF667073799718/ACCOUNT TRANSFER,NEFT276139560425,"30,856.85",-,"352,956.31"
16/01/2025,17/01/2025,NEFT DR/TRF887974949870/ACCOUNT TRANSFER,NEFT919824091746,"37,700.66",-,"315,255.65"
19/01/2025,19/01/2025,UPI CR/UPI621168945551/KARAN/P2P RECEIVE,UPI524387204639,-,"1,253.29","316,508.94"
22/01/2025,23/01/2025,CASH DEP/CSH511468943099/BRANCH DEPOSIT,CASH703253985262,-,"11,358.52","327,867.46"
23/01/2025,25/01/2025,UPI CR/P2P179383253822/ROHAN/P2P RECEIVE,UPI394671718616,-,227.99,"328,095.45"
24/01/2025,24/01/2025,UPI DR/P2P185395454597/ANJALI/P2P TRANSFER,UPI920644724017,"3,871.04",-,"324,224.41"
25/01/2025,25/01/2025,UPI CR/P2P939744352690/NEHA/P2P RECEIVE,UPI255718541757,-,"12,698.59","336,923.00"
26/01/2025,27/01/2025,CHRG DR/FEE911134294836/BANK CHARGE,CHG958912646201,278.04,-,"336,644.96"
28/01/2025,29/01/2025,UPI DR/P2P252265836246/ROHAN/P2P TRANSFER,UPI118153990411,"7,973.64",-,"328,671.32"
29/01/2025,30/01/2025,UPI DR/UPI333901243193/AMAZON/MERCHANT PAYMENT,DR437301312380,"10,735.87",-,"317,935.45"
29/01/2025,31/01/2025,NEFT CR/TRF671136819638/TRANSFER IN,CR464872486781,-,"53,176.21","371,111.66"
29/01/2025,31/01/2025,UPI DR/UPI521023128877/FLIPKART/MERCHANT PAYMENT,DR379386519733,"9,233.27",-,"361,878.39"
30/01/2025,30/01/2025,CASH DEP/CSH238346280248/BRANCH DEPOSIT,CASH723324027636,-,"14,439.46","376,317.86"
01/02/2025,02/02/2025,NEFT CR/SAL835570513222/WIPRO/MONTHLY SALARY,CR868051148638,-,"158,998.35","535,316.21"
05/02/2025,06/02/2025,UPI CR/P2P800917381675/VIKAS/P2P RECEIVE,UPI588502340817,-,"17,399.75","552,715.96"
05/02/2025,07/02/2025,NEFT CR/TRF818503316592/TRANSFER IN,CR569114239938,-,"5,316.36","558,032.32"
07/02/2025,07/02/2025,UPI DR/UPI381227180893/NETFLIX/MERCHANT PAYMENT,DR334415908354,"2,470.52",-,"555,561.80"
08/02/2025,09/02/2025,NEFT CR/TRF470343689210/TRANSFER IN,CR691011013076,-,"37,032.53","592,594.33"
09/02/2025,09/02/2025,NEFT CR/TRF377438351028/TRANSFER IN,CR854960257606,-,"22,331.43","614,925.76"
12/02/2025,12/02/2025,UPI DR/P2P840509786182/PRIYA/P2P TRANSFER,UPI546616111283,"13,946.76",-,"600,979.00"
12/02/2025,13/02/2025,NEFT CR/TRF699732042862/TRANSFER IN,CR899562473282,-,"29,648.26","630,627.26"
12/02/2025,13/02/2025,NEFT DR/TRF437861785282/ACCOUNT TRANSFER,NEFT518191465598,"47,662.81",-,"582,964.45"
12/02/2025,14/02/2025,CASH DEP/CSH450158699781/BRANCH DEPOSIT,CASH702430493733,-,"26,482.95","609,447.41"
13/02/2025,13/02/2025,NEFT DR/TRF621200462863/ACCOUNT TRANSFER,NEFT976513463180,"30,233.83",-,"579,213.58"
14/02/2025,14/02/2025,CASH DEP/CSH569335793846/BRANCH DEPOSIT,CASH283523075233,-,"6,263.58","585,477.15"
14/02/2025,14/02/2025,UPI DR/P2P661816266278/AMAN/P2P TRANSFER,UPI906965605691,"19,820.86",-,"565,656.29"
16/02/2025,17/02/2025,UPI DR/P2P223203371757/SNEHA/P2P TRANSFER,UPI784990680560,"14,277.10",-,"551,379.19"
18/02/2025,18/02/2025,CASH DEP/CSH911338074164/BRANCH DEPOSIT,CASH894466868936,-,"30,339.16","581,718.35"
20/02/2025,22/02/2025,CHRG DR/FEE606719554852/BANK CHARGE,CHG488214838096,194.37,-,"581,523.98"
20/02/2025,22/02/2025,UPI DR/UPI231359500122/AMAZON/MERCHANT PAYMENT,DR298003916174,"6,705.63",-,"574,818.35"
21/02/2025,21/02/2025,CASH DEP/CSH671379872271/BRANCH DEPOSIT,CASH581118345643,-,"36,232.53","611,050.88"
23/02/2025,23/02/2025,UPI DR/UPI166573128769/OLA/MERCHANT PAYMENT,DR675919849994,"6,396.01",-,"604,654.87"
24/02/2025,26/02/2025,NEFT DR/TRF502776088207/ACCOUNT TRANSFER,NEFT150365984608,"18,378.45",-,"586,276.42"
26/02/2025,28/02/2025,CASH DEP/CSH820415900238/BRANCH DEPOSIT,CASH356891063580,-,"37,453.21","623,729.63"
27/02/2025,01/03/2025,UPI DR/UPI612331002975/NETFLIX/MERCHANT PAYMENT,DR163424803344,289.45,-,"623,440.18"
28/02/2025,01/03/2025,CASH DEP/CSH952583493598/BRANCH DEPOSIT,CASH744593435991,-,"21,879.24","645,319.42"
01/03/2025,01/03/2025,NEFT CR/SAL817009528584/COGNIZANT/MONTHLY SALARY,CR145679795561,-,"162,764.70","808,084.12"
03/03/2025,03/03/2025,UPI DR/UPI660562250421/ZOMATO/MERCHANT PAYMENT,DR961640051883,"6,978.62",-,"801,105.50"
05/03/2025,06/03/2025,UPI DR/UPI744668671247/OLA/MERCHANT PAYMENT,DR587076865549,"1,239.63",-,"799,865.87"
05/03/2025,07/03/2025,CHRG DR/FEE708078956460/BANK CHARGE,CHG964598861217,103.36,-,"799,762.51"
