Date,Details,Ref No/Cheque No,Debit,Credit,Balance
08/01/2025,WDL TFR UPI/DR/101067934906/MOHIT SU/BKID/ mohitttade/UPI 7360273694036 AT 06039 UDGIR,,335.67,,9403.92
08/01/2025,WDL TFR UPI/DR/759961439451/Shankar /YESB/p aytm.s1tn/Sent 1910532592940 AT 06039 UDGIR,,42.78,,9361.14
09/01/2025,WDL TFR UPI/DR/353683913155/MR SOURA/YESB/q 415633514/Sent 9333601952032 AT 06039 UDGIR,,372.82,,8988.32
10/01/2025,WDL TFR UPI/DR/206555705390/Master S/MAHB/ 0266527982/UPI 0267263867746 AT 06039 UDGIR,,201.07,,8787.25
10/01/2025,WDL TFR UPI/DR/041167241177/ALINA WI/HDFC/a linawines/Sent 4637413862805 AT 06039 UDGIR,,4245.77,,4541.48
10/01/2025,WDL TFR UPI/DR/857211751522/AARADHYA/YESB/ Q249889190/UPI 9713267426114 AT 06039 UDGIR,,78.33,,4463.15
11/01/2025,DEP TFR UPI/CR/782002927228/JAGADISH/UBIN/ jaguswami1/UPI 6365515659671 AT 06039 UDGIR,,,147.73,4610.88
12/01/2025,DEP TFR UPI/CR/500853355307/Master S/MAHB/ parthchava/UPI 4437083818207 AT 06039 UDGIR,,,72.81,4683.69
13/01/2025,DEP TFR UPI/CR/632713043398/JAGADISH/UBIN/ jaguswami1/UPI 7020114134086 AT 06039 UDGIR,,,692.68,5376.37
15/01/2025,WDL TFR UPI/DR/190083850434/ADITYA K/SBIN/ adityakris/UPI 8569661979182 AT 06039 UDGIR,,719.74,,4656.63
17/01/2025,DEP TFR UPI/CR/619678977258/ADITYA K/SBIN/ adityakris/UPI 6360021231659 AT 06039 UDGIR,,,268.54,4925.17
18/01/2025,WDL TFR UPI/DR/170021272881/SEEMA AB/YESB/q 216671691/Sent 0010856549409 AT 06039 UDGIR,,44.64,,4880.53
18/01/2025,DEP TFR UPI/CR/883446183893/JAGADISH/UBIN/ jaguswami1/UPI 6062657681684 AT 06039 UDGIR,,,2350.62,7231.15
20/01/2025,DEP TFR UPI/CR/450983832030/ADITYA K/SBIN/ adityakris/UPI 3148840767708 AT 06039 UDGIR,,,25.33,7256.48
20/01/2025,DEP TFR UPI/CR/908200269883/JAGADISH/UBIN/ jaguswami1/UPI 8153351869595 AT 06039 UDGIR,,,1279.40,8535.88
20/01/2025,DEP TFR UPI/CR/000279435150/JAGADISH/UBIN/ jaguswami1/UPI 7838724191778 AT 06039 UDGIR,,,438.19,8974.07
20/01/2025,DEP TFR UPI/CR/855372437608/ADITYA K/SBIN/ adityakris/UPI 0457690082549 AT 06039 UDGIR,,,122.62,9096.69
22/01/2025,DEP TFR UPI/CR/797342005268/MOHIT SU/BKID/ mohitttade/UPI 4301445145815 AT 06039 UDGIR,,,203.44,9300.13
23/01/2025,WDL TFR UPI/DR/915084425478/A TO Z C/HDFC/v yapar.172/Sent 3714751216825 AT 06039 UDGIR,,815.16,,8484.97
24/01/2025,WDL TFR UPI/DR/420125916471/ANIL ARJ/YESB/ paytmqrt2m/NA 8292135722116 AT 06039 UDGIR,,153.62,,8331.35
24/01/2025,WDL TFR UPI/DR/303722678052/ANIL ARJ/YESB/ paytmqrt2m/NA 7944860622361 AT 06039 UDGIR,,189.41,,8141.94
25/01/2025,WDL TFR UPI/DR/514290846086/ANIL ARJ/YESB/ paytmqrt2m/NA 1717363671885 AT 06039 UDGIR,,312.05,,7829.89
26/01/2025,WDL TFR UPI/DR/835762067310/Mr Popat/YESB/q 324753482/Sent 5486111391367 AT 06039 UDGIR,,26.19,,7803.70
27/01/2025,WDL TFR UPI/DR/442030351350/SHADAB N/UBIN/i namdarsha/Sent 4052633902219 AT 06039 UDGIR,,220.88,,7582.82
28/01/2025,WDL TFR UPI/DR/392786835133/93561385/PPIW/ 0126209708/UPI 1760349639018 AT 06039 UDGIR,,2.56,,7580.26
28/01/2025,WDL TFR UPI/DR/573523838764/SEEMA AB/YESB/q 216671691/Sent 2107083012446 AT 06039 UDGIR,,38.75,,7541.51
29/01/2025,WDL TFR UPI/DR/185160032346/Mr PRAMO/YESB/q 052019346/Sent 4292023886533 AT 06039 UDGIR,,2.65,,7538.86
30/01/2025,WDL TFR UPI/DR/621153458734/BP Petro/YESB/q 580628708/Sent 6944536314510 AT 06039 UDGIR,,158.16,,7380.70
30/01/2025,WDL TFR UPI/DR/882777209415/HARSHAD /YESB/p aytmqr66y/Sent 7980462517831 AT 06039 UDGIR,,22.21,,7358.49
30/01/2025,WDL TFR UPI/DR/438709520475/Sunil Ch/YESB/p aytmqr6m2/Sent 5767572657857 AT 06039 UDGIR,,50.19,,7308.30
01/02/2025,WDL TFR UPI/DR/253713181259/SEEMA AB/YESB/q 216671691/Sent 6731675223341 AT 06039 UDGIR,,135.64,,7172.66
01/02/2025,WDL TFR UPI/DR/041067625214/SHISHA G/HDFC/v yapar.170/Sent 7026543828416 AT 06039 UDGIR,,167.60,,7005.06
02/02/2025,WDL TFR UPI/DR/996228605363/Mr PRAMO/YESB/q 052019346/Sent 3857973711524 AT 06039 UDGIR,,2.19,,7002.87
02/02/2025,WDL TFR UPI/DR/679405698015/Amararam/YESB/q 258628952/Sent 2329110309482 AT 06039 UDGIR,,46.86,,6956.01
04/02/2025,DEP TFR UPI/CR/238457293445/SARTHAK /IPOS/ sarthakksh/UPI 0930457916890 AT 06039 UDGIR,,,66.02,7022.03
05/02/2025,WDL TFR UPI/DR/108914218302/Mr Popat/YESB/q 324753482/Sent 8613074794105 AT 06039 UDGIR,,40.79,,6981.24
05/02/2025,WDL TFR UPI/DR/681479047050/SWIGGY/ICIC/upi swiggy@/Sent u 9023384325674 AT 06039 UDGIR,,278.24,,6703.00
05/02/2025,WDL TFR UPI/DR/945220392576/sai trad/YESB/ paytmqraya/NA 3858989479486 AT 06039 UDGIR,,23.45,,6679.55
05/02/2025,DEP TFR UPI/CR/358830467970/TANVI TANVI/IBKL/ user46753/UPI 8195965961578 AT 06039 UDGIR,,,8393.81,15073.36
06/02/2025,DEP TFR UPI/CR/654639690479/ADITYA K/SBIN/ adityakris/UPI 9286532924156 AT 06039 UDGIR,,,18.33,15091.69
07/02/2025,WDL TFR UPI/DR/527764751949/ANIL ARJ/YESB/ paytmqrt2m/NA 1447754753103 AT 06039 UDGIR,,135.96,,14955.73
09/02/2025,DEP TFR UPI/CR/996328902000/MOHIT SU/BKID/ mohitttade/UPI 7410268307405 AT 06039 UDGIR,,,610.74,15566.47
09/02/2025,DEP TFR UPI/CR/058151165528/JAGADISH/UBIN/ jaguswami1/UPI 9743038000930 AT 06039 UDGIR,,,1463.08,17029.55
10/02/2025,DEP TFR UPI/CR/298723340991/MOHIT SU/BKID/ mohitttade/UPI 1486269489369 AT 06039 UDGIR,,,17.80,17047.35
13/02/2025,DEP TFR UPI/CR/344293410737/MOHIT SU/BKID/ mohitttade/UPI 6807110646930 AT 06039 UDGIR,,,225.19,17272.54
15/02/2025,DEP TFR UPI/CR/365476446072/SARTHAK /IPOS/ sarthakksh/UPI 6544716336377 AT 06039 UDGIR,,,82.05,17354.59
16/02/2025,DEP TFR UPI/CR/937724960429/Master S/MAHB/ parthchava/UPI 6179422686366 AT 06039 UDGIR,,,301.87,17656.46
17/02/2025,DEP TFR UPI/CR/923304262133/ADITYA K/SBIN/ adityakris/UPI 3890797006058 AT 06039 UDGIR,,,200.59,17857.05
17/02/2025,WDL TFR UPI/DR/900039967617/PRAJAKTA/PPIW/o mbk.aafz1/Sent 9183321208279 AT 06039 UDGIR,,232.08,,17624.97
18/02/2025,DEP TFR UPI/CR/738462826564/SARTHAK /IPOS/ sarthakksh/UPI 7965198661634 AT 06039 UDGIR,,,85.22,17710.19
20/02/2025,WDL TFR UPI/DR/073653997213/ZOMATO L/YESB/z omato-ord/Zoma 0643244912318 AT 06039 UDGIR,,173.39,,17536.80
21/02/2025,WDL TFR UPI/DR/492112126855/Fatema s/YESB/p aytm.s1is/Sent 6256037788798 AT 06039 UDGIR,,382.10,,17154.70
23/02/2025,DEP TFR UPI/CR/031101666353/MOHIT SU/BKID/ mohitttade/UPI 7972629582572 AT 06039 UDGIR,,,146.05,17300.75
23/02/2025,DEP TFR UPI/CR/301190041514/ADITYA A/BARB/9 356138585/Paym 9085167444640 AT 06039 UDGIR,,,30.07,17330.82
