value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,03/01/2025,UPI DR/UPI635855402758/OLA/MERCHANT PAYMENT,DR417784662986,"1,566.40",-,"4,808.60"
04/01/2025,06/01/2025,NEFT DR/TRF213891923317/ACCOUNT TRANSFER,NEFT736484117308,"4,558.60",-,250.00
05/01/2025,05/01/2025,IMPS CR/PKT781166314034/FAMILY SUPPORT/ROHAN,IMPS610953316651,-,"4,101.24","4,351.24"
06/01/2025,07/01/2025,UPI DR/UPI405055791972/OLA/MERCHANT PAYMENT,DR644879910894,"1,102.74",-,"3,248.50"
07/01/2025,09/01/2025,CASH DEP/CSH852582402432/BRANCH DEPOSIT,CASH844399028279,-,"3,744.25","6,992.75"
10/01/2025,10/01/2025,UPI DR/UPI185202335421/MEDPLUS/MOBILEAPP,UPI907123588621,132.82,-,"6,859.93"
10/01/2025,11/01/2025,NEFT DR/TRF319610132459/ACCOUNT TRANSFER,NEFT147032784185,"6,609.93",-,250.00
10/01/2025,12/01/2025,NEFT CR/SCH877782501280/SCHOLARSHIP CREDIT,CR979633109831,-,"2,434.88","2,684.88"
11/01/2025,12/01/2025,UPI CR/P2P210242400105/VIKAS/P2P RECEIVE,UPI588683135381,-,"2,753.93","5,438.81"
12/01/2025,12/01/2025,UPI DR/UPI236063683001/OLA/MERCHANT PAYMENT,DR491032104790,723.08,-,"4,715.73"
12/01/2025,14/01/2025,UPI DR/P2P529811970393/ANJALI/P2P TRANSFER,UPI983660472275,"1,055.86",-,"3,659.87"
13/01/2025,14/01/2025,UPI DR/UPI137011147480/AIRTEL/MERCHANT PAYMENT,DR792582458427,616.19,-,"3,043.68"
15/01/2025,16/01/2025,UPI DR/UPI870757652175/NETFLIX/MERCHANT PAYMENT,DR787519014114,463.50,-,"2,580.18"
15/01/2025,16/01/2025,NEFT DR/TRF105022466936/SAVINGS TRANSFER,NEFT567741826796,"2,330.18",-,250.00
19/01/2025,19/01/2025,UPI CR/UPI940658109910/ROHAN/P2P RECEIVE,UPI232209995361,-,"1,504.62","1,754.62"
20/01/2025,21/01/2025,UPI DR/UPI547067384881/AMAZON/MERCHANT PAYMENT,DR201983610444,577.78,-,"1,176.84"
22/01/2025,23/01/2025,UPI DR/UPI626303887790/BIGBASKET/MERCHANT PAYMENT,DR925091922100,134.46,-,"1,042.38"
24/01/2025,24/01/2025,UPI DR/P2P799747993611/SNEHA/P2P TRANSFER,UPI946203482593,792.38,-,250.00
24/01/2025,26/01/2025,UPI CR/P2P388389513695/RAHUL/P2P RECEIVE,UPI273906482324,-,"1,437.71","1,687.71"
24/01/2025,26/01/2025,UPI DR/P2P398602513239/ROHAN/P2P TRANSFER,UPI761148906780,"1,437.71",-,250.00
25/01/2025,25/01/2025,CHRG DR/FEE497171115032/BANK CHARGE,CHG246759306739,1.00,-,249.00
