value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,NEFT CR/INV317123776443/ALPHA TRADERS/PROJECT CREDIT,CR711259195939,-,"19,100.60","150,042.60"
01/01/2025,02/01/2025,UPI DR/UPI745780878720/BOOKMYSHOW/MERCHANT PAYMENT,DR777717677523,"2,437.45",-,"147,605.15"
03/01/2025,03/01/2025,UPI DR/P2P323517941724/ANJALI/P2P TRANSFER,UPI987218351185,"1,441.02",-,"146,164.13"
04/01/2025,05/01/2025,NEFT CR/INV705093021240/URBAN FOODS/PROJECT CREDIT,CR400462109391,-,"18,855.77","165,019.90"
05/01/2025,06/01/2025,UPI DR/UPI167278086508/SWIGGY/MERCHANT PAYMENT,DR123087778169,"2,974.46",-,"162,045.44"
06/01/2025,07/01/2025,UPI DR/UPI258753185895/AMAZON/MERCHANT PAYMENT,DR347351561546,707.17,-,"161,338.27"
08/01/2025,08/01/2025,UPI DR/UPI833268632751/FLIPKART/MERCHANT PAYMENT,DR667203299987,"9,771.66",-,"151,566.61"
08/01/2025,09/01/2025,CHRG DR/FEE257010257725/BANK CHARGE,CHG190309400077,125.27,-,"151,441.34"
08/01/2025,10/01/2025,UPI DR/P2P379505088289/RAHUL/P2P TRANSFER,UPI992820842589,"22,429.73",-,"129,011.61"
10/01/2025,10/01/2025,UPI DR/UPI330620985634/BOOKMYSHOW/MOBILEAPP,UPI132782208142,301.56,-,"128,710.05"
14/01/2025,15/01/2025,NEFT CR/INV408136840968/URBAN FOODS/PROJECT PAYMENT,NEFT305869977331,-,"54,312.04","183,022.09"
15/01/2025,15/01/2025,UPI DR/UPI825598922976/APOLLO PHARMACY/MERCHANT PAYMENT,DR364848669100,"1,702.83",-,"181,319.26"
15/01/2025,16/01/2025,NEFT DR/TRF676216830769/SAVINGS TRANSFER,NEFT585752382546,"3,323.27",-,"177,995.99"
17/01/2025,19/01/2025,CASH DEP/CSH860722250630/BRANCH DEPOSIT,CASH291654538012,-,"12,528.37","190,524.36"
17/01/2025,19/01/2025,NEFT CR/INV701604534628/URBAN FOODS/PROJECT CREDIT,CR252031976136,-,"54,500.28","245,024.64"
18/01/2025,18/01/2025,CHRG DR/FEE866024499444/BANK CHARGE,CHG102303824132,253.91,-,"244,770.73"
18/01/2025,18/01/2025,UPI DR/UPI209736310346/JIO/MERCHANT PAYMENT,DR536959251663,"5,270.03",-,"239,500.70"
