Date,Details,Ref No/Cheque No,Debit,Credit,Balance
18/01/2025,DEP TFR UPI/CR/283860053058/JAGADISH/UBIN/ jaguswami1/UPI 8265234562443 AT 06039 UDGIR,,,573.24,34316.21
19/01/2025,WDL TFR UPI/DR/108397382139/SHREE GA/YESB/q 190874553/Sent 9321264079315 AT 06039 UDGIR,,59.51,,34256.70
21/01/2025,WDL TFR UPI/DR/901072699842/LAZY PAY/HDFC/l azypay.pa/Lazy 8307972915214 AT 06039 UDGIR,,419.92,,33836.78
22/01/2025,WDL TFR UPI/DR/483804846542/Mr Avdhe/YESB/q 457510087/Sent 9144107503527 AT 06039 UDGIR,,79.25,,33757.53
23/01/2025,DEP TFR UPI/CR/288604428938/Bhagyash/BARB/ vaniswami1/UPI 3984143520617 AT 06039 UDGIR,,,2762.29,36519.82
26/01/2025,DEP TFR UPI/CR/322746163879/SARTHAK /IPOS/ sarthakksh/UPI 8149175749518 AT 06039 UDGIR,,,49.22,36569.04
26/01/2025,DEP TFR UPI/CR/526039135702/MOHIT SU/BKID/ mohitttade/UPI 7753357372202 AT 06039 UDGIR,,,72.75,36641.79
27/01/2025,WDL TFR UPI/DR/346167873796/ELEVATE /YESB/q 785630458/Sent 0529814087124 AT 06039 UDGIR,,353.89,,36287.90
27/01/2025,DEP TFR UPI/CR/950677557606/MOHIT SU/BKID/ mohitttade/UPI 2569551524132 AT 06039 UDGIR,,,159.43,36447.33
28/01/2025,DEP TFR UPI/CR/360561768565/PRANAV RUTUJA/IBKL/ user44505/UPI 4075369078368 AT 06039 UDGIR,,,4769.44,41216.77
28/01/2025,WDL TFR UPI/DR/633525626414/HOTEL JO/ICIC/g etepay.gv/Sent 3929076183211 AT 06039 UDGIR,,1481.71,,39735.06
28/01/2025,DEP TFR UPI/CR/679189090722/ADITYA A/BARB/9 356138585/Paym 2234191022598 AT 06039 UDGIR,,,306.62,40041.68
28/01/2025,WDL TFR UPI/DR/267543174079/SARTHAK /BARB/s arthakksh/Sent 5680758586794 AT 06039 UDGIR,,18.77,,40022.91
