Date,Details,Ref No/Cheque No,Debit,Credit,Balance
03/01/2025,DEP TFR UPI/CR/818957173898/Akash/SBIN/7899 678022/Payment 9123739439359 AT 06039 UDGIR,,,455.46,8451.28
04/01/2025,WDL TFR UPI/DR/141061494531/VRL/HDFC/vrl.b dpg@h/Sent usi 8866874330517 AT 06039 UDGIR,,3089.44,,5361.84
05/01/2025,DEP TFR UPI/CR/921344221629/SANIKA PRANAV/IBKL/ user10413/UPI 2212709487047 AT 06039 UDGIR,,,3661.07,9022.91
06/01/2025,DEP TFR UPI/CR/679247961975/SANIKA PRANAV/IBKL/ user10413/UPI 9972007073576 AT 06039 UDGIR,,,4889.95,13912.86
07/01/2025,WDL TFR UPI/DR/736367243438/SEEMA AB/YESB/q 216671691/Sent 6168825003763 AT 06039 UDGIR,,38.27,,13874.59
09/01/2025,WDL TFR UPI/DR/834065552314/HEALTH F/UNBA/ bharatpe.9/Pay 5739287912181 AT 06039 UDGIR,,6.77,,13867.82
09/01/2025,DEP TFR UPI/CR/023166474781/MOHIT SU/BKID/ mohitttade/UPI 1204305196267 AT 06039 UDGIR,,,18.29,13886.11
10/01/2025,WDL TFR UPI/DR/272668511594/viveksj1/IBKL/ user10413/UPI 3399213007309 AT 06039 UDGIR,,564.05,,13322.06
10/01/2025,INTERES T CREDIT,,,1.42,13323.48
12/01/2025,WDL TFR UPI/DR/250791209455/ANIL ARJ/YESB/ paytmqrt2m/NA 1466852912093 AT 06039 UDGIR,,119.62,,13203.86
13/01/2025,DEP TFR UPI/CR/976648546706/ADITYA K/SBIN/ adityakris/UPI 5309187695856 AT 06039 UDGIR,,,110.57,13314.43
15/01/2025,WDL TFR UPI/DR/461036528622/SUKHVEER/UCBA/6 267861785/Sent 0576392217872 AT 06039 UDGIR,,121.48,,13192.95
15/01/2025,WDL TFR UPI/DR/835471260747/SHREE GA/YESB/q 190874553/Sent 1781373647467 AT 06039 UDGIR,,182.30,,13010.65
16/01/2025,WDL TFR UPI/DR/543027144104/BANKAR R/YESB/q 277110439/Sent 4751253744568 AT 06039 UDGIR,,407.46,,12603.19
17/01/2025,WDL TFR UPI/DR/380315378148/SIMRAN A/YESB/q 375739169/Sent 3933666508824 AT 06039 UDGIR,,945.78,,11657.41
18/01/2025,DEP TFR UPI/CR/945814957137/SANIKA PRANAV/IBKL/ user10413/UPI 1856194845216 AT 06039 UDGIR,,,1808.64,13466.05
20/01/2025,WDL TFR UPI/DR/585166111251/Master S/MAHB/ 9914591902/UPI 5135759692448 AT 06039 UDGIR,,28.54,,13437.51
21/01/2025,DEP TFR UPI/CR/341006529566/ADITYA A/BARB/9 356138585/Paym 2031732278049 AT 06039 UDGIR,,,52.01,13489.52
22/01/2025,WDL TFR UPI/DR/410046481294/HARSHAD /YESB/p aytmqr66y/Sent 7660105767737 AT 06039 UDGIR,,90.76,,13398.76
22/01/2025,DEP TFR UPI/CR/273214301615/VINAYKUM/SBIN/9 022071915/Paym 9921355363843 AT 06039 UDGIR,,,6775.98,20174.74
23/01/2025,WDL TFR UPI/DR/951004885590/upi juspay/YESB /paytm-7620/Tr 4723191578070 AT 06039 UDGIR,,1342.48,,18832.26
25/01/2025,DEP TFR UPI/CR/536635099220/MOHIT SU/BKID/ mohitttade/UPI 4215393076232 AT 06039 UDGIR,,,104.74,18937.00
27/01/2025,WDL TFR UPI/DR/207891772906/SHREE GA/YESB/q 190874553/Sent 1024709367147 AT 06039 UDGIR,,117.17,,18819.83
29/01/2025,WDL TFR UPI/DR/282663558557/SHREE GA/YESB/q 369201673/Sent 3917476595682 AT 06039 UDGIR,,17.26,,18802.57
29/01/2025,DEP TFR UPI/CR/752404327893/MOHIT SU/BKID/ mohitttade/UPI 4066084777328 AT 06039 UDGIR,,,195.72,18998.29
30/01/2025,WDL TFR UPI/DR/583348472449/SHANKAR/YESB/q 256466505/Sent 4543602859731 AT 06039 UDGIR,,75.07,,18923.22
30/01/2025,DEP TFR UPI/CR/867941797357/SHRADHA /KVBL/ shradha.na/UPI 4817580563268 AT 06039 UDGIR,,,373.35,19296.57
31/01/2025,WDL TFR UPI/DR/003137387186/ADITYA K/SBIN/ 7659815748/UPI 4654895662022 AT 06039 UDGIR,,497.67,,18798.90
31/01/2025,DEP TFR UPI/CR/270540366823/ADITYA A/BARB/9 356138585/Paym 3304842201646 AT 06039 UDGIR,,,2.19,18801.09
01/02/2025,WDL TFR UPI/DR/143950850698/MR ADITY/NESF/ 5968202487/UPI 3965361687460 AT 06039 UDGIR,,13.50,,18787.59
