Date,Details,Ref No/Cheque No,Debit,Credit,Balance
01/01/2025,WDL TFR UPI/DR/267113046155/HEALTH F/UNBA/ bharatpe.9/Pay 4724337683056 AT 06039 UDGIR,,12.91,,95237.90
02/01/2025,WDL TFR UPI/DR/455334818719/OM SAI P/YESB/p aytmqr6u7/Sent 3034519575987 AT 06039 UDGIR,,16.04,,95221.86
02/01/2025,WDL TFR UPI/DR/335111656041/HEALTH F/UNBA/ bharatpe.9/Pay 3555799423299 AT 06039 UDGIR,,7.37,,95214.49
03/01/2025,WDL TFR UPI/DR/585508621937/Airtel/YESB/air tel-bil/Airtel 7010192087177 AT 06039 UDGIR,,415.45,,94799.04
03/01/2025,WDL TFR UPI/DR/479784975711/Fatema s/YESB/p aytm.s1is/Sent 7319719239518 AT 06039 UDGIR,,97.34,,94701.70
04/01/2025,DEP TFR UPI/CR/858820277081/SARTHAK /IPOS/ sarthakksh/UPI 4632370291178 AT 06039 UDGIR,,,55.05,94756.75
05/01/2025,WDL TFR UPI/DR/803609215940/SHADAB N/UBIN/i namdarsha/Sent 8592108177250 AT 06039 UDGIR,,242.26,,94514.49
06/01/2025,WDL TFR UPI/DR/650406775410/SEEMA AB/YESB/q 216671691/Sent 7233487862375 AT 06039 UDGIR,,24.05,,94490.44
08/01/2025,WDL TFR UPI/DR/751538041223/PARTH DA/BKID/ parthchava/UPI 8910937074064 AT 06039 UDGIR,,176.87,,94313.57
08/01/2025,WDL TFR UPI/DR/415274951602/SEEMA AB/YESB/q 462067017/Sent 7673485224378 AT 06039 UDGIR,,49.33,,94264.24
10/01/2025,DEP TFR UPI/CR/594987030267/MOHIT SU/BKID/ mohitttade/UPI 8953079299582 AT 06039 UDGIR,,,135.70,94399.94
11/01/2025,WDL TFR UPI/DR/557622781555/Taher Fa/UNBA/ bharatpe.9/Pay 0940657418348 AT 06039 UDGIR,,31.32,,94368.62
11/01/2025,DEP TFR UPI/CR/959860141402/ADITYA K/SBIN/ adityakris/UPI 2899353954316 AT 06039 UDGIR,,,484.79,94853.41
12/01/2025,WDL TFR UPI/DR/836773690263/HEALTH F/YESB/p aytmqr6di/Sent 6352903601575 AT 06039 UDGIR,,203.40,,94650.01
13/01/2025,WDL TFR UPI/DR/408673685859/ZOMATO/HDFC/pay zomato@/Sent u 8377881481630 AT 06039 UDGIR,,154.60,,94495.41
13/01/2025,DEP TFR UPI/CR/955231871643/JAGADISH/UBIN/ jaguswami1/UPI 1931781204870 AT 06039 UDGIR,,,2645.14,97140.55
14/01/2025,WDL TFR UPI/DR/322643207100/Swiggy Ltd/UTIB /swiggyupi@/Pa 9220595554262 AT 06039 UDGIR,,429.61,,96710.94
17/01/2025,WDL TFR UPI/DR/701736899346/ANIL ARJ/YESB/ paytmqrt2m/NA 9649853944863 AT 06039 UDGIR,,18.31,,96692.63
18/01/2025,WDL TFR UPI/DR/178816128027/ADITYA K/SBIN/ 2144205197/UPI 1119965241641 AT 06039 UDGIR,,217.10,,96475.53
19/01/2025,WDL TFR UPI/DR/994105230864/High Spi/UTIB/9 823096944/Sent 1148296469470 AT 06039 UDGIR,,433.01,,96042.52
19/01/2025,DEP TFR UPI/CR/445762650110/SARTHAK /IPOS/ sarthakksh/UPI 3566739096412 AT 06039 UDGIR,,,129.04,96171.56
19/01/2025,WDL TFR UPI/DR/393000544120/ANIL ARJ/YESB/ paytmqrt2m/NA 0371849984999 AT 06039 UDGIR,,678.43,,95493.13
19/01/2025,WDL TFR UPI/DR/561246495162/SHREE GA/YESB/q 369201673/Sent 0241909665266 AT 06039 UDGIR,,62.21,,95430.92
19/01/2025,DEP TFR UPI/CR/311222189655/ADITYA K/SBIN/ adityakris/UPI 4256357016138 AT 06039 UDGIR,,,52.51,95483.43
22/01/2025,WDL TFR UPI/DR/464863342370/SANJAY B/YESB/p aytmqr6v1/Sent 9346736447747 AT 06039 UDGIR,,323.73,,95159.70
22/01/2025,WDL TFR UPI/DR/546962620131/ASHWINI /YESB/p aytm.s1sx/Sent 3497025993022 AT 06039 UDGIR,,16.70,,95143.00
23/01/2025,WDL TFR UPI/DR/887595091786/Pawar Pa/UTIB/g pay-12195/Sent 2734571913138 AT 06039 UDGIR,,58.88,,95084.12
23/01/2025,WDL TFR UPI/DR/580735291060/Kalbhor /KKBK/0 791752a02/3030 8888128403824 AT 06039 UDGIR,,11.72,,95072.40
25/01/2025,DEP TFR UPI/CR/639925289315/PARTH DA/BKID/p arthchava/ligh 7788390718464 AT 06039 UDGIR,,,135.84,95208.24
26/01/2025,WDL TFR UPI/DR/399101264651/Mrs KANC/YESB/ bharatpe9s/Pay 7918842621238 AT 06039 UDGIR,,99.43,,95108.81
28/01/2025,WDL TFR UPI/DR/212860804289/ANIL ARJ/YESB/ paytmqrt2m/NA 4689329477929 AT 06039 UDGIR,,191.38,,94917.43
29/01/2025,WDL TFR UPI/DR/462300356334/ADITYA K/SBIN/ 8745223451/UPI 8886949137582 AT 06039 UDGIR,,632.04,,94285.39
31/01/2025,WDL TFR UPI/DR/149108365367/ADITYA K/SBIN/ 4242805284/UPI 5937315299219 AT 06039 UDGIR,,347.83,,93937.56
01/02/2025,DEP TFR UPI/CR/326638685392/JAGADISH/UBIN/ jaguswami1/UPI 1837576148348 AT 06039 UDGIR,,,589.22,94526.78
01/02/2025,WDL TFR UPI/DR/024532810254/ANIL ARJ/YESB/ paytmqrt2m/NA 2829141713290 AT 06039 UDGIR,,165.95,,94360.83
03/02/2025,WDL TFR UPI/DR/647486214272/SWIKAR S/YESB/q 764846709/Sent 3270288753700 AT 06039 UDGIR,,430.60,,93930.23
05/02/2025,WDL TFR UPI/DR/470491948500/ANIL ARJ/YESB/ paytmqr1dr/NA 7859505245150 AT 06039 UDGIR,,51.00,,93879.23
06/02/2025,WDL TFR UPI/DR/501135450480/HENDGE M/YESB/q 235149754/Sent 1070320633777 AT 06039 UDGIR,,129.65,,93749.58
08/02/2025,DEP TFR UPI/CR/888014082926/PARTH DA/PPIW/8 262854390/Paid 2454044637415 AT 06039 UDGIR,,,267.00,94016.58
10/02/2025,WDL TFR UPI/DR/262290442487/MOHIT SU/BKID/ mohitttade/UPI 7614415939533 AT 06039 UDGIR,,116.80,,93899.78
10/02/2025,WDL TFR UPI/DR/281518367706/Prajakta/PPIW/o mbk.aagq2/Sent 9655447172016 AT 06039 UDGIR,,223.16,,93676.62
10/02/2025,WDL TFR UPI/DR/391234943589/ADITYA A/BARB/ 6930380457/UPI 7455060251517 AT 06039 UDGIR,,17.99,,93658.63
11/02/2025,DEP TFR UPI/CR/076407303984/ADITYA A/BARB/9 356138585/Paym 3539456897712 AT 06039 UDGIR,,,58.91,93717.54
13/02/2025,DEP TFR UPI/CR/721885813840/RUCHI OMKAR/IBKL/ user28161/UPI 2397199153524 AT 06039 UDGIR,,,4629.81,98347.35
15/02/2025,DEP TFR UPI/CR/618224690272/CONFIRM /AIRP/c onfirmtic/Refu 2140436609203 AT 06039 UDGIR,,,1062.72,99410.07
