Date,Details,Ref No/Cheque No,Debit,Credit,Balance
02/01/2025,WDL TFR UPI/DR/604653933532/viveksj1/IBKL/ user23638/UPI 2670477996603 AT 06039 UDGIR,,61.99,,17614.97
04/01/2025,DEP TFR UPI/CR/623002388756/MOHIT SU/BKID/ mohitttade/UPI 6843931296934 AT 06039 UDGIR,,,187.83,17802.80
06/01/2025,WDL TFR UPI/DR/631478375956/PATEL MO/YESB/q 871987038/Sent 7717217661877 AT 06039 UDGIR,,32.96,,17769.84
06/01/2025,WDL TFR UPI/DR/308735807010/SHANTAI /YESB/q 730121189/Sent 9829501588759 AT 06039 UDGIR,,13.21,,17756.63
07/01/2025,DEP TFR UPI/CR/812606159436/MOHIT SU/BKID/ mohitttade/UPI 4480932337933 AT 06039 UDGIR,,,140.13,17896.76
10/01/2025,WDL TFR UPI/DR/726725026370/Pawar Pa/UTIB/g pay-12190/Sent 8028483669887 AT 06039 UDGIR,,27.76,,17869.00
11/01/2025,WDL TFR UPI/DR/896420284777/ADITYA K/SBIN/ 2310704615/UPI 7111591157662 AT 06039 UDGIR,,14.12,,17854.88
12/01/2025,DEP TFR UPI/CR/577106291328/ADITYA K/SBIN/ adityakris/UPI 1251432186250 AT 06039 UDGIR,,,229.68,18084.56
12/01/2025,WDL TFR UPI/DR/578977271444/DINESH B/YESB/q 685713653/Sent 0173198122021 AT 06039 UDGIR,,60.25,,18024.31
12/01/2025,DEP TFR UPI/CR/109665209039/Master S/MAHB/ 2211843328/NA 1625633503564 AT 06039 UDGIR,,,6419.49,24443.80
15/01/2025,DEP TFR UPI/CR/845455853825/ADITYA K/SBIN/ adityakris/UPI 0231072456391 AT 06039 UDGIR,,,286.68,24730.48
15/01/2025,WDL TFR UPI/DR/684685283503/Pawar Pa/UTIB/g pay-12190/Sent 2610145935872 AT 06039 UDGIR,,27.41,,24703.07
15/01/2025,WDL TFR UPI/DR/776285478928/MANARUL /YESB/q 884624756/Sent 0582627626582 AT 06039 UDGIR,,30.36,,24672.71
16/01/2025,WDL TFR UPI/DR/076186305858/ANOOP SH/IBKL/a mzn000461/Sent 5327642366815 AT 06039 UDGIR,,39.28,,24633.43
17/01/2025,WDL TFR UPI/DR/088352254354/SWIGGY/ICIC/upi swiggy@/Sent u 9642245334013 AT 06039 UDGIR,,195.39,,24438.04
17/01/2025,WDL TFR UPI/DR/867666747073/RAJENTERP/YESB/ q039410539/Sen 3786927608275 AT 06039 UDGIR,,110.70,,24327.34
19/01/2025,DEP TFR UPI/CR/472247804880/MOHIT SU/BKID/ mohitttade/UPI 8675254962759 AT 06039 UDGIR,,,187.86,24515.20
20/01/2025,WDL TFR UPI/DR/851086734410/AARADHYA/YESB/q 952613693/Sent 3744398507651 AT 06039 UDGIR,,61.70,,24453.50
21/01/2025,WDL TFR UPI/DR/607667128390/VIKRA MA/YESB/q 896428187/Sent 1103042267508 AT 06039 UDGIR,,12.82,,24440.68
21/01/2025,DEP TFR UPI/CR/806761642210/SARTHAK /IPOS/ sarthakksh/UPI 1847101335433 AT 06039 UDGIR,,,48.52,24489.20
21/01/2025,DEP TFR UPI/CR/785656854620/Brahmana/SBIN/b rahma0003/Paym 6350790072636 AT 06039 UDGIR,,,104.76,24593.96
23/01/2025,WDL TFR UPI/DR/441810127238/MOHD TA/YESB/q 031119064/Sent 2335222920531 AT 06039 UDGIR,,45.73,,24548.23
23/01/2025,WDL TFR UPI/DR/544928959923/Abhinav /YESB/p aybus8261/Sent 0385674904516 AT 06039 UDGIR,,938.57,,23609.66
23/01/2025,WDL TFR UPI/DR/454364882649/Amazon P/RATN/a mazon-pod/Sent 7471261855614 AT 06039 UDGIR,,257.42,,23352.24
24/01/2025,WDL TFR UPI/DR/316956610365/HEALTH C/HDFC/v yapar.175/Sent 8816142798571 AT 06039 UDGIR,,69.69,,23282.55
24/01/2025,WDL TFR UPI/DR/645042003028/parthcha/MAHB/ parthchava/UPI 4136053116685 AT 06039 UDGIR,,385.67,,22896.88
24/01/2025,DEP TFR UPI/CR/006975900806/JAGADISH/UBIN/ jaguswami1/UPI 4460919261340 AT 06039 UDGIR,,,729.37,23626.25
25/01/2025,DEP TFR UPI/CR/034954938110/Master S/MAHB/ parthchava/UPI 2323115975654 AT 06039 UDGIR,,,92.10,23718.35
26/01/2025,DEP TFR UPI/CR/088737282727/MOHIT SU/BKID/ mohitttade/UPI 5669609345092 AT 06039 UDGIR,,,107.31,23825.66
26/01/2025,WDL TFR UPI/DR/379347028711/NINGARAJ/YESB/p aytmqr70e/Sent 3295548075173 AT 06039 UDGIR,,70.14,,23755.52
29/01/2025,DEP TFR UPI/CR/434202473678/SARTHAK /IPOS/ sarthakksh/UPI 6088691948105 AT 06039 UDGIR,,,141.37,23896.89
01/02/2025,WDL TFR UPI/DR/241662003316/Pawar Pa/UTIB/g pay-12190/Sent 0092403965699 AT 06039 UDGIR,,80.28,,23816.61
01/02/2025,DEP TFR UPI/CR/419237103978/MOHIT SU/BKID/ mohitttade/UPI 6830504561454 AT 06039 UDGIR,,,109.14,23925.75
02/02/2025,WDL TFR UPI/DR/448080156972/RAJENTERP/YESB/ q039410539/Sen 2882462738408 AT 06039 UDGIR,,69.87,,23855.88
02/02/2025,WDL TFR UPI/DR/879969484722/ADITYA K/SBIN/ 0122147763/UPI 5342396900313 AT 06039 UDGIR,,58.98,,23796.90
05/02/2025,WDL TFR UPI/DR/463024458822/Mr DINES/YESB/q 707637775/Sent 0140825173909 AT 06039 UDGIR,,47.74,,23749.16
06/02/2025,DEP TFR UPI/CR/720370113299/SARTHAK /IPOS/ sarthakksh/UPI 8313987388155 AT 06039 UDGIR,,,38.07,23787.23
08/02/2025,DEP TFR UPI/CR/218063562315/JAGADISH/UBIN/ jaguswami1/UPI 9112789811192 AT 06039 UDGIR,,,738.73,24525.96
09/02/2025,DEP TFR UPI/CR/264697159001/PARTH DA/BKID/ parthchava/UPI 9805646140412 AT 06039 UDGIR,,,19.46,24545.42
11/02/2025,DEP TFR UPI/CR/806385382056/Master S/MAHB/ parthchava/UPI 4218633862971 AT 06039 UDGIR,,,43.65,24589.07
12/02/2025,WDL TFR UPI/DR/757271971249/SEEMA AB/YESB/q 927376420/Sent 4697174081974 AT 06039 UDGIR,,128.15,,24460.92
13/02/2025,WDL TFR UPI/DR/622113782177/MANARUL /YESB/q 547511241/Sent 1024564035349 AT 06039 UDGIR,,43.66,,24417.26
