value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,CASH DEP/CSH471184193823/BRANCH DEPOSIT,CASH498559350182,-,"4,545.27","11,929.27"
01/01/2025,03/01/2025,UPI DR/P2P486185091908/VIKAS/P2P TRANSFER,UPI687323220009,"3,472.32",-,"8,456.95"
02/01/2025,02/01/2025,UPI DR/UPI208324800730/SWIGGY/MERCHANT PAYMENT,DR951345522029,"1,223.40",-,"7,233.55"
06/01/2025,07/01/2025,IMPS CR/PKT786179195627/FAMILY SUPPORT/SNEHA,IMPS870489573184,-,"6,847.90","14,081.45"
07/01/2025,09/01/2025,UPI DR/UPI423941515083/DMART/MERCHANT PAYMENT,DR168534620011,775.64,-,"13,305.81"
08/01/2025,10/01/2025,CHRG DR/FEE661194727129/BANK CHARGE,CHG458506661346,448.82,-,"12,856.99"
10/01/2025,10/01/2025,UPI DR/UPI416149735111/AMAZON/MOBILEAPP,UPI877616727390,747.38,-,"12,109.61"
11/01/2025,13/01/2025,UPI DR/UPI864043737645/UBER/MERCHANT PAYMENT,DR458246082485,"1,776.54",-,"10,333.07"
12/01/2025,13/01/2025,UPI DR/UPI926914041296/AMAZON/MERCHANT PAYMENT,DR513889794270,937.17,-,"9,395.90"
15/01/2025,16/01/2025,NEFT DR/TRF833929758228/SAVINGS TRANSFER,NEFT406148470028,"4,710.33",-,"4,685.57"
15/01/2025,17/01/2025,NEFT DR/TRF556170044076/ACCOUNT TRANSFER,NEFT925434355802,"1,159.33",-,"3,526.24"
16/01/2025,17/01/2025,NEFT CR/SCH427301225435/SCHOLARSHIP CREDIT,CR522918514369,-,"10,954.51","14,480.75"
16/01/2025,18/01/2025,NEFT DR/TRF129301732640/ACCOUNT TRANSFER,NEFT773174490928,"14,230.75",-,250.00
18/01/2025,18/01/2025,UPI DR/P2P755139842820/AMAN/P2P TRANSFER,UPI828611780434,1.00,-,249.00
19/01/2025,19/01/2025,UPI CR/UPI129193702375/SNEHA/P2P RECEIVE,UPI374614445699,-,"4,159.82","4,408.82"
20/01/2025,22/01/2025,UPI DR/UPI327249346316/JIO/MERCHANT PAYMENT,DR727354288528,161.88,-,"4,246.94"
24/01/2025,24/01/2025,UPI DR/UPI266658055030/OLA/MERCHANT PAYMENT,DR567645134716,"1,778.84",-,"2,468.10"
24/01/2025,24/01/2025,UPI DR/P2P601255821157/ANJALI/P2P TRANSFER,UPI458295790474,680.85,-,"1,787.25"
25/01/2025,26/01/2025,UPI DR/UPI403218739143/APOLLO PHARMACY/MERCHANT PAYMENT,DR172605384163,"1,537.25",-,250.00
29/01/2025,30/01/2025,UPI CR/P2P621590082873/RAHUL/P2P RECEIVE,UPI665652802169,-,"6,623.08","6,873.08"
30/01/2025,01/02/2025,CASH DEP/CSH483046626696/BRANCH DEPOSIT,CASH189611811522,-,"4,225.08","11,098.16"
31/01/2025,31/01/2025,NEFT DR/TRF617231476525/ACCOUNT TRANSFER,NEFT233186531655,"10,246.35",-,851.81
01/02/2025,02/02/2025,UPI CR/P2P156617513498/KARAN/P2P RECEIVE,UPI608482653368,-,423.56,"1,275.37"
05/02/2025,07/02/2025,UPI DR/UPI627187931850/APOLLO PHARMACY/MERCHANT PAYMENT,DR300909516894,"1,004.18",-,271.19
07/02/2025,08/02/2025,CHRG DR/FEE441701772035/BANK CHARGE,CHG711752419529,21.19,-,250.00
08/02/2025,09/02/2025,IMPS CR/PKT280151265594/FAMILY SUPPORT/MEERA,IMPS523124945802,-,"4,562.43","4,812.43"
08/02/2025,09/02/2025,UPI DR/P2P898598223382/VIKAS/P2P TRANSFER,UPI226972622952,"2,075.68",-,"2,736.75"
09/02/2025,09/02/2025,UPI DR/UPI415167092106/AMAZON/MERCHANT PAYMENT,DR865126497240,"1,210.44",-,"1,526.31"
09/02/2025,11/02/2025,UPI DR/UPI905249950278/JIO/MERCHANT PAYMENT,DR912810280144,323.71,-,"1,202.60"
10/02/2025,11/02/2025,UPI DR/UPI137787818352/BIGBASKET/MERCHANT PAYMENT,DR513326404742,952.60,-,250.00
13/02/2025,13/02/2025,UPI DR/UPI231153398320/OLA/MERCHANT PAYMENT,DR395824900972,1.00,-,249.00
14/02/2025,16/02/2025,CASH DEP/CSH638084600455/BRANCH DEPOSIT,CASH598058026047,-,"2,545.03","2,794.03"
