value_date,post_date,details,ref_no,debit,credit,balance
05/01/2025,07/01/2025,UPI DR/UPI812515122418/OLA/MERCHANT PAYMENT,DR912717920356,"4,336.41",-,"129,351.59"
06/01/2025,06/01/2025,NEFT CR/INV563887212983/SKYLOGIC LLP/PROJECT CREDIT,CR731133174249,-,"46,649.78","176,001.37"
06/01/2025,07/01/2025,CHRG DR/FEE792991016426/BANK CHARGE,CHG340499671042,123.51,-,"175,877.86"
08/01/2025,09/01/2025,UPI CR/P2P257668165561/KARAN/P2P RECEIVE,UPI587341554568,-,"17,288.23","193,166.09"
09/01/2025,09/01/2025,NEFT CR/INV392441850508/URBAN FOODS/PROJECT PAYMENT,NEFT444231393139,-,"16,832.20","209,998.29"
09/01/2025,11/01/2025,NEFT CR/INV743991845343/URBAN FOODS/PROJECT CREDIT,CR879097923263,-,"67,916.01","277,914.30"
09/01/2025,11/01/2025,UPI DR/UPI686847815712/AIRTEL/MERCHANT PAYMENT,DR495393269850,"1,892.27",-,"276,022.03"
10/01/2025,10/01/2025,UPI DR/UPI532455784757/SPOTIFY/MOBILEAPP,UPI358839198941,"1,362.20",-,"274,659.83"
12/01/2025,13/01/2025,NEFT CR/INV595127419149/NEXA INFRA/PROJECT CREDIT,CR599708269360,-,"64,147.64","338,807.47"
15/01/2025,16/01/2025,NEFT DR/TRF851644044136/SAVINGS TRANSFER,NEFT379437057737,"2,312.88",-,"336,494.59"
17/01/2025,19/01/2025,UPI DR/UPI507619500026/DMART/MERCHANT PAYMENT,DR452856717291,"5,475.87",-,"331,018.72"
18/01/2025,18/01/2025,NEFT CR/INV148307287776/ALPHA TRADERS/PROJECT CREDIT,CR641000465014,-,"99,010.85","430,029.57"
19/01/2025,19/01/2025,UPI CR/UPI582965618026/NEHA/P2P RECEIVE,UPI911973181699,-,"1,681.49","431,711.06"
24/01/2025,24/01/2025,UPI DR/P2P592656163515/KARAN/P2P TRANSFER,UPI946668246370,"2,091.67",-,"429,619.39"
25/01/2025,25/01/2025,NEFT DR/TRF956006239498/ACCOUNT TRANSFER,NEFT690686942354,"39,222.37",-,"390,397.02"
26/01/2025,28/01/2025,UPI DR/UPI810394658045/NETFLIX/MERCHANT PAYMENT,DR841305468478,"11,341.83",-,"379,055.19"
