Date,Details,Ref No/Cheque No,Debit,Credit,Balance
16/01/2025,WDL TFR UPI/DR/235262545226/DINESH B/YESB/q 685713653/Sent 7417821049005 AT 06039 UDGIR,,47.71,,26183.86
16/01/2025,WDL TFR UPI/DR/773056343850/ANIL ARJ/YESB/ paytmqrt2m/NA 5675046154592 AT 06039 UDGIR,,173.15,,26010.71
16/01/2025,WDL TFR UPI/DR/379458596605/DAYANAND/YESB/q 072608022/Sent 4246398319707 AT 06039 UDGIR,,44.51,,25966.20
17/01/2025,DEP TFR UPI/CR/010481521505/ADITYA K/SBIN/ adityakris/UPI 9898502637413 AT 06039 UDGIR,,,161.34,26127.54
18/01/2025,DEP TFR UPI/CR/776344680445/SARTHAK /IPOS/ sarthakksh/UPI 8380200377361 AT 06039 UDGIR,,,113.59,26241.13
18/01/2025,DEP TFR UPI/CR/217861040358/JAGADISH/UBIN/ jaguswami1/UPI 9166586624006 AT 06039 UDGIR,,,4425.97,30667.10
19/01/2025,WDL TFR UPI/DR/620652500518/SOWMYA/YESB/bha ratpe9j/Pay to 6208655429875 AT 06039 UDGIR,,18.59,,30648.51
20/01/2025,WDL TFR UPI/DR/008871998356/Dilip Ba/YESB/ paytmqrj1i/NA 0826013890542 AT 06039 UDGIR,,17.84,,30630.67
20/01/2025,WDL TFR UPI/DR/688494338935/SHREE GA/YESB/q 190874553/Sent 5045020363286 AT 06039 UDGIR,,99.36,,30531.31
21/01/2025,WDL TFR UPI/DR/593231855263/MOHIT SU/BKID/ 0605203598/UPI 3745227481670 AT 06039 UDGIR,,22906.84,,7624.47
22/01/2025,DEP TFR UPI/CR/712103227096/ADITYA A/BARB/9 356138585/Paym 8492556676265 AT 06039 UDGIR,,,1250.23,8874.70
22/01/2025,WDL TFR UPI/DR/645852516247/LAZY PAY/HDFC/l azypay.pa/Lazy 0534752648670 AT 06039 UDGIR,,498.96,,8375.74
23/01/2025,DEP TFR UPI/CR/998249056991/SARTHAK /IPOS/ sarthakksh/UPI 9335873884765 AT 06039 UDGIR,,,253.07,8628.81
24/01/2025,DEP TFR UPI/CR/267864337774/ADITYA K/SBIN/ adityakris/UPI 3875882290128 AT 06039 UDGIR,,,321.21,8950.02
24/01/2025,WDL TFR UPI/DR/647905913025/Fatema s/YESB/p aytm.s1is/Sent 4581026824320 AT 06039 UDGIR,,42.25,,8907.77
26/01/2025,WDL TFR UPI/DR/863925315873/Pawar Pa/UTIB/g pay-12190/Sent 6798981224195 AT 06039 UDGIR,,55.74,,8852.03
28/01/2025,DEP TFR UPI/CR/996677319614/YASH YASH/IBKL/ user30388/UPI 3910035855322 AT 06039 UDGIR,,,320.35,9172.38
29/01/2025,WDL TFR UPI/DR/003287195800/SHRIRAM /YESB/q 614944718/Sent 6213044968151 AT 06039 UDGIR,,1766.80,,7405.58
31/01/2025,WDL TFR UPI/DR/745750692714/HEALTH C/HDFC/v yapar.175/Sent 4155673461605 AT 06039 UDGIR,,19.20,,7386.38
31/01/2025,DEP TFR UPI/CR/578389875683/JAGADISH/UBIN/ jaguswami1/UPI 2120427338076 AT 06039 UDGIR,,,833.31,8219.69
31/01/2025,DEP TFR UPI/CR/137970814257/PARTH DA/BKID/ parthchava/UPI 7590008230984 AT 06039 UDGIR,,,4148.73,12368.42
31/01/2025,WDL TFR UPI/DR/800626656671/ADITYA K/SBIN/ 4178888292/UPI 0791179075202 AT 06039 UDGIR,,65.30,,12303.12
31/01/2025,WDL TFR UPI/DR/247656783103/Mr PRAMO/YESB/q 052019346/Sent 7398386203368 AT 06039 UDGIR,,207.67,,12095.45
03/02/2025,WDL TFR UPI/DR/798207257671/V G Spic/UTIB/g pay-11263/Sent 2974803894891 AT 06039 UDGIR,,14.39,,12081.06
04/02/2025,DEP TFR UPI/CR/490101118111/JAGADISH/UBIN/ jaguswami1/UPI 5527345948637 AT 06039 UDGIR,,,1196.23,13277.29
05/02/2025,WDL TFR UPI/DR/823839823592/RAJENTERP/YESB/ q039410539/Sen 9937979061396 AT 06039 UDGIR,,60.97,,13216.32
06/02/2025,WDL TFR UPI/DR/533625027758/NINGARAJ/YESB/p aytmqr70e/Sent 6052059362470 AT 06039 UDGIR,,93.81,,13122.51
07/02/2025,DEP TFR UPI/CR/123297837697/ADITYA K/SBIN/ adityakris/UPI 2858690025893 AT 06039 UDGIR,,,243.11,13365.62
08/02/2025,WDL TFR UPI/DR/708696232577/Shree Ch/YESB/p aytmqr5f8/Sent 7952574963697 AT 06039 UDGIR,,11.33,,13354.29
08/02/2025,DEP TFR UPI/CR/777351635524/ADITYA A/BARB/9 356138585/Paym 1807984746566 AT 06039 UDGIR,,,8.06,13362.35
08/02/2025,DEP TFR UPI/CR/781622688142/ADITYA K/SBIN/ adityakris/UPI 9239227893983 AT 06039 UDGIR,,,259.92,13622.27
08/02/2025,WDL TFR UPI/DR/098551743758/SUKHSAGA/HDFC/v yapar.169/Sent 5707591263409 AT 06039 UDGIR,,27.93,,13594.34
09/02/2025,WDL TFR UPI/DR/790253189272/ANIL ARJ/YESB/ paytmqrt2m/NA 4539128645043 AT 06039 UDGIR,,203.17,,13391.17
11/02/2025,WDL TFR UPI/DR/746317579715/Hotel Mu/YESB/p aytmqr6uv/Sent 3276572325056 AT 06039 UDGIR,,64.97,,13326.20
13/02/2025,DEP TFR UPI/CR/198578322722/MOHIT SU/BKID/ mohitttade/UPI 8655570358763 AT 06039 UDGIR,,,270.20,13596.40
13/02/2025,WDL TFR UPI/DR/917496544299/RAJENTERP/YESB/ q039410539/Sen 8950329051492 AT 06039 UDGIR,,34.67,,13561.73
14/02/2025,WDL TFR UPI/DR/690827616369/dhanjay /YESB/p aytmqr6k3/Sent 2956965065473 AT 06039 UDGIR,,45.32,,13516.41
16/02/2025,DEP TFR UPI/CR/978106917485/JAGADISH/UBIN/ jaguswami1/UPI 7697838092758 AT 06039 UDGIR,,,1512.69,15029.10
16/02/2025,DEP TFR UPI/CR/747744379454/MR ADITY/NESF/ 3891210643/UPI 8997284858010 AT 06039 UDGIR,,,1699.05,16728.15
19/02/2025,WDL TFR UPI/DR/678813342675/Make My /YESB/m akemytrip/Paym 8162935619124 AT 06039 UDGIR,,2049.27,,14678.88
20/02/2025,WDL TFR UPI/DR/722570137701/NINGARAJ/YESB/p aytmqr70e/Sent 0800099611265 AT 06039 UDGIR,,60.01,,14618.87
22/02/2025,WDL TFR UPI/DR/882153741157/ANIL ARJ/YESB/ paytmqrt2m/NA 5077954938542 AT 06039 UDGIR,,181.41,,14437.46
23/02/2025,WDL TFR UPI/DR/981407172134/MOHIT SU/BKID/ 8772822268/UPI 9723873024790 AT 06039 UDGIR,,3518.45,,10919.01
26/02/2025,DEP TFR UPI/CR/181025444513/SHRADHA /KVBL/ shradha.na/UPI 0956556255855 AT 06039 UDGIR,,,667.49,11586.50
27/02/2025,DEP TFR UPI/CR/028714035342/ADITYA K/SBIN/ adityakris/UPI 6014537014990 AT 06039 UDGIR,,,19.09,11605.59
27/02/2025,WDL TFR UPI/DR/669224432925/BLINKIT /HDFC/g rofers1pa/Blin 8571871174608 AT 06039 UDGIR,,293.85,,11311.74
01/03/2025,DEP TFR UPI/CR/107518390205/Bhagyash/BARB/ vaniswami1/UPI 1067521608020 AT 06039 UDGIR,,,150.30,11462.04
02/03/2025,WDL TFR UPI/DR/068606584635/SANTOSH /YESB/q 565313296/Sent 6578475162003 AT 06039 UDGIR,,69.05,,11392.99
03/03/2025,WDL TFR UPI/DR/330221005483/DINESH B/YESB/q 685713653/Sent 9522708918319 AT 06039 UDGIR,,40.31,,11352.68
05/03/2025,WDL TFR UPI/DR/741214636914/Pawar Pa/UTIB/g pay-12190/Sent 2334250322010 AT 06039 UDGIR,,39.30,,11313.38
07/03/2025,DEP TFR UPI/CR/984765715215/Master S/MAHB/ parthchava/UPI 4353990333335 AT 06039 UDGIR,,,357.93,11671.31
