Date,Details,Ref No/Cheque No,Debit,Credit,Balance
03/01/2025,WDL TFR UPI/DR/413090337314/MANARUL /YESB/q 547511241/Sent 8948944696500 AT 06039 UDGIR,,55.89,,4649.74
04/01/2025,DEP TFR UPI/CR/546984813687/ADITYA K/SBIN/ adityakris/UPI 8687830400468 AT 06039 UDGIR,,,132.48,4782.22
04/01/2025,DEP TFR UPI/CR/790771265941/SARTHAK /IPOS/ sarthakksh/UPI 7264493699753 AT 06039 UDGIR,,,28.20,4810.42
05/01/2025,WDL TFR UPI/DR/524668691245/MR SOURA/YESB/q 606711731/Sent 2268798874684 AT 06039 UDGIR,,263.25,,4547.17
07/01/2025,DEP TFR UPI/CR/197056830454/ADITYA K/SBIN/ adityakris/UPI 9336311079925 AT 06039 UDGIR,,,36.76,4583.93
07/01/2025,DEP TFR UPI/CR/675742962023/ADITYA K/SBIN/ adityakris/UPI 7001420584107 AT 06039 UDGIR,,,603.76,5187.69
08/01/2025,WDL TFR UPI/DR/555501346393/NEW USTA/YESB/q 459049853/Sent 3742770881472 AT 06039 UDGIR,,34.40,,5153.29
09/01/2025,DEP TFR UPI/CR/723405378852/SARTHAK /IPOS/ sarthakksh/UPI 0904465279256 AT 06039 UDGIR,,,101.99,5255.28
10/01/2025,WDL TFR UPI/DR/833451352184/ANIL ARJ/YESB/ paytmqrt2m/NA 0868612784532 AT 06039 UDGIR,,226.20,,5029.08
11/01/2025,WDL TFR UPI/DR/455247228310/FARJANA /YESB/q 876586248/Sent 0694803169908 AT 06039 UDGIR,,20.84,,5008.24
12/01/2025,DEP TFR UPI/CR/049344019910/PARTH DA/PPIW/8 262854390/Paid 2526609053274 AT 06039 UDGIR,,,11.39,5019.63
14/01/2025,WDL TFR UPI/DR/899767946603/Kalbhor /KKBK/0 791752a02/3030 0200331541046 AT 06039 UDGIR,,8.81,,5010.82
15/01/2025,WDL TFR UPI/DR/392714610354/Mr Popat/YESB/q 324753482/Sent 1002622655915 AT 06039 UDGIR,,76.64,,4934.18
16/01/2025,WDL TFR UPI/DR/140873279099/KRUSHNAI/YESB/q 073263389/Sent 6883487138151 AT 06039 UDGIR,,102.54,,4831.64
17/01/2025,WDL TFR UPI/DR/419349152494/Firoz An/YESB/q 631163023/Sent 4080119128249 AT 06039 UDGIR,,85.89,,4745.75
18/01/2025,WDL TFR UPI/DR/633523069702/Mr RAJES/YESB/q 912623956/Sent 6859674786400 AT 06039 UDGIR,,56.53,,4689.22
19/01/2025,DEP TFR UPI/CR/002006988834/Master S/MAHB/ parthchava/UPI 7195668988569 AT 06039 UDGIR,,,453.89,5143.11
22/01/2025,DEP TFR UPI/CR/592998592671/ADITYA K/SBIN/ adityakris/UPI 5886481745831 AT 06039 UDGIR,,,886.72,6029.83
23/01/2025,WDL TFR UPI/DR/972232089123/ANIL ARJ/YESB/ paytmqrt2m/NA 0439172851570 AT 06039 UDGIR,,138.89,,5890.94
24/01/2025,WDL TFR UPI/DR/674662845867/ATUL NAG/UTIB/p inelabs.1/Gene 0508581692703 AT 06039 UDGIR,,355.65,,5535.29
26/01/2025,DEP TFR UPI/CR/460479959993/Bhagyash/BARB/ vaniswami1/UPI 3108318002901 AT 06039 UDGIR,,,247.32,5782.61
26/01/2025,WDL TFR UPI/DR/032921882257/SHUBHAM /YESB/q 926557569/Sent 4959409146929 AT 06039 UDGIR,,18.64,,5763.97
26/01/2025,DEP TFR UPI/CR/654505117162/Master S/MAHB/ parthchava/UPI 4727327607666 AT 06039 UDGIR,,,65.39,5829.36
27/01/2025,DEP TFR UPI/CR/793372247103/SHRADHA /KVBL/ shradha.na/UPI 6349762927115 AT 06039 UDGIR,,,687.48,6516.84
27/01/2025,WDL TFR UPI/DR/903994015091/Google I/UTIB/ gpay-utili/UPI 5061866578505 AT 06039 UDGIR,,291.17,,6225.67
28/01/2025,WDL TFR UPI/DR/584471617824/Swiggy Ltd/UTIB /swiggyupi@/Pa 8587742207507 AT 06039 UDGIR,,398.33,,5827.34
29/01/2025,WDL TFR UPI/DR/246357581298/SHREE GA/YESB/q 369201673/Sent 2419830776978 AT 06039 UDGIR,,23.63,,5803.71
30/01/2025,WDL TFR UPI/DR/122029165873/174010/YESB/pay tm.d190/Sent u 7859673385278 AT 06039 UDGIR,,196.44,,5607.27
02/02/2025,WDL TFR UPI/DR/517455604433/SWIKAR S/YESB/q 764846709/Sent 2438071419906 AT 06039 UDGIR,,383.53,,5223.74
03/02/2025,WDL TFR UPI/DR/954069272317/SHANKAR/YESB/q 256466505/Sent 6735671917528 AT 06039 UDGIR,,87.27,,5136.47
04/02/2025,WDL TFR UPI/DR/312555477442/ANITA RA/YESB/q 696407459/Sent 6770989531138 AT 06039 UDGIR,,23.11,,5113.36
05/02/2025,WDL TFR UPI/DR/902597324697/SHREE GA/YESB/q 369201673/Sent 4202593680287 AT 06039 UDGIR,,26.54,,5086.82
05/02/2025,WDL TFR UPI/DR/782705838688/ANIL ARJ/YESB/ paytmqrt2m/NA 3343958343369 AT 06039 UDGIR,,247.37,,4839.45
07/02/2025,WDL TFR UPI/DR/761999078138/ANIL ARJ/YESB/ paytmqrt2m/NA 4863018452103 AT 06039 UDGIR,,32.53,,4806.92
