value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,UPI DR/UPI172940771082/JIO/MERCHANT PAYMENT,DR482632850456,99.31,-,"21,960.69"
01/01/2025,01/01/2025,NEFT DR/TRF502387895635/ACCOUNT TRANSFER,NEFT319723036763,"21,950.69",-,10.00
01/01/2025,03/01/2025,CHRG DR/FEE438405884272/BANK CHARGE,CHG251262136137,1.00,-,9.00
02/01/2025,03/01/2025,IMPS CR/PKT164974805348/FAMILY SUPPORT/KARAN,IMPS656828034037,-,"4,233.67","4,242.67"
05/01/2025,06/01/2025,UPI DR/P2P804512941461/PRIYA/P2P TRANSFER,UPI938361672580,"1,157.13",-,"3,085.54"
06/01/2025,06/01/2025,UPI DR/P2P780759411279/RAHUL/P2P TRANSFER,UPI592491276714,"3,075.54",-,10.00
07/01/2025,09/01/2025,NEFT DR/TRF916831835519/ACCOUNT TRANSFER,NEFT556187784045,1.00,-,9.00
10/01/2025,10/01/2025,UPI DR/UPI443564345021/NETFLIX/MOBILEAPP,UPI141360476174,1.00,-,8.00
10/01/2025,12/01/2025,NEFT CR/SCH548311001625/SCHOLARSHIP CREDIT,CR367549474254,-,"14,245.78","14,253.78"
10/01/2025,12/01/2025,UPI CR/P2P821430927184/AMAN/P2P RECEIVE,UPI625771832152,-,"2,187.80","16,441.58"
10/01/2025,12/01/2025,UPI DR/P2P529046005459/VIKAS/P2P TRANSFER,UPI747339103587,"3,061.68",-,"13,379.90"
11/01/2025,12/01/2025,UPI DR/UPI797980845415/JIO/MERCHANT PAYMENT,DR775802891382,"1,513.65",-,"11,866.25"
12/01/2025,12/01/2025,UPI CR/P2P389182786306/VIKAS/P2P RECEIVE,UPI339196310710,-,"5,880.86","17,747.11"
13/01/2025,15/01/2025,UPI DR/UPI694585440140/MEDPLUS/MERCHANT PAYMENT,DR790662569235,"1,674.84",-,"16,072.27"
13/01/2025,15/01/2025,UPI DR/P2P111805909203/ROHAN/P2P TRANSFER,UPI588740390442,781.26,-,"15,291.01"
14/01/2025,14/01/2025,UPI DR/UPI920436515044/APOLLO PHARMACY/MERCHANT PAYMENT,DR743098246299,159.86,-,"15,131.15"
14/01/2025,15/01/2025,UPI DR/P2P510695031460/VIKAS/P2P TRANSFER,UPI931446501223,"3,686.67",-,"11,444.48"
15/01/2025,16/01/2025,NEFT DR/TRF553960497059/SAVINGS TRANSFER,NEFT976751386500,"6,094.90",-,"5,349.58"
16/01/2025,18/01/2025,UPI DR/P2P683371510883/AMAN/P2P TRANSFER,UPI839022724118,"3,526.45",-,"1,823.13"
17/01/2025,19/01/2025,UPI CR/P2P369186522755/ROHAN/P2P RECEIVE,UPI541281381681,-,"1,562.77","3,385.90"
18/01/2025,18/01/2025,UPI CR/P2P255589819028/MEERA/P2P RECEIVE,UPI832669826642,-,"5,091.75","8,477.65"
19/01/2025,19/01/2025,UPI CR/UPI837296617744/MEERA/P2P RECEIVE,UPI451795691810,-,"1,254.73","9,732.38"
20/01/2025,21/01/2025,UPI DR/UPI510480272522/BIGBASKET/MERCHANT PAYMENT,DR581864598863,"1,630.64",-,"8,101.74"
21/01/2025,21/01/2025,UPI DR/UPI666235984612/SPOTIFY/MERCHANT PAYMENT,DR265590031276,168.33,-,"7,933.41"
22/01/2025,22/01/2025,NEFT DR/TRF126897206881/ACCOUNT TRANSFER,NEFT624454697808,"7,923.41",-,10.00
22/01/2025,23/01/2025,UPI DR/UPI973564358307/BOOKMYSHOW/MERCHANT PAYMENT,DR661106460408,1.00,-,9.00
23/01/2025,23/01/2025,UPI DR/UPI371117436035/UBER/MERCHANT PAYMENT,DR337891899611,1.00,-,8.00
23/01/2025,23/01/2025,UPI DR/P2P409124628688/VIKAS/P2P TRANSFER,UPI436038312953,1.00,-,7.00
23/01/2025,24/01/2025,NEFT CR/SCH850329208745/SCHOLARSHIP CREDIT,CR788546445689,-,805.42,812.42
23/01/2025,25/01/2025,UPI DR/UPI935835642779/JIO/MERCHANT PAYMENT,DR233726911525,498.44,-,313.98
24/01/2025,24/01/2025,UPI DR/UPI113697316551/NETFLIX/MERCHANT PAYMENT,DR840401901914,303.98,-,10.00
24/01/2025,24/01/2025,UPI DR/P2P346076916295/ANJALI/P2P TRANSFER,UPI366317405170,1.00,-,9.00
25/01/2025,25/01/2025,UPI CR/P2P658233578474/KARAN/P2P RECEIVE,UPI709961839154,-,"5,444.48","5,453.48"
25/01/2025,26/01/2025,NEFT CR/SCH451165618727/SCHOLARSHIP CREDIT,CR484387574488,-,"11,455.42","16,908.90"
25/01/2025,26/01/2025,UPI DR/UPI753727704492/NETFLIX/MERCHANT PAYMENT,DR888761346988,414.70,-,"16,494.20"
26/01/2025,27/01/2025,UPI DR/UPI621480127104/JIO/MERCHANT PAYMENT,DR959905291193,"1,125.96",-,"15,368.24"
26/01/2025,28/01/2025,UPI DR/UPI922865723784/NETFLIX/MERCHANT PAYMENT,DR349285475164,"1,061.92",-,"14,306.32"
26/01/2025,28/01/2025,UPI DR/P2P543028931876/MEERA/P2P TRANSFER,UPI637156487242,"4,430.54",-,"9,875.78"
26/01/2025,28/01/2025,UPI CR/P2P458540399507/ANJALI/P2P RECEIVE,UPI967207382032,-,833.97,"10,709.75"
27/01/2025,29/01/2025,CASH DEP/CSH448026765060/BRANCH DEPOSIT,CASH173503240517,-,"6,285.63","16,995.38"
27/01/2025,29/01/2025,UPI DR/UPI762085439051/BIGBASKET/MERCHANT PAYMENT,DR848079006823,816.09,-,"16,179.29"
27/01/2025,29/01/2025,UPI DR/P2P282914893330/VIKAS/P2P TRANSFER,UPI673476434187,"3,305.34",-,"12,873.95"
28/01/2025,28/01/2025,UPI DR/P2P963066846228/ANJALI/P2P TRANSFER,UPI412777737236,"4,316.47",-,"8,557.48"
28/01/2025,29/01/2025,UPI DR/UPI214580577339/FLIPKART/MERCHANT PAYMENT,DR948743766895,"1,062.15",-,"7,495.33"
28/01/2025,30/01/2025,UPI CR/P2P890051992256/ANJALI/P2P RECEIVE,UPI516404630850,-,"5,571.72","13,067.05"
29/01/2025,29/01/2025,UPI DR/UPI609015304355/APOLLO PHARMACY/MERCHANT PAYMENT,DR270217512340,"1,444.71",-,"11,622.34"
