value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,04/01/2025,CHRG DR/FEE923750964320/BANK CHARGE,CHG536155417046,371.82,-,"253,966.18"
03/01/2025,04/01/2025,UPI DR/UPI750006909431/APOLLO PHARMACY/MERCHANT PAYMENT,DR156762963180,"3,864.31",-,"250,101.87"
03/01/2025,04/01/2025,NEFT DR/TRF724693749704/ACCOUNT TRANSFER,NEFT211378931986,"11,754.17",-,"238,347.70"
04/01/2025,05/01/2025,CASH DEP/CSH875576690790/BRANCH DEPOSIT,CASH565617473507,-,"14,654.75","253,002.45"
05/01/2025,06/01/2025,UPI CR/P2P778389456823/PRIYA/P2P RECEIVE,UPI686099462732,-,"23,732.90","276,735.35"
05/01/2025,07/01/2025,UPI DR/P2P898355207703/NEHA/P2P TRANSFER,UPI235447797313,"21,888.74",-,"254,846.61"
08/01/2025,10/01/2025,UPI DR/UPI321292328597/DMART/MERCHANT PAYMENT,DR495997407746,"9,192.00",-,"245,654.61"
10/01/2025,10/01/2025,UPI DR/UPI212694459209/DMART/MOBILEAPP,UPI818286753489,997.12,-,"244,657.49"
11/01/2025,11/01/2025,UPI DR/UPI224114741558/SWIGGY/MERCHANT PAYMENT,DR517950902675,"1,661.70",-,"242,995.79"
12/01/2025,12/01/2025,NEFT CR/INV654638053890/ALPHA TRADERS/PROJECT CREDIT,CR893788150563,-,"76,211.30","319,207.09"
15/01/2025,15/01/2025,NEFT CR/INV581522074627/URBAN FOODS/PROJECT CREDIT,CR849300625522,-,"50,152.51","369,359.60"
15/01/2025,16/01/2025,NEFT DR/TRF549791681775/SAVINGS TRANSFER,NEFT811403916793,"7,885.15",-,"361,474.45"
15/01/2025,17/01/2025,NEFT CR/INV435717410739/SKYLOGIC LLP/PROJECT CREDIT,CR679594390568,-,"44,601.68","406,076.13"
16/01/2025,16/01/2025,UPI DR/UPI250853138700/ZOMATO/MERCHANT PAYMENT,DR779202598046,"1,669.31",-,"404,406.82"
17/01/2025,17/01/2025,UPI CR/P2P512894649106/SNEHA/P2P RECEIVE,UPI405777120785,-,"24,439.83","428,846.65"
17/01/2025,19/01/2025,UPI DR/P2P749740627518/KARAN/P2P TRANSFER,UPI605152522338,"10,408.01",-,"418,438.64"
19/01/2025,19/01/2025,NEFT DR/TRF552771082340/ACCOUNT TRANSFER,NEFT194613240292,"3,663.08",-,"414,775.56"
19/01/2025,19/01/2025,UPI CR/UPI279289167835/MEERA/P2P RECEIVE,UPI105131424852,-,"5,800.02","420,575.58"
19/01/2025,20/01/2025,UPI DR/UPI945006386992/FLIPKART/MERCHANT PAYMENT,DR103496566747,"5,430.50",-,"415,145.08"
19/01/2025,21/01/2025,NEFT CR/INV337495428143/URBAN FOODS/PROJECT CREDIT,CR876231157128,-,"20,659.02","435,804.10"
20/01/2025,20/01/2025,NEFT CR/INV151661309560/NEXA INFRA/PROJECT CREDIT,CR806400275657,-,"70,962.29","506,766.39"
20/01/2025,21/01/2025,NEFT CR/INV313322378107/ORBIT RETAIL/PROJECT PAYMENT,NEFT496634527717,-,"34,933.71","541,700.10"
20/01/2025,22/01/2025,CASH DEP/CSH492697033864/BRANCH DEPOSIT,CASH698146532539,-,"26,339.43","568,039.53"
21/01/2025,23/01/2025,UPI DR/UPI448467918157/SWIGGY/MERCHANT PAYMENT,DR136153174404,"6,769.56",-,"561,269.97"
22/01/2025,23/01/2025,UPI DR/P2P532303330702/KARAN/P2P TRANSFER,UPI774893961694,"21,680.49",-,"539,589.48"
22/01/2025,24/01/2025,UPI DR/UPI535197458791/OLA/MERCHANT PAYMENT,DR323161162763,"8,283.85",-,"531,305.63"
23/01/2025,25/01/2025,UPI CR/P2P505920164151/ROHAN/P2P RECEIVE,UPI307388421899,-,691.96,"531,997.59"
24/01/2025,24/01/2025,UPI DR/P2P779456906298/RAHUL/P2P TRANSFER,UPI631185780159,"4,989.11",-,"527,008.48"
26/01/2025,26/01/2025,CHRG DR/FEE532095237334/BANK CHARGE,CHG444652712679,417.91,-,"526,590.57"
29/01/2025,29/01/2025,NEFT DR/TRF863117574167/ACCOUNT TRANSFER,NEFT660683890512,"9,954.81",-,"516,635.76"
30/01/2025,31/01/2025,UPI DR/UPI482058560936/AMAZON/MERCHANT PAYMENT,DR659064019933,"6,586.87",-,"510,048.89"
02/02/2025,02/02/2025,CASH DEP/CSH967145455715/BRANCH DEPOSIT,CASH510002622446,-,"31,913.31","541,962.20"
02/02/2025,03/02/2025,NEFT DR/TRF238472240932/ACCOUNT TRANSFER,NEFT668365629761,"26,549.11",-,"515,413.09"
05/02/2025,06/02/2025,NEFT CR/INV989290591805/ALPHA TRADERS/PROJECT PAYMENT,NEFT478447047141,-,"17,513.22","532,926.31"
08/02/2025,08/02/2025,NEFT DR/TRF494814480345/ACCOUNT TRANSFER,NEFT819092654327,"48,320.67",-,"484,605.64"
08/02/2025,10/02/2025,CASH DEP/CSH349837385750/BRANCH DEPOSIT,CASH884932696243,-,"17,868.91","502,474.55"
09/02/2025,11/02/2025,UPI DR/UPI721228525006/MEDPLUS/MERCHANT PAYMENT,DR101905404157,"5,073.95",-,"497,400.60"
10/02/2025,10/02/2025,NEFT DR/TRF610614960306/ACCOUNT TRANSFER,NEFT235620639021,"45,173.22",-,"452,227.38"
10/02/2025,12/02/2025,NEFT DR/TRF154193344140/ACCOUNT TRANSFER,NEFT809470706027,"44,781.23",-,"407,446.15"
