Date,Details,Ref No/Cheque No,Debit,Credit,Balance
01/01/2025,WDL TFR UPI/DR/411406596190/Pawar Pa/UTIB/g pay-12190/Sent 3275031987450 AT 06039 UDGIR,,65.25,,44467.41
03/01/2025,DEP TFR UPI/CR/686728757530/Google P/utib/ playstore1/UPI 8723786193749 AT 06039 UDGIR,,,2.62,44470.03
03/01/2025,DEP TFR UPI/CR/916576355565/JAGADISH/UBIN/ jaguswami1/UPI 6268891609730 AT 06039 UDGIR,,,662.78,45132.81
05/01/2025,DEP TFR UPI/CR/734802673285/Master S/MAHB/ parthchava/UPI 5368987626333 AT 06039 UDGIR,,,215.51,45348.32
05/01/2025,WDL TFR UPI/DR/302900913048/viveksj1/IBKL/ user37860/UPI 4627901518270 AT 06039 UDGIR,,3415.42,,41932.90
05/01/2025,DEP TFR UPI/CR/920614966991/MOHIT SU/BKID/ mohitttade/UPI 1216859665133 AT 06039 UDGIR,,,287.51,42220.41
06/01/2025,WDL TFR UPI/DR/686744301664/Mr AMAR /YESB/q 575323571/Sent 9247754191049 AT 06039 UDGIR,,912.27,,41308.14
07/01/2025,WDL TFR UPI/DR/928494508197/KRUSHNAI/YESB/q 073263389/Sent 5479462251144 AT 06039 UDGIR,,135.21,,41172.93
08/01/2025,CEMTEX DEP UPI/DRC/60 0605252758/05032026/3085,,,299.59,41472.52
09/01/2025,WDL TFR UPI/DR/921010324586/SAINATH /YESB/q 676177146/Sent 5120804090279 AT 06039 UDGIR,,11.36,,41461.16
11/01/2025,WDL TFR UPI/DR/839034987795/Pawar Pa/UTIB/g pay-12190/Sent 5732847217958 AT 06039 UDGIR,,20.60,,41440.56
12/01/2025,WDL TFR UPI/DR/987423229008/PAWAR PA/YESB/p aytmqr6h2/Sent 0002499201704 AT 06039 UDGIR,,26.45,,41414.11
12/01/2025,WDL TFR UPI/DR/204961050727/ADITYA A/BARB/ 6390309110/UPI 7497433609316 AT 06039 UDGIR,,117.32,,41296.79
13/01/2025,WDL TFR UPI/DR/671301018248/Pawar Pa/UTIB/g pay-12190/Sent 2206695385257 AT 06039 UDGIR,,21.08,,41275.71
15/01/2025,WDL TFR UPI/DR/346032729631/SHAUYA C/YESB/p aytm.s1np/Sent 8340736189772 AT 06039 UDGIR,,24.17,,41251.54
16/01/2025,WDL TFR UPI/DR/579028586021/SHANTAI /YESB/q 730121189/Sent 9053773563663 AT 06039 UDGIR,,17.60,,41233.94
17/01/2025,WDL TFR UPI/DR/990612781654/Blinkit/HDFC/bl inkit.rz/Payvi 5982471414032 AT 06039 UDGIR,,573.59,,40660.35
18/01/2025,WDL TFR UPI/DR/172901414454/HARSHVAR/YESB/q 493750988/Sent 5101644311524 AT 06039 UDGIR,,30.50,,40629.85
18/01/2025,WDL TFR UPI/DR/460425036721/BP Petro/YESB/q 580628708/Sent 1275416574355 AT 06039 UDGIR,,213.34,,40416.51
19/01/2025,WDL TFR UPI/DR/464425165027/ADITYA K/SBIN/ 7701697438/UPI 2652366026161 AT 06039 UDGIR,,2077.69,,38338.82
19/01/2025,WDL TFR UPI/DR/892995711428/Pawar Pa/UTIB/g pay-12190/Sent 2873211062733 AT 06039 UDGIR,,74.19,,38264.63
21/01/2025,DEP TFR UPI/CR/006197981408/Master S/MAHB/ parthchava/UPI 2282413098242 AT 06039 UDGIR,,,100.22,38364.85
21/01/2025,WDL TFR UPI/DR/170529356525/ANIL ARJ/YESB/ paytmqrt2m/NA 1780620272733 AT 06039 UDGIR,,130.52,,38234.33
21/01/2025,WDL TFR UPI/DR/294887837952/ADITYA K/SBIN/ 8994887253/UPI 4603153188588 AT 06039 UDGIR,,68.01,,38166.32
23/01/2025,WDL TFR UPI/DR/871547760737/HARSHVAR/YESB/q 493750988/Sent 5903047600615 AT 06039 UDGIR,,48.80,,38117.52
24/01/2025,WDL TFR UPI/DR/784470903206/ZOMATO/HDFC/pay zomato@/Sent u 6696146695188 AT 06039 UDGIR,,301.87,,37815.65
26/01/2025,WDL TFR UPI/DR/915153563167/VIKAS KI/YESB/q 263268314/Sent 7687537575878 AT 06039 UDGIR,,70.81,,37744.84
26/01/2025,WDL TFR UPI/DR/161067666911/AKASH SH/YESB/ bharatpe9d/Pay 7467961842532 AT 06039 UDGIR,,52.45,,37692.39
26/01/2025,WDL TFR UPI/DR/533118125790/SHUBHAM /YESB/q 985887379/Sent 2382252089307 AT 06039 UDGIR,,8.63,,37683.76
