value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,NEFT CR/SAL616567307563/TECH MAHINDRA/MONTHLY SALARY,CR408136840968,-,"60,837.00","365,443.00"
03/01/2025,04/01/2025,UPI CR/P2P146556003499/AMAN/P2P RECEIVE,UPI997658283244,-,"6,287.40","371,730.40"
03/01/2025,05/01/2025,CASH DEP/CSH278740323143/BRANCH DEPOSIT,CASH209637629354,-,"18,061.27","389,791.67"
04/01/2025,04/01/2025,UPI CR/P2P109843429297/VIKAS/P2P RECEIVE,UPI477525069980,-,"31,209.45","421,001.12"
06/01/2025,06/01/2025,UPI CR/P2P387692017533/RAHUL/P2P RECEIVE,UPI114495741303,-,"31,739.96","452,741.08"
06/01/2025,08/01/2025,NEFT CR/TRF745135789692/TRANSFER IN,CR231550523203,-,"7,624.39","460,365.47"
10/01/2025,10/01/2025,UPI DR/UPI778649089681/AIRTEL/MOBILEAPP,UPI271478145786,877.77,-,"459,487.70"
12/01/2025,14/01/2025,UPI DR/UPI444833016276/AIRTEL/MERCHANT PAYMENT,DR943938913981,"5,079.36",-,"454,408.34"
12/01/2025,14/01/2025,UPI DR/P2P572953197961/VIKAS/P2P TRANSFER,UPI705093021240,"23,807.84",-,"430,600.50"
13/01/2025,15/01/2025,UPI DR/UPI626226628877/FLIPKART/MERCHANT PAYMENT,DR957870951491,"7,614.85",-,"422,985.65"
14/01/2025,16/01/2025,UPI DR/UPI655100049919/SWIGGY/MERCHANT PAYMENT,DR278975068214,"3,827.90",-,"419,157.75"
15/01/2025,16/01/2025,NEFT DR/TRF433787797080/SAVINGS TRANSFER,NEFT643666729042,"14,516.43",-,"404,641.32"
17/01/2025,17/01/2025,UPI DR/UPI179933776919/ZOMATO/MERCHANT PAYMENT,DR870606202395,"9,704.18",-,"394,937.14"
19/01/2025,19/01/2025,UPI CR/UPI336718425514/KARAN/P2P RECEIVE,UPI199508847722,-,"4,222.72","399,159.86"
20/01/2025,21/01/2025,CASH DEP/CSH881301512567/BRANCH DEPOSIT,CASH527203322414,-,638.76,"399,798.62"
22/01/2025,23/01/2025,UPI DR/UPI825598922976/SWIGGY/MERCHANT PAYMENT,DR364848669100,"10,382.21",-,"389,416.41"
22/01/2025,24/01/2025,UPI DR/UPI462893568494/SPOTIFY/MERCHANT PAYMENT,DR989808371001,"6,677.58",-,"382,738.83"
24/01/2025,24/01/2025,UPI DR/P2P399765031646/MEERA/P2P TRANSFER,UPI113902695748,"2,089.55",-,"380,649.28"
26/01/2025,27/01/2025,UPI DR/UPI448740796722/UBER/MERCHANT PAYMENT,DR431698464833,"9,816.31",-,"370,832.97"
26/01/2025,27/01/2025,UPI DR/UPI150610205997/UBER/MERCHANT PAYMENT,DR497013556157,382.02,-,"370,450.95"
