value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,03/01/2025,UPI DR/UPI213695444374/SWIGGY/MERCHANT PAYMENT,DR391875987595,"2,927.20",-,"184,844.80"
03/01/2025,04/01/2025,NEFT CR/INV557594553241/ORBIT RETAIL/PROJECT CREDIT,CR909512007335,-,"82,417.43","267,262.23"
03/01/2025,05/01/2025,NEFT CR/INV379921538627/NEXA INFRA/PROJECT PAYMENT,NEFT242712175975,-,"17,821.29","285,083.52"
04/01/2025,06/01/2025,CASH DEP/CSH112203507743/BRANCH DEPOSIT,CASH258575663260,-,"6,430.90","291,514.42"
04/01/2025,06/01/2025,CASH DEP/CSH918702305992/BRANCH DEPOSIT,CASH609034546980,-,"29,328.17","320,842.59"
07/01/2025,07/01/2025,CHRG DR/FEE488130161067/BANK CHARGE,CHG373969435101,437.79,-,"320,404.80"
07/01/2025,08/01/2025,UPI DR/UPI165009391850/ZOMATO/MERCHANT PAYMENT,DR187373216645,"3,365.92",-,"317,038.88"
07/01/2025,08/01/2025,UPI DR/UPI991167015652/BOOKMYSHOW/MERCHANT PAYMENT,DR416291756486,"2,788.62",-,"314,250.26"
08/01/2025,09/01/2025,UPI DR/P2P211796264461/SNEHA/P2P TRANSFER,UPI200759286479,"24,683.46",-,"289,566.80"
09/01/2025,11/01/2025,NEFT CR/INV188915689184/NEXA INFRA/PROJECT CREDIT,CR701934685670,-,"69,201.78","358,768.58"
10/01/2025,10/01/2025,NEFT CR/INV588007455704/ALPHA TRADERS/PROJECT PAYMENT,NEFT552985721259,-,"16,791.81","375,560.39"
10/01/2025,10/01/2025,NEFT CR/INV325801321541/ORBIT RETAIL/PROJECT PAYMENT,NEFT698599878110,-,"43,134.46","418,694.85"
10/01/2025,10/01/2025,UPI DR/UPI333855724888/SWIGGY/MOBILEAPP,UPI672075582928,"1,159.81",-,"417,535.04"
10/01/2025,11/01/2025,UPI DR/P2P166904987331/VIKAS/P2P TRANSFER,UPI647945494558,"1,429.94",-,"416,105.10"
12/01/2025,14/01/2025,UPI DR/UPI526744999837/APOLLO PHARMACY/MERCHANT PAYMENT,DR441075937825,"1,859.36",-,"414,245.74"
12/01/2025,14/01/2025,NEFT DR/TRF729809846124/ACCOUNT TRANSFER,NEFT380497233345,"35,608.49",-,"378,637.25"
13/01/2025,13/01/2025,CASH DEP/CSH194307557204/BRANCH DEPOSIT,CASH996754896101,-,"7,889.24","386,526.49"
13/01/2025,13/01/2025,UPI DR/UPI975688604472/AIRTEL/MERCHANT PAYMENT,DR738422198437,"4,981.98",-,"381,544.51"
14/01/2025,16/01/2025,UPI DR/P2P400503431427/VIKAS/P2P TRANSFER,UPI886370408974,"6,903.04",-,"374,641.47"
15/01/2025,16/01/2025,NEFT DR/TRF438232918144/SAVINGS TRANSFER,NEFT324075889778,"14,149.93",-,"360,491.54"
16/01/2025,16/01/2025,NEFT CR/INV840917969599/ORBIT RETAIL/PROJECT CREDIT,CR317065215407,-,"52,444.52","412,936.06"
17/01/2025,18/01/2025,UPI DR/UPI137393881601/MEDPLUS/MERCHANT PAYMENT,DR853142110932,"9,541.67",-,"403,394.39"
18/01/2025,18/01/2025,NEFT CR/INV519001672873/URBAN FOODS/PROJECT CREDIT,CR886668725683,-,"65,535.73","468,930.12"
18/01/2025,19/01/2025,UPI DR/UPI948325168512/BIGBASKET/MERCHANT PAYMENT,DR387339594699,"5,052.60",-,"463,877.52"
18/01/2025,20/01/2025,UPI CR/P2P108237501821/KARAN/P2P RECEIVE,UPI580496012703,-,"15,166.80","479,044.32"
19/01/2025,19/01/2025,UPI CR/UPI694524955682/SNEHA/P2P RECEIVE,UPI931144598526,-,"3,992.46","483,036.78"
19/01/2025,21/01/2025,UPI DR/UPI765303913014/JIO/MERCHANT PAYMENT,DR914631213981,"9,908.37",-,"473,128.41"
22/01/2025,23/01/2025,UPI DR/P2P410851832638/PRIYA/P2P TRANSFER,UPI424224976976,"8,986.23",-,"464,142.18"
23/01/2025,24/01/2025,NEFT CR/INV408508040137/NEXA INFRA/PROJECT CREDIT,CR723008880745,-,"68,048.55","532,190.73"
23/01/2025,25/01/2025,UPI DR/UPI484152784855/BIGBASKET/MERCHANT PAYMENT,DR884381764582,"4,563.02",-,"527,627.71"
24/01/2025,24/01/2025,UPI DR/P2P382363474728/KARAN/P2P TRANSFER,UPI610029397476,"4,585.98",-,"523,041.73"
24/01/2025,26/01/2025,UPI DR/UPI112638459664/AIRTEL/MERCHANT PAYMENT,DR748123209330,"6,771.46",-,"516,270.27"
24/01/2025,26/01/2025,NEFT DR/TRF640837254428/ACCOUNT TRANSFER,NEFT670200578568,"20,545.00",-,"495,725.27"
28/01/2025,29/01/2025,UPI CR/P2P271621628096/MEERA/P2P RECEIVE,UPI550534535592,-,"5,588.45","501,313.72"
31/01/2025,31/01/2025,UPI DR/UPI874088345250/SPOTIFY/MERCHANT PAYMENT,DR445427472365,"1,666.46",-,"499,647.26"
03/02/2025,04/02/2025,CASH DEP/CSH774323766895/BRANCH DEPOSIT,CASH470786977333,-,"15,722.44","515,369.70"
04/02/2025,04/02/2025,CHRG DR/FEE909079303153/BANK CHARGE,CHG146179810099,372.95,-,"514,996.75"
04/02/2025,04/02/2025,NEFT CR/INV571877547030/URBAN FOODS/PROJECT CREDIT,CR482010702340,-,"88,978.91","603,975.66"
04/02/2025,04/02/2025,NEFT CR/INV287252257166/URBAN FOODS/PROJECT CREDIT,CR622701914570,-,"55,296.44","659,272.10"
04/02/2025,04/02/2025,NEFT DR/TRF285542772684/ACCOUNT TRANSFER,NEFT819661565971,"5,837.04",-,"653,435.06"
04/02/2025,06/02/2025,UPI DR/UPI368795335051/SWIGGY/MERCHANT PAYMENT,DR513647038285,"1,516.19",-,"651,918.87"
06/02/2025,06/02/2025,NEFT CR/INV508173336349/ORBIT RETAIL/PROJECT CREDIT,CR405069646908,-,"20,157.50","672,076.37"
07/02/2025,07/02/2025,CASH DEP/CSH725525781648/BRANCH DEPOSIT,CASH160240997459,-,"17,438.53","689,514.90"
08/02/2025,09/02/2025,NEFT DR/TRF223967376420/ACCOUNT TRANSFER,NEFT773292548278,"28,001.67",-,"661,513.23"
10/02/2025,10/02/2025,UPI CR/P2P816101973732/ROHAN/P2P RECEIVE,UPI713467546562,-,"4,641.54","666,154.77"
10/02/2025,11/02/2025,NEFT CR/INV447126986461/SKYLOGIC LLP/PROJECT PAYMENT,NEFT231846393929,-,"42,175.97","708,330.74"
10/02/2025,11/02/2025,UPI DR/P2P559897959273/NEHA/P2P TRANSFER,UPI457569581627,"20,221.71",-,"688,109.03"
11/02/2025,11/02/2025,NEFT CR/INV103566256073/ORBIT RETAIL/PROJECT PAYMENT,NEFT949889946646,-,"15,410.67","703,519.70"
