Date,Details,Ref No/Cheque No,Debit,Credit,Balance
17/01/2025,DEP TFR UPI/CR/334590912575/MOHIT SU/BKID/ mohitttade/UPI 0553270828055 AT 06039 UDGIR,,,31.80,21702.39
17/01/2025,WDL TFR UPI/DR/715632548768/MR ADITY/NESF/ 9332055179/UPI 8038188703961 AT 06039 UDGIR,,282.27,,21420.12
18/01/2025,DEP TFR UPI/CR/442292176797/JAGADISH/UBIN/ jaguswami1/UPI 2287051549534 AT 06039 UDGIR,,,648.33,22068.45
18/01/2025,WDL TFR UPI/DR/319102940476/Pawar Pa/UTIB/g pay-12195/Sent 8832797033601 AT 06039 UDGIR,,84.21,,21984.24
19/01/2025,DEP TFR UPI/CR/435730666989/Google P/utib/ playstore1/UPI 9916032327389 AT 06039 UDGIR,,,2.21,21986.45
22/01/2025,DEP TFR UPI/CR/791330192303/Master S/MAHB/ parthchava/UPI 4399033907497 AT 06039 UDGIR,,,64.15,22050.60
22/01/2025,WDL TFR UPI/DR/349869018294/Prajakta/PPIW/o mbk.aaep5/Sent 9594157853728 AT 06039 UDGIR,,537.40,,21513.20
23/01/2025,WDL TFR UPI/DR/990162135207/SHREE GA/YESB/q 190874553/Sent 4357749917234 AT 06039 UDGIR,,128.50,,21384.70
24/01/2025,DEP TFR UPI/CR/830038599019/ADITYA K/SBIN/ adityakris/UPI 7593512211075 AT 06039 UDGIR,,,164.49,21549.19
24/01/2025,WDL TFR UPI/DR/529661840594/ADITYA K/SBIN/ 3041293712/UPI 0608809049845 AT 06039 UDGIR,,207.95,,21341.24
24/01/2025,DEP TFR UPI/CR/635506058133/JAGADISH/UBIN/ jaguswami1/UPI 4045233392094 AT 06039 UDGIR,,,4366.18,25707.42
25/01/2025,DEP TFR UPI/CR/499549687813/MOHIT SU/BKID/ mohitttade/UPI 8834760152925 AT 06039 UDGIR,,,124.69,25832.11
26/01/2025,WDL TFR UPI/DR/310050900270/ADITYA K/SBIN/ 5581963698/UPI 8982180999541 AT 06039 UDGIR,,20.01,,25812.10
27/01/2025,DEP TFR UPI/CR/706324125463/PARTH DA/PPIW/8 262854390/Paid 2839457097176 AT 06039 UDGIR,,,176.17,25988.27
28/01/2025,WDL TFR UPI/DR/031502964104/ADITYA K/SBIN/ 5752835682/UPI 0705134262637 AT 06039 UDGIR,,63.21,,25925.06
31/01/2025,WDL TFR UPI/DR/414073922976/SEEMA AB/YESB/q 927376420/Sent 4152533266116 AT 06039 UDGIR,,27.78,,25897.28
01/02/2025,WDL TFR UPI/DR/210348220184/Mr RAJES/YESB/q 976311893/Sent 1802395911985 AT 06039 UDGIR,,15.36,,25881.92
02/02/2025,WDL TFR UPI/DR/144093485083/LAXMAN B/YESB/q 255887348/Sent 5491240720017 AT 06039 UDGIR,,103.12,,25778.80
03/02/2025,WDL TFR UPI/DR/190173094195/ADITYA A/BARB/ 5420364933/UPI 3445057948867 AT 06039 UDGIR,,11.58,,25767.22
05/02/2025,DEP TFR UPI/CR/392283133012/MOHIT SU/BKID/ mohitttade/UPI 3808374558967 AT 06039 UDGIR,,,308.54,26075.76
05/02/2025,WDL TFR UPI/DR/017614762857/Mr VISHA/MAHB/7 841009542/Sent 5246852993145 AT 06039 UDGIR,,17.65,,26058.11
05/02/2025,WDL TFR UPI/DR/911359029909/SEEMA AB/YESB/q 927376420/Sent 7545736889918 AT 06039 UDGIR,,39.62,,26018.49
07/02/2025,DEP TFR UPI/CR/492228296188/Master S/MAHB/ parthchava/UPI 5960387771353 AT 06039 UDGIR,,,1322.28,27340.77
08/02/2025,WDL TFR UPI/DR/818074826737/NIDHI ME/YESB/q 518727570/Sent 8950474684397 AT 06039 UDGIR,,3.10,,27337.67
09/02/2025,DEP TFR UPI/CR/859045009654/Master S/MAHB/ parthchava/UPI 5664305748665 AT 06039 UDGIR,,,927.67,28265.34
09/02/2025,WDL TFR UPI/DR/165387471863/SHANKAR/YESB/q 256466505/Sent 6520170914670 AT 06039 UDGIR,,224.44,,28040.90
09/02/2025,WDL TFR UPI/DR/405317969489/JAYSHREE/YESB/p aytmqr6uj/Sent 9763787067257 AT 06039 UDGIR,,39.65,,28001.25
12/02/2025,DEP TFR UPI/CR/967451828452/ADITYA A/BARB/9 356138585/Paym 5223010359253 AT 06039 UDGIR,,,234.50,28235.75
12/02/2025,DEP TFR UPI/CR/278398974363/MOHIT SU/BKID/ mohitttade/UPI 8837559456410 AT 06039 UDGIR,,,131.84,28367.59
15/02/2025,WDL TFR UPI/DR/675866852605/SHADAB N/UBIN/i namdarsha/Sent 4092941676710 AT 06039 UDGIR,,307.19,,28060.40
16/02/2025,WDL TFR UPI/DR/943163592662/JAVED K/CNRB/k 384418@ok/Sent 4298051094247 AT 06039 UDGIR,,5790.28,,22270.12
18/02/2025,WDL TFR UPI/DR/930698146006/HEALTH F/YESB/p aytmqr6nb/Sent 3751393093160 AT 06039 UDGIR,,142.55,,22127.57
18/02/2025,WDL TFR UPI/DR/650603339021/SEEMA AB/YESB/q 927376420/Sent 5568023772844 AT 06039 UDGIR,,22.36,,22105.21
19/02/2025,DEP TFR UPI/CR/881378928741/MOHIT SU/BKID/ mohitttade/UPI 2247176004871 AT 06039 UDGIR,,,340.53,22445.74
