value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,03/01/2025,NEFT CR/SAL313322378107/HCL/MONTHLY SALARY,CR496634527717,-,"150,151.00","482,151.00"
04/01/2025,06/01/2025,UPI DR/UPI727340801136/DMART/MERCHANT PAYMENT,DR644878814484,"6,106.08",-,"476,044.92"
04/01/2025,06/01/2025,UPI DR/P2P325476609959/NEHA/P2P TRANSFER,UPI659636621617,"10,528.20",-,"465,516.72"
09/01/2025,11/01/2025,CASH DEP/CSH447220832602/BRANCH DEPOSIT,CASH784780583085,-,"23,126.97","488,643.69"
10/01/2025,10/01/2025,UPI DR/UPI652185614501/JIO/MOBILEAPP,UPI143814114085,"1,211.57",-,"487,432.12"
15/01/2025,16/01/2025,NEFT DR/TRF868276633890/SAVINGS TRANSFER,NEFT838460181457,"9,412.54",-,"478,019.58"
16/01/2025,17/01/2025,CASH DEP/CSH759870409003/BRANCH DEPOSIT,CASH446495712278,-,"29,528.30","507,547.88"
17/01/2025,18/01/2025,CASH DEP/CSH979870660095/BRANCH DEPOSIT,CASH961830241448,-,"36,811.17","544,359.05"
17/01/2025,18/01/2025,CHRG DR/FEE945481102028/BANK CHARGE,CHG815296390028,385.33,-,"543,973.72"
19/01/2025,19/01/2025,UPI CR/UPI744144889678/KARAN/P2P RECEIVE,UPI448644486902,-,"4,645.04","548,618.76"
20/01/2025,21/01/2025,UPI DR/UPI469870668515/SWIGGY/MERCHANT PAYMENT,DR326125100237,"11,366.93",-,"537,251.83"
20/01/2025,22/01/2025,UPI DR/UPI699754344791/AIRTEL/MERCHANT PAYMENT,DR802997747063,"3,141.18",-,"534,110.65"
23/01/2025,24/01/2025,UPI CR/P2P771336447215/ROHAN/P2P RECEIVE,UPI755478562880,-,"7,191.01","541,301.66"
24/01/2025,24/01/2025,UPI DR/P2P817692752112/AMAN/P2P TRANSFER,UPI373992120014,"1,152.23",-,"540,149.43"
24/01/2025,25/01/2025,UPI DR/P2P763560259537/VIKAS/P2P TRANSFER,UPI283121694042,"23,405.42",-,"516,744.01"
25/01/2025,25/01/2025,UPI DR/P2P824638089583/MEERA/P2P TRANSFER,UPI356440799034,"24,482.37",-,"492,261.64"
01/02/2025,02/02/2025,CHRG DR/FEE604401512116/BANK CHARGE,CHG734281836395,281.79,-,"491,979.85"
02/02/2025,03/02/2025,CASH DEP/CSH563623973238/BRANCH DEPOSIT,CASH131834528552,-,"3,924.75","495,904.60"
02/02/2025,03/02/2025,NEFT CR/SAL272232238243/TCS/MONTHLY SALARY,CR675378457863,-,"151,977.00","647,881.60"
08/02/2025,10/02/2025,UPI DR/UPI321292328597/DMART/MERCHANT PAYMENT,DR495997407746,"9,192.00",-,"638,689.60"
10/02/2025,12/02/2025,UPI DR/P2P323161162763/PRIYA/P2P TRANSFER,UPI735747361038,"11,895.13",-,"626,794.47"
11/02/2025,12/02/2025,UPI DR/P2P798781941425/AMAN/P2P TRANSFER,UPI853539105716,"9,855.79",-,"616,938.68"
12/02/2025,12/02/2025,NEFT CR/TRF654638053890/TRANSFER IN,CR893788150563,-,"45,002.78","661,941.46"
15/02/2025,17/02/2025,NEFT CR/TRF435717410739/TRANSFER IN,CR679594390568,-,"25,074.97","687,016.43"
16/02/2025,16/02/2025,CASH DEP/CSH295112009215/BRANCH DEPOSIT,CASH761982592797,-,"22,627.53","709,643.96"
16/02/2025,16/02/2025,UPI DR/UPI250853138700/ZOMATO/MERCHANT PAYMENT,DR779202598046,"1,669.31",-,"707,974.65"
17/02/2025,18/02/2025,UPI DR/UPI750006909431/SPOTIFY/MERCHANT PAYMENT,DR156762963180,"3,864.31",-,"704,110.34"
17/02/2025,18/02/2025,NEFT DR/TRF850843967007/ACCOUNT TRANSFER,NEFT830267038148,"27,743.64",-,"676,366.70"
19/02/2025,20/02/2025,UPI DR/UPI945006386992/FLIPKART/MERCHANT PAYMENT,DR103496566747,"5,430.50",-,"670,936.20"
20/02/2025,20/02/2025,NEFT CR/TRF151661309560/TRANSFER IN,CR806400275657,-,"41,693.62","712,629.82"
21/02/2025,22/02/2025,UPI DR/UPI617564262615/AMAZON/MERCHANT PAYMENT,DR214836332021,"8,772.89",-,"703,856.93"
21/02/2025,23/02/2025,UPI DR/UPI448467918157/SWIGGY/MERCHANT PAYMENT,DR136153174404,"6,769.56",-,"697,087.37"
22/02/2025,23/02/2025,UPI DR/P2P532303330702/KARAN/P2P TRANSFER,UPI774893961694,"21,680.49",-,"675,406.88"
23/02/2025,25/02/2025,UPI CR/P2P505920164151/ROHAN/P2P RECEIVE,UPI307388421899,-,691.96,"676,098.84"
27/02/2025,27/02/2025,UPI DR/UPI799527604339/ZOMATO/MERCHANT PAYMENT,DR622459962319,"5,433.51",-,"670,665.33"
28/02/2025,02/03/2025,NEFT DR/TRF104146880672/ACCOUNT TRANSFER,NEFT779456906298,"3,916.97",-,"666,748.36"
01/03/2025,02/03/2025,NEFT CR/SAL170099948851/TECH MAHINDRA/MONTHLY SALARY,CR626867640721,-,"150,261.00","817,009.36"
02/03/2025,04/03/2025,CHRG DR/FEE923750964320/BANK CHARGE,CHG536155417046,371.82,-,"816,637.54"
03/03/2025,04/03/2025,NEFT DR/TRF724693749704/ACCOUNT TRANSFER,NEFT211378931986,"11,754.17",-,"804,883.37"
04/03/2025,05/03/2025,CASH DEP/CSH875576690790/BRANCH DEPOSIT,CASH565617473507,-,"14,654.75","819,538.12"
05/03/2025,06/03/2025,UPI DR/P2P778389456823/PRIYA/P2P TRANSFER,UPI686099462732,"16,947.00",-,"802,591.12"
05/03/2025,07/03/2025,UPI DR/UPI235447797313/MEDPLUS/MERCHANT PAYMENT,DR563321530142,"10,582.24",-,"792,008.88"
11/03/2025,11/03/2025,UPI DR/UPI224114741558/SWIGGY/MERCHANT PAYMENT,DR517950902675,"1,661.70",-,"790,347.18"
14/03/2025,15/03/2025,UPI DR/P2P884105883515/NEHA/P2P TRANSFER,UPI439189648749,"13,042.16",-,"777,305.02"
17/03/2025,19/03/2025,UPI DR/P2P749740627518/KARAN/P2P TRANSFER,UPI605152522338,"10,408.01",-,"766,897.01"
20/03/2025,22/03/2025,CASH DEP/CSH492697033864/BRANCH DEPOSIT,CASH698146532539,-,"26,339.43","793,236.44"
26/03/2025,26/03/2025,CHRG DR/FEE532095237334/BANK CHARGE,CHG444652712679,417.91,-,"792,818.53"
29/03/2025,29/03/2025,NEFT DR/TRF863117574167/ACCOUNT TRANSFER,NEFT660683890512,"9,954.81",-,"782,863.72"
30/03/2025,31/03/2025,NEFT CR/TRF211717095822/TRANSFER IN,CR773028519609,-,"23,686.77","806,550.49"
30/03/2025,31/03/2025,UPI DR/UPI482058560936/AMAZON/MERCHANT PAYMENT,DR659064019933,"6,586.87",-,"799,963.62"
01/04/2025,02/04/2025,NEFT CR/TRF588881275805/TRANSFER IN,CR870034218063,-,"40,073.03","840,036.65"
02/04/2025,02/04/2025,CASH DEP/CSH967145455715/BRANCH DEPOSIT,CASH510002622446,-,"31,913.31","871,949.96"
02/04/2025,02/04/2025,NEFT CR/SAL734688391517/WIPRO/MONTHLY SALARY,CR972584652585,-,"153,242.00","1,025,191.96"
02/04/2025,03/04/2025,NEFT DR/TRF238472240932/ACCOUNT TRANSFER,NEFT668365629761,"26,549.11",-,"998,642.85"
08/04/2025,10/04/2025,CASH DEP/CSH349837385750/BRANCH DEPOSIT,CASH884932696243,-,"17,868.91","1,016,511.76"
10/04/2025,10/04/2025,NEFT DR/TRF610614960306/ACCOUNT TRANSFER,NEFT235620639021,"45,173.22",-,"971,338.54"
11/04/2025,11/04/2025,UPI DR/UPI927981799407/OLA/MERCHANT PAYMENT,DR478361365959,"3,720.39",-,"967,618.15"
12/04/2025,12/04/2025,UPI CR/P2P371401390582/MEERA/P2P RECEIVE,UPI496075650205,-,"32,375.59","999,993.74"
14/04/2025,15/04/2025,NEFT DR/TRF719686690450/ACCOUNT TRANSFER,NEFT890771928049,"21,791.15",-,"978,202.59"
16/04/2025,16/04/2025,UPI DR/P2P268677901826/ANJALI/P2P TRANSFER,UPI164632857816,"14,282.25",-,"963,920.34"
16/04/2025,17/04/2025,UPI DR/UPI183477301487/UBER/MERCHANT PAYMENT,DR974413588535,"2,318.79",-,"961,601.55"
19/04/2025,19/04/2025,UPI DR/P2P555731444579/NEHA/P2P TRANSFER,UPI972175398146,"1,448.99",-,"960,152.56"
19/04/2025,21/04/2025,CHRG DR/FEE491060590995/BANK CHARGE,CHG973541505320,289.97,-,"959,862.59"
20/04/2025,22/04/2025,NEFT DR/TRF290666675599/ACCOUNT TRANSFER,NEFT760325680061,"5,685.85",-,"954,176.74"
21/04/2025,23/04/2025,UPI DR/P2P655040432788/RAHUL/P2P TRANSFER,UPI425673286257,"2,542.51",-,"951,634.23"
22/04/2025,24/04/2025,NEFT DR/TRF773773376596/ACCOUNT TRANSFER,NEFT282203776228,"16,147.60",-,"935,486.63"
23/04/2025,23/04/2025,UPI DR/P2P823703840336/SNEHA/P2P TRANSFER,UPI864995238437,"10,925.60",-,"924,561.03"
23/04/2025,24/04/2025,CASH DEP/CSH908413449264/BRANCH DEPOSIT,CASH741250493864,-,"13,066.99","937,628.02"
29/04/2025,01/05/2025,UPI DR/P2P383316037572/ANJALI/P2P TRANSFER,UPI658582903473,"21,011.55",-,"916,616.47"
30/04/2025,02/05/2025,CHRG DR/FEE643693363476/BANK CHARGE,CHG167740160089,397.60,-,"916,218.87"
01/05/2025,02/05/2025,UPI DR/UPI892616266490/FLIPKART/MERCHANT PAYMENT,DR983625499977,"10,215.38",-,"906,003.49"
02/05/2025,03/05/2025,NEFT CR/SAL220198363261/TCS/MONTHLY SALARY,CR157443960748,-,"150,388.00","1,056,391.49"
08/05/2025,08/05/2025,CHRG DR/FEE977742467755/BANK CHARGE,CHG146869424993,162.61,-,"1,056,228.88"
09/05/2025,11/05/2025,UPI DR/UPI721228525006/MEDPLUS/MERCHANT PAYMENT,DR101905404157,"5,073.95",-,"1,051,154.93"
13/05/2025,13/05/2025,UPI DR/UPI153324130082/OLA/MERCHANT PAYMENT,DR672441462626,"11,720.86",-,"1,039,434.07"
13/05/2025,15/05/2025,NEFT DR/TRF956585501896/ACCOUNT TRANSFER,NEFT599002312252,"23,287.20",-,"1,016,146.87"
14/05/2025,14/05/2025,UPI DR/UPI771887806987/BIGBASKET/MERCHANT PAYMENT,DR500071824133,"3,813.50",-,"1,012,333.37"
18/05/2025,19/05/2025,CASH DEP/CSH245374841622/BRANCH DEPOSIT,CASH104151035393,-,"16,285.46","1,028,618.83"
21/05/2025,23/05/2025,CASH DEP/CSH109206008170/BRANCH DEPOSIT,CASH881406540146,-,"14,345.63","1,042,964.46"
22/05/2025,22/05/2025,NEFT CR/TRF306734640508/TRANSFER IN,CR722916576151,-,"50,235.25","1,093,199.71"
24/05/2025,26/05/2025,UPI DR/P2P124966116723/NEHA/P2P TRANSFER,UPI796819790169,"7,976.05",-,"1,085,223.66"
30/05/2025,01/06/2025,NEFT CR/TRF230320660788/TRANSFER IN,CR749245993338,-,"37,273.94","1,122,497.60"
01/06/2025,02/06/2025,NEFT CR/SAL331896285250/TCS/MONTHLY SALARY,CR463920531387,-,"151,994.00","1,274,491.60"
03/06/2025,03/06/2025,NEFT CR/TRF824225711661/TRANSFER IN,CR284286265319,-,"51,309.42","1,325,801.02"
10/06/2025,12/06/2025,UPI CR/P2P154193344140/NEHA/P2P RECEIVE,UPI809470706027,-,"31,277.63","1,357,078.65"
11/06/2025,12/06/2025,UPI DR/P2P728093382448/PRIYA/P2P TRANSFER,UPI948535116978,"11,644.24",-,"1,345,434.41"
11/06/2025,13/06/2025,UPI DR/UPI180758677426/AIRTEL/MERCHANT PAYMENT,DR384975089715,695.69,-,"1,344,738.72"
15/06/2025,17/06/2025,UPI DR/P2P618093111156/ANJALI/P2P TRANSFER,UPI859531917260,"8,127.20",-,"1,336,611.52"
22/06/2025,24/06/2025,UPI DR/UPI193553425818/APOLLO PHARMACY/MERCHANT PAYMENT,DR630652576151,"3,924.49",-,"1,332,687.03"
23/06/2025,24/06/2025,NEFT CR/TRF377831908719/TRANSFER IN,CR489780474076,-,"55,530.85","1,388,217.88"
23/06/2025,24/06/2025,UPI DR/UPI898825015678/DMART/MERCHANT PAYMENT,DR696947276549,"6,213.00",-,"1,382,004.88"
24/06/2025,25/06/2025,UPI DR/P2P426010796506/ROHAN/P2P TRANSFER,UPI100999370843,"13,855.42",-,"1,368,149.46"
26/06/2025,27/06/2025,CASH DEP/CSH999298798417/BRANCH DEPOSIT,CASH298042761259,-,"10,984.81","1,379,134.27"
28/06/2025,28/06/2025,UPI DR/UPI119762939242/DMART/MERCHANT PAYMENT,DR675454808849,"7,387.54",-,"1,371,746.73"
01/07/2025,02/07/2025,NEFT CR/SAL484260129518/TCS/MONTHLY SALARY,CR814430566835,-,"149,175.00","1,520,921.73"
01/07/2025,02/07/2025,UPI DR/UPI624148286170/FLIPKART/MERCHANT PAYMENT,DR706863259016,"10,882.82",-,"1,510,038.91"
02/07/2025,04/07/2025,UPI DR/UPI804019117603/APOLLO PHARMACY/MERCHANT PAYMENT,DR915668424353,"6,218.29",-,"1,503,820.62"
03/07/2025,05/07/2025,CASH DEP/CSH718015768662/BRANCH DEPOSIT,CASH958381393244,-,"19,013.63","1,522,834.25"
05/07/2025,06/07/2025,UPI DR/UPI127035402052/SWIGGY/MERCHANT PAYMENT,DR695788279604,"4,457.46",-,"1,518,376.79"
05/07/2025,07/07/2025,NEFT CR/TRF347025664845/TRANSFER IN,CR555616784577,-,"43,886.05","1,562,262.84"
09/07/2025,09/07/2025,CASH DEP/CSH903026074314/BRANCH DEPOSIT,CASH412430117198,-,"3,604.42","1,565,867.26"
10/07/2025,12/07/2025,UPI DR/P2P726658815685/VIKAS/P2P TRANSFER,UPI243471333397,"17,668.76",-,"1,548,198.50"
10/07/2025,12/07/2025,UPI DR/P2P754836496311/RAHUL/P2P TRANSFER,UPI940392555162,"15,191.47",-,"1,533,007.03"
11/07/2025,11/07/2025,NEFT DR/TRF539463483063/ACCOUNT TRANSFER,NEFT439245603467,"2,169.14",-,"1,530,837.89"
12/07/2025,12/07/2025,UPI DR/P2P947717888856/RAHUL/P2P TRANSFER,UPI695148534687,"17,995.46",-,"1,512,842.43"
13/07/2025,15/07/2025,NEFT CR/TRF956941332122/TRANSFER IN,CR763480108925,-,"15,263.57","1,528,106.00"
13/07/2025,15/07/2025,UPI DR/UPI478744438693/OLA/MERCHANT PAYMENT,DR657972702844,"1,149.67",-,"1,526,956.33"
16/07/2025,18/07/2025,UPI DR/UPI311244358171/BIGBASKET/MERCHANT PAYMENT,DR181225572485,"8,471.73",-,"1,518,484.60"
17/07/2025,18/07/2025,CHRG DR/FEE129893229287/BANK CHARGE,CHG307503838855,39.19,-,"1,518,445.41"
18/07/2025,20/07/2025,UPI CR/P2P854191952793/PRIYA/P2P RECEIVE,UPI830071275416,-,"22,152.27","1,540,597.68"
19/07/2025,21/07/2025,CHRG DR/FEE718944799653/BANK CHARGE,CHG993823700393,331.92,-,"1,540,265.76"
21/07/2025,23/07/2025,CHRG DR/FEE895811928010/BANK CHARGE,CHG453081301754,362.38,-,"1,539,903.38"
22/07/2025,22/07/2025,UPI DR/P2P699409043230/VIKAS/P2P TRANSFER,UPI147004989897,"23,748.12",-,"1,516,155.26"
28/07/2025,30/07/2025,UPI DR/UPI128438505515/OLA/MERCHANT PAYMENT,DR165599410242,"9,558.05",-,"1,506,597.21"
01/08/2025,01/08/2025,NEFT CR/SAL676513557772/TECH MAHINDRA/MONTHLY SALARY,CR933365523707,-,"151,360.00","1,657,957.21"
02/08/2025,03/08/2025,NEFT CR/TRF923756321461/TRANSFER IN,CR176879748890,-,"14,932.63","1,672,889.84"
03/08/2025,04/08/2025,CASH DEP/CSH717771129101/BRANCH DEPOSIT,CASH812716664802,-,"37,850.50","1,710,740.34"
04/08/2025,05/08/2025,UPI DR/UPI590128194813/FLIPKART/MERCHANT PAYMENT,DR235858859796,"3,640.23",-,"1,707,100.11"
06/08/2025,06/08/2025,CASH DEP/CSH934845775555/BRANCH DEPOSIT,CASH566673952870,-,"38,717.18","1,745,817.29"
06/08/2025,06/08/2025,NEFT DR/TRF145091411397/ACCOUNT TRANSFER,NEFT456473067798,"8,915.04",-,"1,736,902.25"
06/08/2025,08/08/2025,UPI DR/UPI775068331286/SWIGGY/MERCHANT PAYMENT,DR570668640754,"4,198.07",-,"1,732,704.18"
07/08/2025,07/08/2025,UPI DR/UPI653046822389/JIO/MERCHANT PAYMENT,DR351591265040,"2,833.89",-,"1,729,870.29"
11/08/2025,13/08/2025,NEFT CR/TRF559805934782/TRANSFER IN,CR416961388011,-,"16,935.68","1,746,805.97"
12/08/2025,14/08/2025,UPI DR/P2P501308430010/KARAN/P2P TRANSFER,UPI382592699036,"12,984.76",-,"1,733,821.21"
14/08/2025,14/08/2025,NEFT CR/TRF578074588118/TRANSFER IN,CR834412372265,-,"22,455.86","1,756,277.07"
15/08/2025,17/08/2025,CASH DEP/CSH323806535832/BRANCH DEPOSIT,CASH561242053794,-,"1,150.94","1,757,428.01"
16/08/2025,18/08/2025,NEFT DR/TRF467755583533/ACCOUNT TRANSFER,NEFT458780065899,"37,346.71",-,"1,720,081.30"
17/08/2025,17/08/2025,NEFT CR/TRF170046077716/TRANSFER IN,CR703545082114,-,"3,452.86","1,723,534.16"
18/08/2025,18/08/2025,UPI DR/UPI674447065391/NETFLIX/MERCHANT PAYMENT,DR156921283534,"6,466.36",-,"1,717,067.80"
20/08/2025,22/08/2025,UPI CR/P2P973797312200/MEERA/P2P RECEIVE,UPI266394831476,-,"30,058.76","1,747,126.56"
21/08/2025,21/08/2025,UPI DR/UPI672439930032/APOLLO PHARMACY/MERCHANT PAYMENT,DR880806468084,627.57,-,"1,746,498.99"
21/08/2025,23/08/2025,NEFT CR/TRF203536550212/TRANSFER IN,CR635923264778,-,"57,049.47","1,803,548.46"
23/08/2025,24/08/2025,CASH DEP/CSH993730860395/BRANCH DEPOSIT,CASH854134687703,-,"32,675.20","1,836,223.66"
23/08/2025,25/08/2025,UPI DR/UPI104688777901/ZOMATO/MERCHANT PAYMENT,DR473808799109,"5,188.76",-,"1,831,034.90"
24/08/2025,24/08/2025,CASH DEP/CSH703691918083/BRANCH DEPOSIT,CASH513460578027,-,"12,645.44","1,843,680.34"
26/08/2025,26/08/2025,UPI DR/UPI941070823365/BIGBASKET/MERCHANT PAYMENT,DR793380629555,"5,854.15",-,"1,837,826.19"
29/08/2025,29/08/2025,CHRG DR/FEE912898270813/BANK CHARGE,CHG472156228878,129.56,-,"1,837,696.63"
29/08/2025,30/08/2025,CASH DEP/CSH504316476611/BRANCH DEPOSIT,CASH402813084927,-,"11,620.09","1,849,316.72"
31/08/2025,02/09/2025,CASH DEP/CSH250817930560/BRANCH DEPOSIT,CASH791338313173,-,"15,918.79","1,865,235.51"
02/09/2025,03/09/2025,NEFT CR/SAL951605897856/INFOSYS/MONTHLY SALARY,CR615351852775,-,"149,502.00","2,014,737.51"
02/09/2025,03/09/2025,UPI DR/P2P437994359709/NEHA/P2P TRANSFER,UPI884439739208,"5,271.77",-,"2,009,465.74"
03/09/2025,03/09/2025,UPI CR/P2P775176565115/NEHA/P2P RECEIVE,UPI277928112824,-,"34,605.08","2,044,070.82"
03/09/2025,04/09/2025,UPI DR/P2P715632617365/SNEHA/P2P TRANSFER,UPI679077651496,"8,920.59",-,"2,035,150.23"
04/09/2025,05/09/2025,UPI DR/UPI858260165518/SWIGGY/MERCHANT PAYMENT,DR918998493147,"8,949.02",-,"2,026,201.21"
07/09/2025,07/09/2025,UPI CR/P2P483020332090/AMAN/P2P RECEIVE,UPI519929159555,-,"17,245.82","2,043,447.03"
11/09/2025,11/09/2025,CASH DEP/CSH441642402971/BRANCH DEPOSIT,CASH465573866970,-,"30,743.52","2,074,190.55"
11/09/2025,13/09/2025,NEFT CR/TRF114137044623/TRANSFER IN,CR419950786422,-,"21,903.37","2,096,093.92"
11/09/2025,13/09/2025,UPI DR/UPI262395269358/SWIGGY/MERCHANT PAYMENT,DR251284043120,225.23,-,"2,095,868.69"
13/09/2025,13/09/2025,CHRG DR/FEE594169260515/BANK CHARGE,CHG391017922070,331.91,-,"2,095,536.78"
16/09/2025,16/09/2025,UPI DR/UPI670739509892/MEDPLUS/MERCHANT PAYMENT,DR963095581173,943.53,-,"2,094,593.25"
16/09/2025,16/09/2025,UPI DR/P2P538530818055/ANJALI/P2P TRANSFER,UPI218119200094,"17,353.81",-,"2,077,239.44"
16/09/2025,18/09/2025,CHRG DR/FEE211042243540/BANK CHARGE,CHG479837764917,169.77,-,"2,077,069.67"
17/09/2025,17/09/2025,UPI CR/P2P582164285618/NEHA/P2P RECEIVE,UPI996773868356,-,"11,290.99","2,088,360.66"
19/09/2025,19/09/2025,UPI DR/UPI967524547631/JIO/MERCHANT PAYMENT,DR868434334044,"4,345.20",-,"2,084,015.46"
24/09/2025,25/09/2025,NEFT CR/TRF343302622959/TRANSFER IN,CR173251188541,-,"28,754.08","2,112,769.54"
