Date,Details,Ref No/Cheque No,Debit,Credit,Balance
18/01/2025,WDL TFR UPI/DR/895984952261/ADITYA A/BARB/ 5209002558/UPI 7958743753339 AT 06039 UDGIR,,1.92,,2565.27
18/01/2025,WDL TFR UPI/DR/192031460199/MR SOURA/YESB/q 415633514/Sent 5264697205015 AT 06039 UDGIR,,292.69,,2272.58
18/01/2025,WDL TFR UPI/DR/990537366522/Pawar Pa/UTIB/g pay-12190/Sent 9306331065893 AT 06039 UDGIR,,74.72,,2197.86
18/01/2025,DEP TFR UPI/CR/923037197090/JAGADISH/UBIN/ jaguswami1/UPI 5531159016311 AT 06039 UDGIR,,,785.24,2983.10
19/01/2025,WDL TFR UPI/DR/754162937995/Ashadul /INDB/ 9994915934/NA 7374570331852 AT 06039 UDGIR,,123.94,,2859.16
19/01/2025,DEP TFR UPI/CR/913822177209/SARTHAK /IPOS/ sarthakksh/UPI 3039505881258 AT 06039 UDGIR,,,39.48,2898.64
19/01/2025,WDL TFR UPI/DR/298342645664/BALAJI G/BARB/q 604749268/Sent 9158206904865 AT 06039 UDGIR,,90.76,,2807.88
21/01/2025,WDL TFR UPI/DR/881637652691/ZOMATO/HDFC/pay zomato@/Sent u 2952006312434 AT 06039 UDGIR,,362.59,,2445.29
22/01/2025,DEP TFR UPI/CR/474818085863/Aditya A/PPIW/9 356138585/Paid 3033486459625 AT 06039 UDGIR,,,185.47,2630.76
24/01/2025,WDL TFR UPI/DR/332987237301/AARADHYA/YESB/ Q249889190/UPI 2786512981910 AT 06039 UDGIR,,153.20,,2477.56
24/01/2025,DEP TFR UPI/CR/412642319796/ADITYA K/SBIN/ adityakris/UPI 0748339522289 AT 06039 UDGIR,,,163.69,2641.25
24/01/2025,WDL TFR UPI/DR/911354544618/JAVED K/CNRB/k 384418@ok/Sent 6377714257975 AT 06039 UDGIR,,3061.81,,-420.56
25/01/2025,WDL TFR UPI/DR/715199255981/SUKHSAGA/HDFC/v yapar.169/Sent 1758587331080 AT 06039 UDGIR,,1.00,,-421.56
26/01/2025,DEP TFR UPI/CR/646985585732/ADITYA K/SBIN/ adityakris/UPI 4139950002668 AT 06039 UDGIR,,,42.07,-379.49
27/01/2025,WDL TFR UPI/DR/596251748155/Inacio M/YESB/p aytmqr6eo/Sent 4825383850146 AT 06039 UDGIR,,1.00,,-380.49
28/01/2025,WDL TFR UPI/DR/180360280766/Google P/utib/p laystore1/Mand 3927120957708 AT 06039 UDGIR,,1.00,,-381.49
