Date,Details,Ref No/Cheque No,Debit,Credit,Balance
16/01/2025,DEP TFR UPI/CR/711986548389/JAGADISH/UBIN/ jaguswami1/UPI 3589947372129 AT 06039 UDGIR,,,1939.91,28962.71
18/01/2025,WDL TFR UPI/DR/985594651527/Monika R/SBIN/ monikaj301/UPI 1419688538943 AT 06039 UDGIR,,113.67,,28849.04
18/01/2025,WDL TFR UPI/DR/330351588876/VIJAYANA/UTIB/v rlonline@/Sent 4183847099879 AT 06039 UDGIR,,2396.93,,26452.11
19/01/2025,WDL TFR UPI/DR/548507561579/RAJENTERP/YESB/ q039410539/Sen 9373057387012 AT 06039 UDGIR,,83.61,,26368.50
19/01/2025,WDL TFR UPI/DR/640147976118/Pawar Pa/UTIB/g pay-12190/Sent 5564524477436 AT 06039 UDGIR,,20.06,,26348.44
22/01/2025,WDL TFR UPI/DR/247078337626/MOHAMAD /YESB/q 791284426/Sent 4191489339723 AT 06039 UDGIR,,38.71,,26309.73
25/01/2025,WDL TFR UPI/DR/544729227289/BALAJI L/YESB/q 727651097/Sent 0681462148334 AT 06039 UDGIR,,69.00,,26240.73
26/01/2025,WDL TFR UPI/DR/006973052828/NIDHI ME/YESB/q 518727570/Sent 0199290749248 AT 06039 UDGIR,,78.91,,26161.82
27/01/2025,WDL TFR UPI/DR/683779528070/ANIL ARJ/YESB/ paytmqrt2m/NA 2587698631914 AT 06039 UDGIR,,216.43,,25945.39
27/01/2025,WDL TFR UPI/DR/053316216234/MOHIT SU/BKID/ 1999731117/UPI 0825159473168 AT 06039 UDGIR,,29.58,,25915.81
28/01/2025,WDL TFR UPI/DR/604355957756/ANIL ARJ/YESB/ paytmqrt2m/NA 7864909554204 AT 06039 UDGIR,,21.38,,25894.43
29/01/2025,WDL TFR UPI/DR/795688443723/SHISHA G/HDFC/v yapar.170/Sent 7145774238811 AT 06039 UDGIR,,197.89,,25696.54
29/01/2025,WDL TFR UPI/DR/418625779001/HEALTH F/YESB/p aytmqr6di/Sent 2615204407817 AT 06039 UDGIR,,101.59,,25594.95
30/01/2025,WDL TFR UPI/DR/143572144224/ANIL ARJ/YESB/ paytmqrt2m/NA 5305043011534 AT 06039 UDGIR,,28.57,,25566.38
30/01/2025,WDL TFR UPI/DR/383155565752/DINESH B/YESB/q 685713653/Sent 2101436273096 AT 06039 UDGIR,,100.58,,25465.80
