Date,Details,Ref No/Cheque No,Debit,Credit,Balance
08/01/2025,WDL TFR UPI/DR/654153655878/KRUSHNA /YESB/p aytmqr5vx/Sent 4133055430072 AT 06039 UDGIR,,5.99,,134087.37
09/01/2025,WDL TFR UPI/DR/584294473233/sai trad/YESB/ paytmqraya/NA 5789904477294 AT 06039 UDGIR,,21.70,,134065.67
11/01/2025,WDL TFR UPI/DR/361504456758/Make My /YESB/m akemytrip/Paym 0831362474852 AT 06039 UDGIR,,2036.44,,132029.23
13/01/2025,WDL TFR UPI/DR/991894649815/SHREE GA/YESB/q 369201673/Sent 0932387811711 AT 06039 UDGIR,,45.65,,131983.58
14/01/2025,WDL TFR UPI/DR/841045754757/PRAJAKTA/PPIW/o mbk.aafz1/Sent 9590095221755 AT 06039 UDGIR,,345.12,,131638.46
16/01/2025,WDL TFR UPI/DR/851009483145/ZOMATO/HDFC/pay zomato@/Sent u 9066720997269 AT 06039 UDGIR,,340.14,,131298.32
17/01/2025,DEP TFR UPI/CR/196497715587/SARTHAK /IPOS/ sarthakksh/UPI 3240246730711 AT 06039 UDGIR,,,422.14,131720.46
18/01/2025,WDL TFR UPI/DR/330828659517/Prajakta/PPIW/o mbk.aafx7/Sent 5426580198513 AT 06039 UDGIR,,211.41,,131509.05
19/01/2025,DEP TFR UPI/CR/510229669520/MOHIT SU/BKID/ mohitttade/UPI 2396905543795 AT 06039 UDGIR,,,156.47,131665.52
21/01/2025,DEP TFR UPI/CR/000571873633/MOHIT SU/BKID/ mohitttade/UPI 2471449382161 AT 06039 UDGIR,,,107.88,131773.40
22/01/2025,DEP TFR UPI/CR/612748591220/Master S/MAHB/ parthchava/UPI 1023464186839 AT 06039 UDGIR,,,64.47,131837.87
23/01/2025,WDL TFR UPI/DR/129636059710/OM SAI D/HDFC/v yapar.175/Sent 7688025148995 AT 06039 UDGIR,,24.17,,131813.70
24/01/2025,WDL TFR UPI/DR/172201769778/Prajakta/PPIW/o mbk.aahb2/Sent 6752163960262 AT 06039 UDGIR,,237.67,,131576.03
26/01/2025,WDL TFR UPI/DR/897565087275/DINESH B/YESB/q 685713653/Sent 4114041290416 AT 06039 UDGIR,,36.42,,131539.61
27/01/2025,WDL TFR UPI/DR/434151566162/upi juspay/YESB /paytm-7620/Tr 0450682774363 AT 06039 UDGIR,,1258.56,,130281.05
27/01/2025,DEP TFR UPI/CR/522717885440/PARTH DA/BKID/ parthchava/UPI 5605250134723 AT 06039 UDGIR,,,14.49,130295.54
27/01/2025,DEP TFR UPI/CR/875049967714/VINAYKUM/SBIN/ vkshock486/UPI 3078652594476 AT 06039 UDGIR,,,981.04,131276.58
