value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,CASH DEP/CSH531313457803/BRANCH DEPOSIT,CASH703599392644,-,"39,958.88","198,514.88"
02/01/2025,02/01/2025,UPI CR/P2P575417231966/NEHA/P2P RECEIVE,UPI286762541828,-,"20,943.44","219,458.32"
04/01/2025,06/01/2025,UPI DR/UPI899458933674/AIRTEL/MERCHANT PAYMENT,DR464103338773,548.59,-,"218,909.73"
06/01/2025,07/01/2025,UPI DR/UPI639594442805/ZOMATO/MERCHANT PAYMENT,DR150737214467,"1,730.50",-,"217,179.23"
08/01/2025,08/01/2025,CASH DEP/CSH991698425783/BRANCH DEPOSIT,CASH570602233534,-,"31,248.12","248,427.35"
09/01/2025,10/01/2025,UPI DR/UPI992655941192/MEDPLUS/MERCHANT PAYMENT,DR236942924588,459.04,-,"247,968.31"
10/01/2025,10/01/2025,UPI DR/UPI663607025605/APOLLO PHARMACY/MOBILEAPP,UPI731128326999,"1,898.42",-,"246,069.89"
10/01/2025,11/01/2025,UPI CR/P2P393052816629/ANJALI/P2P RECEIVE,UPI816993727215,-,"31,772.32","277,842.20"
13/01/2025,13/01/2025,CASH DEP/CSH503789808745/BRANCH DEPOSIT,CASH697026104745,-,"12,280.84","290,123.05"
14/01/2025,16/01/2025,UPI DR/UPI248969238038/AMAZON/MERCHANT PAYMENT,DR928220516150,"4,117.19",-,"286,005.86"
15/01/2025,15/01/2025,UPI DR/UPI955402484184/DMART/MERCHANT PAYMENT,DR784516097863,"11,199.55",-,"274,806.31"
15/01/2025,16/01/2025,NEFT DR/TRF296242596301/SAVINGS TRANSFER,NEFT825519793898,"9,412.68",-,"265,393.63"
15/01/2025,17/01/2025,UPI DR/UPI354536803457/NETFLIX/MERCHANT PAYMENT,DR422617568955,404.41,-,"264,989.22"
18/01/2025,19/01/2025,NEFT DR/TRF705604875396/ACCOUNT TRANSFER,NEFT827530733228,"28,083.32",-,"236,905.90"
18/01/2025,20/01/2025,NEFT CR/INV274672295824/ALPHA TRADERS/PROJECT PAYMENT,NEFT283818790731,-,"54,712.58","291,618.48"
19/01/2025,19/01/2025,CHRG DR/FEE247513380944/BANK CHARGE,CHG564421606635,358.30,-,"291,260.18"
19/01/2025,19/01/2025,UPI CR/UPI684554501805/KARAN/P2P RECEIVE,UPI947128356098,-,"1,830.86","293,091.04"
23/01/2025,24/01/2025,NEFT DR/TRF489243062434/ACCOUNT TRANSFER,NEFT747295943382,"15,012.74",-,"278,078.30"
24/01/2025,24/01/2025,UPI DR/P2P816607607886/VIKAS/P2P TRANSFER,UPI837680697131,"1,636.57",-,"276,441.73"
25/01/2025,25/01/2025,UPI CR/P2P943728992107/ROHAN/P2P RECEIVE,UPI630544769708,-,"30,715.85","307,157.58"
28/01/2025,30/01/2025,NEFT DR/TRF984578123650/ACCOUNT TRANSFER,NEFT478553960029,"4,208.99",-,"302,948.59"
29/01/2025,29/01/2025,UPI DR/UPI626442676047/AMAZON/MERCHANT PAYMENT,DR957120038019,"9,672.44",-,"293,276.15"
31/01/2025,31/01/2025,CHRG DR/FEE230773612256/BANK CHARGE,CHG435959464296,12.87,-,"293,263.28"
01/02/2025,02/02/2025,UPI DR/UPI554834798834/BOOKMYSHOW/MERCHANT PAYMENT,DR935802879454,"3,502.18",-,"289,761.10"
01/02/2025,02/02/2025,NEFT DR/TRF918970888523/ACCOUNT TRANSFER,NEFT963786392927,"24,579.05",-,"265,182.05"
01/02/2025,03/02/2025,NEFT CR/INV631201373198/NEXA INFRA/PROJECT CREDIT,CR266077990253,-,"56,020.30","321,202.35"
02/02/2025,02/02/2025,UPI DR/UPI650992285602/SPOTIFY/MERCHANT PAYMENT,DR840991106920,"3,844.91",-,"317,357.44"
03/02/2025,03/02/2025,CHRG DR/FEE716309232470/BANK CHARGE,CHG121940583107,401.15,-,"316,956.29"
03/02/2025,03/02/2025,NEFT CR/INV162241930606/ORBIT RETAIL/PROJECT PAYMENT,NEFT963719936116,-,"80,949.31","397,905.60"
03/02/2025,04/02/2025,UPI CR/P2P676502496489/ANJALI/P2P RECEIVE,UPI713807047355,-,"6,156.39","404,061.99"
04/02/2025,04/02/2025,NEFT CR/INV821620731687/SKYLOGIC LLP/PROJECT CREDIT,CR760785404065,-,"15,562.59","419,624.58"
04/02/2025,06/02/2025,NEFT CR/INV999222744069/NEXA INFRA/PROJECT CREDIT,CR645976963373,-,"40,569.48","460,194.06"
