Date,Details,Ref No/Cheque No,Debit,Credit,Balance
05/01/2025,WDL TFR UPI/DR/237054385615/LUIZINHA/YESB/q 644985731/Sent 7388140917902 AT 06039 UDGIR,,17.33,,19307.06
06/01/2025,WDL TFR UPI/DR/636000520561/SAINATH /YESB/q 676177146/Sent 3103534380285 AT 06039 UDGIR,,17.36,,19289.70
07/01/2025,WDL TFR UPI/DR/469009488233/ANIL ARJ/YESB/ paytmqrt2m/NA 5036526514251 AT 06039 UDGIR,,150.55,,19139.15
08/01/2025,WDL TFR UPI/DR/484483583459/MANARUL /YESB/q 547511241/Sent 9896689882042 AT 06039 UDGIR,,147.26,,18991.89
11/01/2025,WDL TFR UPI/DR/846418912588/Pawar Pa/UTIB/g pay-12190/Sent 8914847117753 AT 06039 UDGIR,,20.00,,18971.89
14/01/2025,WDL TFR UPI/DR/573866181129/Mr RAJES/YESB/q 976311893/Sent 2659991260759 AT 06039 UDGIR,,28.90,,18942.99
14/01/2025,DEP TFR UPI/CR/305416218752/JAGADISH/UBIN/ jaguswami1/UPI 2867987416918 AT 06039 UDGIR,,,1674.47,20617.46
16/01/2025,WDL TFR UPI/DR/639314429617/Google I/UTIB/ gpay-utili/UPI 0176771831814 AT 06039 UDGIR,,302.63,,20314.83
16/01/2025,WDL TFR UPI/DR/419024537927/MR SOURA/YESB/q 415633514/Sent 8757800992045 AT 06039 UDGIR,,178.87,,20135.96
16/01/2025,WDL TFR UPI/DR/451730162890/ADITYA K/SBIN/ adityakris/UPI 5636437725716 AT 06039 UDGIR,,527.65,,19608.31
17/01/2025,WDL TFR UPI/DR/356155973589/Mr PRAMO/YESB/q 052019346/Sent 3725100557701 AT 06039 UDGIR,,1.35,,19606.96
18/01/2025,WDL TFR UPI/DR/035670048344/ANIL ARJ/YESB/ paytmqrt2m/NA 6576625396333 AT 06039 UDGIR,,202.00,,19404.96
21/01/2025,WDL TFR UPI/DR/469660434607/RAJENTERP/YESB/ q039410539/Sen 8068634598806 AT 06039 UDGIR,,31.38,,19373.58
21/01/2025,WDL TFR UPI/DR/899308410408/sai trad/YESB/ paytmqraya/NA 2488128573813 AT 06039 UDGIR,,99.45,,19274.13
22/01/2025,WDL TFR UPI/DR/242224791334/Firoz An/YESB/q 631163023/Sent 9268990812980 AT 06039 UDGIR,,159.78,,19114.35
22/01/2025,DEP TFR UPI/CR/011097823038/JAGADISH/UBIN/ jaguswami1/UPI 0665974434045 AT 06039 UDGIR,,,225.16,19339.51
23/01/2025,WDL TFR UPI/DR/338407931308/ANIL ARJ/YESB/ paytmqrt2m/NA 9796058102240 AT 06039 UDGIR,,50.06,,19289.45
24/01/2025,WDL TFR UPI/DR/509427765551/SEEMA AB/YESB/q 216671691/Sent 8247154241842 AT 06039 UDGIR,,27.01,,19262.44
24/01/2025,WDL TFR UPI/DR/600748116149/MR SOURA/YESB/q 606711731/Sent 8652212446682 AT 06039 UDGIR,,440.63,,18821.81
24/01/2025,DEP TFR UPI/CR/115621148189/MOHIT SU/BKID/ mohitttade/UPI 1175137135025 AT 06039 UDGIR,,,1581.60,20403.41
24/01/2025,WDL TFR UPI/DR/997567508602/ADITYA A/BARB/ 5997782882/UPI 6961877431466 AT 06039 UDGIR,,176.09,,20227.32
25/01/2025,WDL TFR UPI/DR/852494095561/TAUSIF Z/YESB/q 055940794/Sent 1908420895118 AT 06039 UDGIR,,969.49,,19257.83
26/01/2025,DEP TFR UPI/CR/952863969491/JAGADISH/UBIN/ jaguswami1/UPI 8308233489267 AT 06039 UDGIR,,,2281.83,21539.66
27/01/2025,WDL TFR UPI/DR/905741173339/MANARUL /YESB/q 884624756/Sent 2553001622287 AT 06039 UDGIR,,122.22,,21417.44
