Date,Details,Ref No/Cheque No,Debit,Credit,Balance
10/01/2025,WDL TFR UPI/DR/368564337873/BANKAR R/YESB/q 277110439/Sent 8315877773553 AT 06039 UDGIR,,2158.67,,66743.29
11/01/2025,DEP TFR UPI/CR/297590900638/ADITYA A/BARB/9 356138585/Paym 8540949333008 AT 06039 UDGIR,,,1338.14,68081.43
12/01/2025,WDL TFR UPI/DR/618282241934/NILESH V/YESB/q 445025662/Sent 6398851208805 AT 06039 UDGIR,,130.70,,67950.73
12/01/2025,WDL TFR UPI/DR/790301803087/ANIL ARJ/YESB/ paytmqrt2m/NA 3540431389412 AT 06039 UDGIR,,135.77,,67814.96
13/01/2025,WDL TFR UPI/DR/404419429706/JAITA RAM/HDFC/ vyapar.169/Sen 5446052495779 AT 06039 UDGIR,,140.30,,67674.66
15/01/2025,DEP TFR UPI/CR/941467958956/ADITYA K/SBIN/ adityakris/UPI 1276148291668 AT 06039 UDGIR,,,139.12,67813.78
16/01/2025,DEP TFR UPI/CR/410482327152/ADITYA K/SBIN/ adityakris/UPI 8925274005047 AT 06039 UDGIR,,,876.12,68689.90
18/01/2025,WDL TFR UPI/DR/033080571899/MOHIT SU/BKID/ mohitttade/UPI 4906315447822 AT 06039 UDGIR,,29.47,,68660.43
19/01/2025,DEP TFR UPI/CR/438080680833/SARTHAK /IPOS/ sarthakksh/UPI 9587370406144 AT 06039 UDGIR,,,40.46,68700.89
20/01/2025,WDL TFR UPI/DR/932302703023/Pawar Pa/UTIB/g pay-12190/Sent 6064342007593 AT 06039 UDGIR,,67.21,,68633.68
21/01/2025,WDL TFR UPI/DR/975899151729/Pawar Pa/UTIB/g pay-12190/Sent 4311235114450 AT 06039 UDGIR,,74.49,,68559.19
22/01/2025,WDL TFR UPI/DR/657587124688/Master S/MAHB/ 3282745066/UPI 0067884266943 AT 06039 UDGIR,,428.40,,68130.79
23/01/2025,WDL TFR UPI/DR/097239992975/Master S/MAHB/ 4438399590/UPI 8208921243538 AT 06039 UDGIR,,384.76,,67746.03
25/01/2025,WDL TFR UPI/DR/123989613073/Prajakta/PPIW/o mbk.aaep5/Sent 2639014383870 AT 06039 UDGIR,,2763.51,,64982.52
25/01/2025,DEP TFR UPI/CR/375993858263/PARTH DA/PPIW/8 262854390/Paid 2050075311954 AT 06039 UDGIR,,,183.88,65166.40
26/01/2025,DEP TFR UPI/CR/220698019054/SARTHAK /IPOS/ sarthakksh/UPI 1165426065639 AT 06039 UDGIR,,,72.69,65239.09
28/01/2025,WDL TFR UPI/DR/701580282346/upi juspay/YESB /paytm-7620/Tr 1632304320049 AT 06039 UDGIR,,680.63,,64558.46
28/01/2025,DEP TFR UPI/CR/724329642312/PRANAV YASH/IBKL/ user49477/UPI 1423633922834 AT 06039 UDGIR,,,7276.50,71834.96
29/01/2025,WDL TFR UPI/DR/550616227961/SHRIMANT/HDFC/v yapar.173/Sent 6854119800928 AT 06039 UDGIR,,129.73,,71705.23
30/01/2025,WDL TFR UPI/DR/884634516308/MOHIT SU/BKID/ mohitttade/UPI 2448574459607 AT 06039 UDGIR,,2855.23,,68850.00
31/01/2025,WDL TFR UPI/DR/949202675922/AGENCIA /YESB/p aytmqr681/Sent 3507248054588 AT 06039 UDGIR,,397.93,,68452.07
01/02/2025,DEP TFR UPI/CR/399265586243/JAGADISH/UBIN/ jaguswami1/UPI 1122825292070 AT 06039 UDGIR,,,2463.60,70915.67
02/02/2025,DEP TFR UPI/CR/113132976056/ADITYA K/SBIN/ adityakris/UPI 4543145759354 AT 06039 UDGIR,,,914.19,71829.86
03/02/2025,WDL TFR UPI/DR/261086603254/Master S/MAHB/ 0723577776/UPI 5751132939854 AT 06039 UDGIR,,259.93,,71569.93
04/02/2025,WDL TFR UPI/DR/193762312169/ADITYA K/SBIN/ 3652576023/UPI 9785814437757 AT 06039 UDGIR,,147.68,,71422.25
07/02/2025,WDL TFR UPI/DR/787883563074/Kalpana /UTIB/g pay-11250/Sent 5291390922035 AT 06039 UDGIR,,16.00,,71406.25
07/02/2025,WDL TFR UPI/DR/393011696866/MANGAL K/YESB/q 913025266/Sent 9157547800038 AT 06039 UDGIR,,168.07,,71238.18
08/02/2025,WDL TFR UPI/DR/601179952436/ANIL ARJ/YESB/ paytmqrt2m/NA 7749897865199 AT 06039 UDGIR,,14.71,,71223.47
10/02/2025,WDL TFR UPI/DR/602405111290/SHREE GA/YESB/q 369201673/Sent 4825598062869 AT 06039 UDGIR,,161.07,,71062.40
11/02/2025,WDL TFR UPI/DR/857393956432/MAHESH V/FDRL/ bharatpe.9/Pay 2323572081597 AT 06039 UDGIR,,619.29,,70443.11
11/02/2025,WDL TFR UPI/DR/482383708587/ANIKET R/YESB/q 518380962/Sent 9684181404076 AT 06039 UDGIR,,495.60,,69947.51
12/02/2025,WDL TFR UPI/DR/036355935939/Mrs KANC/YESB/ bharatpe9s/Pay 7629756531690 AT 06039 UDGIR,,111.93,,69835.58
13/02/2025,WDL TFR UPI/DR/363349290226/SHREE GA/YESB/q 506267509/Sent 7411533016661 AT 06039 UDGIR,,181.83,,69653.75
14/02/2025,DEP TFR UPI/CR/549884277017/JAGADISH/UBIN/ jaguswami1/UPI 7419096140830 AT 06039 UDGIR,,,692.43,70346.18
14/02/2025,DEP TFR UPI/CR/498381257730/VINAYKUM/SBIN/9 022071915/Paym 7771282046153 AT 06039 UDGIR,,,5270.29,75616.47
16/02/2025,WDL TFR UPI/DR/238490957983/Amazon I/YESB/a mazon@yap/Requ 9400665045090 AT 06039 UDGIR,,154.96,,75461.51
16/02/2025,WDL TFR UPI/DR/703459668517/NILESH V/YESB/q 445025662/Sent 2097839337946 AT 06039 UDGIR,,148.24,,75313.27
16/02/2025,WDL TFR UPI/DR/559029438615/ADITYA A/BARB/ 0550374343/UPI 1584426677647 AT 06039 UDGIR,,15.15,,75298.12
18/02/2025,WDL TFR UPI/DR/595594911067/RANJU DEVI/IPOS /rk75976248/Se 9098743518662 AT 06039 UDGIR,,2594.77,,72703.35
19/02/2025,WDL TFR UPI/DR/755166605612/PRASAD A/YESB/p aytm.s1t9/Sent 2434265189652 AT 06039 UDGIR,,41.50,,72661.85
20/02/2025,WDL TFR UPI/DR/698782725427/BHAKTI M/YESB/q 455082251/Sent 7242302472125 AT 06039 UDGIR,,499.59,,72162.26
21/02/2025,WDL TFR UPI/DR/694929722133/ARUN DAG/YESB/p aytm.s1is/Sent 6721824008203 AT 06039 UDGIR,,146.70,,72015.56
22/02/2025,WDL TFR UPI/DR/338881644253/MR SOURA/YESB/q 606711731/Sent 4046955201303 AT 06039 UDGIR,,118.91,,71896.65
22/02/2025,WDL TFR UPI/DR/769240766255/Pawar Pa/UTIB/g pay-12190/Sent 3020791875893 AT 06039 UDGIR,,157.71,,71738.94
23/02/2025,WDL TFR UPI/DR/830737463632/RANJEET /YESB/p aytmqr6cv/Sent 4730061013406 AT 06039 UDGIR,,14.24,,71724.70
23/02/2025,WDL TFR UPI/DR/022115563614/MANARUL /YESB/q 547511241/Sent 5175875240862 AT 06039 UDGIR,,37.94,,71686.76
25/02/2025,WDL TFR UPI/DR/342816701345/HOTEL AR/YESB/p aytm.s1er/Sent 9025810289670 AT 06039 UDGIR,,10.22,,71676.54
26/02/2025,WDL TFR UPI/DR/419401148321/PATEL MO/YESB/q 871987038/Sent 9224625864928 AT 06039 UDGIR,,24.29,,71652.25
26/02/2025,DEP TFR UPI/CR/560050088226/JAGADISH/UBIN/ jaguswami1/UPI 0043070719716 AT 06039 UDGIR,,,661.01,72313.26
27/02/2025,WDL TFR UPI/DR/080029843530/MOHIT SU/BKID/ mohitttade/UPI 9248608244029 AT 06039 UDGIR,,7084.46,,65228.80
02/03/2025,DEP TFR UPI/CR/645772903465/MOHIT SU/BKID/ mohitttade/UPI 9758850026669 AT 06039 UDGIR,,,171.38,65400.18
05/03/2025,DEP TFR UPI/CR/395866072501/Bhagyash/BARB/ vaniswami1/UPI 8998599185101 AT 06039 UDGIR,,,272.32,65672.50
05/03/2025,WDL TFR UPI/DR/656646820612/Pawar Pa/UTIB/g pay-12190/Sent 1996309074362 AT 06039 UDGIR,,37.00,,65635.50
06/03/2025,WDL TFR UPI/DR/747194414566/MR ADITY/NESF/ 7343735362/UPI 4171946047236 AT 06039 UDGIR,,38.92,,65596.58
07/03/2025,DEP TFR UPI/CR/029731172100/JAGADISH/UBIN/ jaguswami1/UPI 4398167729731 AT 06039 UDGIR,,,720.90,66317.48
07/03/2025,DEP TFR UPI/CR/916724802838/Aditya A/PPIW/9 356138585/Paid 8496489183350 AT 06039 UDGIR,,,1787.29,68104.77
07/03/2025,DEP TFR UPI/CR/271744428317/MOHIT SU/BKID/ mohitttade/UPI 5095061164463 AT 06039 UDGIR,,,199.27,68304.04
08/03/2025,DEP TFR UPI/CR/759783511133/PhonePe/YESB/ph onepemer/R02 P 5884222016498 AT 06039 UDGIR,,,600.07,68904.11
09/03/2025,WDL TFR UPI/DR/721882604612/RENUKAPR/KKBK/ 1805525126/UPI 0498210365532 AT 06039 UDGIR,,40.07,,68864.04
10/03/2025,WDL TFR UPI/DR/792264220253/NEW CHIN/FDRL/c hintamani/Sent 5208677655564 AT 06039 UDGIR,,12.21,,68851.83
12/03/2025,WDL TFR UPI/DR/395854978303/sai trad/YESB/ paytmqraya/NA 9593448122257 AT 06039 UDGIR,,36.83,,68815.00
13/03/2025,DEP TFR UPI/CR/650611756336/SARTHAK /IPOS/ sarthakksh/UPI 0716539320019 AT 06039 UDGIR,,,15.52,68830.52
15/03/2025,WDL TFR UPI/DR/316825742091/THUKRATW/YESB/q 830238812/Sent 1035709167042 AT 06039 UDGIR,,26.64,,68803.88
16/03/2025,WDL TFR UPI/DR/752802296179/SHIVAJI /YESB/p aytm.s1uj/Sent 0708962285868 AT 06039 UDGIR,,425.92,,68377.96
17/03/2025,WDL TFR UPI/DR/209478377679/ANIL ARJ/YESB/ paytmqrt2m/NA 2637306246045 AT 06039 UDGIR,,110.81,,68267.15
20/03/2025,DEP TFR UPI/CR/058605405854/SHRADHA /KVBL/ shradha.na/UPI 4846156388732 AT 06039 UDGIR,,,857.61,69124.76
23/03/2025,DEP TFR UPI/CR/716700606542/Onkar Su/SBIN/7 020316840/Paym 9804766019074 AT 06039 UDGIR,,,1.15,69125.91
25/03/2025,WDL TFR UPI/DR/017108298157/KRUSHNA /YESB/p aytmqr5vx/Sent 4987260618810 AT 06039 UDGIR,,37.66,,69088.25
27/03/2025,WDL TFR UPI/DR/826075130711/MOHIT SU/BKID/ mohitttade/UPI 8656451848702 AT 06039 UDGIR,,4168.98,,64919.27
29/03/2025,WDL TFR UPI/DR/637586429565/Mr Avdhe/YESB/q 457510087/Sent 2347861508515 AT 06039 UDGIR,,51.02,,64868.25
30/03/2025,WDL TFR UPI/DR/260752285571/N J P PA/YESB/p aytm.s1oi/Sent 2922544795541 AT 06039 UDGIR,,275.77,,64592.48
01/04/2025,WDL TFR UPI/DR/546763414024/MOHIT SU/BKID/ mohitttade/UPI 9938119108158 AT 06039 UDGIR,,8346.77,,56245.71
03/04/2025,DEP TFR UPI/CR/565410336219/SARTHAK /IPOS/ sarthakksh/UPI 9022135248827 AT 06039 UDGIR,,,172.19,56417.90
04/04/2025,DEP TFR UPI/CR/171727592345/SARTHAK /IPOS/ sarthakksh/UPI 3205732456662 AT 06039 UDGIR,,,451.90,56869.80
05/04/2025,WDL TFR UPI/DR/030823521469/Firoz An/YESB/q 631163023/Sent 5846032494262 AT 06039 UDGIR,,69.23,,56800.57
06/04/2025,WDL TFR UPI/DR/695294105861/RAJENTERP/YESB/ q039410539/Sen 6595934739741 AT 06039 UDGIR,,112.41,,56688.16
07/04/2025,WDL TFR UPI/DR/395089063409/Pawar Pa/UTIB/g pay-12190/Sent 0966900747126 AT 06039 UDGIR,,49.65,,56638.51
08/04/2025,WDL TFR UPI/DR/874721087609/Pawar Pa/UTIB/g pay-12195/Sent 3414091657764 AT 06039 UDGIR,,72.51,,56566.00
10/04/2025,WDL TFR UPI/DR/823193997042/Karan Ba/YESB/p aytmqr6ic/Sent 0418957915555 AT 06039 UDGIR,,38.14,,56527.86
10/04/2025,WDL TFR UPI/DR/375015342372/Swiggy Ltd/UTIB /swiggyupi@/Pa 6953759649001 AT 06039 UDGIR,,155.88,,56371.98
11/04/2025,WDL TFR UPI/DR/488838644912/MOHIT SU/BKID/ mohitttade/UPI 7875882315925 AT 06039 UDGIR,,44.50,,56327.48
12/04/2025,WDL TFR UPI/DR/999225731583/ANIL ARJ/YESB/ paytmqrt2m/NA 3237270440134 AT 06039 UDGIR,,139.82,,56187.66
12/04/2025,WDL TFR UPI/DR/808499525829/Fatema s/YESB/p aytm.s1is/Sent 1149893986680 AT 06039 UDGIR,,626.62,,55561.04
13/04/2025,WDL TFR UPI/DR/781449204191/OM SAI P/YESB/p aytmqr6u7/Sent 1549890096681 AT 06039 UDGIR,,75.36,,55485.68
16/04/2025,WDL TFR UPI/DR/910416233406/DINESH B/YESB/q 685713653/Sent 1487355189388 AT 06039 UDGIR,,37.48,,55448.20
18/04/2025,DEP TFR UPI/CR/854440885461/MOHIT SU/BKID/ mohitttade/UPI 8933475191116 AT 06039 UDGIR,,,135.49,55583.69
