Date,Details,Ref No/Cheque No,Debit,Credit,Balance
11/01/2025,DEP TFR UPI/CR/542005707370/YASH SAKSHI/IBKL/ user34689/UPI 1422404179925 AT 06039 UDGIR,,,8022.14,24872.93
12/01/2025,WDL TFR UPI/DR/486068287247/PARTH DA/BKID/ parthchava/UPI 5446802811557 AT 06039 UDGIR,,302.90,,24570.03
14/01/2025,WDL TFR UPI/DR/226344373929/HOTEL AR/YESB/p aytm.s1cg/Sent 9649734330383 AT 06039 UDGIR,,13.51,,24556.52
15/01/2025,WDL TFR UPI/DR/144044618842/ANIL ARJ/YESB/ paytmqrt2m/NA 8346656380551 AT 06039 UDGIR,,814.90,,23741.62
16/01/2025,WDL TFR UPI/DR/918895312053/ARUN DAG/YESB/p aytm.s1is/Sent 0277478950388 AT 06039 UDGIR,,229.72,,23511.90
18/01/2025,WDL TFR UPI/DR/824059562506/VIKAS KI/YESB/q 263268314/Sent 4200303522744 AT 06039 UDGIR,,27.94,,23483.96
19/01/2025,DEP TFR UPI/CR/072214997582/Master S/MAHB/ parthchava/UPI 6721321958808 AT 06039 UDGIR,,,218.81,23702.77
20/01/2025,WDL TFR UPI/DR/233441011868/Karan Ba/YESB/p aytmqr6ic/Sent 1651292509004 AT 06039 UDGIR,,52.71,,23650.06
21/01/2025,DEP TFR UPI/CR/315884513657/MOHIT SU/BKID/ mohitttade/UPI 7531264449530 AT 06039 UDGIR,,,72.34,23722.40
21/01/2025,WDL TFR UPI/DR/463719945555/Pawar Pa/UTIB/g pay-12190/Sent 9331948589373 AT 06039 UDGIR,,28.91,,23693.49
22/01/2025,DEP TFR UPI/CR/458952205991/PARTH DA/BKID/ parthchava/UPI 4120670807580 AT 06039 UDGIR,,,2422.29,26115.78
24/01/2025,WDL TFR UPI/DR/376383558564/MR SOURA/YESB/q 606711731/Sent 2207812338969 AT 06039 UDGIR,,183.79,,25931.99
26/01/2025,WDL TFR UPI/DR/837333132552/Abhinav /YESB/p aybus8261/Sent 6596019232035 AT 06039 UDGIR,,929.90,,25002.09
28/01/2025,WDL TFR UPI/DR/211706030217/SAI TRAD/YESB/ paytmqr1p5/NA 1350358037466 AT 06039 UDGIR,,62.94,,24939.15
29/01/2025,DEP TFR UPI/CR/870364080673/ADITYA A/BARB/9 356138585/Paym 3776923912348 AT 06039 UDGIR,,,2155.53,27094.68
30/01/2025,WDL TFR UPI/DR/919854301876/ANIL ARJ/YESB/ paytmqrt2m/NA 6081180689166 AT 06039 UDGIR,,215.93,,26878.75
30/01/2025,WDL TFR UPI/DR/126204128182/MOHIT SU/BKID/ 7518466611/UPI 1394084770944 AT 06039 UDGIR,,167.59,,26711.16
01/02/2025,WDL TFR UPI/DR/057805928227/SHREE GA/YESB/q 177717515/Sent 0610510131975 AT 06039 UDGIR,,37.26,,26673.90
02/02/2025,WDL TFR UPI/DR/984165780081/HARSHAD /BKID/ 8967051480/UPI 8976129878446 AT 06039 UDGIR,,1530.90,,25143.00
04/02/2025,WDL TFR UPI/DR/397731753992/Blinkit/HDFC/bl inkit.rz/Payvi 3038865990226 AT 06039 UDGIR,,301.81,,24841.19
05/02/2025,WDL TFR UPI/DR/052271615141/Pawar Pa/UTIB/g pay-12190/Sent 5513907520683 AT 06039 UDGIR,,40.28,,24800.91
07/02/2025,WDL TFR UPI/DR/645414718292/BALAJI G/BARB/q 604749268/Sent 8647824647822 AT 06039 UDGIR,,90.03,,24710.88
07/02/2025,WDL TFR UPI/DR/382394807619/MR SOURA/YESB/q 606711731/Sent 6074634913737 AT 06039 UDGIR,,224.74,,24486.14
09/02/2025,WDL TFR UPI/DR/903048100662/PATEL MO/YESB/q 871987038/Sent 5575143017356 AT 06039 UDGIR,,210.15,,24275.99
10/02/2025,DEP TFR UPI/CR/756097722552/MOHIT SU/BKID/ mohitttade/UPI 8706603220706 AT 06039 UDGIR,,,46.17,24322.16
13/02/2025,WDL TFR UPI/DR/938027460172/Fatema s/YESB/p aytm.s1is/Sent 0659309290702 AT 06039 UDGIR,,31.36,,24290.80
