value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,UPI DR/UPI224052142708/BOOKMYSHOW/MERCHANT PAYMENT,DR974726030272,"11,439.13",-,"255,196.87"
05/01/2025,06/01/2025,NEFT CR/INV959487564171/NEXA INFRA/PROJECT CREDIT,CR274356638156,-,"41,676.07","296,872.94"
07/01/2025,09/01/2025,NEFT DR/TRF930004766391/ACCOUNT TRANSFER,NEFT177454713464,"45,174.47",-,"251,698.47"
08/01/2025,10/01/2025,NEFT DR/TRF932639506329/ACCOUNT TRANSFER,NEFT337796184582,"34,835.30",-,"216,863.17"
09/01/2025,11/01/2025,NEFT CR/INV178587531190/ORBIT RETAIL/PROJECT PAYMENT,NEFT259768256646,-,"66,019.78","282,882.95"
10/01/2025,10/01/2025,UPI DR/UPI812075501875/BOOKMYSHOW/MOBILEAPP,UPI282675187621,"1,659.58",-,"281,223.37"
11/01/2025,11/01/2025,NEFT CR/INV383588280972/SKYLOGIC LLP/PROJECT CREDIT,CR884063780183,-,"74,947.18","356,170.55"
11/01/2025,12/01/2025,UPI DR/P2P192326668768/SNEHA/P2P TRANSFER,UPI565110373537,"9,579.75",-,"346,590.80"
13/01/2025,13/01/2025,UPI DR/P2P950989209909/ROHAN/P2P TRANSFER,UPI723918939442,"10,362.64",-,"336,228.16"
13/01/2025,14/01/2025,CASH DEP/CSH314891962586/BRANCH DEPOSIT,CASH106665392242,-,"39,764.22","375,992.38"
13/01/2025,15/01/2025,UPI DR/P2P365031580374/AMAN/P2P TRANSFER,UPI778928239101,"8,701.21",-,"367,291.17"
14/01/2025,14/01/2025,NEFT CR/INV638899109535/SKYLOGIC LLP/PROJECT CREDIT,CR342715460880,-,"97,901.75","465,192.92"
15/01/2025,15/01/2025,UPI DR/UPI261592671662/AMAZON/MERCHANT PAYMENT,DR188622292043,"4,843.38",-,"460,349.54"
15/01/2025,16/01/2025,NEFT DR/TRF955311016609/SAVINGS TRANSFER,NEFT624158323495,"3,254.11",-,"457,095.43"
19/01/2025,19/01/2025,UPI CR/UPI882339497655/NEHA/P2P RECEIVE,UPI144055599211,-,417.40,"457,512.83"
19/01/2025,20/01/2025,NEFT CR/INV486391421113/URBAN FOODS/PROJECT CREDIT,CR905629009327,-,"54,005.39","511,518.22"
19/01/2025,21/01/2025,NEFT CR/INV205267208116/ALPHA TRADERS/PROJECT CREDIT,CR247237157227,-,"72,496.45","584,014.67"
21/01/2025,22/01/2025,UPI CR/P2P855997581681/SNEHA/P2P RECEIVE,UPI278745185596,-,"26,274.65","610,289.32"
23/01/2025,24/01/2025,UPI DR/UPI312966992556/APOLLO PHARMACY/MERCHANT PAYMENT,DR674976800196,"4,799.78",-,"605,489.54"
23/01/2025,24/01/2025,UPI DR/P2P397542284194/KARAN/P2P TRANSFER,UPI448665794269,"2,627.44",-,"602,862.10"
24/01/2025,24/01/2025,UPI DR/P2P304024628502/AMAN/P2P TRANSFER,UPI165344911869,"3,756.40",-,"599,105.70"
24/01/2025,26/01/2025,CHRG DR/FEE523805680394/BANK CHARGE,CHG879518058784,22.01,-,"599,083.69"
26/01/2025,26/01/2025,UPI DR/UPI636666485290/AIRTEL/MERCHANT PAYMENT,DR550201550845,"8,510.19",-,"590,573.50"
28/01/2025,29/01/2025,NEFT CR/INV432306807634/URBAN FOODS/PROJECT PAYMENT,NEFT317498121807,-,"70,032.83","660,606.33"
28/01/2025,29/01/2025,UPI CR/P2P981282977665/MEERA/P2P RECEIVE,UPI275705270764,-,"14,106.51","674,712.84"
28/01/2025,30/01/2025,UPI DR/P2P656588376989/VIKAS/P2P TRANSFER,UPI159730653111,"23,449.66",-,"651,263.18"
29/01/2025,31/01/2025,UPI DR/P2P669438284372/MEERA/P2P TRANSFER,UPI989587863721,"14,123.13",-,"637,140.05"
30/01/2025,30/01/2025,UPI DR/UPI546827684243/SPOTIFY/MERCHANT PAYMENT,DR968853612695,"5,093.69",-,"632,046.36"
30/01/2025,30/01/2025,NEFT DR/TRF413428417488/ACCOUNT TRANSFER,NEFT151076104840,"12,833.56",-,"619,212.80"
02/02/2025,03/02/2025,NEFT DR/TRF380999045639/ACCOUNT TRANSFER,NEFT971840142215,"1,831.30",-,"617,381.50"
03/02/2025,04/02/2025,UPI DR/P2P823010473725/PRIYA/P2P TRANSFER,UPI565023536910,"7,553.65",-,"609,827.85"
06/02/2025,07/02/2025,NEFT CR/INV554515521106/NEXA INFRA/PROJECT CREDIT,CR463123279105,-,"85,552.13","695,379.98"
09/02/2025,09/02/2025,NEFT CR/INV447919462034/URBAN FOODS/PROJECT CREDIT,CR886436595436,-,"53,706.84","749,086.82"
10/02/2025,11/02/2025,NEFT DR/TRF580176637921/ACCOUNT TRANSFER,NEFT226124912709,"48,087.95",-,"700,998.87"
10/02/2025,12/02/2025,CASH DEP/CSH708188315479/BRANCH DEPOSIT,CASH126782893356,-,"13,247.92","714,246.79"
12/02/2025,14/02/2025,UPI DR/UPI676594603588/FLIPKART/MERCHANT PAYMENT,DR974887746475,"4,370.63",-,"709,876.16"
14/02/2025,14/02/2025,UPI DR/UPI345053542172/BIGBASKET/MERCHANT PAYMENT,DR176313422171,"4,031.33",-,"705,844.83"
14/02/2025,14/02/2025,UPI DR/UPI138448414635/OLA/MERCHANT PAYMENT,DR662743251194,"2,342.09",-,"703,502.74"
17/02/2025,17/02/2025,UPI DR/P2P469806605631/MEERA/P2P TRANSFER,UPI497390621663,"13,191.72",-,"690,311.02"
19/02/2025,20/02/2025,NEFT CR/INV113147987876/URBAN FOODS/PROJECT PAYMENT,NEFT251397409954,-,"83,866.07","774,177.09"
20/02/2025,22/02/2025,NEFT CR/INV197070924036/ORBIT RETAIL/PROJECT PAYMENT,NEFT360654660162,-,"65,786.34","839,963.43"
21/02/2025,21/02/2025,NEFT CR/INV829803340676/ORBIT RETAIL/PROJECT CREDIT,CR672029999739,-,"24,510.28","864,473.71"
24/02/2025,26/02/2025,NEFT CR/INV907007017273/URBAN FOODS/PROJECT PAYMENT,NEFT580911193355,-,"60,095.81","924,569.52"
25/02/2025,26/02/2025,NEFT CR/INV516993387083/ORBIT RETAIL/PROJECT CREDIT,CR121894845838,-,"61,806.12","986,375.64"
25/02/2025,27/02/2025,UPI CR/P2P855557366840/MEERA/P2P RECEIVE,UPI697358168387,-,"12,554.76","998,930.40"
28/02/2025,02/03/2025,UPI CR/P2P664102519165/SNEHA/P2P RECEIVE,UPI390574254663,-,"23,070.06","1,022,000.46"
04/03/2025,05/03/2025,UPI DR/UPI687569743456/SPOTIFY/MERCHANT PAYMENT,DR134921499106,"7,473.22",-,"1,014,527.24"
07/03/2025,07/03/2025,NEFT DR/TRF426805870349/ACCOUNT TRANSFER,NEFT411441679883,"38,255.76",-,"976,271.48"
07/03/2025,08/03/2025,CASH DEP/CSH595899260797/BRANCH DEPOSIT,CASH663073299890,-,"21,550.97","997,822.45"
08/03/2025,08/03/2025,UPI DR/UPI808140739392/SPOTIFY/MERCHANT PAYMENT,DR465616292368,"5,381.36",-,"992,441.09"
09/03/2025,11/03/2025,NEFT CR/INV638697844124/ALPHA TRADERS/PROJECT CREDIT,CR481114048965,-,"81,329.82","1,073,770.91"
13/03/2025,15/03/2025,UPI DR/UPI783593974864/OLA/MERCHANT PAYMENT,DR190649436842,"1,949.63",-,"1,071,821.28"
15/03/2025,17/03/2025,NEFT CR/INV530943538728/URBAN FOODS/PROJECT PAYMENT,NEFT882161526402,-,"16,070.66","1,087,891.94"
18/03/2025,18/03/2025,UPI CR/P2P713384664815/AMAN/P2P RECEIVE,UPI579463284263,-,"27,689.30","1,115,581.24"
19/03/2025,21/03/2025,NEFT DR/TRF448860896134/ACCOUNT TRANSFER,NEFT532084341869,"40,936.19",-,"1,074,645.05"
20/03/2025,22/03/2025,UPI DR/UPI985826995124/DMART/MERCHANT PAYMENT,DR662133743592,"7,656.50",-,"1,066,988.55"
21/03/2025,23/03/2025,NEFT CR/INV266492668703/ORBIT RETAIL/PROJECT CREDIT,CR761752469945,-,"68,518.66","1,135,507.21"
24/03/2025,24/03/2025,UPI DR/UPI849142415879/NETFLIX/MERCHANT PAYMENT,DR193269701299,"4,146.36",-,"1,131,360.85"
25/03/2025,26/03/2025,NEFT CR/INV302414202396/URBAN FOODS/PROJECT CREDIT,CR722780561263,-,"22,894.15","1,154,255.00"
29/03/2025,30/03/2025,UPI DR/P2P733157304394/AMAN/P2P TRANSFER,UPI725939102984,"13,513.22",-,"1,140,741.78"
01/04/2025,01/04/2025,UPI DR/UPI668080930874/SPOTIFY/MERCHANT PAYMENT,DR677648735870,"1,990.71",-,"1,138,751.07"
01/04/2025,02/04/2025,NEFT DR/TRF686900132871/ACCOUNT TRANSFER,NEFT743719124750,"16,809.98",-,"1,121,941.09"
03/04/2025,04/04/2025,CASH DEP/CSH996763763770/BRANCH DEPOSIT,CASH325890426015,-,"18,268.90","1,140,209.99"
03/04/2025,05/04/2025,NEFT CR/INV268312796455/NEXA INFRA/PROJECT CREDIT,CR453135644499,-,"58,200.60","1,198,410.59"
04/04/2025,05/04/2025,NEFT CR/INV162087586313/URBAN FOODS/PROJECT CREDIT,CR819078502515,-,"12,238.51","1,210,649.10"
05/04/2025,05/04/2025,NEFT CR/INV397497098277/NEXA INFRA/PROJECT CREDIT,CR512239014806,-,"67,221.99","1,277,871.09"
05/04/2025,05/04/2025,NEFT CR/INV495050601756/SKYLOGIC LLP/PROJECT PAYMENT,NEFT887885041389,-,"41,035.16","1,318,906.25"
08/04/2025,10/04/2025,UPI DR/UPI153445983331/OLA/MERCHANT PAYMENT,DR859819642491,591.31,-,"1,318,314.94"
09/04/2025,10/04/2025,NEFT CR/INV902130556216/ALPHA TRADERS/PROJECT CREDIT,CR876127794280,-,"34,551.18","1,352,866.12"
10/04/2025,12/04/2025,UPI CR/P2P100554354778/VIKAS/P2P RECEIVE,UPI955437521625,-,"8,148.22","1,361,014.34"
12/04/2025,12/04/2025,UPI DR/UPI906802828467/APOLLO PHARMACY/MERCHANT PAYMENT,DR485549950659,"2,657.97",-,"1,358,356.37"
12/04/2025,12/04/2025,NEFT CR/INV730572882112/SKYLOGIC LLP/PROJECT PAYMENT,NEFT501776312813,-,"61,812.45","1,420,168.82"
13/04/2025,15/04/2025,UPI DR/UPI685654130262/BOOKMYSHOW/MERCHANT PAYMENT,DR174256157116,"3,355.97",-,"1,416,812.85"
16/04/2025,17/04/2025,UPI CR/P2P378531742948/AMAN/P2P RECEIVE,UPI186099650187,-,"33,695.33","1,450,508.18"
18/04/2025,19/04/2025,UPI DR/UPI897207581607/AMAZON/MERCHANT PAYMENT,DR490660389687,"1,367.79",-,"1,449,140.39"
19/04/2025,19/04/2025,NEFT CR/INV819311343706/ALPHA TRADERS/PROJECT CREDIT,CR989853422143,-,"43,779.91","1,492,920.30"
19/04/2025,20/04/2025,NEFT CR/INV985956400251/SKYLOGIC LLP/PROJECT CREDIT,CR944287771496,-,"92,861.55","1,585,781.85"
19/04/2025,20/04/2025,UPI DR/UPI462075808302/NETFLIX/MERCHANT PAYMENT,DR686587160172,"1,010.81",-,"1,584,771.04"
20/04/2025,20/04/2025,NEFT CR/INV940565759798/NEXA INFRA/PROJECT CREDIT,CR682627735001,-,"14,754.66","1,599,525.70"
20/04/2025,21/04/2025,UPI DR/UPI365640410196/BOOKMYSHOW/MERCHANT PAYMENT,DR651481785891,"3,838.12",-,"1,595,687.58"
22/04/2025,23/04/2025,NEFT CR/INV239636785191/URBAN FOODS/PROJECT CREDIT,CR388923427563,-,"41,773.66","1,637,461.24"
24/04/2025,26/04/2025,NEFT DR/TRF185915855791/ACCOUNT TRANSFER,NEFT616800325311,"23,382.68",-,"1,614,078.56"
25/04/2025,27/04/2025,UPI DR/P2P100509811133/ANJALI/P2P TRANSFER,UPI519137400785,"14,379.48",-,"1,599,699.08"
27/04/2025,27/04/2025,NEFT CR/INV489013834345/SKYLOGIC LLP/PROJECT CREDIT,CR842342370888,-,"26,163.67","1,625,862.75"
27/04/2025,28/04/2025,NEFT CR/INV172057706883/ORBIT RETAIL/PROJECT PAYMENT,NEFT663250223937,-,"39,360.62","1,665,223.37"
29/04/2025,01/05/2025,CHRG DR/FEE676542391072/BANK CHARGE,CHG973923941230,212.64,-,"1,665,010.73"
29/04/2025,30/04/2025,CASH DEP/CSH815327431609/BRANCH DEPOSIT,CASH695589149122,-,"26,035.45","1,691,046.18"
29/04/2025,30/04/2025,NEFT CR/INV929587933627/URBAN FOODS/PROJECT CREDIT,CR741915772336,-,"67,128.95","1,758,175.13"
29/04/2025,30/04/2025,NEFT CR/INV949158227901/NEXA INFRA/PROJECT CREDIT,CR986283037616,-,"37,171.41","1,795,346.54"
30/04/2025,02/05/2025,UPI DR/UPI406951030266/AIRTEL/MERCHANT PAYMENT,DR754528972039,"7,990.23",-,"1,787,356.31"
01/05/2025,01/05/2025,UPI DR/UPI544848922447/AIRTEL/MERCHANT PAYMENT,DR538294368072,"2,611.53",-,"1,784,744.78"
01/05/2025,02/05/2025,NEFT CR/INV182718889970/URBAN FOODS/PROJECT CREDIT,CR753086813177,-,"60,790.33","1,845,535.11"
01/05/2025,03/05/2025,UPI DR/P2P210158423442/VIKAS/P2P TRANSFER,UPI370962447690,"18,045.71",-,"1,827,489.40"
02/05/2025,02/05/2025,NEFT CR/INV996693524287/ALPHA TRADERS/PROJECT CREDIT,CR250903552121,-,"37,668.98","1,865,158.38"
03/05/2025,05/05/2025,UPI DR/P2P259144140802/ROHAN/P2P TRANSFER,UPI196859072102,"15,663.83",-,"1,849,494.55"
04/05/2025,04/05/2025,NEFT CR/INV333490787593/SKYLOGIC LLP/PROJECT PAYMENT,NEFT774030713438,-,"56,175.45","1,905,670.00"
05/05/2025,05/05/2025,NEFT CR/INV195012515706/ORBIT RETAIL/PROJECT CREDIT,CR870248774947,-,"14,247.59","1,919,917.59"
05/05/2025,06/05/2025,CASH DEP/CSH158747085467/BRANCH DEPOSIT,CASH797300092355,-,"10,269.37","1,930,186.96"
08/05/2025,10/05/2025,NEFT CR/INV400447381184/ORBIT RETAIL/PROJECT CREDIT,CR985883685766,-,"20,949.27","1,951,136.23"
11/05/2025,13/05/2025,NEFT DR/TRF267126919144/ACCOUNT TRANSFER,NEFT330338433285,"22,135.10",-,"1,929,001.13"
13/05/2025,15/05/2025,UPI DR/UPI278393612350/AMAZON/MERCHANT PAYMENT,DR369938934463,"6,392.78",-,"1,922,608.35"
15/05/2025,15/05/2025,UPI DR/UPI493500280619/NETFLIX/MERCHANT PAYMENT,DR216627676742,"5,946.40",-,"1,916,661.95"
16/05/2025,17/05/2025,CHRG DR/FEE485489718498/BANK CHARGE,CHG542702822625,264.47,-,"1,916,397.48"
16/05/2025,17/05/2025,UPI DR/UPI863099385258/ZOMATO/MERCHANT PAYMENT,DR933056489171,"8,534.61",-,"1,907,862.87"
17/05/2025,17/05/2025,NEFT CR/INV302900658019/ORBIT RETAIL/PROJECT CREDIT,CR489577408952,-,"61,640.86","1,969,503.73"
17/05/2025,19/05/2025,UPI DR/UPI775599799891/AMAZON/MERCHANT PAYMENT,DR655321434711,"4,133.30",-,"1,965,370.43"
17/05/2025,19/05/2025,NEFT DR/TRF255507907740/ACCOUNT TRANSFER,NEFT619700579764,"14,818.10",-,"1,950,552.33"
19/05/2025,19/05/2025,UPI DR/UPI548857799693/DMART/MERCHANT PAYMENT,DR768624357804,"1,175.93",-,"1,949,376.40"
19/05/2025,20/05/2025,NEFT DR/TRF666302834467/ACCOUNT TRANSFER,NEFT745335085087,"19,282.20",-,"1,930,094.20"
20/05/2025,20/05/2025,CHRG DR/FEE357477299128/BANK CHARGE,CHG974662718275,294.84,-,"1,929,799.36"
22/05/2025,24/05/2025,CASH DEP/CSH561266480121/BRANCH DEPOSIT,CASH359892449675,-,"23,643.79","1,953,443.15"
24/05/2025,24/05/2025,NEFT CR/INV325009271018/NEXA INFRA/PROJECT PAYMENT,NEFT915955646876,-,"62,517.76","2,015,960.91"
26/05/2025,26/05/2025,NEFT CR/INV927406693914/SKYLOGIC LLP/PROJECT CREDIT,CR439861428577,-,"86,818.89","2,102,779.80"
26/05/2025,27/05/2025,NEFT DR/TRF363445080668/ACCOUNT TRANSFER,NEFT507929741783,"5,357.96",-,"2,097,421.84"
27/05/2025,27/05/2025,UPI CR/P2P737048814187/MEERA/P2P RECEIVE,UPI428853039340,-,"18,406.65","2,115,828.49"
29/05/2025,31/05/2025,NEFT CR/INV762005017820/URBAN FOODS/PROJECT CREDIT,CR498630093575,-,"82,557.81","2,198,386.30"
30/05/2025,30/05/2025,NEFT DR/TRF925771417046/ACCOUNT TRANSFER,NEFT437484195058,"47,509.81",-,"2,150,876.49"
31/05/2025,31/05/2025,CASH DEP/CSH965919062316/BRANCH DEPOSIT,CASH447124776392,-,"7,147.31","2,158,023.80"
03/06/2025,03/06/2025,UPI DR/UPI993561654964/NETFLIX/MERCHANT PAYMENT,DR255247839191,"1,241.32",-,"2,156,782.48"
03/06/2025,03/06/2025,NEFT CR/INV168959735077/URBAN FOODS/PROJECT PAYMENT,NEFT859118657717,-,"35,424.57","2,192,207.05"
07/06/2025,09/06/2025,NEFT CR/INV458787881912/ORBIT RETAIL/PROJECT CREDIT,CR493173147071,-,"46,311.87","2,238,518.92"
16/06/2025,16/06/2025,NEFT CR/INV273508984456/URBAN FOODS/PROJECT PAYMENT,NEFT612494802382,-,"14,622.51","2,253,141.43"
16/06/2025,17/06/2025,UPI DR/UPI949594515288/SWIGGY/MERCHANT PAYMENT,DR597867107725,"6,552.17",-,"2,246,589.26"
18/06/2025,20/06/2025,CHRG DR/FEE390536799360/BANK CHARGE,CHG838077008833,246.60,-,"2,246,342.66"
19/06/2025,19/06/2025,UPI DR/UPI125854360496/AIRTEL/MERCHANT PAYMENT,DR789894683280,"8,591.67",-,"2,237,750.99"
19/06/2025,20/06/2025,NEFT CR/INV117012762838/NEXA INFRA/PROJECT CREDIT,CR453774177670,-,"85,432.41","2,323,183.40"
19/06/2025,20/06/2025,UPI DR/UPI255210047080/JIO/MERCHANT PAYMENT,DR116138795374,"3,187.98",-,"2,319,995.42"
20/06/2025,22/06/2025,CHRG DR/FEE357315806182/BANK CHARGE,CHG980953397558,410.30,-,"2,319,585.12"
23/06/2025,23/06/2025,UPI CR/P2P632439134142/ROHAN/P2P RECEIVE,UPI614412692019,-,"12,075.91","2,331,661.03"
26/06/2025,26/06/2025,NEFT CR/INV800003769824/ALPHA TRADERS/PROJECT CREDIT,CR100409872743,-,"79,826.91","2,411,487.94"
26/06/2025,27/06/2025,UPI DR/UPI539024682490/MEDPLUS/MERCHANT PAYMENT,DR182462914176,"8,172.70",-,"2,403,315.24"
27/06/2025,28/06/2025,CHRG DR/FEE749533694042/BANK CHARGE,CHG224837953619,292.77,-,"2,403,022.47"
02/07/2025,02/07/2025,CASH DEP/CSH290980832797/BRANCH DEPOSIT,CASH440098161112,-,"38,479.98","2,441,502.45"
02/07/2025,02/07/2025,NEFT CR/INV978029471345/SKYLOGIC LLP/PROJECT CREDIT,CR344394839173,-,"31,943.02","2,473,445.47"
02/07/2025,03/07/2025,CHRG DR/FEE441456642033/BANK CHARGE,CHG799388169965,426.78,-,"2,473,018.69"
02/07/2025,03/07/2025,UPI DR/UPI235429758819/BIGBASKET/MERCHANT PAYMENT,DR536629115186,"2,456.14",-,"2,470,562.55"
