Date,Details,Ref No/Cheque No,Debit,Credit,Balance
11/01/2025,WDL TFR UPI/DR/200137105033/MOHAMAD /YESB/q 791284426/Sent 4109380290476 AT 06039 UDGIR,,63.09,,42227.15
11/01/2025,WDL TFR UPI/DR/656698287370/Pawar Pa/UTIB/g pay-12195/Sent 4713264093089 AT 06039 UDGIR,,77.94,,42149.21
11/01/2025,WDL TFR UPI/DR/195251509450/MOHIT SU/BKID/ 4558813001/UPI 1670950721102 AT 06039 UDGIR,,46.67,,42102.54
13/01/2025,WDL TFR UPI/DR/043369853223/SHREE GA/YESB/q 506267509/Sent 9667705708084 AT 06039 UDGIR,,25.31,,42077.23
14/01/2025,WDL TFR UPI/DR/349939810608/Taher Fa/UNBA/ bharatpe.9/Pay 8400816603415 AT 06039 UDGIR,,105.53,,41971.70
14/01/2025,WDL TFR UPI/DR/578611988563/Mr WASEE/YESB/q 249278870/Sent 9189547578017 AT 06039 UDGIR,,569.12,,41402.58
15/01/2025,WDL TFR UPI/DR/800270408801/Master S/MAHB/ 4208495071/UPI 6403995846756 AT 06039 UDGIR,,58.57,,41344.01
15/01/2025,DEP TFR UPI/CR/311297111290/PARTH DA/PPIW/8 262854390/Paid 2216254535553 AT 06039 UDGIR,,,171.52,41515.53
15/01/2025,DEP TFR UPI/CR/254388391621/ADITYA K/SBIN/ adityakris/UPI 5863232630102 AT 06039 UDGIR,,,147.27,41662.80
15/01/2025,WDL TFR UPI/DR/783525075988/SANNI GO/YESB/ bharatpe9e/Pay 5280751185548 AT 06039 UDGIR,,53.79,,41609.01
15/01/2025,WDL TFR UPI/DR/077557548193/Airtel/YESB/air tel-bil/Airtel 6427306490769 AT 06039 UDGIR,,527.17,,41081.84
16/01/2025,WDL TFR UPI/DR/065841650681/NINGARAJ/YESB/p aytmqr70e/Sent 5523153008201 AT 06039 UDGIR,,72.81,,41009.03
16/01/2025,DEP TFR UPI/CR/762760802449/MOHIT SU/BKID/ mohitttade/UPI 9598165949092 AT 06039 UDGIR,,,234.99,41244.02
16/01/2025,WDL TFR UPI/DR/364906064781/ADITYA A/BARB/ 6475008141/UPI 5894106669074 AT 06039 UDGIR,,796.94,,40447.08
16/01/2025,WDL TFR UPI/DR/779763757931/GAVADE P/UTIB/g pay-11256/Sent 1258145623671 AT 06039 UDGIR,,42.13,,40404.95
19/01/2025,WDL TFR UPI/DR/531864947338/Swiggy Ltd/UTIB /swiggyupi@/Pa 1087679937182 AT 06039 UDGIR,,255.01,,40149.94
20/01/2025,WDL TFR UPI/DR/404373457921/DINESH B/YESB/q 685713653/Sent 6401381196470 AT 06039 UDGIR,,78.17,,40071.77
20/01/2025,DEP TFR UPI/CR/847265189093/Bhagyash/BARB/ vaniswami1/UPI 4352920856970 AT 06039 UDGIR,,,679.50,40751.27
21/01/2025,WDL TFR UPI/DR/466235639367/viveksj1/IBKL/ user06892/UPI 6526644156416 AT 06039 UDGIR,,3827.94,,36923.33
24/01/2025,DEP TFR UPI/CR/709841081755/JAGADISH/UBIN/ jaguswami1/UPI 5669658689358 AT 06039 UDGIR,,,213.20,37136.53
27/01/2025,WDL TFR UPI/DR/099082736401/ZOMATO/HDFC/pay zomato@/Collec 2128508893000 AT 06039 UDGIR,,379.17,,36757.36
27/01/2025,DEP TFR UPI/CR/665167174392/PARTH DA/BKID/ parthchava/UPI 3849501812285 AT 06039 UDGIR,,,23.68,36781.04
28/01/2025,DEP TFR UPI/CR/314475842708/PARTH DA/BKID/ parthchava/UPI 8120904873060 AT 06039 UDGIR,,,435.38,37216.42
30/01/2025,WDL TFR UPI/DR/714485022345/SHRIMANT/HDFC/v yapar.173/Sent 4109826059483 AT 06039 UDGIR,,49.09,,37167.33
31/01/2025,DEP TFR UPI/CR/432188172213/SARTHAK /IPOS/ sarthakksh/UPI 6658110615088 AT 06039 UDGIR,,,55.72,37223.05
03/02/2025,WDL TFR UPI/DR/433049514878/SMART TNP8/YESB /paytm-7325/Se 1042835468721 AT 06039 UDGIR,,1865.63,,35357.42
05/02/2025,WDL TFR UPI/DR/376764344951/Make My /YESB/m akemytrip/Paym 9897707003782 AT 06039 UDGIR,,916.58,,34440.84
07/02/2025,WDL TFR UPI/DR/360529916805/SHREE GA/YESB/q 177717515/Sent 6065812663137 AT 06039 UDGIR,,31.01,,34409.83
07/02/2025,WDL TFR UPI/DR/291178863999/Mr NINGA/FDRL/ bharatpe.9/Pay 8453026948803 AT 06039 UDGIR,,74.89,,34334.94
08/02/2025,WDL TFR UPI/DR/719496968099/AKASH SH/YESB/ bharatpe9d/Pay 4466891328685 AT 06039 UDGIR,,52.60,,34282.34
08/02/2025,WDL TFR UPI/DR/652824284475/JAYSHREE/YESB/p aytmqr6uj/Sent 3666421053417 AT 06039 UDGIR,,50.05,,34232.29
11/02/2025,INTERES T CREDIT,,,1.93,34234.22
14/02/2025,DEP TFR UPI/CR/141136247009/PARTH DA/PPIW/8 262854390/Paid 5021252774786 AT 06039 UDGIR,,,290.19,34524.41
14/02/2025,DEP TFR UPI/CR/648059599701/ONE97 CO/utib/p oweracces/paym 4128551961973 AT 06039 UDGIR,,,2.52,34526.93
17/02/2025,WDL TFR UPI/DR/203419364706/MANARUL /YESB/q 547511241/Sent 1922048946233 AT 06039 UDGIR,,57.71,,34469.22
17/02/2025,DEP TFR UPI/CR/669386084223/ADITYA K/SBIN/ adityakris/UPI 6064511535558 AT 06039 UDGIR,,,16.35,34485.57
18/02/2025,WDL TFR UPI/DR/381490135632/AKASH RA/YESB/q 911555344/Sent 8052770790485 AT 06039 UDGIR,,111.06,,34374.51
20/02/2025,DEP TFR UPI/CR/013316272554/MOHIT SU/BKID/ mohitttade/UPI 6325778456691 AT 06039 UDGIR,,,122.87,34497.38
20/02/2025,WDL TFR UPI/DR/963346200939/HADKE HE/YESB/ paytmqr12b/NA 1649545738059 AT 06039 UDGIR,,205.27,,34292.11
20/02/2025,WDL TFR UPI/DR/121868779995/MR SOURA/YESB/q 893257851/Sent 9002272205275 AT 06039 UDGIR,,328.73,,33963.38
20/02/2025,DEP TFR UPI/CR/887156627962/PARTH DA/BKID/ parthchava/UPI 1826691990207 AT 06039 UDGIR,,,1802.50,35765.88
20/02/2025,DEP TFR UPI/CR/820820201434/JAGADISH/UBIN/ jaguswami1/UPI 1724270051585 AT 06039 UDGIR,,,676.03,36441.91
20/02/2025,WDL TFR UPI/DR/525288172271/Pawar Pa/UTIB/g pay-12190/Sent 7814519722509 AT 06039 UDGIR,,147.63,,36294.28
