value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,UPI DR/UPI341477075659/DMART/MERCHANT PAYMENT,DR750526746851,"8,014.05",-,"221,600.95"
03/01/2025,03/01/2025,NEFT CR/SAL781705208189/TCS/MONTHLY SALARY,CR300623187314,-,"187,819.80","409,420.75"
03/01/2025,03/01/2025,UPI DR/UPI891022891725/BIGBASKET/MERCHANT PAYMENT,DR592894508444,"3,517.08",-,"405,903.67"
04/01/2025,06/01/2025,UPI DR/UPI783569343087/ZOMATO/MERCHANT PAYMENT,DR837328904165,"6,660.56",-,"399,243.11"
07/01/2025,08/01/2025,CASH DEP/CSH212786093601/BRANCH DEPOSIT,CASH631110308434,-,"41,258.75","440,501.86"
10/01/2025,10/01/2025,UPI DR/UPI761060254060/BOOKMYSHOW/MOBILEAPP,UPI242996540845,"1,944.82",-,"438,557.04"
11/01/2025,12/01/2025,CASH DEP/CSH482524906472/BRANCH DEPOSIT,CASH471784097548,-,"16,425.50","454,982.54"
13/01/2025,14/01/2025,CASH DEP/CSH449752819249/BRANCH DEPOSIT,CASH234504156404,-,"35,743.83","490,726.37"
15/01/2025,16/01/2025,NEFT DR/TRF743822526636/SAVINGS TRANSFER,NEFT553764628361,"6,054.22",-,"484,672.15"
15/01/2025,17/01/2025,UPI DR/UPI565087517871/NETFLIX/MERCHANT PAYMENT,DR934384688332,"4,253.85",-,"480,418.30"
16/01/2025,18/01/2025,CASH DEP/CSH748751896340/BRANCH DEPOSIT,CASH667282728576,-,"4,984.02","485,402.32"
19/01/2025,19/01/2025,UPI CR/UPI396344175301/VIKAS/P2P RECEIVE,UPI636152349589,-,"5,114.57","490,516.89"
21/01/2025,21/01/2025,UPI DR/UPI685274213836/FLIPKART/MERCHANT PAYMENT,DR807387643714,"6,166.32",-,"484,350.57"
21/01/2025,23/01/2025,UPI DR/P2P454629771536/AMAN/P2P TRANSFER,UPI925916013360,"6,684.27",-,"477,666.30"
24/01/2025,24/01/2025,UPI DR/P2P837539027195/MEERA/P2P TRANSFER,UPI143185540075,666.16,-,"477,000.14"
24/01/2025,25/01/2025,UPI DR/UPI523626880425/BOOKMYSHOW/MERCHANT PAYMENT,DR471253856661,"9,415.62",-,"467,584.52"
27/01/2025,28/01/2025,NEFT DR/TRF250912950276/ACCOUNT TRANSFER,NEFT111735297953,"43,793.66",-,"423,790.86"
30/01/2025,30/01/2025,UPI DR/UPI514283327332/APOLLO PHARMACY/MERCHANT PAYMENT,DR859290283575,"10,849.87",-,"412,940.99"
01/02/2025,01/02/2025,NEFT CR/TRF614274636447/TRANSFER IN,CR319417651308,-,"54,222.63","467,163.62"
01/02/2025,02/02/2025,CHRG DR/FEE319475778691/BANK CHARGE,CHG942488107434,377.46,-,"466,786.16"
01/02/2025,02/02/2025,UPI DR/P2P410339444241/NEHA/P2P TRANSFER,UPI849967708211,"2,967.38",-,"463,818.78"
02/02/2025,02/02/2025,NEFT CR/SAL346258083368/HCL/MONTHLY SALARY,CR965550546882,-,"186,155.55","649,974.33"
02/02/2025,04/02/2025,NEFT DR/TRF195452962564/ACCOUNT TRANSFER,NEFT847812927104,"10,706.37",-,"639,267.96"
06/02/2025,08/02/2025,UPI DR/P2P444198457298/ANJALI/P2P TRANSFER,UPI924919231458,"19,999.42",-,"619,268.54"
09/02/2025,11/02/2025,UPI DR/UPI862178278237/ZOMATO/MERCHANT PAYMENT,DR369072174859,"5,107.62",-,"614,160.92"
12/02/2025,12/02/2025,CASH DEP/CSH858970285118/BRANCH DEPOSIT,CASH590848731506,-,"16,680.42","630,841.34"
19/02/2025,19/02/2025,NEFT CR/TRF328184214812/TRANSFER IN,CR492673617191,-,"29,461.26","660,302.59"
22/02/2025,24/02/2025,NEFT DR/TRF798455570579/ACCOUNT TRANSFER,NEFT284326154448,"11,846.70",-,"648,455.89"
