Date,Details,Ref No/Cheque No,Debit,Credit,Balance
07/01/2025,WDL TFR UPI/DR/205084464083/Dilip Ba/YESB/ paytmqrj1i/NA 5640423848567 AT 06039 UDGIR,,75.39,,40452.55
08/01/2025,WDL TFR UPI/DR/169684589598/Fatema s/YESB/p aytm.s1jq/Sent 6775959248738 AT 06039 UDGIR,,44.60,,40407.95
10/01/2025,WDL TFR UPI/DR/766894151587/HEALTH F/YESB/p aytmqr6cv/Sent 5020705781463 AT 06039 UDGIR,,430.68,,39977.27
11/01/2025,WDL TFR UPI/DR/902820011939/SEEMA AB/YESB/q 216671691/Sent 9163369710755 AT 06039 UDGIR,,11.68,,39965.59
11/01/2025,WDL TFR UPI/DR/305104001118/DINESH B/YESB/q 685713653/Sent 7131364146305 AT 06039 UDGIR,,102.73,,39862.86
11/01/2025,DEP TFR UPI/CR/967187773276/MOHIT SU/BKID/ mohitttade/UPI 9869599009701 AT 06039 UDGIR,,,222.10,40084.96
12/01/2025,WDL TFR UPI/DR/570768272239/MOHIT SU/BKID/ mohitttade/UPI 0799922475646 AT 06039 UDGIR,,26.78,,40058.18
14/01/2025,WDL TFR UPI/DR/213046285094/Master S/MAHB/ 5768846184/UPI 9468004886304 AT 06039 UDGIR,,278.36,,39779.82
15/01/2025,WDL TFR UPI/DR/779069595833/Pawar Pa/UTIB/g pay-12195/Sent 1777193721493 AT 06039 UDGIR,,27.99,,39751.83
16/01/2025,WDL TFR UPI/DR/885283376652/HEALTH F/YESB/p aytmqr6cv/Sent 0246245594377 AT 06039 UDGIR,,225.56,,39526.27
17/01/2025,WDL TFR UPI/DR/224440937864/MR SOURA/YESB/q 606711731/Sent 8550064689027 AT 06039 UDGIR,,109.67,,39416.60
19/01/2025,WDL TFR UPI/DR/464242596203/Mr SATIS/YESB/p aytmqr6uu/Sent 2966154919216 AT 06039 UDGIR,,43.30,,39373.30
20/01/2025,WDL TFR UPI/DR/602709727159/Pawar Pa/UTIB/g pay-12190/Sent 9553747076418 AT 06039 UDGIR,,48.90,,39324.40
21/01/2025,DEP TFR UPI/CR/582626807201/ADITYA A/BARB/9 356138585/Paym 1749031100416 AT 06039 UDGIR,,,1416.67,40741.07
23/01/2025,WDL TFR UPI/DR/140314267665/AbhiBus/ICIC/ix igo.abhi/IXIGO 1026880588053 AT 06039 UDGIR,,935.13,,39805.94
23/01/2025,WDL TFR UPI/DR/455871275315/KRISHNA /UTIB/g pay-11235/Sent 4539789981656 AT 06039 UDGIR,,165.57,,39640.37
24/01/2025,WDL TFR UPI/DR/808762293533/Google P/utib/p laystore1/Mand 3815831946175 AT 06039 UDGIR,,2.47,,39637.90
25/01/2025,WDL TFR UPI/DR/282414446438/upi juspay/YESB /paytm-7620/Tr 1551280228975 AT 06039 UDGIR,,771.69,,38866.21
25/01/2025,WDL TFR UPI/DR/128440116349/Brahmana/SBIN/8 055330003/Sent 9247074940522 AT 06039 UDGIR,,121.39,,38744.82
25/01/2025,WDL TFR UPI/DR/274532704450/Ganesh L/UTIB/g pay-12190/Sent 7546355072368 AT 06039 UDGIR,,30.41,,38714.41
26/01/2025,WDL TFR UPI/DR/125265125910/Rajesh Sk/YESB/ paytm.s1ar/Sen 6638323471435 AT 06039 UDGIR,,502.39,,38212.02
28/01/2025,DEP TFR UPI/CR/954883983411/JAGADISH/UBIN/ jaguswami1/UPI 1907383092228 AT 06039 UDGIR,,,1206.65,39418.67
28/01/2025,WDL TFR UPI/DR/126111948723/HEALTH F/YESB/p aytmqr6di/Sent 1736818874531 AT 06039 UDGIR,,150.70,,39267.97
28/01/2025,WDL TFR UPI/DR/461127742462/ANIL ARJ/YESB/ paytmqrt2m/NA 9502892639437 AT 06039 UDGIR,,186.74,,39081.23
31/01/2025,WDL TFR UPI/DR/047223696213/Master S/MAHB/ 4501806571/UPI 7818166140521 AT 06039 UDGIR,,398.00,,38683.23
01/02/2025,WDL TFR UPI/DR/230063299240/VIJAYANA/YESB/v rlonline@/Sent 2605244322133 AT 06039 UDGIR,,2730.44,,35952.79
01/02/2025,DEP TFR UPI/CR/170313014304/JAGADISH/UBIN/ jaguswami1/UPI 5982889037271 AT 06039 UDGIR,,,244.50,36197.29
02/02/2025,WDL TFR UPI/DR/020932612087/SHAUYA C/YESB/p aytm.s1np/Sent 7019156689491 AT 06039 UDGIR,,14.54,,36182.75
03/02/2025,DEP TFR UPI/CR/674498256041/Master S/MAHB/ parthchava/UPI 4987042791554 AT 06039 UDGIR,,,28.63,36211.38
05/02/2025,DEP TFR UPI/CR/299003480697/PARTH DA/BKID/ parthchava/UPI 9321046670428 AT 06039 UDGIR,,,57.80,36269.18
