value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,03/01/2025,NEFT CR/CLT934433914723/NEXA INFRA/BULK RECEIPT,CR695602559591,-,"124,153.31","518,812.31"
01/01/2025,03/01/2025,UPI DR/P2P854281835610/ANJALI/P2P TRANSFER,UPI123647206444,"20,149.75",-,"498,662.56"
02/01/2025,04/01/2025,RTGS CR/CLT362457455989/NEXA INFRA/INVOICE SETTLEMENT,RTGS507986821683,-,"52,839.34","551,501.90"
03/01/2025,05/01/2025,NEFT CR/CLT190106119670/SKYLOGIC LLP/BULK RECEIPT,CR523329603792,-,"191,570.24","743,072.14"
04/01/2025,04/01/2025,UPI DR/P2P584917074470/KARAN/P2P TRANSFER,UPI331310828055,"11,374.11",-,"731,698.03"
06/01/2025,07/01/2025,RTGS CR/CLT520175595846/NEXA INFRA/INVOICE SETTLEMENT,RTGS313566379951,-,"243,044.58","974,742.61"
07/01/2025,09/01/2025,UPI DR/UPI297991964238/JIO/MERCHANT PAYMENT,DR128502566886,"2,668.17",-,"972,074.44"
08/01/2025,08/01/2025,NEFT CR/CLT279164077297/ALPHA TRADERS/BULK RECEIPT,CR733011104794,-,"234,355.98","1,206,430.42"
08/01/2025,10/01/2025,NEFT CR/CLT711433881991/NEXA INFRA/BULK RECEIPT,CR595423869072,-,"122,855.96","1,329,286.38"
09/01/2025,10/01/2025,NEFT CR/CLT344460299572/NEXA INFRA/BULK RECEIPT,CR630467041711,-,"231,518.13","1,560,804.51"
10/01/2025,10/01/2025,UPI DR/UPI638426635895/MEDPLUS/MOBILEAPP,UPI406238636813,"1,002.54",-,"1,559,801.97"
10/01/2025,10/01/2025,UPI DR/P2P451566019207/SNEHA/P2P TRANSFER,UPI586924945423,"22,728.84",-,"1,537,073.13"
13/01/2025,13/01/2025,RTGS CR/CLT518138933984/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS745602503107,-,"167,521.36","1,704,594.49"
