value_date,post_date,details,ref_no,debit,credit,balance
03/01/2025,04/01/2025,CHRG DR/FEE492146435546/BANK CHARGE,CHG779337618488,260.61,-,"47,283.39"
05/01/2025,05/01/2025,UPI DR/P2P726139369862/AMAN/P2P TRANSFER,UPI145892358044,669.89,-,"46,613.50"
05/01/2025,05/01/2025,UPI DR/P2P260040301058/KARAN/P2P TRANSFER,UPI646894579028,"1,901.04",-,"44,712.46"
07/01/2025,07/01/2025,IMPS CR/PKT761537938798/FAMILY SUPPORT/VIKAS,IMPS495712711530,-,"11,977.82","56,690.28"
08/01/2025,10/01/2025,CASH DEP/CSH762409194762/BRANCH DEPOSIT,CASH928996652342,-,"1,688.38","58,378.66"
09/01/2025,10/01/2025,UPI DR/UPI320399545978/NETFLIX/MERCHANT PAYMENT,DR652659131912,"1,558.35",-,"56,820.31"
10/01/2025,10/01/2025,UPI DR/UPI898138607508/OLA/MOBILEAPP,UPI257821541799,"1,044.85",-,"55,775.46"
11/01/2025,11/01/2025,UPI DR/UPI810160184852/UBER/MERCHANT PAYMENT,DR223962302019,"1,043.41",-,"54,732.05"
11/01/2025,11/01/2025,UPI DR/UPI875282459818/NETFLIX/MERCHANT PAYMENT,DR409165390454,"1,783.92",-,"52,948.13"
11/01/2025,13/01/2025,UPI DR/UPI423660457609/SWIGGY/MERCHANT PAYMENT,DR677392058933,"1,318.46",-,"51,629.67"
12/01/2025,12/01/2025,UPI DR/P2P642958376697/RAHUL/P2P TRANSFER,UPI142109467060,"2,943.96",-,"48,685.71"
12/01/2025,13/01/2025,UPI DR/UPI555069740127/FLIPKART/MERCHANT PAYMENT,DR333316383510,"1,640.72",-,"47,044.99"
13/01/2025,14/01/2025,NEFT DR/TRF192460425875/ACCOUNT TRANSFER,NEFT522241395561,"5,253.29",-,"41,791.70"
13/01/2025,14/01/2025,UPI CR/P2P946736116470/SNEHA/P2P RECEIVE,UPI688567047303,-,"2,431.47","44,223.17"
15/01/2025,16/01/2025,NEFT DR/TRF750126083314/SAVINGS TRANSFER,NEFT365690901791,"2,738.48",-,"41,484.69"
15/01/2025,17/01/2025,UPI DR/UPI596242663918/JIO/MERCHANT PAYMENT,DR350813382579,488.40,-,"40,996.29"
15/01/2025,17/01/2025,UPI DR/UPI462840632376/SWIGGY/MERCHANT PAYMENT,DR802977641513,567.16,-,"40,429.13"
16/01/2025,16/01/2025,UPI DR/UPI175000397184/FLIPKART/MERCHANT PAYMENT,DR234810078422,"1,417.59",-,"39,011.54"
16/01/2025,17/01/2025,UPI CR/P2P200008814515/ANJALI/P2P RECEIVE,UPI403134675244,-,"3,062.35","42,073.89"
17/01/2025,18/01/2025,UPI DR/UPI638010920171/DMART/MERCHANT PAYMENT,DR470318499293,"1,140.14",-,"40,933.75"
17/01/2025,18/01/2025,UPI DR/P2P758281470194/AMAN/P2P TRANSFER,UPI143381945962,"2,294.76",-,"38,638.99"
17/01/2025,18/01/2025,UPI CR/P2P580430029185/RAHUL/P2P RECEIVE,UPI766576219380,-,960.71,"39,599.70"
19/01/2025,19/01/2025,UPI CR/UPI539143424795/KARAN/P2P RECEIVE,UPI873131037831,-,"2,308.16","41,907.86"
19/01/2025,20/01/2025,UPI DR/P2P485120667015/PRIYA/P2P TRANSFER,UPI204061088113,"2,927.02",-,"38,980.84"
21/01/2025,21/01/2025,UPI DR/UPI735811285811/AMAZON/MERCHANT PAYMENT,DR174650344184,"1,646.63",-,"37,334.21"
21/01/2025,21/01/2025,UPI DR/UPI299010707446/MEDPLUS/MERCHANT PAYMENT,DR811106599132,314.69,-,"37,019.52"
22/01/2025,23/01/2025,UPI DR/UPI108253753189/APOLLO PHARMACY/MERCHANT PAYMENT,DR181826565793,680.92,-,"36,338.60"
22/01/2025,24/01/2025,UPI DR/UPI929353180783/BOOKMYSHOW/MERCHANT PAYMENT,DR834513916305,"1,785.12",-,"34,553.48"
23/01/2025,24/01/2025,UPI DR/UPI466658559036/DMART/MERCHANT PAYMENT,DR648345871299,"1,613.16",-,"32,940.32"
23/01/2025,25/01/2025,UPI CR/P2P551373918633/RAHUL/P2P RECEIVE,UPI470124107638,-,"6,517.81","39,458.13"
24/01/2025,24/01/2025,UPI DR/P2P592557485889/ANJALI/P2P TRANSFER,UPI709029025684,"3,511.25",-,"35,946.88"
26/01/2025,27/01/2025,UPI DR/P2P825243679223/SNEHA/P2P TRANSFER,UPI488959827020,"2,628.82",-,"33,318.06"
26/01/2025,28/01/2025,UPI CR/P2P809056500960/ANJALI/P2P RECEIVE,UPI897669837369,-,511.12,"33,829.18"
27/01/2025,27/01/2025,UPI CR/P2P144600936986/MEERA/P2P RECEIVE,UPI119865986991,-,"3,712.17","37,541.35"
30/01/2025,30/01/2025,NEFT DR/TRF495979925947/ACCOUNT TRANSFER / TOPUP ADJUST,NEFT901993833120,"22,541.35","15,802.53","30,802.53"
30/01/2025,30/01/2025,UPI DR/P2P822755332828/ANJALI/P2P TRANSFER,UPI982383168240,"3,689.74",-,"27,112.79"
31/01/2025,02/02/2025,UPI DR/UPI634613946251/NETFLIX/MERCHANT PAYMENT,DR463410722159,"1,416.37",-,"25,696.42"
01/02/2025,01/02/2025,CHRG DR/FEE736569833100/BANK CHARGE,CHG131135836109,316.89,-,"25,379.53"
02/02/2025,02/02/2025,UPI DR/UPI331086316257/JIO/MERCHANT PAYMENT / TOPUP ADJUST,DR204619269521,472.41,"5,471.46","30,378.58"
02/02/2025,02/02/2025,UPI DR/UPI493438945605/BOOKMYSHOW/MERCHANT PAYMENT,DR216559163419,536.11,-,"29,842.47"
02/02/2025,02/02/2025,NEFT DR/TRF560480543237/ACCOUNT TRANSFER / TOPUP ADJUST,NEFT162353644245,"14,168.23","15,021.11","30,695.35"
03/02/2025,04/02/2025,UPI DR/UPI460106506329/SPOTIFY/MERCHANT PAYMENT,DR169905740475,"1,765.00",-,"28,930.35"
03/02/2025,04/02/2025,UPI DR/UPI724298050115/JIO/MERCHANT PAYMENT,DR419212959191,634.32,-,"28,296.03"
04/02/2025,05/02/2025,NEFT CR/SCH283848449868/SCHOLARSHIP CREDIT,CR840465913634,-,"11,951.78","40,247.81"
05/02/2025,06/02/2025,UPI DR/UPI537050078675/UBER/MERCHANT PAYMENT,DR558559326709,"1,001.85",-,"39,245.96"
06/02/2025,07/02/2025,CASH DEP/CSH594319408853/BRANCH DEPOSIT,CASH752568355989,-,"5,309.25","44,555.21"
06/02/2025,07/02/2025,UPI DR/UPI535646576297/DMART/MERCHANT PAYMENT,DR773270302496,"1,289.78",-,"43,265.43"
06/02/2025,08/02/2025,NEFT CR/SCH541880061780/SCHOLARSHIP CREDIT,CR565146352386,-,"11,915.61","55,181.04"
07/02/2025,08/02/2025,CHRG DR/FEE375814253833/BANK CHARGE,CHG192752596382,397.60,-,"54,783.44"
08/02/2025,08/02/2025,UPI DR/UPI439130381528/NETFLIX/MERCHANT PAYMENT,DR401124406322,"1,350.95",-,"53,432.49"
