value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,03/01/2025,NEFT CR/SAL194853919473/COGNIZANT/MONTHLY SALARY,CR262504505937,-,"30,256.00","93,772.00"
04/01/2025,05/01/2025,UPI DR/UPI290087785840/UBER/MERCHANT PAYMENT,DR223788099357,"6,486.92",-,"87,285.08"
05/01/2025,05/01/2025,NEFT CR/TRF514951284526/TRANSFER IN,CR534040788200,-,"32,810.81","120,095.89"
05/01/2025,07/01/2025,UPI DR/UPI812515122418/OLA/MERCHANT PAYMENT,DR912717920356,"4,336.41",-,"115,759.48"
06/01/2025,07/01/2025,CASH DEP/CSH792991016426/BRANCH DEPOSIT,CASH340499671042,-,"11,277.76","127,037.24"
06/01/2025,07/01/2025,CASH DEP/CSH933498786464/BRANCH DEPOSIT,CASH626428879418,-,"38,324.95","165,362.19"
08/01/2025,09/01/2025,UPI DR/UPI971639469779/ZOMATO/MERCHANT PAYMENT,DR262899895913,"5,849.47",-,"159,512.72"
09/01/2025,11/01/2025,NEFT CR/TRF599708269360/TRANSFER IN,CR659328091984,-,"18,288.47","177,801.19"
09/01/2025,11/01/2025,UPI DR/UPI582965618026/SWIGGY/MERCHANT PAYMENT,DR158129212513,750.76,-,"177,050.43"
09/01/2025,11/01/2025,UPI DR/UPI686847815712/AIRTEL/MERCHANT PAYMENT,DR495393269850,"1,892.27",-,"175,158.16"
10/01/2025,10/01/2025,NEFT CR/TRF856747826578/TRANSFER IN,CR492523266010,-,"31,266.06","206,424.22"
10/01/2025,10/01/2025,UPI DR/UPI595486051890/AIRTEL/MOBILEAPP,UPI409391554813,840.05,-,"205,584.17"
10/01/2025,11/01/2025,UPI DR/P2P480997135952/KARAN/P2P TRANSFER,UPI212290541343,"23,973.06",-,"181,611.11"
11/01/2025,13/01/2025,UPI DR/P2P257668165561/KARAN/P2P TRANSFER,UPI587341554568,"12,340.77",-,"169,270.34"
12/01/2025,14/01/2025,UPI DR/P2P877075882617/VIKAS/P2P TRANSFER,UPI639162707764,"24,349.47",-,"144,920.87"
15/01/2025,16/01/2025,NEFT DR/TRF248553795741/SAVINGS TRANSFER,NEFT352285567269,"10,373.23",-,"134,547.64"
17/01/2025,17/01/2025,CASH DEP/CSH494747251497/BRANCH DEPOSIT,CASH623096749993,-,"36,454.34","171,001.98"
17/01/2025,19/01/2025,NEFT CR/TRF262103950718/TRANSFER IN,CR509325092258,-,"13,068.54","184,070.52"
19/01/2025,19/01/2025,UPI CR/UPI981760737556/NEHA/P2P RECEIVE,UPI172451347132,-,"4,619.00","188,689.52"
19/01/2025,19/01/2025,UPI DR/P2P141312759373/SNEHA/P2P TRANSFER,UPI852952077078,"19,723.37",-,"168,966.15"
19/01/2025,21/01/2025,UPI CR/P2P581145534760/NEHA/P2P RECEIVE,UPI977639549300,-,"1,378.84","170,344.99"
21/01/2025,23/01/2025,NEFT DR/TRF957114171726/ACCOUNT TRANSFER,NEFT128528034066,"45,826.34",-,"124,518.65"
22/01/2025,24/01/2025,UPI DR/UPI790333418114/JIO/MERCHANT PAYMENT,DR769819612058,"7,698.81",-,"116,819.84"
24/01/2025,24/01/2025,UPI DR/P2P633427929665/NEHA/P2P TRANSFER,UPI811548515805,"1,808.71",-,"115,011.13"
24/01/2025,25/01/2025,UPI DR/P2P937179822198/NEHA/P2P TRANSFER,UPI711848952644,"11,379.97",-,"103,631.16"
24/01/2025,26/01/2025,UPI DR/UPI441914214055/DMART/MERCHANT PAYMENT,DR983823605728,"7,643.08",-,"95,988.08"
25/01/2025,25/01/2025,NEFT DR/TRF956006239498/ACCOUNT TRANSFER,NEFT690686942354,"39,222.37",-,"56,765.71"
25/01/2025,25/01/2025,UPI DR/P2P508152535726/KARAN/P2P TRANSFER,UPI519690167056,78.66,-,"56,687.05"
26/01/2025,28/01/2025,UPI DR/UPI810394658045/NETFLIX/MERCHANT PAYMENT,DR841305468478,"11,341.83",-,"45,345.22"
27/01/2025,28/01/2025,CHRG DR/FEE848413614043/BANK CHARGE,CHG908201260182,398.15,-,"44,947.07"
29/01/2025,29/01/2025,CHRG DR/FEE563608209665/BANK CHARGE,CHG130277499692,301.93,-,"44,645.14"
29/01/2025,31/01/2025,UPI DR/UPI517290128005/MEDPLUS/MERCHANT PAYMENT,DR557534613085,"9,303.49",-,"35,341.65"
31/01/2025,01/02/2025,CHRG DR/FEE584839641146/BANK CHARGE,CHG523654216066,364.20,-,"34,977.45"
31/01/2025,02/02/2025,UPI DR/P2P404305493957/MEERA/P2P TRANSFER,UPI450888064830,"1,542.63",-,"33,434.82"
01/02/2025,01/02/2025,CASH DEP/CSH264827464622/BRANCH DEPOSIT,CASH541154460465,-,"39,636.58","73,071.40"
02/02/2025,02/02/2025,UPI DR/UPI252721771542/DMART/MERCHANT PAYMENT,DR428443945898,"11,590.04",-,"61,481.36"
02/02/2025,03/02/2025,NEFT CR/SAL392212657604/COGNIZANT/MONTHLY SALARY,CR656833919235,-,"33,517.00","94,998.36"
03/02/2025,03/02/2025,CASH DEP/CSH735394543518/BRANCH DEPOSIT,CASH382293877482,-,"39,415.65","134,414.01"
06/02/2025,06/02/2025,CHRG DR/FEE874898456098/BANK CHARGE,CHG563887212983,426.27,-,"133,987.74"
07/02/2025,07/02/2025,UPI DR/UPI787953073292/AIRTEL/MERCHANT PAYMENT,DR128576147355,"3,681.71",-,"130,306.03"
10/02/2025,10/02/2025,CASH DEP/CSH999403108247/BRANCH DEPOSIT,CASH214013201907,-,"3,812.50","134,118.53"
10/02/2025,10/02/2025,NEFT DR/TRF952679186776/ACCOUNT TRANSFER,NEFT715252484897,"3,477.93",-,"130,640.60"
14/02/2025,14/02/2025,UPI DR/UPI661820408522/NETFLIX/MERCHANT PAYMENT,DR724585322214,"5,759.94",-,"124,880.66"
19/02/2025,19/02/2025,CHRG DR/FEE646006140793/BANK CHARGE,CHG646690516645,329.62,-,"124,551.04"
19/02/2025,21/02/2025,UPI DR/UPI832552056524/DMART/MERCHANT PAYMENT,DR319020155787,"9,990.83",-,"114,560.21"
20/02/2025,20/02/2025,UPI DR/UPI752318917850/BOOKMYSHOW/MERCHANT PAYMENT,DR846774248483,"11,061.54",-,"103,498.67"
21/02/2025,21/02/2025,NEFT DR/TRF353612668690/ACCOUNT TRANSFER,NEFT501717085934,"39,930.66",-,"63,568.01"
24/02/2025,24/02/2025,NEFT CR/TRF761879591383/TRANSFER IN,CR902113037306,-,"54,032.49","117,600.50"
