value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,CASH DEP/CSH249032730081/BRANCH DEPOSIT,CASH784481704049,-,"18,653.30","649,307.30"
01/01/2025,02/01/2025,UPI DR/UPI260357150534/SWIGGY/MERCHANT PAYMENT,DR734365296067,"9,074.18",-,"640,233.12"
04/01/2025,04/01/2025,RTGS CR/CLT616544539799/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS582203240008,-,"148,973.47","789,206.59"
04/01/2025,05/01/2025,RTGS CR/CLT369225636820/NEXA INFRA/INVOICE SETTLEMENT,RTGS119042328072,-,"203,464.19","992,670.78"
06/01/2025,06/01/2025,NEFT DR/VEN200500624796/WAREHOUSE RENT/VENDOR PAYMENT,NEFT795837518254,"75,781.35",-,"916,889.43"
07/01/2025,08/01/2025,UPI DR/UPI203341538908/FLIPKART/MERCHANT PAYMENT,DR130590799271,400.44,-,"916,488.99"
09/01/2025,10/01/2025,UPI DR/BIZ214679733833/PACKAGING HUB/SUPPLIER PAYMENT,DR549908301570,"9,955.43",-,"906,533.56"
10/01/2025,10/01/2025,RTGS CR/CLT797552658650/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS254736372019,-,"117,449.07","1,023,982.63"
10/01/2025,10/01/2025,UPI DR/UPI952981659908/FLIPKART/MOBILEAPP,UPI874457926873,"1,433.52",-,"1,022,549.11"
10/01/2025,12/01/2025,RTGS CR/CLT504482671169/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS114049923151,-,"47,116.90","1,069,666.01"
11/01/2025,11/01/2025,NEFT CR/CLT720878747642/ALPHA TRADERS/BULK RECEIPT,CR762629018150,-,"88,832.55","1,158,498.56"
11/01/2025,12/01/2025,UPI DR/P2P958118162841/SNEHA/P2P TRANSFER,UPI548376600969,"1,962.71",-,"1,156,535.85"
12/01/2025,12/01/2025,UPI DR/BIZ932967858455/PACKAGING HUB/SUPPLIER PAYMENT,DR761420292161,"35,370.22",-,"1,121,165.63"
14/01/2025,15/01/2025,NEFT CR/CLT129351558739/URBAN FOODS/BULK RECEIPT,CR271229259620,-,"55,306.72","1,176,472.35"
14/01/2025,16/01/2025,CASH DEP/CSH332883475232/BRANCH DEPOSIT,CASH871368063667,-,"7,859.46","1,184,331.81"
15/01/2025,16/01/2025,NEFT DR/TRF476844272790/SAVINGS TRANSFER,NEFT976941447860,"13,767.57",-,"1,170,564.24"
18/01/2025,18/01/2025,NEFT CR/CLT568277857986/URBAN FOODS/BULK RECEIPT,CR767505221444,-,"246,723.28","1,417,287.52"
18/01/2025,18/01/2025,NEFT DR/VEN204510107360/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT201567137663,"140,862.26",-,"1,276,425.26"
18/01/2025,20/01/2025,NEFT CR/CLT459590457611/URBAN FOODS/BULK RECEIPT,CR307820932352,-,"161,597.38","1,438,022.64"
19/01/2025,19/01/2025,UPI CR/UPI363008822950/ANJALI/P2P RECEIVE,UPI654519500495,-,332.66,"1,438,355.30"
19/01/2025,20/01/2025,UPI DR/P2P835090726742/VIKAS/P2P TRANSFER,UPI176397550720,"24,201.23",-,"1,414,154.07"
20/01/2025,20/01/2025,NEFT CR/CLT614955263737/ALPHA TRADERS/BULK RECEIPT,CR671545807362,-,"149,029.32","1,563,183.39"
21/01/2025,21/01/2025,UPI DR/BIZ153578522808/CITY LOGISTICS/SUPPLIER PAYMENT,DR817785653110,"77,769.80",-,"1,485,413.59"
21/01/2025,21/01/2025,NEFT DR/VEN303315800100/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT749795441757,"94,729.51",-,"1,390,684.08"
22/01/2025,23/01/2025,NEFT DR/GST615143489040/GST PAYMENT/CBIC,TAX461192958938,"100,733.54",-,"1,289,950.54"
23/01/2025,25/01/2025,CHRG DR/FEE641394923283/BANK CHARGE,CHG696975754298,269.16,-,"1,289,681.38"
23/01/2025,25/01/2025,NEFT CR/CLT906492970140/NEXA INFRA/BULK RECEIPT,CR262449871034,-,"87,637.98","1,377,319.36"
23/01/2025,25/01/2025,NEFT CR/CLT550473594193/ORBIT RETAIL/BULK RECEIPT,CR794488701473,-,"31,539.93","1,408,859.29"
23/01/2025,25/01/2025,NEFT DR/VEN358748510363/CITY LOGISTICS/VENDOR PAYMENT,NEFT305411611753,"60,370.14",-,"1,348,489.15"
24/01/2025,24/01/2025,UPI DR/P2P342806411029/VIKAS/P2P TRANSFER,UPI813885869984,"2,424.80",-,"1,346,064.35"
24/01/2025,25/01/2025,RTGS CR/CLT332913396404/URBAN FOODS/INVOICE SETTLEMENT,RTGS979679602934,-,"191,101.78","1,537,166.13"
25/01/2025,27/01/2025,UPI DR/BIZ287683002525/CITY LOGISTICS/SUPPLIER PAYMENT,DR912594476414,"77,107.23",-,"1,460,058.90"
27/01/2025,28/01/2025,UPI DR/UPI155933771347/ZOMATO/MERCHANT PAYMENT,DR591104993365,"9,077.23",-,"1,450,981.67"
31/01/2025,01/02/2025,RTGS CR/CLT552722338959/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS803633200425,-,"180,195.84","1,631,177.51"
01/02/2025,01/02/2025,NEFT DR/VEN274144533971/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT751946588178,"79,226.76",-,"1,551,950.75"
02/02/2025,02/02/2025,UPI DR/UPI203736580261/AMAZON/MERCHANT PAYMENT,DR900345199326,"3,429.66",-,"1,548,521.09"
05/02/2025,06/02/2025,NEFT DR/VEN887770857431/PACKAGING HUB/VENDOR PAYMENT,NEFT612643195335,"20,930.99",-,"1,527,590.10"
05/02/2025,07/02/2025,NEFT CR/CLT772039177766/ORBIT RETAIL/BULK RECEIPT,CR652225921626,-,"217,326.46","1,744,916.56"
08/02/2025,09/02/2025,NEFT CR/CLT387654927112/NEXA INFRA/BULK RECEIPT,CR745328436647,-,"236,401.34","1,981,317.90"
08/02/2025,09/02/2025,NEFT DR/VEN529333132762/PRINT HOUSE/VENDOR PAYMENT,NEFT406748238927,"153,037.78",-,"1,828,280.12"
10/02/2025,10/02/2025,NEFT DR/VEN122534388462/WAREHOUSE RENT/VENDOR PAYMENT,NEFT222108627740,"60,708.67",-,"1,767,571.45"
10/02/2025,12/02/2025,UPI DR/BIZ141116054637/PACKAGING HUB/SUPPLIER PAYMENT,DR142615264661,"75,060.54",-,"1,692,510.91"
12/02/2025,13/02/2025,RTGS CR/CLT288365771951/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS389708442301,-,"249,495.42","1,942,006.33"
14/02/2025,15/02/2025,NEFT CR/CLT729261835531/URBAN FOODS/BULK RECEIPT,CR339420930096,-,"109,595.66","2,051,601.99"
14/02/2025,16/02/2025,UPI DR/UPI233354134417/BOOKMYSHOW/MERCHANT PAYMENT,DR729720866921,"3,579.56",-,"2,048,022.43"
15/02/2025,15/02/2025,NEFT CR/CLT189845926044/ALPHA TRADERS/BULK RECEIPT,CR790721748213,-,"239,470.66","2,287,493.09"
15/02/2025,16/02/2025,UPI DR/UPI903323591729/BIGBASKET/MERCHANT PAYMENT,DR711361307052,"9,322.23",-,"2,278,170.86"
18/02/2025,19/02/2025,NEFT CR/CLT229302002455/SKYLOGIC LLP/BULK RECEIPT,CR207271880041,-,"256,686.54","2,534,857.40"
18/02/2025,20/02/2025,UPI DR/UPI314803296513/BIGBASKET/MERCHANT PAYMENT,DR745749899011,"8,252.62",-,"2,526,604.78"
20/02/2025,20/02/2025,UPI DR/BIZ138904809126/PRINT HOUSE/SUPPLIER PAYMENT,DR479363641625,"17,865.96",-,"2,508,738.82"
20/02/2025,20/02/2025,NEFT DR/GST497525119988/GST PAYMENT/CBIC,TAX990181914068,"35,672.10",-,"2,473,066.72"
22/02/2025,22/02/2025,CHRG DR/FEE943785958809/BANK CHARGE,CHG257573893049,302.72,-,"2,472,764.00"
23/02/2025,24/02/2025,NEFT CR/CLT203462758485/NEXA INFRA/BULK RECEIPT,CR702597170202,-,"184,226.92","2,656,990.92"
24/02/2025,24/02/2025,NEFT DR/VEN286412810457/WAREHOUSE RENT/VENDOR PAYMENT,NEFT987252234127,"175,755.27",-,"2,481,235.65"
24/02/2025,25/02/2025,NEFT DR/VEN952757253800/CITY LOGISTICS/VENDOR PAYMENT,NEFT615414802563,"112,992.81",-,"2,368,242.84"
24/02/2025,25/02/2025,RTGS CR/CLT128223053454/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS374795831388,-,"70,544.89","2,438,787.73"
25/02/2025,26/02/2025,CASH DEP/CSH427690756207/BRANCH DEPOSIT,CASH794433599969,-,"8,791.28","2,447,579.01"
25/02/2025,26/02/2025,RTGS CR/CLT234653765443/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS534525204413,-,"196,601.96","2,644,180.97"
27/02/2025,27/02/2025,NEFT DR/VEN178403349976/PACKAGING HUB/VENDOR PAYMENT,NEFT219673137043,"158,370.38",-,"2,485,810.59"
27/02/2025,28/02/2025,UPI DR/UPI996750500192/NETFLIX/MERCHANT PAYMENT,DR403147189502,120.64,-,"2,485,689.95"
28/02/2025,02/03/2025,UPI DR/UPI362023287986/SPOTIFY/MERCHANT PAYMENT,DR265171529921,"3,415.34",-,"2,482,274.61"
28/02/2025,28/02/2025,NEFT DR/VEN509050337564/CITY LOGISTICS/VENDOR PAYMENT,NEFT590634011054,"74,404.71",-,"2,407,869.90"
01/03/2025,03/03/2025,NEFT DR/VEN585381369838/WAREHOUSE RENT/VENDOR PAYMENT,NEFT336715544354,"21,170.97",-,"2,386,698.93"
02/03/2025,04/03/2025,RTGS CR/CLT992530173454/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS260901956045,-,"42,294.89","2,428,993.82"
