value_date,post_date,details,ref_no,debit,credit,balance
04/01/2025,05/01/2025,NEFT CR/SCH303950778456/SCHOLARSHIP CREDIT,CR125132241428,-,"9,921.73","12,116.73"
04/01/2025,06/01/2025,UPI DR/UPI282886836498/APOLLO PHARMACY/MERCHANT PAYMENT,DR634949295541,661.03,-,"11,455.70"
05/01/2025,07/01/2025,CHRG DR/FEE183453702150/BANK CHARGE,CHG388223342685,262.54,-,"11,193.16"
06/01/2025,06/01/2025,UPI DR/UPI700505495334/MEDPLUS/MERCHANT PAYMENT,DR165365963751,"1,610.32",-,"9,582.84"
07/01/2025,07/01/2025,IMPS CR/PKT907231821524/FAMILY SUPPORT/PRIYA,IMPS592187091130,-,"5,098.14","14,680.98"
07/01/2025,08/01/2025,UPI DR/UPI812956266509/NETFLIX/MERCHANT PAYMENT,DR502637994358,618.64,-,"14,062.34"
07/01/2025,09/01/2025,UPI DR/UPI735995200113/AMAZON/MERCHANT PAYMENT,DR385119660547,693.82,-,"13,368.52"
09/01/2025,10/01/2025,CHRG DR/FEE490510222382/BANK CHARGE,CHG936788354703,133.27,-,"13,235.25"
10/01/2025,10/01/2025,UPI DR/UPI425836987037/OLA/MOBILEAPP,UPI159125381223,"1,425.49",-,"11,809.76"
12/01/2025,13/01/2025,CHRG DR/FEE842491768784/BANK CHARGE,CHG526761363114,52.75,-,"11,757.01"
12/01/2025,13/01/2025,CHRG DR/FEE823234746552/BANK CHARGE,CHG988804604184,273.86,-,"11,483.15"
13/01/2025,15/01/2025,CASH DEP/CSH884645327157/BRANCH DEPOSIT,CASH142695567681,-,"1,847.27","13,330.42"
14/01/2025,15/01/2025,UPI DR/P2P998592244321/ANJALI/P2P TRANSFER,UPI460884902504,117.70,-,"13,212.72"
15/01/2025,16/01/2025,NEFT DR/TRF534604954549/SAVINGS TRANSFER,NEFT477765542062,"12,962.72",-,250.00
15/01/2025,16/01/2025,UPI DR/P2P856542171463/MEERA/P2P TRANSFER,UPI957726316318,1.00,-,249.00
16/01/2025,18/01/2025,CASH DEP/CSH990457158876/BRANCH DEPOSIT,CASH154933881926,-,"3,484.12","3,733.12"
17/01/2025,18/01/2025,UPI DR/UPI977210644806/MEDPLUS/MERCHANT PAYMENT,DR347339225335,316.21,-,"3,416.91"
17/01/2025,19/01/2025,CASH DEP/CSH149683948641/BRANCH DEPOSIT,CASH257809867318,-,"1,790.67","5,207.58"
18/01/2025,19/01/2025,NEFT CR/SCH198262381282/SCHOLARSHIP CREDIT,CR606896055559,-,"13,238.74","18,446.32"
19/01/2025,19/01/2025,UPI CR/UPI542974836917/RAHUL/P2P RECEIVE,UPI559476927953,-,"4,784.33","23,230.65"
21/01/2025,23/01/2025,UPI CR/P2P295698090261/ANJALI/P2P RECEIVE,UPI982356405605,-,"5,842.01","29,072.66"
23/01/2025,24/01/2025,NEFT DR/TRF376195588347/ACCOUNT TRANSFER,NEFT343480224733,"1,715.29",-,"27,357.37"
23/01/2025,24/01/2025,UPI DR/P2P639024484802/PRIYA/P2P TRANSFER,UPI979009408866,"1,818.24",-,"25,539.13"
23/01/2025,25/01/2025,CASH DEP/CSH773323674643/BRANCH DEPOSIT,CASH629834083694,-,"2,209.82","27,748.95"
23/01/2025,25/01/2025,UPI DR/UPI981277524493/BIGBASKET/MERCHANT PAYMENT,DR247310602002,912.02,-,"26,836.93"
24/01/2025,24/01/2025,UPI DR/P2P986307186463/RAHUL/P2P TRANSFER,UPI843704612437,"4,639.48",-,"22,197.45"
24/01/2025,26/01/2025,NEFT DR/TRF266525622330/ACCOUNT TRANSFER,NEFT734297021032,"4,966.75",-,"17,230.70"
26/01/2025,26/01/2025,UPI DR/UPI333158460764/SPOTIFY/MERCHANT PAYMENT,DR863997928317,943.96,-,"16,286.74"
28/01/2025,29/01/2025,UPI DR/UPI709260880781/ZOMATO/MERCHANT PAYMENT,DR488140127892,931.10,-,"15,355.64"
28/01/2025,30/01/2025,NEFT DR/TRF641363757273/ACCOUNT TRANSFER,NEFT676967553227,"15,105.64",-,250.00
28/01/2025,30/01/2025,NEFT DR/TRF646239312324/ACCOUNT TRANSFER,NEFT819411874926,1.00,-,249.00
29/01/2025,29/01/2025,UPI CR/P2P878965114894/ROHAN/P2P RECEIVE,UPI384468806595,-,"4,332.77","4,581.77"
29/01/2025,31/01/2025,UPI DR/UPI158581956926/SPOTIFY/MERCHANT PAYMENT,DR923545245195,528.90,-,"4,052.87"
30/01/2025,01/02/2025,UPI DR/P2P105354291756/ROHAN/P2P TRANSFER,UPI468221395299,313.20,-,"3,739.67"
01/02/2025,03/02/2025,UPI DR/UPI946387483085/NETFLIX/MERCHANT PAYMENT,DR644604370928,12.50,-,"3,727.17"
01/02/2025,03/02/2025,UPI DR/UPI513554280104/NETFLIX/MERCHANT PAYMENT,DR796711476582,"1,121.77",-,"2,605.40"
01/02/2025,03/02/2025,UPI DR/P2P251698802338/KARAN/P2P TRANSFER,UPI648066390691,"2,154.01",-,451.39
02/02/2025,03/02/2025,UPI DR/UPI278725436685/BIGBASKET/MERCHANT PAYMENT,DR955586827344,201.39,-,250.00
04/02/2025,04/02/2025,NEFT DR/TRF902539287913/ACCOUNT TRANSFER,NEFT587828547628,1.00,-,249.00
04/02/2025,04/02/2025,UPI DR/P2P956062908316/AMAN/P2P TRANSFER,UPI131601853024,1.00,-,248.00
04/02/2025,05/02/2025,CASH DEP/CSH172954309794/BRANCH DEPOSIT,CASH105502355113,-,"3,348.19","3,596.19"
05/02/2025,05/02/2025,CHRG DR/FEE712158200857/BANK CHARGE,CHG467946555017,135.80,-,"3,460.39"
05/02/2025,05/02/2025,UPI DR/UPI879466378673/UBER/MERCHANT PAYMENT,DR754668732415,"1,407.99",-,"2,052.40"
06/02/2025,06/02/2025,CHRG DR/FEE932212230855/BANK CHARGE,CHG462597769525,28.26,-,"2,024.14"
07/02/2025,08/02/2025,IMPS CR/PKT593981884319/FAMILY SUPPORT/VIKAS,IMPS431266741172,-,"11,562.77","13,586.91"
08/02/2025,10/02/2025,UPI DR/UPI831903200906/ZOMATO/MERCHANT PAYMENT,DR766173091826,599.70,-,"12,987.21"
10/02/2025,12/02/2025,CHRG DR/FEE173466416962/BANK CHARGE,CHG599262601440,424.91,-,"12,562.30"
17/02/2025,17/02/2025,CASH DEP/CSH985405573853/BRANCH DEPOSIT,CASH654665551332,-,"1,239.28","13,801.58"
17/02/2025,17/02/2025,UPI DR/P2P598333040033/ANJALI/P2P TRANSFER,UPI845277184908,"1,765.92",-,"12,035.66"
20/02/2025,21/02/2025,UPI CR/P2P214872237288/VIKAS/P2P RECEIVE,UPI435105385199,-,"1,225.35","13,261.01"
20/02/2025,22/02/2025,UPI DR/UPI266661128455/FLIPKART/MERCHANT PAYMENT,DR765696904458,25.12,-,"13,235.89"
20/02/2025,22/02/2025,NEFT DR/TRF296873513570/ACCOUNT TRANSFER,NEFT401458924683,"12,985.89",-,250.00
21/02/2025,22/02/2025,NEFT DR/TRF864637940211/ACCOUNT TRANSFER,NEFT851313907849,1.00,-,249.00
21/02/2025,23/02/2025,UPI DR/P2P721424614808/VIKAS/P2P TRANSFER,UPI312722914727,1.00,-,248.00
24/02/2025,24/02/2025,CASH DEP/CSH541616881609/BRANCH DEPOSIT,CASH193815772934,-,"4,362.14","4,610.14"
24/02/2025,26/02/2025,UPI DR/UPI765661892094/BIGBASKET/MERCHANT PAYMENT,DR251700733949,"1,177.37",-,"3,432.77"
25/02/2025,26/02/2025,UPI DR/UPI114863821186/AIRTEL/MERCHANT PAYMENT,DR346750757212,"1,477.76",-,"1,955.01"
25/02/2025,27/02/2025,UPI DR/UPI900143868473/JIO/MERCHANT PAYMENT,DR195299445843,"1,159.48",-,795.53
25/02/2025,27/02/2025,UPI DR/UPI696163786047/OLA/MERCHANT PAYMENT,DR813778166474,545.53,-,250.00
26/02/2025,26/02/2025,UPI DR/UPI861935585174/AIRTEL/MERCHANT PAYMENT,DR620374349707,1.00,-,249.00
01/03/2025,01/03/2025,UPI CR/P2P712940570598/RAHUL/P2P RECEIVE,UPI201686139818,-,"4,236.66","4,485.66"
01/03/2025,03/03/2025,CASH DEP/CSH999660547292/BRANCH DEPOSIT,CASH254702396901,-,"4,696.80","9,182.46"
01/03/2025,03/03/2025,CHRG DR/FEE805539031619/BANK CHARGE,CHG900715760199,234.73,-,"8,947.73"
02/03/2025,03/03/2025,UPI DR/UPI126949140347/MEDPLUS/MERCHANT PAYMENT,DR402406200255,"1,262.76",-,"7,684.97"
03/03/2025,04/03/2025,UPI DR/UPI647477381099/MEDPLUS/MERCHANT PAYMENT,DR707315690437,"1,070.42",-,"6,614.55"
03/03/2025,04/03/2025,UPI DR/P2P600236503636/ANJALI/P2P TRANSFER,UPI434028043470,"2,972.47",-,"3,642.08"
03/03/2025,04/03/2025,UPI DR/P2P936653250421/KARAN/P2P TRANSFER,UPI744840447932,"2,903.96",-,738.12
04/03/2025,04/03/2025,UPI DR/UPI884940876116/OLA/MERCHANT PAYMENT,DR714495997273,488.12,-,250.00
05/03/2025,05/03/2025,IMPS CR/PKT114614822314/FAMILY SUPPORT/ROHAN,IMPS858206717445,-,"5,571.22","5,821.22"
05/03/2025,07/03/2025,UPI CR/P2P429619950780/MEERA/P2P RECEIVE,UPI661379555889,-,"3,619.50","9,440.72"
07/03/2025,09/03/2025,CHRG DR/FEE249075652760/BANK CHARGE,CHG556304329213,176.75,-,"9,263.97"
08/03/2025,08/03/2025,UPI DR/UPI561254037814/AMAZON/MERCHANT PAYMENT,DR118908378499,"1,336.67",-,"7,927.30"
08/03/2025,08/03/2025,UPI DR/P2P690065744448/PRIYA/P2P TRANSFER,UPI563247731592,"3,765.81",-,"4,161.49"
10/03/2025,11/03/2025,UPI DR/UPI477640384765/UBER/MERCHANT PAYMENT,DR784840419181,394.64,-,"3,766.85"
10/03/2025,12/03/2025,UPI DR/UPI534099752604/MEDPLUS/MERCHANT PAYMENT,DR164379609726,"1,636.25",-,"2,130.60"
11/03/2025,11/03/2025,UPI DR/UPI723359223259/APOLLO PHARMACY/MERCHANT PAYMENT,DR896400737296,"1,649.75",-,480.85
11/03/2025,13/03/2025,NEFT DR/TRF385930352758/ACCOUNT TRANSFER,NEFT793977951049,230.85,-,250.00
12/03/2025,14/03/2025,NEFT DR/TRF704822842871/ACCOUNT TRANSFER,NEFT448965537383,1.00,-,249.00
13/03/2025,14/03/2025,NEFT CR/SCH822079378757/SCHOLARSHIP CREDIT,CR999224667474,-,722.40,971.40
14/03/2025,15/03/2025,UPI DR/UPI915686838213/FLIPKART/MERCHANT PAYMENT,DR412714597666,721.40,-,250.00
14/03/2025,15/03/2025,UPI DR/P2P648173484630/NEHA/P2P TRANSFER,UPI381347743031,1.00,-,249.00
14/03/2025,16/03/2025,UPI DR/P2P222990037374/MEERA/P2P TRANSFER,UPI645964152112,1.00,-,248.00
16/03/2025,16/03/2025,NEFT DR/TRF501095078675/ACCOUNT TRANSFER,NEFT692538849071,1.00,-,247.00
