value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,NEFT CR/SAL423220318648/TECH MAHINDRA/MONTHLY SALARY,CR439754167690,-,"171,961.00","191,866.00"
03/01/2025,03/01/2025,UPI DR/UPI382620979416/DMART/MERCHANT PAYMENT,DR127265420559,"1,759.42",-,"190,106.58"
04/01/2025,06/01/2025,CASH DEP/CSH363377530440/BRANCH DEPOSIT,CASH986906747823,-,"14,504.32","204,610.90"
05/01/2025,07/01/2025,NEFT CR/TRF672277754285/TRANSFER IN,CR246099353786,-,"31,324.09","235,934.99"
07/01/2025,09/01/2025,UPI DR/P2P650119223632/KARAN/P2P TRANSFER,UPI986007868601,"21,987.59",-,"213,947.40"
08/01/2025,10/01/2025,UPI DR/P2P928045273991/SNEHA/P2P TRANSFER,UPI204889986497,"19,460.42",-,"194,486.98"
09/01/2025,10/01/2025,UPI DR/UPI853575368456/SPOTIFY/MERCHANT PAYMENT,DR958796909162,746.22,-,"193,740.76"
10/01/2025,10/01/2025,UPI DR/UPI862815268827/FLIPKART/MOBILEAPP,UPI137624419358,"2,085.15",-,"191,655.61"
10/01/2025,12/01/2025,NEFT CR/TRF400304507179/TRANSFER IN,CR926764676156,-,"39,490.22","231,145.83"
12/01/2025,13/01/2025,CHRG DR/FEE710943990654/BANK CHARGE,CHG548019099344,186.08,-,"230,959.75"
12/01/2025,13/01/2025,UPI CR/P2P423454880457/NEHA/P2P RECEIVE,UPI339086039420,-,"22,189.96","253,149.71"
15/01/2025,16/01/2025,NEFT DR/TRF577365403312/SAVINGS TRANSFER,NEFT969867433164,"2,719.06",-,"250,430.65"
19/01/2025,19/01/2025,UPI CR/UPI333635451535/RAHUL/P2P RECEIVE,UPI958917290374,-,"5,932.02","256,362.67"
20/01/2025,21/01/2025,UPI DR/UPI415703220462/NETFLIX/MERCHANT PAYMENT,DR161832128327,"2,261.80",-,"254,100.87"
21/01/2025,23/01/2025,UPI CR/P2P351013480119/NEHA/P2P RECEIVE,UPI654679471460,-,"14,926.39","269,027.26"
22/01/2025,22/01/2025,NEFT DR/TRF998296066338/ACCOUNT TRANSFER,NEFT748868412726,"26,646.40",-,"242,380.86"
24/01/2025,24/01/2025,NEFT CR/TRF855031360554/TRANSFER IN,CR172280737512,-,"33,378.70","275,759.56"
24/01/2025,24/01/2025,UPI DR/UPI331781268671/AMAZON/MERCHANT PAYMENT,DR659761962252,"8,975.16",-,"266,784.40"
