value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,RTGS CR/CLT528976746532/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS760647153489,-,"150,280.72","186,509.72"
04/01/2025,06/01/2025,RTGS CR/CLT936459460161/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS518309436823,-,"98,988.85","285,498.57"
05/01/2025,07/01/2025,CHRG DR/FEE376936466123/BANK CHARGE,CHG125739188829,288.52,-,"285,210.05"
06/01/2025,08/01/2025,NEFT DR/VEN338679517122/PACKAGING HUB/VENDOR PAYMENT,NEFT744717070070,"89,872.51",-,"195,337.54"
07/01/2025,07/01/2025,UPI DR/UPI859316595375/SPOTIFY/MERCHANT PAYMENT,DR527263610315,"5,537.88",-,"189,799.66"
07/01/2025,08/01/2025,UPI DR/UPI166432262399/JIO/MERCHANT PAYMENT,DR166082665643,"10,050.28",-,"179,749.38"
07/01/2025,09/01/2025,UPI DR/P2P296214084197/VIKAS/P2P TRANSFER,UPI726092391121,"11,224.21",-,"168,525.17"
09/01/2025,10/01/2025,RTGS CR/CLT129731543521/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS101333961543,-,"186,445.25","354,970.42"
10/01/2025,10/01/2025,UPI DR/UPI382965955455/UBER/MOBILEAPP,UPI749534798778,611.01,-,"354,359.41"
11/01/2025,11/01/2025,CASH DEP/CSH456756247321/BRANCH DEPOSIT,CASH597303663187,-,"13,732.70","368,092.11"
11/01/2025,13/01/2025,NEFT CR/CLT583096486769/ALPHA TRADERS/BULK RECEIPT,CR833958704489,-,"146,808.95","514,901.06"
12/01/2025,12/01/2025,CASH DEP/CSH244943419813/BRANCH DEPOSIT,CASH433549473551,-,"17,619.97","532,521.03"
12/01/2025,14/01/2025,NEFT CR/CLT721433903473/ORBIT RETAIL/BULK RECEIPT,CR540528521941,-,"107,118.09","639,639.12"
14/01/2025,16/01/2025,NEFT CR/CLT866801486233/NEXA INFRA/BULK RECEIPT,CR171152772572,-,"158,453.10","798,092.22"
14/01/2025,16/01/2025,NEFT CR/CLT591030275122/URBAN FOODS/BULK RECEIPT,CR702018039187,-,"200,948.53","999,040.75"
15/01/2025,16/01/2025,UPI DR/BIZ872893262979/RAWMAT SUPPLY/SUPPLIER PAYMENT,DR392090764088,"49,006.76",-,"950,033.99"
15/01/2025,16/01/2025,NEFT DR/TRF263839879766/SAVINGS TRANSFER,NEFT408916269246,"13,130.66",-,"936,903.33"
15/01/2025,17/01/2025,UPI DR/P2P844713572874/NEHA/P2P TRANSFER,UPI858148202682,"12,330.69",-,"924,572.64"
16/01/2025,18/01/2025,NEFT DR/VEN664365376401/PACKAGING HUB/VENDOR PAYMENT,NEFT398697729874,"19,854.47",-,"904,718.17"
18/01/2025,20/01/2025,NEFT CR/CLT474993932280/SKYLOGIC LLP/BULK RECEIPT,CR105386851982,-,"252,147.80","1,156,865.97"
18/01/2025,20/01/2025,UPI DR/BIZ332570379451/PACKAGING HUB/SUPPLIER PAYMENT,DR376983239066,"77,897.05",-,"1,078,968.92"
