Date,Details,Ref No/Cheque No,Debit,Credit,Balance
14/01/2025,WDL TFR UPI/DR/387806157960/HENDGE M/YESB/q 235149754/Sent 3418523546119 AT 06039 UDGIR,,181.88,,2282.93
17/01/2025,WDL TFR UPI/DR/892689196234/YOGESH M/UTIB/8 806000888/Sent 8509883534336 AT 06039 UDGIR,,52.44,,2230.49
19/01/2025,WDL TFR UPI/DR/045180976585/Amazon I/YESB/a mazon@yap/Requ 2826556844387 AT 06039 UDGIR,,181.14,,2049.35
19/01/2025,WDL TFR UPI/DR/148830421183/Pawar Pa/UTIB/g pay-12195/Sent 5175278896740 AT 06039 UDGIR,,81.52,,1967.83
20/01/2025,WDL TFR UPI/DR/108654026756/ANITA RA/YESB/q 696407459/Sent 5220209348103 AT 06039 UDGIR,,30.16,,1937.67
21/01/2025,WDL TFR UPI/DR/297902553168/SHUBHAM /YESB/q 985887379/Sent 4728538158634 AT 06039 UDGIR,,10.76,,1926.91
21/01/2025,DEP TFR UPI/CR/776647706319/MOHIT SU/BKID/ mohitttade/UPI 8207830737928 AT 06039 UDGIR,,,206.31,2133.22
22/01/2025,WDL TFR UPI/DR/639319848506/ANIL ARJ/YESB/ paytmqrt2m/NA 0052056021537 AT 06039 UDGIR,,37.73,,2095.49
23/01/2025,WDL TFR UPI/DR/541350152072/MR SOURA/YESB/q 415633514/Sent 3634551080894 AT 06039 UDGIR,,293.32,,1802.17
23/01/2025,DEP TFR UPI/CR/159716020286/JAGADISH/UBIN/ jaguswami1/UPI 4130178715485 AT 06039 UDGIR,,,1480.48,3282.65
25/01/2025,WDL TFR UPI/DR/501445089325/ADITYA K/SBIN/ 6342609774/UPI 4971221795588 AT 06039 UDGIR,,137.68,,3144.97
27/01/2025,DEP TFR UPI/CR/127129884835/ANIKET YASH/IBKL/ user36303/UPI 3573902034647 AT 06039 UDGIR,,,1653.11,4798.08
27/01/2025,DEP TFR UPI/CR/116772366078/MOHIT SU/BKID/ mohitttade/UPI 4657103589196 AT 06039 UDGIR,,,779.62,5577.70
30/01/2025,WDL TFR UPI/DR/568999441247/OM SAI P/YESB/p aytmqr6u7/Sent 7725307643672 AT 06039 UDGIR,,28.35,,5549.35
30/01/2025,WDL TFR UPI/DR/623789884918/SEEMA AB/YESB/q 216671691/Sent 0425358275850 AT 06039 UDGIR,,26.29,,5523.06
31/01/2025,WDL TFR UPI/DR/684469708176/Airtel/YESB/air tel-bil/Airtel 7461185523627 AT 06039 UDGIR,,539.92,,4983.14
