Date,Details,Ref No/Cheque No,Debit,Credit,Balance
12/01/2025,WDL TFR UPI/DR/400130631385/Master S/MAHB/ 6840640608/UPI 6442292989029 AT 06039 UDGIR,,154.16,,7036.07
14/01/2025,WDL TFR UPI/DR/398017100904/SEEMA AB/YESB/q 216671691/Sent 9695409256497 AT 06039 UDGIR,,39.03,,6997.04
14/01/2025,WDL TFR UPI/DR/597788214836/dhanjay /YESB/p aytmqr6k3/Sent 7218406774255 AT 06039 UDGIR,,42.07,,6954.97
15/01/2025,WDL TFR UPI/DR/309912211054/SEEMA AB/YESB/q 216671691/Sent 1073632765485 AT 06039 UDGIR,,23.29,,6931.68
16/01/2025,DEP TFR UPI/CR/818531631994/MOHIT SU/BKID/ mohitttade/UPI 4798537716100 AT 06039 UDGIR,,,57.16,6988.84
16/01/2025,WDL TFR UPI/DR/029284114904/Master S/MAHB/ 4230873506/UPI 2436625958315 AT 06039 UDGIR,,743.43,,6245.41
17/01/2025,WDL TFR UPI/DR/887220845263/MR SOURA/YESB/q 606711731/Sent 7290771574430 AT 06039 UDGIR,,452.21,,5793.20
17/01/2025,WDL TFR UPI/DR/727334499889/Airtel/YESB/air tel-bil/Airtel 5006004356457 AT 06039 UDGIR,,633.37,,5159.83
17/01/2025,WDL TFR UPI/DR/856132882708/Mr NINGA/FDRL/ bharatpe.9/Pay 9631580924036 AT 06039 UDGIR,,355.89,,4803.94
17/01/2025,WDL TFR UPI/DR/196376478462/Pawar Pa/UTIB/g pay-12190/Sent 9810218885682 AT 06039 UDGIR,,50.07,,4753.87
18/01/2025,DEP TFR UPI/CR/186932319931/PARTH DA/PPIW/8 262854390/Paid 6808315122637 AT 06039 UDGIR,,,92.04,4845.91
19/01/2025,WDL TFR UPI/DR/549452569405/DAYANAND/YESB/q 072608022/Sent 7796201732869 AT 06039 UDGIR,,28.08,,4817.83
21/01/2025,DEP TFR UPI/CR/243252066458/JAGADISH/UBIN/ jaguswami1/UPI 0233668209055 AT 06039 UDGIR,,,276.19,5094.02
21/01/2025,DEP TFR UPI/CR/828325884676/ADITYA K/SBIN/ adityakris/UPI 2515879128051 AT 06039 UDGIR,,,236.41,5330.43
23/01/2025,WDL TFR UPI/DR/543822118283/Pawar Pa/UTIB/g pay-12190/Sent 6324705790315 AT 06039 UDGIR,,45.24,,5285.19
25/01/2025,DEP TFR UPI/CR/123504077383/ADITYA K/SBIN/ adityakris/UPI 9765473814189 AT 06039 UDGIR,,,35.64,5320.83
26/01/2025,WDL TFR UPI/DR/729625023573/MR ADITY/NESF/ 7908702261/UPI 2568457756809 AT 06039 UDGIR,,85.36,,5235.47
27/01/2025,WDL TFR UPI/DR/933371033534/upi juspay/YESB /paytm-7620/Tr 9296950461645 AT 06039 UDGIR,,630.13,,4605.34
29/01/2025,DEP TFR UPI/CR/787715974429/SARTHAK /IPOS/ sarthakksh/UPI 9766068419677 AT 06039 UDGIR,,,4.32,4609.66
29/01/2025,WDL TFR UPI/DR/493259468969/SHISHA G/HDFC/v yapar.170/Sent 9112796516603 AT 06039 UDGIR,,144.44,,4465.22
29/01/2025,DEP TFR UPI/CR/497965637786/MOHIT SU/BKID/ mohitttade/UPI 4584110541527 AT 06039 UDGIR,,,209.75,4674.97
30/01/2025,WDL TFR UPI/DR/783809750728/Dilip Ba/YESB/ paytmqrj1i/NA 6188602787008 AT 06039 UDGIR,,14.00,,4660.97
01/02/2025,WDL TFR UPI/DR/073662303496/ANIL ARJ/YESB/ paytmqrt2m/NA 7781783730441 AT 06039 UDGIR,,173.44,,4487.53
02/02/2025,WDL TFR UPI/DR/438254460970/ADITYA A/BARB/ 1095717220/UPI 0486434748523 AT 06039 UDGIR,,33.59,,4453.94
04/02/2025,DEP TFR UPI/CR/557676933111/SARTHAK /BARB/ sarthakksh/UPI 2062294654435 AT 06039 UDGIR,,,1016.78,5470.72
07/02/2025,WDL TFR UPI/DR/991097856517/Abhinav /YESB/p aybus8261/Sent 2387869612115 AT 06039 UDGIR,,655.48,,4815.24
