value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,UPI DR/UPI224595047073/OLA/MERCHANT PAYMENT,DR177470827773,"1,541.78",-,"13,400.22"
02/01/2025,04/01/2025,UPI DR/UPI406050034239/JIO/MERCHANT PAYMENT,DR478502045178,"1,023.24",-,"12,376.98"
04/01/2025,04/01/2025,CASH DEP/CSH591895797822/BRANCH DEPOSIT,CASH725072562438,-,"4,757.10","17,134.08"
04/01/2025,04/01/2025,UPI DR/UPI935492029301/BOOKMYSHOW/MERCHANT PAYMENT,DR818384350027,784.63,-,"16,349.45"
04/01/2025,04/01/2025,IMPS CR/PKT295640670503/FAMILY SUPPORT/AMAN,IMPS459055539564,-,"4,395.87","20,745.32"
05/01/2025,06/01/2025,CASH DEP/CSH767740487254/BRANCH DEPOSIT,CASH233594885379,-,"2,539.71","23,285.02"
05/01/2025,06/01/2025,UPI DR/UPI784803913464/BIGBASKET/MERCHANT PAYMENT,DR247958803870,812.77,-,"22,472.25"
06/01/2025,07/01/2025,UPI DR/P2P822131445290/RAHUL/P2P TRANSFER,UPI961024306304,"4,478.24",-,"17,994.01"
06/01/2025,08/01/2025,UPI DR/UPI775527406631/AIRTEL/MERCHANT PAYMENT,DR684700611409,609.12,-,"17,384.89"
06/01/2025,08/01/2025,UPI DR/P2P104460685332/SNEHA/P2P TRANSFER,UPI303568543367,"4,772.52",-,"12,612.37"
10/01/2025,10/01/2025,UPI DR/UPI161233947954/AIRTEL/MERCHANT PAYMENT,DR879046995924,"1,442.12",-,"11,170.25"
10/01/2025,10/01/2025,UPI DR/UPI288256013744/AMAZON/MOBILEAPP,UPI749389616011,607.97,-,"10,562.28"
11/01/2025,12/01/2025,CHRG DR/FEE152600549314/BANK CHARGE,CHG167989135017,197.64,-,"10,364.64"
11/01/2025,13/01/2025,UPI DR/UPI753164276057/AIRTEL/MERCHANT PAYMENT,DR507769116777,"1,135.20",-,"9,229.44"
11/01/2025,13/01/2025,UPI DR/UPI977441943712/DMART/MERCHANT PAYMENT,DR777584452367,348.84,-,"8,880.60"
13/01/2025,14/01/2025,NEFT DR/TRF744301636340/ACCOUNT TRANSFER,NEFT418100526562,"5,380.60",-,"3,500.00"
13/01/2025,15/01/2025,UPI DR/UPI472152687840/BOOKMYSHOW/MERCHANT PAYMENT,DR937325202354,1.00,-,"3,499.00"
14/01/2025,15/01/2025,NEFT DR/TRF484355397023/ACCOUNT TRANSFER,NEFT383872864118,1.00,-,"3,498.00"
15/01/2025,16/01/2025,UPI DR/UPI786673730197/ZOMATO/MERCHANT PAYMENT,DR295648660098,1.00,-,"3,497.00"
