value_date,post_date,details,ref_no,debit,credit,balance
04/01/2025,06/01/2025,CHRG DR/FEE696696944665/BANK CHARGE,CHG858864114782,300.04,-,"593,724.96"
05/01/2025,07/01/2025,UPI DR/P2P184569770727/VIKAS/P2P TRANSFER,UPI775506648484,"8,145.46",-,"585,579.50"
06/01/2025,06/01/2025,UPI DR/BIZ802960694425/PRINT HOUSE/SUPPLIER PAYMENT,DR847215135933,"29,289.02",-,"556,290.48"
06/01/2025,07/01/2025,UPI DR/BIZ131759253172/CITY LOGISTICS/SUPPLIER PAYMENT,DR521789233223,"5,893.15",-,"550,397.33"
07/01/2025,08/01/2025,UPI CR/P2P472339902198/ROHAN/P2P RECEIVE,UPI955311866343,-,"3,044.38","553,441.71"
07/01/2025,09/01/2025,RTGS CR/CLT468124199583/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS389146549019,-,"200,496.90","753,938.61"
08/01/2025,09/01/2025,NEFT CR/CLT610995493051/URBAN FOODS/BULK RECEIPT,CR288403503812,-,"32,007.65","785,946.26"
09/01/2025,10/01/2025,NEFT DR/VEN753958444047/PRINT HOUSE/VENDOR PAYMENT,NEFT435951086357,"104,023.88",-,"681,922.38"
09/01/2025,10/01/2025,UPI CR/P2P446820310261/MEERA/P2P RECEIVE,UPI566705616061,-,"13,159.54","695,081.92"
10/01/2025,10/01/2025,UPI DR/UPI533783969982/MEDPLUS/MOBILEAPP,UPI787086617790,"1,022.66",-,"694,059.26"
10/01/2025,12/01/2025,NEFT CR/CLT459518972064/SKYLOGIC LLP/BULK RECEIPT,CR614711282619,-,"171,316.39","865,375.65"
12/01/2025,13/01/2025,CHRG DR/FEE920833815601/BANK CHARGE,CHG751015603279,341.87,-,"865,033.78"
12/01/2025,13/01/2025,RTGS CR/CLT914064113834/NEXA INFRA/INVOICE SETTLEMENT,RTGS928372892855,-,"63,026.14","928,059.92"
13/01/2025,15/01/2025,NEFT CR/CLT256319555096/ALPHA TRADERS/BULK RECEIPT,CR390080286014,-,"206,643.14","1,134,703.06"
