Date,Details,Ref No/Cheque No,Debit,Credit,Balance
12/01/2025,DEP TFR UPI/CR/819408455824/JAGADISH/UBIN/ jaguswami1/UPI 2779763235637 AT 06039 UDGIR,,,2445.20,36059.47
13/01/2025,DEP TFR UPI/CR/667581994555/ANIKET KUNAL/IBKL/ user39407/UPI 7219377686139 AT 06039 UDGIR,,,2373.98,38433.45
14/01/2025,WDL TFR UPI/DR/774168562260/ALINA WI/HDFC/a linawines/Sent 6849953231823 AT 06039 UDGIR,,2788.27,,35645.18
15/01/2025,DEP TFR UPI/CR/660589697409/ANIKET KUNAL/IBKL/ user39407/UPI 3004727507882 AT 06039 UDGIR,,,1361.55,37006.73
16/01/2025,WDL TFR UPI/DR/551516265337/HARSHAD /YESB/p aytmqr66y/Sent 7959372923632 AT 06039 UDGIR,,171.57,,36835.16
17/01/2025,WDL TFR UPI/DR/319638867005/ROLL FIE/YESB/q 483422231/Sent 3683429613915 AT 06039 UDGIR,,85.46,,36749.70
19/01/2025,WDL TFR UPI/DR/735252603679/HEALTH F/YESB/p aytmqr6cv/Sent 3116801719376 AT 06039 UDGIR,,489.59,,36260.11
20/01/2025,WDL TFR UPI/DR/918203427924/MR SOURA/YESB/q 606711731/Sent 0067301464269 AT 06039 UDGIR,,371.62,,35888.49
20/01/2025,WDL TFR UPI/DR/526991250741/Ganesh L/UTIB/g pay-12190/Sent 7995672557848 AT 06039 UDGIR,,33.40,,35855.09
21/01/2025,WDL TFR UPI/DR/181518367307/N J P PA/YESB/p aytm.s1oi/Sent 4976483182608 AT 06039 UDGIR,,180.63,,35674.46
23/01/2025,DEP TFR UPI/CR/372875463986/PARTH DA/PPIW/8 262854390/Paid 0587542389008 AT 06039 UDGIR,,,72.90,35747.36
23/01/2025,WDL TFR UPI/DR/839395840218/ADITYA K/SBIN/ 0138503555/UPI 5658894636526 AT 06039 UDGIR,,163.24,,35584.12
24/01/2025,WDL TFR UPI/DR/509358561580/CONFIRM /AIRP/c onfirmtic/UPII 0226093856615 AT 06039 UDGIR,,2015.04,,33569.08
24/01/2025,WDL TFR UPI/DR/224388852241/NILESH V/YESB/q 227985328/Sent 5106743363984 AT 06039 UDGIR,,120.22,,33448.86
26/01/2025,DEP TFR UPI/CR/498185889774/MOHIT SU/BKID/ mohitttade/UPI 3115729678318 AT 06039 UDGIR,,,21.85,33470.71
29/01/2025,WDL TFR UPI/DR/789711945166/Mr NINGA/FDRL/ bharatpe.9/Pay 8434782428461 AT 06039 UDGIR,,52.95,,33417.76
29/01/2025,WDL TFR UPI/DR/768350994951/MOHIT SU/BKID/ mohitttade/UPI 8430924936493 AT 06039 UDGIR,,909.20,,32508.56
31/01/2025,WDL TFR UPI/DR/191496150850/Mrs KANC/YESB/ bharatpe9s/Pay 2477477077468 AT 06039 UDGIR,,293.67,,32214.89
31/01/2025,DEP TFR UPI/CR/169055254767/ADITYA K/SBIN/ adityakris/UPI 1842126626330 AT 06039 UDGIR,,,2820.03,35034.92
02/02/2025,DEP TFR UPI/CR/498270054282/MOHIT SU/BKID/ mohitttade/UPI 2246433545207 AT 06039 UDGIR,,,227.27,35262.19
04/02/2025,WDL TFR UPI/DR/309524381450/SANNI GO/YESB/ bharatpe9e/Pay 6684766939212 AT 06039 UDGIR,,54.23,,35207.96
