Date,Details,Ref No/Cheque No,Debit,Credit,Balance
06/01/2025,WDL TFR UPI/DR/680104986624/SHRIMANT/HDFC/v yapar.172/Sent 9266002644263 AT 06039 UDGIR,,57.14,,43004.41
07/01/2025,WDL TFR UPI/DR/493609585406/AARADHYA/YESB/q 952613693/Sent 3764721806737 AT 06039 UDGIR,,29.65,,42974.76
07/01/2025,CEMTEX DEP UPI/DRC/201 234439286/04032026/21486,,,11.69,42986.45
07/01/2025,DEP TFR UPI/CR/894677740263/ADITYA SANIKA/IBKL/ user03460/UPI 4539791761818 AT 06039 UDGIR,,,3531.20,46517.65
08/01/2025,WDL TFR UPI/DR/177953958150/HARSHAD /YESB/p aytmqr736/Sent 9857125490202 AT 06039 UDGIR,,326.87,,46190.78
09/01/2025,WDL TFR UPI/DR/097011369457/BALAJI G/BARB/q 604749268/Sent 4047009831951 AT 06039 UDGIR,,135.34,,46055.44
11/01/2025,DEP TFR UPI/CR/819110948392/Master S/MAHB/ parthchava/UPI 1990964855399 AT 06039 UDGIR,,,194.47,46249.91
12/01/2025,WDL TFR UPI/DR/221969949567/RAJENTERP/YESB/ q039410539/Sen 1861678324917 AT 06039 UDGIR,,44.86,,46205.05
12/01/2025,DEP TFR UPI/CR/004704304566/ADITYA A/BARB/9 356138585/Paym 8798695136684 AT 06039 UDGIR,,,140.77,46345.82
13/01/2025,WDL TFR UPI/DR/188760174792/Kalbhor /KKBK/0 791752a02/3030 9752702416615 AT 06039 UDGIR,,11.79,,46334.03
14/01/2025,WDL TFR UPI/DR/427130614949/MR ADITY/NESF/ 8334456468/UPI 1228821907045 AT 06039 UDGIR,,313.74,,46020.29
15/01/2025,WDL TFR UPI/DR/495404066235/MR SOURA/YESB/q 893257851/Sent 2125104027362 AT 06039 UDGIR,,226.86,,45793.43
15/01/2025,WDL TFR UPI/DR/031708149219/SMART TNP8/YESB /paytm-7325/Se 1131253378226 AT 06039 UDGIR,,1753.58,,44039.85
16/01/2025,WDL TFR UPI/DR/039345688514/SANNI GO/YESB/ bharatpe9e/Pay 4173245731032 AT 06039 UDGIR,,42.42,,43997.43
17/01/2025,DEP TFR UPI/CR/363128298595/Master S/MAHB/ parthchava/UPI 5306825196874 AT 06039 UDGIR,,,109.45,44106.88
18/01/2025,DEP TFR UPI/CR/778891862677/Master S/MAHB/ parthchava/UPI 9534246271647 AT 06039 UDGIR,,,55.71,44162.59
19/01/2025,WDL TFR UPI/DR/613544847754/HARSHAD /BKID/7 350140676/Sent 4575599408330 AT 06039 UDGIR,,2437.90,,41724.69
20/01/2025,WDL TFR UPI/DR/736371578045/PRANITA /YESB/q 349450901/Sent 8647940331212 AT 06039 UDGIR,,1003.76,,40720.93
20/01/2025,DEP TFR UPI/CR/233362013790/JAGADISH/UBIN/ jaguswami1/UPI 0179778739271 AT 06039 UDGIR,,,1202.11,41923.04
21/01/2025,WDL TFR UPI/DR/951156935867/SHREE GA/YESB/q 369201673/Sent 2834818192212 AT 06039 UDGIR,,26.32,,41896.72
22/01/2025,DEP TFR UPI/CR/690585529124/ADITYA K/SBIN/ adityakris/UPI 3726188199063 AT 06039 UDGIR,,,122.70,42019.42
22/01/2025,WDL TFR UPI/DR/523707602077/Brahmana/SBIN/8 055330003/Sent 0078594710170 AT 06039 UDGIR,,179.02,,41840.40
22/01/2025,WDL TFR UPI/DR/463177913002/SHREE GA/YESB/q 190874553/Sent 8253161878600 AT 06039 UDGIR,,35.08,,41805.32
25/01/2025,DEP TFR UPI/CR/996625446010/JAGADISH/UBIN/ jaguswami1/UPI 1206857167064 AT 06039 UDGIR,,,738.09,42543.41
26/01/2025,DEP TFR UPI/CR/785519983364/JAGADISH/UBIN/ jaguswami1/UPI 1951644907868 AT 06039 UDGIR,,,2643.38,45186.79
27/01/2025,WDL TFR UPI/DR/708999522656/ADITYA A/BARB/ 2936285740/UPI 8471124644936 AT 06039 UDGIR,,129.10,,45057.69
28/01/2025,WDL TFR UPI/DR/243301230341/ANITA RA/YESB/q 696407459/Sent 1741248198758 AT 06039 UDGIR,,23.11,,45034.58
29/01/2025,DEP TFR UPI/CR/087150818717/ADITYA K/SBIN/ adityakris/UPI 3628282074138 AT 06039 UDGIR,,,2001.08,47035.66
30/01/2025,WDL TFR UPI/DR/309990856872/FRANCISC/YESB/p aytmqr6ep/Veri 9757250030258 AT 06039 UDGIR,,1969.85,,45065.81
30/01/2025,CEMTEX DEP UPI/DRC/60 3677995245/05032026/3085,,,79.30,45145.11
30/01/2025,WDL TFR UPI/DR/171012704951/Blinkit/HDFC/bl inkit.pa/UPIIn 2997032956893 AT 06039 UDGIR,,533.48,,44611.63
02/02/2025,DEP TFR UPI/CR/509343519078/Master S/MAHB/ parthchava/UPI 1052671915652 AT 06039 UDGIR,,,604.27,45215.90
03/02/2025,WDL TFR UPI/DR/974703324670/Mr DNYAN/YESB/q 415692177/Sent 3830490297168 AT 06039 UDGIR,,64.71,,45151.19
04/02/2025,DEP TFR UPI/CR/431728404671/JAGADISH/UBIN/ jaguswami1/UPI 9605862591184 AT 06039 UDGIR,,,1253.61,46404.80
05/02/2025,DEP TFR UPI/CR/140545599987/MR ADITY/NESF/ 4763309569/UPI 1732530724976 AT 06039 UDGIR,,,4241.18,50645.98
06/02/2025,DEP TFR UPI/CR/788878945607/ADITYA K/SBIN/ adityakris/UPI 0683045397107 AT 06039 UDGIR,,,23.10,50669.08
09/02/2025,DEP TFR UPI/CR/292274941084/JAGADISH/UBIN/ jaguswami1/UPI 5065836022089 AT 06039 UDGIR,,,138.80,50807.88
10/02/2025,DEP TFR UPI/CR/288676320842/JAGADISH/UBIN/ jaguswami1/UPI 9316918944620 AT 06039 UDGIR,,,628.08,51435.96
10/02/2025,DEP TFR UPI/CR/416724609392/JAGADISH/UBIN/ jaguswami1/UPI 7290903393747 AT 06039 UDGIR,,,1425.48,52861.44
10/02/2025,WDL TFR UPI/DR/215829073808/HARSHAD /YESB/p aytmqr66y/Sent 2148737971002 AT 06039 UDGIR,,96.30,,52765.14
11/02/2025,WDL TFR UPI/DR/930993030398/HARSHAD /YESB/p aytmqr736/Sent 6159387934498 AT 06039 UDGIR,,250.07,,52515.07
13/02/2025,WDL TFR UPI/DR/862178009379/Mr NINGA/FDRL/ bharatpe.9/Pay 5815240122622 AT 06039 UDGIR,,79.72,,52435.35
14/02/2025,WDL TFR UPI/DR/645389808899/HARSHAD /BKID/ 7111941667/UPI 6425539224821 AT 06039 UDGIR,,2049.73,,50385.62
14/02/2025,DEP TFR UPI/CR/280680938752/SARTHAK /IPOS/ sarthakksh/UPI 9514886295496 AT 06039 UDGIR,,,46.64,50432.26
15/02/2025,DEP TFR UPI/CR/395235580096/ADITYA K/SBIN/ adityakris/UPI 3413982439402 AT 06039 UDGIR,,,526.08,50958.34
16/02/2025,DEP TFR UPI/CR/278222774510/SARTHAK /IPOS/ sarthakksh/UPI 2492930197197 AT 06039 UDGIR,,,91.02,51049.36
16/02/2025,DEP TFR UPI/CR/331483191016/Bhagyash/BARB/ vaniswami1/UPI 4320735564984 AT 06039 UDGIR,,,1040.21,52089.57
16/02/2025,DEP TFR UPI/CR/009774540325/SARTHAK /IPOS/ sarthakksh/UPI 0619500180823 AT 06039 UDGIR,,,32.18,52121.75
16/02/2025,DEP TFR UPI/CR/146458915658/Akash/SBIN/7899 678022/Payment 5946757202867 AT 06039 UDGIR,,,465.30,52587.05
17/02/2025,DEP TFR UPI/CR/932802790096/SHRADHA /KVBL/ shradha.na/UPI 8104866193960 AT 06039 UDGIR,,,713.68,53300.73
17/02/2025,DEP TFR UPI/CR/396796502109/Master S/MAHB/ parthchava/UPI 9231095666899 AT 06039 UDGIR,,,136.27,53437.00
17/02/2025,DEP TFR UPI/CR/591849468480/JAGADISH/UBIN/ jaguswami1/UPI 0825308649713 AT 06039 UDGIR,,,645.42,54082.42
20/02/2025,WDL TFR UPI/DR/236934944355/Mrs KANC/YESB/ bharatpe9s/Pay 6993956029304 AT 06039 UDGIR,,76.14,,54006.28
22/02/2025,WDL TFR UPI/DR/597591864823/viveksj1/IBKL/ user03460/UPI 4530921663534 AT 06039 UDGIR,,5303.24,,48703.04
24/02/2025,DEP TFR UPI/CR/880559089986/ADITYA A/BARB/9 356138585/Paym 3785505982650 AT 06039 UDGIR,,,686.72,49389.76
25/02/2025,WDL TFR UPI/DR/050386992606/SANJAY B/YESB/p aytmqr6vg/Sent 6623261482455 AT 06039 UDGIR,,64.34,,49325.42
27/02/2025,DEP TFR UPI/CR/444443409988/MOHIT SU/BKID/ mohitttade/UPI 8481204029307 AT 06039 UDGIR,,,74.62,49400.04
27/02/2025,WDL TFR UPI/DR/325355422140/NASER RA/YESB/q 503920062/Sent 7511427605416 AT 06039 UDGIR,,45.57,,49354.47
02/03/2025,DEP TFR UPI/CR/374291674839/JAGADISH/UBIN/ jaguswami1/UPI 1756924532641 AT 06039 UDGIR,,,117.09,49471.56
02/03/2025,WDL TFR UPI/DR/062353862091/SATENDRA/YESB/p aytmqr6vs/Sent 5353153695759 AT 06039 UDGIR,,43.13,,49428.43
03/03/2025,DEP TFR UPI/CR/565610590615/MOHIT SU/BKID/ mohitttade/UPI 4362678961806 AT 06039 UDGIR,,,33.87,49462.30
05/03/2025,WDL TFR UPI/DR/543539399002/BANKAR R/YESB/q 277110439/Sent 4334570299904 AT 06039 UDGIR,,550.81,,48911.49
05/03/2025,DEP TFR UPI/CR/157848938233/JAGADISH/UBIN/ jaguswami1/UPI 2503690397049 AT 06039 UDGIR,,,1388.28,50299.77
05/03/2025,WDL TFR UPI/DR/292794653400/Mr Popat/YESB/q 324753482/Sent 7473879339092 AT 06039 UDGIR,,34.09,,50265.68
05/03/2025,WDL TFR UPI/DR/409079443119/SARTHAK /IPOS/ sarthakksh/UPI 5260782166048 AT 06039 UDGIR,,97.77,,50167.91
08/03/2025,WDL TFR UPI/DR/270609814794/MR ADITY/NESF/ 6514686158/UPI 3166536657756 AT 06039 UDGIR,,206.44,,49961.47
09/03/2025,WDL TFR UPI/DR/676605911848/SEEMA AB/YESB/q 216671691/Sent 3095950388688 AT 06039 UDGIR,,22.29,,49939.18
10/03/2025,DEP TFR UPI/CR/321175903540/ADITYA K/SBIN/ adityakris/UPI 4621373067288 AT 06039 UDGIR,,,263.27,50202.45
11/03/2025,WDL TFR UPI/DR/503315021829/MOHIT SU/BKID/ 0126024681/UPI 1232276565382 AT 06039 UDGIR,,14425.89,,35776.56
12/03/2025,DEP TFR UPI/CR/272594931239/ADITYA SANIKA/IBKL/ user03460/UPI 8741552843902 AT 06039 UDGIR,,,3092.79,38869.35
13/03/2025,WDL TFR UPI/DR/247622486554/Amazon P/RATN/a mazon-pod/Sent 5757847823024 AT 06039 UDGIR,,147.17,,38722.18
15/03/2025,WDL TFR UPI/DR/903596660303/Abhinav /YESB/p aybus8261/Sent 9019156376816 AT 06039 UDGIR,,1100.22,,37621.96
16/03/2025,WDL TFR UPI/DR/584546591014/ANIL ARJ/YESB/ paytmqr1dr/NA 3383532615810 AT 06039 UDGIR,,109.19,,37512.77
18/03/2025,DEP TFR UPI/CR/659952292823/JAGADISH/UBIN/ jaguswami1/UPI 0423674971254 AT 06039 UDGIR,,,895.80,38408.57
20/03/2025,WDL TFR UPI/DR/707295810011/MOHIT SU/BKID/ mohitttade/UPI 3261064616365 AT 06039 UDGIR,,79.47,,38329.10
21/03/2025,WDL TFR UPI/DR/239700224763/MOHIT SU/BKID/ mohitttade/UPI 3117997595700 AT 06039 UDGIR,,341.08,,37988.02
22/03/2025,WDL TFR UPI/DR/870673007082/Pawar Pa/UTIB/g pay-12190/Sent 2361428000104 AT 06039 UDGIR,,136.96,,37851.06
23/03/2025,DEP TFR UPI/CR/383264115639/ADITYA A/BARB/9 356138585/Paym 0379124006233 AT 06039 UDGIR,,,1356.89,39207.95
23/03/2025,DEP TFR UPI/CR/451595885893/PhonePe/YESB/ph onepemer/R02 P 7566044194292 AT 06039 UDGIR,,,5988.44,45196.39
24/03/2025,WDL TFR UPI/DR/449483070420/SHREE GA/YESB/q 177717515/Sent 5541094270897 AT 06039 UDGIR,,27.03,,45169.36
25/03/2025,WDL TFR UPI/DR/380616216041/BALAJI G/BARB/q 604749268/Sent 5703873428744 AT 06039 UDGIR,,110.90,,45058.46
28/03/2025,DEP TFR UPI/CR/123678876184/SARTHAK /IPOS/ sarthakksh/UPI 9793427356754 AT 06039 UDGIR,,,27.21,45085.67
30/03/2025,WDL TFR UPI/DR/263302324778/ADITYA K/SBIN/ 2564442943/UPI 7995945428582 AT 06039 UDGIR,,49.53,,45036.14
31/03/2025,DEP TFR UPI/CR/353661091501/Master S/MAHB/ parthchava/UPI 6866624825181 AT 06039 UDGIR,,,99.21,45135.35
02/04/2025,WDL TFR UPI/DR/247237859270/MOHIT SU/BKID/ 2097438584/UPI 4612003764217 AT 06039 UDGIR,,119.89,,45015.46
02/04/2025,WDL TFR UPI/DR/632380779950/Shree Ch/YESB/p aytmqr5f8/Sent 4639234920950 AT 06039 UDGIR,,16.01,,44999.45
04/04/2025,DEP TFR UPI/CR/361585595447/Master S/MAHB/ parthchava/UPI 9037601689694 AT 06039 UDGIR,,,108.29,45107.74
04/04/2025,WDL TFR UPI/DR/187754656564/HARSHAD /YESB/p aytmqr66y/Sent 6848001253960 AT 06039 UDGIR,,162.90,,44944.84
