Date,Details,Ref No/Cheque No,Debit,Credit,Balance
10/01/2025,WDL TFR UPI/DR/089134930544/HEALTH F/YESB/p aytmqr6di/Sent 9845954167498 AT 06039 UDGIR,,237.23,,41852.84
11/01/2025,WDL TFR UPI/DR/969024610007/MR SOURA/YESB/q 893257851/Sent 3693344374126 AT 06039 UDGIR,,477.16,,41375.68
11/01/2025,WDL TFR UPI/DR/701080344518/LAXMI DE/YESB/ bharatpe90/Pay 8021352891726 AT 06039 UDGIR,,27.59,,41348.09
12/01/2025,DEP TFR UPI/CR/616511760602/ADITYA K/SBIN/ adityakris/UPI 8325164359093 AT 06039 UDGIR,,,32.63,41380.72
14/01/2025,DEP TFR UPI/CR/610224463530/MR ADITY/NESF/ 9236076841/UPI 9193028586110 AT 06039 UDGIR,,,1479.92,42860.64
15/01/2025,WDL TFR UPI/DR/457386742492/MOHIT SU/BKID/ 9355457121/UPI 7698837246631 AT 06039 UDGIR,,136.52,,42724.12
17/01/2025,WDL TFR UPI/DR/611756437692/PRAJAKTA/PPIW/o mbk.aafz1/Sent 3676544534501 AT 06039 UDGIR,,316.90,,42407.22
17/01/2025,WDL TFR UPI/DR/743662391262/MAHESH V/FDRL/ bharatpe.9/Pay 7114716848580 AT 06039 UDGIR,,171.25,,42235.97
18/01/2025,WDL TFR UPI/DR/172170143044/PRAJAKTA/PPIW/o mbk.aafz1/Sent 9289735524838 AT 06039 UDGIR,,438.84,,41797.13
18/01/2025,WDL TFR UPI/DR/665441187160/CONFIRM /AIRP/c onfirmtic/UPII 3779674537563 AT 06039 UDGIR,,2325.35,,39471.78
18/01/2025,DEP TFR UPI/CR/920181818958/SARTHAK /BARB/ sarthakksh/UPI 1407821929402 AT 06039 UDGIR,,,1724.09,41195.87
21/01/2025,WDL TFR UPI/DR/140383280549/MOHIT SU/BKID/ 4484152286/UPI 7215051937359 AT 06039 UDGIR,,4470.75,,36725.12
21/01/2025,DEP TFR UPI/CR/737861806016/ONE97 CO/utib/p oweracces/paym 4615090884635 AT 06039 UDGIR,,,4.08,36729.20
23/01/2025,WDL TFR UPI/DR/843128739888/Prajakta/PPIW/o mbk.aagq2/Sent 0072502635835 AT 06039 UDGIR,,378.50,,36350.70
25/01/2025,WDL TFR UPI/DR/998642603766/BP Petro/YESB/q 991340776/Sent 5780548265239 AT 06039 UDGIR,,149.79,,36200.91
28/01/2025,DEP TFR UPI/CR/650049643394/Bhagyash/BARB/ vaniswami1/UPI 2410309862103 AT 06039 UDGIR,,,11483.19,47684.10
29/01/2025,WDL TFR UPI/DR/592964699156/ADITYA K/SBIN/ 2685816527/UPI 8030743818941 AT 06039 UDGIR,,150.09,,47534.01
01/02/2025,WDL TFR UPI/DR/997994705408/HARSHAD /YESB/p aytmqr736/Sent 1213829118590 AT 06039 UDGIR,,247.69,,47286.32
02/02/2025,WDL TFR UPI/DR/532756704399/ADITYA A/BARB/ 0765472825/UPI 3747683317703 AT 06039 UDGIR,,252.46,,47033.86
02/02/2025,DEP TFR UPI/CR/616719193149/JAGADISH/UBIN/ jaguswami1/UPI 6892374963154 AT 06039 UDGIR,,,2072.57,49106.43
02/02/2025,WDL TFR UPI/DR/576155106280/HEALTH F/YESB/p aytmqr6di/Sent 6976392033645 AT 06039 UDGIR,,193.55,,48912.88
03/02/2025,WDL TFR UPI/DR/893910332375/ANIL ARJ/YESB/ paytmqrt2m/NA 8353218450225 AT 06039 UDGIR,,27.86,,48885.02
03/02/2025,DEP TFR UPI/CR/841602650703/SARTHAK /IPOS/ sarthakksh/UPI 3873370642410 AT 06039 UDGIR,,,163.61,49048.63
04/02/2025,WDL TFR UPI/DR/145067355523/LAXMAN B/YESB/q 255887348/Sent 5623751133659 AT 06039 UDGIR,,39.75,,49008.88
04/02/2025,WDL TFR UPI/DR/669697337058/Master S/MAHB/ 7308625712/UPI 4966204925006 AT 06039 UDGIR,,131.42,,48877.46
04/02/2025,WDL TFR UPI/DR/578143272347/Fatema s/YESB/p aytm.s1is/Sent 7631393960705 AT 06039 UDGIR,,30.30,,48847.16
05/02/2025,WDL TFR UPI/DR/050187437617/KRISHNA /UTIB/g pay-11235/Sent 1696162027726 AT 06039 UDGIR,,131.47,,48715.69
06/02/2025,WDL TFR UPI/DR/546034524353/MOHIT SU/BKID/ 2234590553/UPI 2590840162667 AT 06039 UDGIR,,63.67,,48652.02
07/02/2025,WDL TFR UPI/DR/643457430114/ANIL ARJ/YESB/ paytmqrt2m/NA 3155378723506 AT 06039 UDGIR,,154.66,,48497.36
10/02/2025,WDL TFR UPI/DR/980673255863/Brahmana/SBIN/8 055330003/Sent 8260002817263 AT 06039 UDGIR,,265.94,,48231.42
11/02/2025,WDL TFR UPI/DR/926279901159/Master S/MAHB/ 3090557210/UPI 0055262437638 AT 06039 UDGIR,,110.65,,48120.77
13/02/2025,WDL TFR UPI/DR/671606767020/sai trad/YESB/ paytmqraya/NA 0070541579483 AT 06039 UDGIR,,128.14,,47992.63
13/02/2025,WDL TFR UPI/DR/515127439650/ADITYA K/SBIN/ 5982905922/UPI 3145736690927 AT 06039 UDGIR,,226.09,,47766.54
13/02/2025,DEP TFR UPI/CR/115910938322/MR ADITY/NESF/7 972873499/Paym 5436431745959 AT 06039 UDGIR,,,30.08,47796.62
14/02/2025,WDL TFR UPI/DR/917880135603/Mrs KANC/YESB/ bharatpe9s/Pay 7063692277534 AT 06039 UDGIR,,41.81,,47754.81
15/02/2025,WDL TFR UPI/DR/983438613128/Pawar Pa/UTIB/g pay-12190/Sent 6999307785721 AT 06039 UDGIR,,80.31,,47674.50
16/02/2025,WDL TFR UPI/DR/099341219931/ANIL ARJ/YESB/ paytmqrt2m/NA 2007675340368 AT 06039 UDGIR,,110.54,,47563.96
16/02/2025,WDL TFR UPI/DR/928402012357/HADKE HE/YESB/ paytmqr12b/NA 5642712242194 AT 06039 UDGIR,,136.13,,47427.83
17/02/2025,WDL TFR UPI/DR/732961207680/ANIL ARJ/YESB/ paytmqrt2m/NA 5170178010717 AT 06039 UDGIR,,235.46,,47192.37
18/02/2025,WDL TFR UPI/DR/704798827753/Karan Ba/YESB/p aytmqr6ic/Sent 6581420804087 AT 06039 UDGIR,,28.67,,47163.70
18/02/2025,WDL TFR UPI/DR/878805913024/Master S/MAHB/ 4294587014/UPI 7210915519879 AT 06039 UDGIR,,388.00,,46775.70
18/02/2025,DEP TFR UPI/CR/614418670719/SARTHAK /IPOS/ sarthakksh/UPI 8794828330539 AT 06039 UDGIR,,,120.76,46896.46
18/02/2025,WDL TFR UPI/DR/875220736241/ADITYA K/SBIN/ 0713679220/UPI 6016096880386 AT 06039 UDGIR,,36.43,,46860.03
20/02/2025,WDL TFR UPI/DR/506223730680/MAHESH M/YESB/p aytmqr67h/Sent 5674867293071 AT 06039 UDGIR,,22.40,,46837.63
20/02/2025,WDL TFR UPI/DR/093590796909/MOHD TA/YESB/q 031119064/Sent 6525159918499 AT 06039 UDGIR,,53.18,,46784.45
20/02/2025,DEP TFR UPI/CR/906655939268/PARTH DA/BKID/ parthchava/UPI 7242860545162 AT 06039 UDGIR,,,2273.71,49058.16
21/02/2025,WDL TFR UPI/DR/797698977382/Brahmana/SBIN/8 055330003/Sent 6765981058972 AT 06039 UDGIR,,131.61,,48926.55
21/02/2025,WDL TFR UPI/DR/579733752376/Prajakta/PPIW/o mbk.aadd5/Sent 7120481704680 AT 06039 UDGIR,,539.05,,48387.50
24/02/2025,WDL TFR UPI/DR/830377783866/ANIL ARJ/YESB/ paytmqrt2m/NA 9432491623753 AT 06039 UDGIR,,299.33,,48088.17
25/02/2025,WDL TFR UPI/DR/987511178154/Gajanand/UTIB/g pay-11244/Sent 3234717125260 AT 06039 UDGIR,,112.54,,47975.63
26/02/2025,DEP TFR UPI/CR/982996683055/MOHIT SU/BKID/ mohitttade/UPI 5269256827253 AT 06039 UDGIR,,,228.88,48204.51
28/02/2025,DEP TFR UPI/CR/486128259332/Master S/MAHB/ parthchava/UPI 8742733793370 AT 06039 UDGIR,,,57.59,48262.10
01/03/2025,DEP TFR UPI/CR/741633838093/MOHIT SU/BKID/ mohitttade/UPI 8483619491033 AT 06039 UDGIR,,,87.62,48349.72
02/03/2025,WDL TFR UPI/DR/817206474390/ADITYA K/SBIN/ 5283526278/UPI 3329613494696 AT 06039 UDGIR,,3700.02,,44649.70
03/03/2025,DEP TFR UPI/CR/071947260497/Master S/MAHB/ parthchava/UPI 8192146617747 AT 06039 UDGIR,,,136.20,44785.90
03/03/2025,WDL TFR UPI/DR/489458966381/ADITYA K/SBIN/ 7433080285/UPI 7775325247804 AT 06039 UDGIR,,1406.72,,43379.18
04/03/2025,DEP TFR UPI/CR/690983889800/JAGADISH/UBIN/ jaguswami1/UPI 7396692384646 AT 06039 UDGIR,,,300.03,43679.21
05/03/2025,WDL TFR UPI/DR/588514279412/Mr RAJES/YESB/q 333714264/Sent 5855378369393 AT 06039 UDGIR,,17.58,,43661.63
05/03/2025,WDL TFR UPI/DR/404963063422/SHANKAR/YESB/q 256466505/Sent 4140458146993 AT 06039 UDGIR,,39.32,,43622.31
06/03/2025,WDL TFR UPI/DR/591411121065/Abhinav /YESB/p aybus8261/Sent 4474544482352 AT 06039 UDGIR,,1146.95,,42475.36
06/03/2025,WDL TFR UPI/DR/286929618142/DAYANAND/YESB/q 072608022/Sent 3249050479062 AT 06039 UDGIR,,50.89,,42424.47
07/03/2025,WDL TFR UPI/DR/055417734134/ADITYA K/SBIN/ 4207046939/UPI 3726111707026 AT 06039 UDGIR,,185.02,,42239.45
07/03/2025,WDL TFR UPI/DR/654006506261/DAYANAND/YESB/q 072608022/Sent 6987424897260 AT 06039 UDGIR,,34.28,,42205.17
08/03/2025,WDL TFR UPI/DR/197799022344/upi juspay/YESB /paytm-7620/Tr 4634511519136 AT 06039 UDGIR,,662.48,,41542.69
08/03/2025,WDL TFR UPI/DR/976941054168/Gajanand/UTIB/g pay-11244/Sent 5328261547130 AT 06039 UDGIR,,66.82,,41475.87
10/03/2025,WDL TFR UPI/DR/728402520033/ANIL ARJ/YESB/ paytmqrt2m/NA 4481238470925 AT 06039 UDGIR,,198.16,,41277.71
10/03/2025,WDL TFR UPI/DR/625551630099/HEALTH F/YESB/p aytmqr6cv/Sent 8062115917428 AT 06039 UDGIR,,34.34,,41243.37
10/03/2025,WDL TFR UPI/DR/790196062657/ANIL ARJ/YESB/ paytmqrt2m/NA 0998259683079 AT 06039 UDGIR,,201.72,,41041.65
11/03/2025,WDL TFR UPI/DR/276265187504/ADITYA K/SBIN/ 0593496377/UPI 8465741314924 AT 06039 UDGIR,,3471.44,,37570.21
12/03/2025,WDL TFR UPI/DR/089792914756/Ashadul /INDB/ 8107575142/NA 1374760244733 AT 06039 UDGIR,,135.69,,37434.52
12/03/2025,WDL TFR UPI/DR/355599814786/HEALTH F/YESB/p aytmqr6di/Sent 1122809539373 AT 06039 UDGIR,,57.02,,37377.50
12/03/2025,DEP TFR UPI/CR/544247148326/ADITYA K/SBIN/ adityakris/UPI 6235780783939 AT 06039 UDGIR,,,344.16,37721.66
14/03/2025,WDL TFR UPI/DR/560537200247/AWS India/RATN/ amazonaws@/Ama 1908276094604 AT 06039 UDGIR,,1.83,,37719.83
14/03/2025,WDL TFR UPI/DR/497690168208/KRUSHNAI/YESB/q 073263389/Sent 9639850614430 AT 06039 UDGIR,,342.68,,37377.15
14/03/2025,WDL TFR UPI/DR/925842992366/Pawar Pa/UTIB/g pay-12190/Sent 9209237724174 AT 06039 UDGIR,,33.93,,37343.22
15/03/2025,DEP TFR UPI/CR/503923468445/MOHIT SU/BKID/ mohitttade/UPI 2517466984937 AT 06039 UDGIR,,,94.87,37438.09
15/03/2025,DEP TFR UPI/CR/668584348703/PARTH DA/PPIW/8 262854390/Paid 0226893140898 AT 06039 UDGIR,,,935.70,38373.79
18/03/2025,WDL TFR UPI/DR/893681993776/AKASH RA/YESB/q 911555344/Sent 3172526503041 AT 06039 UDGIR,,30.39,,38343.40
19/03/2025,WDL TFR UPI/DR/856863897567/HARSHAD /YESB/p aytmqr66y/Sent 1371569016238 AT 06039 UDGIR,,20.47,,38322.93
19/03/2025,DEP TFR UPI/CR/432758965725/JAGADISH/UBIN/ jaguswami1/UPI 5778206340758 AT 06039 UDGIR,,,1257.11,39580.04
19/03/2025,WDL TFR UPI/DR/647742770077/RABIND/YESB/q34 2758074/Sent u 3835743155418 AT 06039 UDGIR,,47.76,,39532.28
19/03/2025,WDL TFR UPI/DR/250266866963/SHUBHAM /YESB/q 985887379/Sent 3489271843099 AT 06039 UDGIR,,7.15,,39525.13
20/03/2025,WDL TFR UPI/DR/686683156868/JAYSHREE/YESB/p aytmqr6uj/Sent 3686638260690 AT 06039 UDGIR,,109.47,,39415.66
21/03/2025,WDL TFR UPI/DR/001723601149/SWIGGY/ICIC/upi swiggy@/Sent u 8155602048210 AT 06039 UDGIR,,150.68,,39264.98
22/03/2025,WDL TFR UPI/DR/098270266647/ANIL ARJ/YESB/ paytmqrt2m/NA 6798877815062 AT 06039 UDGIR,,31.32,,39233.66
25/03/2025,DEP TFR UPI/CR/065911014305/MOHIT SU/BKID/ mohitttade/UPI 9071105980114 AT 06039 UDGIR,,,24.75,39258.41
25/03/2025,WDL TFR UPI/DR/025842845426/ZOMATO L/YESB/z omato-ord/Zoma 0382255343933 AT 06039 UDGIR,,225.62,,39032.79
27/03/2025,WDL TFR UPI/DR/515726248456/SHREE GA/YESB/q 506267509/Sent 2549733076981 AT 06039 UDGIR,,28.93,,39003.86
28/03/2025,DEP TFR UPI/CR/495330170723/MOHIT SU/BKID/ mohitttade/UPI 4790808420146 AT 06039 UDGIR,,,177.84,39181.70
29/03/2025,WDL TFR UPI/DR/789872219347/FRANCISC/YESB/p aytmqr6ep/Veri 6725573224482 AT 06039 UDGIR,,1108.80,,38072.90
31/03/2025,DEP TFR UPI/CR/854363070318/PARTH DA/BKID/ parthchava/UPI 7022460416809 AT 06039 UDGIR,,,4797.42,42870.32
01/04/2025,WDL TFR UPI/DR/706095829104/LAZYPAY /AIRP/l azypayrep/Lazy 9495698610732 AT 06039 UDGIR,,286.54,,42583.78
02/04/2025,WDL TFR UPI/DR/179667608791/AKASH MA/YESB/p aytm.s1mw/Sent 5134572800494 AT 06039 UDGIR,,122.48,,42461.30
03/04/2025,WDL TFR UPI/DR/323598810211/Fatema s/YESB/p aytm.s1is/Sent 3243708196206 AT 06039 UDGIR,,26.84,,42434.46
03/04/2025,WDL TFR UPI/DR/266361686082/RAHUL GO/UTIB/g pay-11242/Sent 9033432775592 AT 06039 UDGIR,,38.24,,42396.22
04/04/2025,WDL TFR UPI/DR/558001204970/MR SOURA/YESB/q 868364515/Sent 8577617893474 AT 06039 UDGIR,,102.17,,42294.05
05/04/2025,DEP TFR UPI/CR/402424954407/JAGADISH/UBIN/ jaguswami1/UPI 6132574206211 AT 06039 UDGIR,,,1449.45,43743.50
05/04/2025,DEP TFR UPI/CR/757826673330/ADITYA A/BARB/9 356138585/Paym 0238012959050 AT 06039 UDGIR,,,227.34,43970.84
06/04/2025,WDL TFR UPI/DR/585537632665/Swiggy Ltd/UTIB /swiggyupi@/Pa 2265508079090 AT 06039 UDGIR,,126.00,,43844.84
08/04/2025,WDL TFR UPI/DR/097459719704/DILBAZ K/YESB/q 446361034/Sent 6260660886805 AT 06039 UDGIR,,1284.83,,42560.01
