value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,UPI DR/UPI563013131207/FLIPKART/MERCHANT PAYMENT,DR187549066917,"11,244.69",-,"92,985.31"
02/01/2025,02/01/2025,NEFT CR/SAL802760208740/COGNIZANT/MONTHLY SALARY,CR791434447658,-,"169,398.60","262,383.91"
04/01/2025,04/01/2025,NEFT CR/TRF762941290797/TRANSFER IN,CR845843177844,-,"57,216.79","319,600.70"
04/01/2025,04/01/2025,UPI DR/UPI159326535973/BOOKMYSHOW/MERCHANT PAYMENT,DR726559125091,"11,124.09",-,"308,476.61"
04/01/2025,06/01/2025,NEFT DR/TRF977701991610/ACCOUNT TRANSFER,NEFT151463173465,"36,464.69",-,"272,011.92"
06/01/2025,07/01/2025,CASH DEP/CSH479830601488/BRANCH DEPOSIT,CASH127781512229,-,"27,007.02","299,018.94"
06/01/2025,07/01/2025,CHRG DR/FEE435548614339/BANK CHARGE,CHG552032640065,328.99,-,"298,689.95"
06/01/2025,08/01/2025,UPI DR/P2P623905357130/SNEHA/P2P TRANSFER,UPI346279884983,"10,266.76",-,"288,423.19"
08/01/2025,09/01/2025,CASH DEP/CSH158543186524/BRANCH DEPOSIT,CASH688127592550,-,"10,660.31","299,083.50"
08/01/2025,09/01/2025,UPI CR/P2P208580839221/MEERA/P2P RECEIVE,UPI813070094031,-,"22,450.03","321,533.53"
08/01/2025,10/01/2025,UPI DR/P2P122431409669/ROHAN/P2P TRANSFER,UPI366725189135,"6,956.22",-,"314,577.31"
10/01/2025,10/01/2025,UPI DR/UPI877783907470/ZOMATO/MOBILEAPP,UPI710419698127,723.66,-,"313,853.65"
10/01/2025,12/01/2025,UPI DR/UPI327901099101/APOLLO PHARMACY/MERCHANT PAYMENT,DR194707362663,"2,234.01",-,"311,619.64"
15/01/2025,16/01/2025,NEFT DR/TRF347578174146/SAVINGS TRANSFER,NEFT690604961153,"9,711.69",-,"301,907.95"
17/01/2025,18/01/2025,UPI DR/P2P498138890512/PRIYA/P2P TRANSFER,UPI199099849178,"3,504.96",-,"298,402.99"
18/01/2025,18/01/2025,UPI DR/UPI234062975236/MEDPLUS/MERCHANT PAYMENT,DR240719126681,"9,915.20",-,"288,487.79"
18/01/2025,20/01/2025,UPI DR/UPI999616836511/JIO/MERCHANT PAYMENT,DR266854860215,925.88,-,"287,561.91"
19/01/2025,19/01/2025,UPI CR/UPI998348611748/AMAN/P2P RECEIVE,UPI754544181527,-,630.78,"288,192.69"
21/01/2025,22/01/2025,CASH DEP/CSH401471500565/BRANCH DEPOSIT,CASH525238858409,-,"7,286.92","295,479.60"
23/01/2025,24/01/2025,UPI DR/P2P436504018877/ANJALI/P2P TRANSFER,UPI524445332946,"20,451.81",-,"275,027.79"
24/01/2025,24/01/2025,UPI DR/UPI507132015338/APOLLO PHARMACY/MERCHANT PAYMENT,DR217600246491,"4,446.20",-,"270,581.59"
24/01/2025,24/01/2025,UPI CR/P2P530021029680/ANJALI/P2P RECEIVE,UPI135726876788,-,"25,233.88","295,815.48"
24/01/2025,24/01/2025,UPI DR/P2P261694829289/NEHA/P2P TRANSFER,UPI206779627624,"4,119.81",-,"291,695.67"
29/01/2025,31/01/2025,UPI CR/P2P602091779516/VIKAS/P2P RECEIVE,UPI640947954183,-,"15,091.45","306,787.12"
30/01/2025,01/02/2025,UPI CR/P2P260443107861/PRIYA/P2P RECEIVE,UPI122208512946,-,"20,815.04","327,602.16"
01/02/2025,01/02/2025,UPI CR/P2P811007102254/MEERA/P2P RECEIVE,UPI974123573307,-,"12,064.75","339,666.91"
01/02/2025,02/02/2025,UPI DR/UPI273211952319/BOOKMYSHOW/MERCHANT PAYMENT,DR288566581385,"10,330.53",-,"329,336.38"
02/02/2025,02/02/2025,NEFT CR/SAL399354330425/WIPRO/MONTHLY SALARY,CR180459413510,-,"170,895.90","500,232.28"
02/02/2025,04/02/2025,CASH DEP/CSH559126728212/BRANCH DEPOSIT,CASH578734466309,-,"26,617.64","526,849.92"
04/02/2025,04/02/2025,NEFT DR/TRF109252837976/ACCOUNT TRANSFER,NEFT155693755361,"29,114.44",-,"497,735.48"
06/02/2025,06/02/2025,UPI DR/UPI282363469067/NETFLIX/MERCHANT PAYMENT,DR234305179071,"5,095.35",-,"492,640.13"
08/02/2025,08/02/2025,UPI DR/UPI303380436656/FLIPKART/MERCHANT PAYMENT,DR306952591498,"6,406.90",-,"486,233.23"
08/02/2025,09/02/2025,UPI DR/UPI234757106423/BIGBASKET/MERCHANT PAYMENT,DR220848624910,"6,811.37",-,"479,421.86"
09/02/2025,09/02/2025,NEFT CR/TRF895121398426/TRANSFER IN,CR947386736159,-,"52,601.60","532,023.46"
10/02/2025,12/02/2025,CHRG DR/FEE367265571033/BANK CHARGE,CHG974083980912,65.80,-,"531,957.66"
13/02/2025,14/02/2025,CASH DEP/CSH438844979722/BRANCH DEPOSIT,CASH572124179822,-,"2,190.70","534,148.36"
16/02/2025,16/02/2025,NEFT CR/TRF283016457273/TRANSFER IN,CR768011385065,-,"22,556.34","556,704.70"
18/02/2025,19/02/2025,CASH DEP/CSH565445742530/BRANCH DEPOSIT,CASH778132747668,-,"1,666.88","558,371.57"
18/02/2025,19/02/2025,NEFT DR/TRF866733570916/ACCOUNT TRANSFER,NEFT361210186776,"37,247.12",-,"521,124.45"
20/02/2025,20/02/2025,NEFT DR/TRF861574960540/ACCOUNT TRANSFER,NEFT155019203086,"48,130.57",-,"472,993.88"
20/02/2025,21/02/2025,UPI DR/UPI391531638274/BOOKMYSHOW/MERCHANT PAYMENT,DR724538915945,"9,808.41",-,"463,185.47"
22/02/2025,23/02/2025,UPI DR/P2P596596621728/RAHUL/P2P TRANSFER,UPI326904399305,"11,173.79",-,"452,011.68"
22/02/2025,24/02/2025,UPI DR/UPI923150232572/AIRTEL/MERCHANT PAYMENT,DR164211910931,"7,302.46",-,"444,709.22"
23/02/2025,23/02/2025,UPI DR/UPI147969215685/APOLLO PHARMACY/MERCHANT PAYMENT,DR462089202928,861.28,-,"443,847.94"
23/02/2025,25/02/2025,UPI DR/UPI468378170048/UBER/MERCHANT PAYMENT,DR382924276923,"1,784.90",-,"442,063.04"
24/02/2025,24/02/2025,UPI DR/UPI409112026779/OLA/MERCHANT PAYMENT,DR104957919305,"5,383.92",-,"436,679.12"
24/02/2025,24/02/2025,UPI DR/UPI563690165018/BIGBASKET/MERCHANT PAYMENT,DR225162357614,"8,589.22",-,"428,089.90"
25/02/2025,26/02/2025,UPI DR/P2P727918302542/KARAN/P2P TRANSFER,UPI617380458004,"20,765.51",-,"407,324.39"
02/03/2025,02/03/2025,NEFT CR/SAL420539378162/WIPRO/MONTHLY SALARY,CR770982003617,-,"169,498.35","576,822.74"
03/03/2025,03/03/2025,NEFT CR/TRF711502760650/TRANSFER IN,CR734958810050,-,"60,263.95","637,086.69"
03/03/2025,03/03/2025,NEFT CR/TRF553619966256/TRANSFER IN,CR885903510393,-,"24,860.49","661,947.19"
03/03/2025,03/03/2025,NEFT DR/TRF587060654079/ACCOUNT TRANSFER,NEFT350285967788,"29,672.45",-,"632,274.74"
05/03/2025,05/03/2025,CASH DEP/CSH346060222180/BRANCH DEPOSIT,CASH950221212505,-,"37,418.92","669,693.66"
05/03/2025,05/03/2025,UPI DR/UPI302758652644/SWIGGY/MERCHANT PAYMENT,DR389805587436,"11,480.23",-,"658,213.43"
05/03/2025,05/03/2025,UPI CR/P2P413822163724/NEHA/P2P RECEIVE,UPI742402339389,-,"32,376.91","690,590.34"
07/03/2025,07/03/2025,NEFT CR/TRF707716637519/TRANSFER IN,CR754497021391,-,"54,159.12","744,749.45"
07/03/2025,07/03/2025,UPI DR/P2P216394078805/VIKAS/P2P TRANSFER,UPI305484172630,"16,720.78",-,"728,028.67"
07/03/2025,07/03/2025,UPI DR/P2P551433273627/VIKAS/P2P TRANSFER,UPI621430692486,"24,144.70",-,"703,883.97"
09/03/2025,09/03/2025,UPI DR/P2P970330715793/RAHUL/P2P TRANSFER,UPI211187227035,"22,347.06",-,"681,536.91"
10/03/2025,12/03/2025,UPI DR/UPI425511174439/FLIPKART/MERCHANT PAYMENT,DR955867783825,"6,791.92",-,"674,744.99"
11/03/2025,11/03/2025,NEFT CR/TRF452586393124/TRANSFER IN,CR937970657578,-,"3,853.08","678,598.07"
13/03/2025,14/03/2025,UPI CR/P2P953633407543/MEERA/P2P RECEIVE,UPI702845483818,-,"23,898.97","702,497.04"
17/03/2025,18/03/2025,UPI DR/P2P814635700364/SNEHA/P2P TRANSFER,UPI679720410642,"18,840.45",-,"683,656.59"
18/03/2025,18/03/2025,NEFT CR/TRF836579208501/TRANSFER IN,CR514925141324,-,"25,699.24","709,355.83"
18/03/2025,19/03/2025,NEFT CR/TRF545983387951/TRANSFER IN,CR239245166189,-,"25,696.63","735,052.46"
20/03/2025,20/03/2025,NEFT CR/TRF953514261274/TRANSFER IN,CR593615477320,-,"35,717.40","770,769.86"
20/03/2025,22/03/2025,UPI DR/UPI981164261219/AIRTEL/MERCHANT PAYMENT,DR122148678689,"4,904.94",-,"765,864.92"
