value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,03/01/2025,CHRG DR/FEE821154996321/BANK CHARGE,CHG969953114441,99.11,-,"9,927.89"
03/01/2025,04/01/2025,NEFT DR/TRF862417164735/ACCOUNT TRANSFER,NEFT218383224496,"9,917.89",-,10.00
04/01/2025,05/01/2025,UPI DR/UPI736242459606/SPOTIFY/MERCHANT PAYMENT,DR319298612011,1.00,-,9.00
05/01/2025,06/01/2025,IMPS CR/PKT208061696390/FAMILY SUPPORT/ROHAN,IMPS285998564038,-,"6,213.31","6,222.31"
06/01/2025,06/01/2025,UPI DR/UPI656501573762/NETFLIX/MERCHANT PAYMENT,DR165128225617,"1,450.37",-,"4,771.94"
06/01/2025,06/01/2025,UPI DR/UPI423589573576/BIGBASKET/MERCHANT PAYMENT,DR588688082527,"1,102.20",-,"3,669.74"
07/01/2025,07/01/2025,UPI DR/P2P544854217088/PRIYA/P2P TRANSFER,UPI710104816822,"3,659.74",-,10.00
10/01/2025,10/01/2025,UPI DR/UPI196441300803/BIGBASKET/MOBILEAPP,UPI465043224087,1.00,-,9.00
11/01/2025,11/01/2025,UPI CR/P2P158400992997/ANJALI/P2P RECEIVE,UPI525591268158,-,"5,848.55","5,857.55"
12/01/2025,13/01/2025,CASH DEP/CSH380776954626/BRANCH DEPOSIT,CASH637667587036,-,590.80,"6,448.35"
13/01/2025,14/01/2025,CASH DEP/CSH377218279223/BRANCH DEPOSIT,CASH996070088362,-,"6,409.56","12,857.91"
15/01/2025,16/01/2025,NEFT DR/TRF973258479968/SAVINGS TRANSFER,NEFT305791041599,"2,955.22",-,"9,902.69"
15/01/2025,16/01/2025,UPI DR/P2P579368947054/ANJALI/P2P TRANSFER,UPI882196701330,"2,609.70",-,"7,292.99"
17/01/2025,19/01/2025,UPI DR/UPI797964962456/FLIPKART/MERCHANT PAYMENT,DR667292551006,"1,666.44",-,"5,626.55"
18/01/2025,18/01/2025,CASH DEP/CSH686504403213/BRANCH DEPOSIT,CASH537503548004,-,593.20,"6,219.75"
19/01/2025,19/01/2025,UPI CR/UPI912127854168/VIKAS/P2P RECEIVE,UPI382286945699,-,"2,083.42","8,303.17"
19/01/2025,20/01/2025,CASH DEP/CSH361015248674/BRANCH DEPOSIT,CASH107170055179,-,"4,661.84","12,965.01"
21/01/2025,21/01/2025,UPI DR/UPI685559895940/APOLLO PHARMACY/MERCHANT PAYMENT,DR366928613173,116.74,-,"12,848.27"
22/01/2025,22/01/2025,UPI DR/UPI676504088460/AMAZON/MERCHANT PAYMENT,DR160466934848,920.18,-,"11,928.09"
24/01/2025,24/01/2025,UPI DR/P2P213103381287/VIKAS/P2P TRANSFER,UPI707506275896,"2,063.57",-,"9,864.52"
24/01/2025,26/01/2025,UPI DR/UPI847654453114/AIRTEL/MERCHANT PAYMENT,DR147039264574,530.79,-,"9,333.73"
27/01/2025,28/01/2025,CASH DEP/CSH858319680236/BRANCH DEPOSIT,CASH796160024085,-,"4,490.89","13,824.62"
29/01/2025,29/01/2025,UPI CR/P2P423973312626/NEHA/P2P RECEIVE,UPI588719985156,-,"2,981.14","16,805.76"
29/01/2025,30/01/2025,UPI DR/UPI938074461694/MEDPLUS/MERCHANT PAYMENT,DR774238369441,500.33,-,"16,305.43"
30/01/2025,30/01/2025,UPI DR/UPI711321843741/SWIGGY/MERCHANT PAYMENT,DR773499983154,"1,748.63",-,"14,556.80"
01/02/2025,02/02/2025,UPI DR/UPI646238805071/FLIPKART/MERCHANT PAYMENT,DR309557129289,"1,047.08",-,"13,509.72"
01/02/2025,02/02/2025,UPI CR/P2P133795364851/NEHA/P2P RECEIVE,UPI737054249613,-,"4,729.31","18,239.03"
02/02/2025,02/02/2025,CHRG DR/FEE809167682651/BANK CHARGE,CHG330401437611,168.72,-,"18,070.31"
02/02/2025,03/02/2025,UPI DR/UPI333287984598/SWIGGY/MERCHANT PAYMENT,DR165114085837,"1,674.32",-,"16,395.99"
02/02/2025,03/02/2025,IMPS CR/PKT840120976789/FAMILY SUPPORT/AMAN,IMPS701825397142,-,"11,761.73","28,157.72"
03/02/2025,04/02/2025,CHRG DR/FEE460275457487/BANK CHARGE,CHG543798244196,19.36,-,"28,138.36"
04/02/2025,05/02/2025,CHRG DR/FEE464963133759/BANK CHARGE,CHG224650701442,409.85,-,"27,728.51"
04/02/2025,05/02/2025,UPI CR/P2P743615967087/RAHUL/P2P RECEIVE,UPI932640225782,-,719.14,"28,447.65"
05/02/2025,07/02/2025,CASH DEP/CSH489506288725/BRANCH DEPOSIT,CASH358202726475,-,"1,063.99","29,511.64"
06/02/2025,08/02/2025,UPI DR/UPI246317558413/BIGBASKET/MERCHANT PAYMENT,DR772102188854,"1,277.64",-,"28,234.00"
07/02/2025,09/02/2025,UPI CR/P2P381563412899/ANJALI/P2P RECEIVE,UPI906856436353,-,"4,215.35","32,449.35"
10/02/2025,10/02/2025,NEFT DR/TRF966432925671/ACCOUNT TRANSFER,NEFT342986301538,"19,085.94",-,"13,363.41"
13/02/2025,13/02/2025,UPI DR/UPI822171573194/AMAZON/MERCHANT PAYMENT,DR164906602632,"1,060.03",-,"12,303.38"
13/02/2025,13/02/2025,UPI DR/UPI196278903907/BIGBASKET/MERCHANT PAYMENT,DR430488663443,"1,494.15",-,"10,809.23"
13/02/2025,14/02/2025,UPI DR/UPI654339761669/UBER/MERCHANT PAYMENT,DR991291837431,706.43,-,"10,102.80"
15/02/2025,17/02/2025,UPI DR/UPI154054110425/DMART/MERCHANT PAYMENT,DR308336695340,"1,131.74",-,"8,971.06"
18/02/2025,18/02/2025,UPI DR/UPI407424309967/MEDPLUS/MERCHANT PAYMENT,DR110507077843,"1,757.54",-,"7,213.52"
18/02/2025,19/02/2025,UPI DR/UPI630228056524/FLIPKART/MERCHANT PAYMENT,DR163537961383,212.88,-,"7,000.64"
19/02/2025,19/02/2025,UPI DR/UPI202615507392/FLIPKART/MERCHANT PAYMENT,DR739358379201,327.32,-,"6,673.32"
19/02/2025,21/02/2025,UPI CR/P2P224957029900/KARAN/P2P RECEIVE,UPI712296781676,-,"1,029.71","7,703.03"
21/02/2025,21/02/2025,CHRG DR/FEE881367725059/BANK CHARGE,CHG563140211025,99.57,-,"7,603.46"
21/02/2025,22/02/2025,UPI DR/UPI353456432687/OLA/MERCHANT PAYMENT,DR244788950916,498.97,-,"7,104.49"
23/02/2025,25/02/2025,CASH DEP/CSH605582327021/BRANCH DEPOSIT,CASH835125227398,-,"2,665.69","9,770.18"
24/02/2025,24/02/2025,UPI DR/P2P120294245374/VIKAS/P2P TRANSFER,UPI791832117525,"3,309.08",-,"6,461.10"
26/02/2025,26/02/2025,UPI DR/P2P264995188116/KARAN/P2P TRANSFER,UPI669819065158,217.13,-,"6,243.97"
28/02/2025,28/02/2025,NEFT DR/TRF248101286331/ACCOUNT TRANSFER,NEFT463687542274,"6,233.97",-,10.00
01/03/2025,01/03/2025,CHRG DR/FEE865869595220/BANK CHARGE,CHG237700330363,1.00,-,9.00
01/03/2025,03/03/2025,NEFT CR/SCH404618893797/SCHOLARSHIP CREDIT,CR147304967080,-,"6,546.86","6,555.86"
03/03/2025,03/03/2025,UPI DR/P2P196635593615/MEERA/P2P TRANSFER,UPI776385067423,"1,442.03",-,"5,113.83"
03/03/2025,05/03/2025,NEFT DR/TRF652275588593/ACCOUNT TRANSFER,NEFT300055539635,"3,456.60",-,"1,657.23"
04/03/2025,04/03/2025,UPI CR/P2P812802654184/KARAN/P2P RECEIVE,UPI976290142334,-,"3,919.48","5,576.71"
06/03/2025,08/03/2025,UPI DR/UPI218622481641/APOLLO PHARMACY/MERCHANT PAYMENT,DR632725425816,"1,503.36",-,"4,073.35"
08/03/2025,09/03/2025,IMPS CR/PKT675268123065/FAMILY SUPPORT/PRIYA,IMPS220745547483,-,"2,950.66","7,024.01"
10/03/2025,12/03/2025,UPI DR/UPI645178617974/MEDPLUS/MERCHANT PAYMENT,DR222777208448,"1,259.39",-,"5,764.62"
11/03/2025,12/03/2025,UPI DR/UPI708494176160/FLIPKART/MERCHANT PAYMENT,DR128530133538,589.08,-,"5,175.54"
12/03/2025,12/03/2025,UPI DR/UPI455577451514/UBER/MERCHANT PAYMENT,DR792969037008,454.99,-,"4,720.55"
13/03/2025,15/03/2025,UPI DR/UPI304665455740/AIRTEL/MERCHANT PAYMENT,DR245618514958,911.18,-,"3,809.37"
