value_date,post_date,details,ref_no,debit,credit,balance
02/01/2025,03/01/2025,UPI CR/P2P671595225894/PRIYA/P2P RECEIVE,UPI139708393838,-,"27,199.41","354,499.41"
04/01/2025,04/01/2025,CHRG DR/FEE142808440468/BANK CHARGE,CHG115666896566,81.67,-,"354,417.74"
06/01/2025,06/01/2025,NEFT CR/CLT599610325503/NEXA INFRA/BULK RECEIPT,CR202788284927,-,"43,475.81","397,893.55"
06/01/2025,06/01/2025,UPI DR/UPI694621510817/BIGBASKET/MERCHANT PAYMENT,DR924640618632,"3,296.33",-,"394,597.22"
06/01/2025,08/01/2025,NEFT DR/VEN100752288008/PACKAGING HUB/VENDOR PAYMENT,NEFT460821641423,"163,434.28",-,"231,162.94"
08/01/2025,08/01/2025,UPI DR/UPI242028848688/BOOKMYSHOW/MERCHANT PAYMENT,DR941103284068,"6,190.51",-,"224,972.43"
09/01/2025,11/01/2025,NEFT DR/VEN557196867389/WAREHOUSE RENT/VENDOR PAYMENT,NEFT591114147427,"15,739.29",-,"209,233.14"
10/01/2025,10/01/2025,UPI DR/UPI761697242680/SWIGGY/MOBILEAPP,UPI515282296392,"2,208.84",-,"207,024.30"
10/01/2025,11/01/2025,RTGS CR/CLT300678624899/NEXA INFRA/INVOICE SETTLEMENT,RTGS646351365779,-,"81,578.49","288,602.79"
10/01/2025,12/01/2025,CASH DEP/CSH238192082512/BRANCH DEPOSIT,CASH727052823379,-,"23,445.81","312,048.60"
10/01/2025,12/01/2025,CASH DEP/CSH298758152569/BRANCH DEPOSIT,CASH838942847288,-,"15,402.41","327,451.01"
11/01/2025,12/01/2025,UPI DR/P2P451548268190/VIKAS/P2P TRANSFER,UPI835941863879,"6,419.64",-,"321,031.37"
15/01/2025,16/01/2025,NEFT DR/TRF341622411172/SAVINGS TRANSFER,NEFT628058914640,"11,205.45",-,"309,825.92"
15/01/2025,17/01/2025,NEFT CR/CLT302221380282/SKYLOGIC LLP/BULK RECEIPT,CR123099431820,-,"222,849.92","532,675.84"
15/01/2025,17/01/2025,NEFT CR/CLT631932888478/ALPHA TRADERS/BULK RECEIPT,CR943247153902,-,"201,096.07","733,771.91"
15/01/2025,17/01/2025,RTGS CR/CLT149332331861/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS654879138983,-,"179,378.21","913,150.12"
17/01/2025,17/01/2025,CHRG DR/FEE369990170898/BANK CHARGE,CHG189116469703,334.25,-,"912,815.87"
17/01/2025,19/01/2025,NEFT DR/VEN592396093738/PACKAGING HUB/VENDOR PAYMENT,NEFT695701386672,"163,197.91",-,"749,617.96"
18/01/2025,18/01/2025,NEFT CR/CLT889379371686/SKYLOGIC LLP/BULK RECEIPT,CR466062608208,-,"212,466.71","962,084.67"
18/01/2025,19/01/2025,NEFT DR/VEN191094021826/WAREHOUSE RENT/VENDOR PAYMENT,NEFT399429631177,"97,147.35",-,"864,937.32"
19/01/2025,19/01/2025,UPI CR/UPI119748231489/AMAN/P2P RECEIVE,UPI818621899973,-,"4,379.20","869,316.52"
20/01/2025,20/01/2025,RTGS CR/CLT254525634459/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS629400760856,-,"217,027.06","1,086,343.58"
20/01/2025,21/01/2025,NEFT DR/VEN572444804675/CITY LOGISTICS/VENDOR PAYMENT,NEFT267025332015,"69,822.47",-,"1,016,521.11"
20/01/2025,21/01/2025,UPI DR/P2P601543942592/PRIYA/P2P TRANSFER,UPI188180182572,"20,925.69",-,"995,595.42"
21/01/2025,21/01/2025,NEFT CR/CLT434966989053/NEXA INFRA/BULK RECEIPT,CR434917898489,-,"259,708.62","1,255,304.04"
21/01/2025,22/01/2025,RTGS CR/CLT785857085341/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS553725444657,-,"68,323.15","1,323,627.19"
22/01/2025,23/01/2025,UPI DR/UPI390762720607/FLIPKART/MERCHANT PAYMENT,DR461944729333,"9,299.22",-,"1,314,327.97"
22/01/2025,23/01/2025,UPI CR/P2P627976824730/MEERA/P2P RECEIVE,UPI837416129430,-,"19,983.08","1,334,311.05"
23/01/2025,23/01/2025,UPI DR/P2P893498526142/ROHAN/P2P TRANSFER,UPI301149214089,"7,302.11",-,"1,327,008.94"
24/01/2025,24/01/2025,UPI DR/P2P860527722131/NEHA/P2P TRANSFER,UPI205550978948,"2,817.82",-,"1,324,191.12"
24/01/2025,25/01/2025,NEFT DR/VEN447586829805/WAREHOUSE RENT/VENDOR PAYMENT,NEFT749796026956,"162,416.66",-,"1,161,774.46"
24/01/2025,25/01/2025,NEFT DR/GST182672584466/GST PAYMENT/CBIC,TAX268856845037,"38,710.23",-,"1,123,064.23"
25/01/2025,27/01/2025,NEFT CR/CLT212584248392/ORBIT RETAIL/BULK RECEIPT,CR794329441512,-,"80,996.99","1,204,061.22"
25/01/2025,27/01/2025,NEFT DR/VEN821408299482/PRINT HOUSE/VENDOR PAYMENT,NEFT230733992050,"106,088.55",-,"1,097,972.67"
26/01/2025,26/01/2025,UPI DR/P2P435007698459/VIKAS/P2P TRANSFER,UPI847483668939,"22,727.44",-,"1,075,245.23"
26/01/2025,27/01/2025,NEFT CR/CLT832814863436/ORBIT RETAIL/BULK RECEIPT,CR627522345688,-,"247,803.39","1,323,048.62"
27/01/2025,29/01/2025,NEFT DR/VEN982012386641/WAREHOUSE RENT/VENDOR PAYMENT,NEFT752125752802,"121,227.12",-,"1,201,821.50"
29/01/2025,29/01/2025,UPI CR/P2P997091712954/NEHA/P2P RECEIVE,UPI792283881073,-,"21,367.49","1,223,188.99"
29/01/2025,30/01/2025,RTGS CR/CLT768817269489/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS630940672852,-,"124,339.17","1,347,528.16"
29/01/2025,30/01/2025,UPI DR/P2P913677728438/ANJALI/P2P TRANSFER,UPI403077682778,"20,894.06",-,"1,326,634.10"
30/01/2025,01/02/2025,CHRG DR/FEE858231338000/BANK CHARGE,CHG991551953621,33.87,-,"1,326,600.23"
30/01/2025,31/01/2025,NEFT DR/VEN799089098349/PACKAGING HUB/VENDOR PAYMENT,NEFT845942781166,"170,662.80",-,"1,155,937.43"
31/01/2025,02/02/2025,RTGS CR/CLT626796283643/NEXA INFRA/INVOICE SETTLEMENT,RTGS385468668130,-,"175,561.16","1,331,498.59"
02/02/2025,04/02/2025,UPI DR/UPI846200949942/OLA/MERCHANT PAYMENT,DR776277311237,"8,274.69",-,"1,323,223.90"
03/02/2025,04/02/2025,RTGS CR/CLT832329624259/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS839880393229,-,"108,021.12","1,431,245.02"
03/02/2025,05/02/2025,NEFT CR/CLT161768725771/NEXA INFRA/BULK RECEIPT,CR788426981176,-,"204,636.11","1,635,881.13"
04/02/2025,05/02/2025,UPI DR/BIZ800671477938/PRINT HOUSE/SUPPLIER PAYMENT,DR243939167679,"33,447.70",-,"1,602,433.43"
05/02/2025,07/02/2025,RTGS CR/CLT694940569524/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS173764078771,-,"57,552.46","1,659,985.89"
06/02/2025,07/02/2025,UPI DR/P2P156885282645/MEERA/P2P TRANSFER,UPI161872972954,"18,092.38",-,"1,641,893.51"
06/02/2025,07/02/2025,UPI CR/P2P634882662063/AMAN/P2P RECEIVE,UPI261409750614,-,"20,286.08","1,662,179.59"
07/02/2025,08/02/2025,CHRG DR/FEE112387316910/BANK CHARGE,CHG660666262357,367.97,-,"1,661,811.62"
08/02/2025,10/02/2025,NEFT CR/CLT220688221936/SKYLOGIC LLP/BULK RECEIPT,CR933402144326,-,"39,939.58","1,701,751.20"
11/02/2025,11/02/2025,NEFT CR/CLT311688266047/ORBIT RETAIL/BULK RECEIPT,CR613303186967,-,"152,638.09","1,854,389.29"
12/02/2025,13/02/2025,UPI CR/P2P840837910740/RAHUL/P2P RECEIVE,UPI351957093151,-,"8,656.50","1,863,045.79"
13/02/2025,14/02/2025,CHRG DR/FEE645461916092/BANK CHARGE,CHG951407031558,88.43,-,"1,862,957.36"
13/02/2025,14/02/2025,RTGS CR/CLT798130733405/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS993885180636,-,"50,963.63","1,913,920.99"
13/02/2025,14/02/2025,UPI CR/P2P220863228265/VIKAS/P2P RECEIVE,UPI300552112921,-,"4,823.75","1,918,744.74"
17/02/2025,18/02/2025,UPI DR/BIZ457588163748/CITY LOGISTICS/SUPPLIER PAYMENT,DR479310084157,"20,207.04",-,"1,898,537.70"
17/02/2025,19/02/2025,NEFT CR/CLT188333110671/SKYLOGIC LLP/BULK RECEIPT,CR699379905359,-,"268,676.15","2,167,213.85"
18/02/2025,19/02/2025,UPI DR/UPI570601327354/BIGBASKET/MERCHANT PAYMENT,DR337360452448,"8,002.22",-,"2,159,211.63"
20/02/2025,20/02/2025,CHRG DR/FEE500736514540/BANK CHARGE,CHG136093999980,170.57,-,"2,159,041.06"
21/02/2025,21/02/2025,UPI DR/UPI193602454378/FLIPKART/MERCHANT PAYMENT,DR131766805699,"2,195.33",-,"2,156,845.73"
21/02/2025,22/02/2025,UPI DR/P2P599162616595/AMAN/P2P TRANSFER,UPI483763541815,"10,416.77",-,"2,146,428.96"
22/02/2025,24/02/2025,RTGS CR/CLT937876380323/URBAN FOODS/INVOICE SETTLEMENT,RTGS866812211196,-,"135,039.63","2,281,468.59"
24/02/2025,24/02/2025,NEFT DR/GST904915851840/GST PAYMENT/CBIC,TAX101593655549,"17,981.43",-,"2,263,487.16"
25/02/2025,25/02/2025,NEFT DR/VEN633104942139/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT398904499696,"155,388.48",-,"2,108,098.68"
25/02/2025,26/02/2025,RTGS CR/CLT934082261322/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS673591262232,-,"62,278.63","2,170,377.31"
25/02/2025,26/02/2025,UPI DR/P2P297473831459/VIKAS/P2P TRANSFER,UPI442165140143,"9,822.16",-,"2,160,555.15"
27/02/2025,01/03/2025,CASH DEP/CSH718555080006/BRANCH DEPOSIT,CASH406453848073,-,"13,192.20","2,173,747.35"
27/02/2025,01/03/2025,NEFT CR/CLT848477592867/ORBIT RETAIL/BULK RECEIPT,CR103283241352,-,"262,038.67","2,435,786.02"
27/02/2025,27/02/2025,NEFT CR/CLT636062479456/SKYLOGIC LLP/BULK RECEIPT,CR979749645948,-,"144,508.91","2,580,294.93"
27/02/2025,28/02/2025,UPI DR/UPI742814476854/BOOKMYSHOW/MERCHANT PAYMENT,DR103527862093,"11,299.41",-,"2,568,995.52"
28/02/2025,01/03/2025,UPI DR/UPI817269025531/ZOMATO/MERCHANT PAYMENT,DR394735381087,"11,501.06",-,"2,557,494.46"
01/03/2025,01/03/2025,NEFT DR/VEN506419126411/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT787912639205,"79,983.53",-,"2,477,510.93"
01/03/2025,02/03/2025,NEFT DR/VEN196567138485/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT990177924912,"147,063.92",-,"2,330,447.01"
02/03/2025,02/03/2025,NEFT CR/CLT434114092428/ORBIT RETAIL/BULK RECEIPT,CR213034995802,-,"225,237.12","2,555,684.13"
02/03/2025,02/03/2025,NEFT DR/VEN735529100345/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT415120206521,"51,771.52",-,"2,503,912.61"
03/03/2025,03/03/2025,CASH DEP/CSH260081677105/BRANCH DEPOSIT,CASH569279498717,-,"10,480.06","2,514,392.67"
03/03/2025,03/03/2025,UPI CR/P2P432755390437/NEHA/P2P RECEIVE,UPI811150235782,-,"11,033.66","2,525,426.33"
03/03/2025,05/03/2025,NEFT CR/CLT292057570869/ORBIT RETAIL/BULK RECEIPT,CR633944888037,-,"146,292.62","2,671,718.95"
03/03/2025,05/03/2025,NEFT DR/VEN598800114426/CITY LOGISTICS/VENDOR PAYMENT,NEFT932584997129,"139,781.48",-,"2,531,937.47"
04/03/2025,05/03/2025,NEFT DR/VEN695401495766/PACKAGING HUB/VENDOR PAYMENT,NEFT913541601277,"31,388.35",-,"2,500,549.12"
05/03/2025,05/03/2025,NEFT CR/CLT495730625578/URBAN FOODS/BULK RECEIPT,CR782669634533,-,"44,614.78","2,545,163.90"
05/03/2025,05/03/2025,NEFT DR/VEN131090817284/PRINT HOUSE/VENDOR PAYMENT,NEFT160918756595,"47,235.51",-,"2,497,928.39"
05/03/2025,06/03/2025,NEFT CR/CLT468396923052/URBAN FOODS/BULK RECEIPT,CR187893962556,-,"236,804.43","2,734,732.82"
05/03/2025,06/03/2025,UPI DR/BIZ275844761099/PRINT HOUSE/SUPPLIER PAYMENT,DR879799664581,"31,879.25",-,"2,702,853.57"
06/03/2025,07/03/2025,UPI DR/UPI504783962266/MEDPLUS/MERCHANT PAYMENT,DR533731546051,"4,416.21",-,"2,698,437.36"
06/03/2025,08/03/2025,UPI DR/P2P304876284450/ROHAN/P2P TRANSFER,UPI542966696184,"3,173.49",-,"2,695,263.87"
07/03/2025,08/03/2025,NEFT CR/CLT520590504397/ALPHA TRADERS/BULK RECEIPT,CR952303315955,-,"142,185.82","2,837,449.69"
08/03/2025,09/03/2025,RTGS CR/CLT978955405565/NEXA INFRA/INVOICE SETTLEMENT,RTGS448267343627,-,"180,618.27","3,018,067.96"
08/03/2025,10/03/2025,RTGS CR/CLT615608736859/NEXA INFRA/INVOICE SETTLEMENT,RTGS424701497422,-,"216,791.29","3,234,859.25"
09/03/2025,10/03/2025,NEFT DR/VEN333892690694/CITY LOGISTICS/VENDOR PAYMENT,NEFT405188019755,"147,827.95",-,"3,087,031.30"
09/03/2025,11/03/2025,NEFT DR/VEN701537592099/PACKAGING HUB/VENDOR PAYMENT,NEFT652537603325,"128,850.72",-,"2,958,180.58"
11/03/2025,11/03/2025,NEFT CR/CLT702605281127/NEXA INFRA/BULK RECEIPT,CR491720372789,-,"165,566.19","3,123,746.77"
11/03/2025,12/03/2025,CHRG DR/FEE233856310493/BANK CHARGE,CHG564561808754,1.05,-,"3,123,745.72"
11/03/2025,12/03/2025,NEFT CR/CLT681763827149/URBAN FOODS/BULK RECEIPT,CR352433932261,-,"228,068.18","3,351,813.90"
11/03/2025,12/03/2025,UPI DR/UPI510698291914/APOLLO PHARMACY/MERCHANT PAYMENT,DR456244868566,"5,737.45",-,"3,346,076.45"
11/03/2025,12/03/2025,UPI CR/P2P277996899662/AMAN/P2P RECEIVE,UPI294889020993,-,"13,993.79","3,360,070.24"
12/03/2025,14/03/2025,NEFT CR/CLT407194862471/SKYLOGIC LLP/BULK RECEIPT,CR803478322435,-,"274,181.08","3,634,251.32"
13/03/2025,14/03/2025,RTGS CR/CLT879916475396/NEXA INFRA/INVOICE SETTLEMENT,RTGS139887037851,-,"225,417.70","3,859,669.02"
13/03/2025,15/03/2025,NEFT DR/VEN253060067283/PRINT HOUSE/VENDOR PAYMENT,NEFT979813065581,"134,713.65",-,"3,724,955.37"
14/03/2025,14/03/2025,NEFT DR/VEN328439909658/CITY LOGISTICS/VENDOR PAYMENT,NEFT243821553921,"117,500.25",-,"3,607,455.12"
14/03/2025,16/03/2025,NEFT CR/CLT333274980133/NEXA INFRA/BULK RECEIPT,CR800133388767,-,"36,979.18","3,644,434.30"
15/03/2025,17/03/2025,UPI DR/BIZ623228955747/PACKAGING HUB/SUPPLIER PAYMENT,DR323823839026,"16,762.25",-,"3,627,672.05"
16/03/2025,17/03/2025,UPI DR/BIZ290420669130/PRINT HOUSE/SUPPLIER PAYMENT,DR576222881269,"85,506.40",-,"3,542,165.65"
18/03/2025,18/03/2025,NEFT DR/VEN400958670363/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT551339305663,"52,706.22",-,"3,489,459.43"
18/03/2025,20/03/2025,NEFT DR/VEN746502886081/CITY LOGISTICS/VENDOR PAYMENT,NEFT937789789359,"128,689.42",-,"3,360,770.01"
19/03/2025,19/03/2025,RTGS CR/CLT257767965089/NEXA INFRA/INVOICE SETTLEMENT,RTGS302910131698,-,"35,640.44","3,396,410.45"
21/03/2025,23/03/2025,NEFT DR/VEN871233465546/PACKAGING HUB/VENDOR PAYMENT,NEFT998327649639,"150,813.56",-,"3,245,596.89"
22/03/2025,22/03/2025,NEFT CR/CLT547252403256/SKYLOGIC LLP/BULK RECEIPT,CR411166081204,-,"151,876.22","3,397,473.11"
23/03/2025,23/03/2025,UPI DR/UPI661564129886/ZOMATO/MERCHANT PAYMENT,DR531916150945,"2,258.37",-,"3,395,214.74"
23/03/2025,24/03/2025,NEFT DR/GST414765362908/GST PAYMENT/CBIC,TAX974229462865,"31,597.31",-,"3,363,617.43"
24/03/2025,24/03/2025,UPI DR/UPI412567768519/FLIPKART/MERCHANT PAYMENT,DR262889562968,"6,231.61",-,"3,357,385.82"
27/03/2025,29/03/2025,RTGS CR/CLT860753853195/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS474487191809,-,"98,129.71","3,455,515.53"
28/03/2025,30/03/2025,NEFT CR/CLT756856169173/ALPHA TRADERS/BULK RECEIPT,CR679402437898,-,"213,671.77","3,669,187.30"
28/03/2025,30/03/2025,UPI DR/UPI964941569745/DMART/MERCHANT PAYMENT,DR412185583399,"10,226.57",-,"3,658,960.73"
29/03/2025,30/03/2025,RTGS CR/CLT627759228861/ALPHA TRADERS/INVOICE SETTLEMENT,RTGS348384397777,-,"101,759.40","3,760,720.13"
29/03/2025,30/03/2025,UPI CR/P2P682549584583/RAHUL/P2P RECEIVE,UPI931794230236,-,"18,149.52","3,778,869.65"
29/03/2025,31/03/2025,CASH DEP/CSH171475094891/BRANCH DEPOSIT,CASH291382533598,-,"17,870.69","3,796,740.34"
30/03/2025,31/03/2025,UPI DR/P2P414495377920/ROHAN/P2P TRANSFER,UPI603447892432,"23,588.46",-,"3,773,151.88"
31/03/2025,31/03/2025,RTGS CR/CLT635273202705/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS202909108815,-,"87,986.72","3,861,138.60"
01/04/2025,01/04/2025,NEFT CR/CLT131186016945/NEXA INFRA/BULK RECEIPT,CR826742356864,-,"200,478.04","4,061,616.64"
02/04/2025,03/04/2025,CASH DEP/CSH902323045854/BRANCH DEPOSIT,CASH949580655884,-,"7,631.64","4,069,248.28"
08/04/2025,09/04/2025,RTGS CR/CLT682504710808/NEXA INFRA/INVOICE SETTLEMENT,RTGS374747258604,-,"218,930.93","4,288,179.21"
08/04/2025,09/04/2025,UPI CR/P2P875773517843/KARAN/P2P RECEIVE,UPI634372951646,-,"16,741.74","4,304,920.95"
08/04/2025,10/04/2025,RTGS CR/CLT754838248881/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS432067799044,-,"112,624.68","4,417,545.63"
10/04/2025,10/04/2025,NEFT CR/CLT497072000660/URBAN FOODS/BULK RECEIPT,CR110056826815,-,"44,907.78","4,462,453.41"
