Date,Details,Ref No/Cheque No,Debit,Credit,Balance
06/01/2025,DEP TFR UPI/CR/810455655444/MOHIT SU/BKID/ mohitttade/UPI 1489845903346 AT 06039 UDGIR,,,62.97,178805.34
07/01/2025,WDL TFR UPI/DR/018734627377/KAUSTUBH/YESB/p aytmqr6h6/Sent 0465157615210 AT 06039 UDGIR,,398.27,,178407.07
07/01/2025,WDL TFR UPI/DR/565890153994/Monika R/SBIN/ monikaj301/UPI 7159150919023 AT 06039 UDGIR,,256.72,,178150.35
08/01/2025,DEP TFR UPI/CR/851642472213/JAGADISH/UBIN/ jaguswami1/UPI 7955320234217 AT 06039 UDGIR,,,1252.74,179403.09
08/01/2025,DEP TFR UPI/CR/714167517768/ADITYA K/SBIN/ adityakris/UPI 4886894461939 AT 06039 UDGIR,,,66.14,179469.23
10/01/2025,WDL TFR UPI/DR/973046951846/RAM KISH/YESB/p aytmqr60e/Sent 6162494412792 AT 06039 UDGIR,,16.33,,179452.90
11/01/2025,WDL TFR UPI/DR/249588809551/Mr MdKas/YESB/p aytmqr6id/Sent 0511351141168 AT 06039 UDGIR,,22.53,,179430.37
12/01/2025,DEP TFR UPI/CR/180575945203/Bhagyash/BARB/ vaniswami1/UPI 9621260493606 AT 06039 UDGIR,,,98.75,179529.12
14/01/2025,DEP TFR UPI/CR/164852531651/SARTHAK /IPOS/ sarthakksh/UPI 4313533298187 AT 06039 UDGIR,,,109.64,179638.76
15/01/2025,WDL TFR UPI/DR/197438587543/ELEVATE /YESB/q 198869574/Sent 7303216019815 AT 06039 UDGIR,,378.50,,179260.26
16/01/2025,WDL TFR UPI/DR/459092922787/Sanjay S/YESB/p aytm-1463/Sent 7310280179782 AT 06039 UDGIR,,292.80,,178967.46
16/01/2025,DEP TFR UPI/CR/829319834013/MOHIT SU/BKID/ mohitttade/UPI 7328473511763 AT 06039 UDGIR,,,63.90,179031.36
16/01/2025,WDL TFR UPI/DR/148202308058/ANIL ARJ/YESB/ paytmqrt2m/NA 8828473630748 AT 06039 UDGIR,,110.18,,178921.18
16/01/2025,WDL TFR UPI/DR/585060746014/LAXMAN B/YESB/q 255887348/Sent 4418058660428 AT 06039 UDGIR,,31.12,,178890.06
17/01/2025,DEP TFR UPI/CR/399596488149/SARTHAK /BARB/ sarthakksh/UPI 2298043862090 AT 06039 UDGIR,,,266.19,179156.25
19/01/2025,WDL TFR UPI/DR/366169921123/MR SOURA/YESB/q 893257851/Sent 5974185894380 AT 06039 UDGIR,,345.67,,178810.58
20/01/2025,WDL TFR UPI/DR/128808586397/ANITA RA/YESB/q 696407459/Sent 6663318625551 AT 06039 UDGIR,,52.19,,178758.39
20/01/2025,DEP TFR UPI/CR/800364468963/ADITYA K/SBIN/ adityakris/UPI 7590615576952 AT 06039 UDGIR,,,355.89,179114.28
22/01/2025,WDL TFR UPI/DR/588044529396/KRUSHNAI/YESB/q 073263389/Sent 4389619330119 AT 06039 UDGIR,,145.39,,178968.89
23/01/2025,WDL TFR UPI/DR/517183490236/JABANUR /YESB/q 388636418/Sent 7507190459493 AT 06039 UDGIR,,35.77,,178933.12
25/01/2025,WDL TFR UPI/DR/874772439127/ANIL ARJ/YESB/ paytmqrt2m/NA 4510283166489 AT 06039 UDGIR,,233.44,,178699.68
28/01/2025,WDL TFR UPI/DR/056749936427/ADITYA K/SBIN/ 7874693943/UPI 9595133046129 AT 06039 UDGIR,,172.63,,178527.05
29/01/2025,WDL TFR UPI/DR/245318000900/MAHESH V/FDRL/ bharatpe.9/Pay 5047305406159 AT 06039 UDGIR,,225.97,,178301.08
31/01/2025,WDL TFR UPI/DR/099455910835/PRANITA /YESB/q 349450901/Sent 8184560605680 AT 06039 UDGIR,,1867.44,,176433.64
03/02/2025,WDL TFR UPI/DR/597192812154/SARTHAK /IPOS/ sarthakksh/UPI 1475112161948 AT 06039 UDGIR,,29.87,,176403.77
04/02/2025,WDL TFR UPI/DR/797491607237/Fatema s/YESB/p aytm.s1is/Sent 5347015095436 AT 06039 UDGIR,,58.27,,176345.50
05/02/2025,DEP TFR UPI/CR/545463557636/ADITYA A/BARB/9 356138585/Paym 7772185208559 AT 06039 UDGIR,,,54.25,176399.75
07/02/2025,WDL TFR UPI/DR/445965229635/ATUL NAG/UTIB/p inelabs.1/Gene 0206559587524 AT 06039 UDGIR,,82.22,,176317.53
07/02/2025,WDL TFR UPI/DR/354435624308/ADITYA K/SBIN/ 9014229311/UPI 2734618058914 AT 06039 UDGIR,,156.62,,176160.91
10/02/2025,WDL TFR UPI/DR/336826063925/Magzika /YESB/p aytmqr6jj/Sent 6961075455132 AT 06039 UDGIR,,248.08,,175912.83
11/02/2025,WDL TFR UPI/DR/111255211243/ADITYA K/SBIN/ 7205332250/UPI 2523834030429 AT 06039 UDGIR,,153.50,,175759.33
12/02/2025,WDL TFR UPI/DR/363715371111/SHREE GA/YESB/q 190874553/Sent 7825313088571 AT 06039 UDGIR,,18.85,,175740.48
12/02/2025,DEP TFR UPI/CR/349955513492/Master S/MAHB/ parthchava/UPI 1562496226730 AT 06039 UDGIR,,,39.63,175780.11
12/02/2025,DEP TFR UPI/CR/980729532560/Bhagyash/BARB/ vaniswami1/UPI 0425019245464 AT 06039 UDGIR,,,71.19,175851.30
12/02/2025,WDL TFR UPI/DR/561458547775/PARTH DA/BKID/ parthchava/UPI 3610231501601 AT 06039 UDGIR,,366.93,,175484.37
13/02/2025,WDL TFR UPI/DR/434101869337/IntrCity/YESB/p aybus8261/Sent 6756957198343 AT 06039 UDGIR,,4217.83,,171266.54
14/02/2025,WDL TFR UPI/DR/158456493136/MR SOURA/YESB/q 893257851/Sent 4404410427877 AT 06039 UDGIR,,326.50,,170940.04
16/02/2025,WDL TFR UPI/DR/838442481936/MR ADITY/NESF/ 7735850393/UPI 5665548851056 AT 06039 UDGIR,,19.11,,170920.93
16/02/2025,DEP TFR UPI/CR/746906971991/MOHIT SU/BKID/ mohitttade/UPI 4456360748080 AT 06039 UDGIR,,,212.90,171133.83
17/02/2025,WDL TFR UPI/DR/988413671069/ELEVATE /YESB/q 785630458/Sent 3226997139355 AT 06039 UDGIR,,85.73,,171048.10
17/02/2025,WDL TFR UPI/DR/782204708224/RAHUL GO/UTIB/g pay-11242/Sent 4053728260752 AT 06039 UDGIR,,33.69,,171014.41
18/02/2025,DEP TFR UPI/CR/022617101116/SAKSHI SANIKA/IBKL/ user35115/UPI 1142113125191 AT 06039 UDGIR,,,2137.14,173151.55
18/02/2025,WDL TFR UPI/DR/527200633494/HEALTH C/HDFC/v yapar.173/Sent 5677636123243 AT 06039 UDGIR,,15.04,,173136.51
19/02/2025,DEP TFR UPI/CR/337888643342/MOHIT SU/BKID/ mohitttade/UPI 4383705956822 AT 06039 UDGIR,,,119.02,173255.53
19/02/2025,CEMTEX DEP UPI/DRC/60 7538121738/05032026/3085,,,102.30,173357.83
20/02/2025,WDL TFR UPI/DR/796345345459/MR ADITY/NESF/ 2566329134/UPI 3246857336982 AT 06039 UDGIR,,18.76,,173339.07
21/02/2025,DEP TFR UPI/CR/289541118957/Master S/MAHB/ parthchava/UPI 4349721978778 AT 06039 UDGIR,,,21.56,173360.63
22/02/2025,DEP TFR UPI/CR/985172387559/SARTHAK /IPOS/ sarthakksh/UPI 4703927349496 AT 06039 UDGIR,,,44.08,173404.71
23/02/2025,WDL TFR UPI/DR/608843867321/Swiggy Ltd/UTIB /swiggyupi@/Pa 5296141710004 AT 06039 UDGIR,,120.78,,173283.93
24/02/2025,WDL TFR UPI/DR/260629645300/MOHIT SU/BKID/ 1995206270/UPI 5868072900379 AT 06039 UDGIR,,74.32,,173209.61
24/02/2025,DEP TFR UPI/CR/273184332985/PARTH DA/BKID/ parthchava/UPI 2616569893688 AT 06039 UDGIR,,,45.32,173254.93
26/02/2025,WDL TFR UPI/DR/374719814688/HENDGE M/YESB/q 235149754/Sent 1641291776138 AT 06039 UDGIR,,159.19,,173095.74
27/02/2025,WDL TFR UPI/DR/643098140960/SHRIMANT/HDFC/v yapar.173/Sent 6162431021105 AT 06039 UDGIR,,128.36,,172967.38
28/02/2025,WDL TFR UPI/DR/097951453111/ANIL ARJ/YESB/ paytmqrt2m/NA 7298615265029 AT 06039 UDGIR,,173.28,,172794.10
01/03/2025,DEP TFR UPI/CR/579988098223/JAGADISH/UBIN/ jaguswami1/UPI 4011828933025 AT 06039 UDGIR,,,710.09,173504.19
02/03/2025,WDL TFR UPI/DR/488000185301/AKASH SH/YESB/ bharatpe9d/Pay 2609920933763 AT 06039 UDGIR,,37.66,,173466.53
03/03/2025,WDL TFR UPI/DR/982666819706/Stayclassy/AIRP /stayclassy/St 7960874400218 AT 06039 UDGIR,,290.08,,173176.45
03/03/2025,DEP TFR UPI/CR/834151511788/PARTH DA/BKID/ parthchava/UPI 5695111618243 AT 06039 UDGIR,,,20.43,173196.88
03/03/2025,WDL TFR UPI/DR/860111825611/Pawar Pa/UTIB/g pay-12190/Sent 2777308566144 AT 06039 UDGIR,,46.62,,173150.26
03/03/2025,WDL TFR UPI/DR/479878351572/RAJENTERP/YESB/ q039410539/Sen 7382670964407 AT 06039 UDGIR,,80.48,,173069.78
04/03/2025,WDL TFR UPI/DR/045772615972/Prajakta/PPIW/o mbk.aagq2/Sent 1957696209261 AT 06039 UDGIR,,344.13,,172725.65
05/03/2025,WDL TFR UPI/DR/718231202528/Indian R/YESB/p aytm-6467/Sent 7454296681553 AT 06039 UDGIR,,291.33,,172434.32
05/03/2025,WDL TFR UPI/DR/100614817439/SAI TRAD/YESB/ paytmqr1p5/NA 7166479231156 AT 06039 UDGIR,,79.97,,172354.35
06/03/2025,DEP TFR UPI/CR/108612246002/JAGADISH/UBIN/ jaguswami1/UPI 8778093172108 AT 06039 UDGIR,,,1352.49,173706.84
08/03/2025,DEP TFR UPI/CR/335398048068/MOHIT SU/BKID/ mohitttade/UPI 1934547821132 AT 06039 UDGIR,,,251.85,173958.69
09/03/2025,WDL TFR UPI/DR/435543245186/OM SAI P/YESB/p aytmqr6u7/Sent 6111687881650 AT 06039 UDGIR,,20.88,,173937.81
10/03/2025,DEP TFR UPI/CR/054154517269/SAKSHI SANIKA/IBKL/ user35115/UPI 6442565789091 AT 06039 UDGIR,,,4661.86,178599.67
12/03/2025,WDL TFR UPI/DR/040471147716/ZOMATO/HDFC/pay zomato@/Collec 9230001328082 AT 06039 UDGIR,,282.91,,178316.76
12/03/2025,WDL TFR UPI/DR/283336735961/GAVADE P/UTIB/g pay-11256/Sent 0216064948250 AT 06039 UDGIR,,48.06,,178268.70
13/03/2025,WDL TFR UPI/DR/776201655328/AARADHYA/YESB/q 249889190/Sent 5873900174380 AT 06039 UDGIR,,41.87,,178226.83
15/03/2025,WDL TFR UPI/DR/610187614714/ANIL ARJ/YESB/ paytmqrt2m/NA 5960412513546 AT 06039 UDGIR,,117.39,,178109.44
15/03/2025,WDL TFR UPI/DR/701529946303/Mr DNYAN/YESB/q 415692177/Sent 3695040457150 AT 06039 UDGIR,,34.97,,178074.47
15/03/2025,WDL TFR UPI/DR/180190486940/Pawar Pa/UTIB/g pay-12190/Sent 3010962302490 AT 06039 UDGIR,,56.10,,178018.37
16/03/2025,WDL TFR UPI/DR/027849250847/MR SOURA/YESB/q 893257851/Sent 7042122990081 AT 06039 UDGIR,,205.44,,177812.93
17/03/2025,WDL TFR UPI/DR/453181502813/RAJENTERP/YESB/ q039410539/Sen 5355515670507 AT 06039 UDGIR,,53.67,,177759.26
18/03/2025,WDL TFR UPI/DR/864264149328/Pawar Pa/UTIB/g pay-12190/Sent 5646028775995 AT 06039 UDGIR,,51.31,,177707.95
20/03/2025,WDL TFR UPI/DR/280811829909/HEALTH F/YESB/p aytmqr6di/Sent 8063347669363 AT 06039 UDGIR,,161.08,,177546.87
22/03/2025,DEP TFR UPI/CR/447634854703/PARTH DA/PPIW/8 262854390/Paid 2836236127153 AT 06039 UDGIR,,,181.41,177728.28
24/03/2025,WDL TFR UPI/DR/487092095212/HEALTH F/YESB/p aytmqr6nb/Sent 4195278206180 AT 06039 UDGIR,,113.12,,177615.16
24/03/2025,WDL TFR UPI/DR/382673005318/KALSE RO/YESB/q 612119179/Sent 6122997749669 AT 06039 UDGIR,,271.70,,177343.46
24/03/2025,WDL TFR UPI/DR/874417245344/ANIL ARJ/YESB/ paytmqrt2m/NA 0211276881315 AT 06039 UDGIR,,47.48,,177295.98
25/03/2025,WDL TFR UPI/DR/232483450780/ZOMATO L/YESB/z omato-ord/Zoma 5310719696978 AT 06039 UDGIR,,135.46,,177160.52
25/03/2025,WDL TFR UPI/DR/642072223800/ADITYA K/SBIN/ 2604829515/UPI 6079121609380 AT 06039 UDGIR,,62.05,,177098.47
27/03/2025,DEP TFR UPI/CR/779380982971/JAGADISH/UBIN/ jaguswami1/UPI 6217570418848 AT 06039 UDGIR,,,1467.56,178566.03
28/03/2025,WDL TFR UPI/DR/523000965944/SEEMA AB/YESB/q 216671691/Sent 0895501517827 AT 06039 UDGIR,,26.38,,178539.65
30/03/2025,WDL TFR UPI/DR/458110880530/ANIL ARJ/YESB/ paytmqrt2m/NA 2423534000585 AT 06039 UDGIR,,1063.41,,177476.24
31/03/2025,WDL TFR UPI/DR/449854550957/upi juspay/YESB /paytm-7620/Tr 6929007610752 AT 06039 UDGIR,,741.95,,176734.29
31/03/2025,WDL TFR UPI/DR/533767030631/SHANKAR/YESB/q 256466505/Sent 4010965827694 AT 06039 UDGIR,,87.88,,176646.41
31/03/2025,WDL TFR UPI/DR/125191503325/ANIL ARJ/YESB/ paytmqr1dr/NA 8302990141205 AT 06039 UDGIR,,43.77,,176602.64
02/04/2025,DEP TFR UPI/CR/562919352946/MOHIT SU/BKID/ mohitttade/UPI 7737560991247 AT 06039 UDGIR,,,84.87,176687.51
02/04/2025,WDL TFR UPI/DR/352650786985/PRASHANT/FDRL/ bharatpe.9/Pay 3618967540137 AT 06039 UDGIR,,17.71,,176669.80
02/04/2025,WDL TFR UPI/DR/237239556274/KRUSHNA /YESB/p aytmqr5vx/Sent 8507420777632 AT 06039 UDGIR,,34.75,,176635.05
03/04/2025,WDL TFR UPI/DR/748113458543/SHUBHAM /YESB/q 985887379/Sent 3830471896779 AT 06039 UDGIR,,6.38,,176628.67
04/04/2025,WDL TFR UPI/DR/183544394465/SUKHSAGA/HDFC/v yapar.169/Sent 9532284649770 AT 06039 UDGIR,,125.87,,176502.80
06/04/2025,DEP TFR UPI/CR/370960360960/PARTH DA/PPIW/8 262854390/Paid 7712105116732 AT 06039 UDGIR,,,1226.44,177729.24
07/04/2025,WDL TFR UPI/DR/283303577831/Pawar Pa/UTIB/g pay-12190/Sent 6972401707477 AT 06039 UDGIR,,37.93,,177691.31
08/04/2025,WDL TFR UPI/DR/687950485624/MR SOURA/YESB/q 271438621/Sent 1253829303673 AT 06039 UDGIR,,587.33,,177103.98
08/04/2025,WDL TFR UPI/DR/589003272845/Juned Ni/YESB/p aytmqr6gq/Sent 9522518210313 AT 06039 UDGIR,,362.53,,176741.45
09/04/2025,WDL TFR UPI/DR/881027088172/ANIL ARJ/YESB/ paytmqrt2m/NA 1464178747105 AT 06039 UDGIR,,218.56,,176522.89
10/04/2025,DEP TFR UPI/CR/312445095190/SHRADHA /KVBL/ shradha.na/UPI 6828310013638 AT 06039 UDGIR,,,2216.20,178739.09
11/04/2025,WDL TFR UPI/DR/685966031548/MAHESH M/YESB/p aytmqr67h/Sent 2880753911069 AT 06039 UDGIR,,17.49,,178721.60
13/04/2025,DEP TFR UPI/CR/327684322280/JAGADISH/UBIN/ jaguswami1/UPI 8270217530644 AT 06039 UDGIR,,,197.68,178919.28
13/04/2025,WDL TFR UPI/DR/856562890182/MAHESH M/YESB/p aytmqr67h/Sent 6723335881446 AT 06039 UDGIR,,21.07,,178898.21
