Date,Details,Ref No/Cheque No,Debit,Credit,Balance
04/01/2025,WDL TFR UPI/DR/921610643751/MANARUL /YESB/q 884624756/Sent 4354797597953 AT 06039 UDGIR,,34.32,,34707.65
05/01/2025,WDL TFR UPI/DR/502349747446/MR SOURA/YESB/q 415633514/Sent 9527823864963 AT 06039 UDGIR,,360.84,,34346.81
06/01/2025,DEP TFR UPI/CR/284816149470/JAGADISH/UBIN/ jaguswami1/UPI 2378920640636 AT 06039 UDGIR,,,294.97,34641.78
06/01/2025,DEP TFR UPI/CR/743732428462/Bhagyash/BARB/ vaniswami1/UPI 1176840445809 AT 06039 UDGIR,,,129.15,34770.93
06/01/2025,WDL TFR UPI/DR/276930998551/CHAITNYA/YESB/q 090572218/Sent 7316865483617 AT 06039 UDGIR,,26.42,,34744.51
06/01/2025,WDL TFR UPI/DR/073976406787/OM SAI P/YESB/p aytmqr6u7/Sent 4407146380872 AT 06039 UDGIR,,24.70,,34719.81
06/01/2025,WDL TFR UPI/DR/373802393498/MOHIT SU/BKID/ 5576033347/UPI 6999650297503 AT 06039 UDGIR,,106.37,,34613.44
07/01/2025,WDL TFR UPI/DR/268250085528/N J P PA/YESB/p aytm.s1oi/Sent 1061019878479 AT 06039 UDGIR,,232.62,,34380.82
07/01/2025,WDL TFR UPI/DR/474632378402/Pawar Pa/UTIB/g pay-12190/Sent 0027995733168 AT 06039 UDGIR,,58.43,,34322.39
07/01/2025,WDL TFR UPI/DR/302700798676/Kalbhor /KKBK/0 791752a02/3030 8506044692345 AT 06039 UDGIR,,19.12,,34303.27
07/01/2025,WDL TFR UPI/DR/337651047705/Blinkit/HDFC/bl inkit.pa/UPIIn 9904981353944 AT 06039 UDGIR,,696.88,,33606.39
09/01/2025,WDL TFR UPI/DR/293740454604/SHREE GA/YESB/q 190874553/Sent 5284146339595 AT 06039 UDGIR,,78.50,,33527.89
09/01/2025,WDL TFR UPI/DR/094133200852/MR SOURA/YESB/q 606711731/Sent 5155619149944 AT 06039 UDGIR,,1011.62,,32516.27
09/01/2025,WDL TFR UPI/DR/335232321175/Mr PRAMO/YESB/q 052019346/Sent 9531205207699 AT 06039 UDGIR,,1.69,,32514.58
10/01/2025,WDL TFR UPI/DR/983690608218/KRUSHNAI/YESB/q 108806304/Sent 1275111977516 AT 06039 UDGIR,,122.28,,32392.30
11/01/2025,WDL TFR UPI/DR/174935517071/Fatema s/YESB/p aytm.s1is/Sent 8469375991000 AT 06039 UDGIR,,62.14,,32330.16
11/01/2025,WDL TFR UPI/DR/130123969458/KAMAT HO/YESB/p aytmqr6vh/Sent 5755443835628 AT 06039 UDGIR,,1167.80,,31162.36
11/01/2025,WDL TFR UPI/DR/903701144926/ADITYA K/SBIN/ 9284688364/UPI 6474912935141 AT 06039 UDGIR,,254.53,,30907.83
12/01/2025,DEP TFR UPI/CR/446584341660/MOHIT SU/BKID/ mohitttade/UPI 1963928487905 AT 06039 UDGIR,,,202.16,31109.99
12/01/2025,DEP TFR UPI/CR/916055036384/JAGADISH/UBIN/ jaguswami1/UPI 8813675626541 AT 06039 UDGIR,,,672.36,31782.35
13/01/2025,WDL TFR UPI/DR/716761953369/ANIL ARJ/YESB/ paytmqrt2m/NA 2787562783333 AT 06039 UDGIR,,194.36,,31587.99
13/01/2025,DEP TFR UPI/CR/750260013712/VINAYKUM/SBIN/ vkshock486/UPI 7330085158140 AT 06039 UDGIR,,,1023.62,32611.61
14/01/2025,DEP TFR UPI/CR/822683793122/SARTHAK /IPOS/ sarthakksh/UPI 8524277064592 AT 06039 UDGIR,,,75.10,32686.71
15/01/2025,CEMTEX DEP UPI/DRC/201 234439286/04032026/21486,,,9.00,32695.71
16/01/2025,WDL TFR UPI/DR/624712432907/MUJJAMIL/YESB/p aytm.s1tf/Sent 1998381719141 AT 06039 UDGIR,,5.78,,32689.93
18/01/2025,DEP TFR UPI/CR/560692117350/MR ADITY/NESF/ 2909956743/UPI 5606877525158 AT 06039 UDGIR,,,1211.48,33901.41
19/01/2025,DEP TFR UPI/CR/536103798848/Bhagyash/BARB/ vaniswami1/UPI 6600557191478 AT 06039 UDGIR,,,1503.05,35404.46
20/01/2025,WDL TFR UPI/DR/874958788773/Pawar Pa/UTIB/g pay-12195/Sent 9877966616468 AT 06039 UDGIR,,54.29,,35350.17
20/01/2025,WDL TFR UPI/DR/061775888658/PRASHANT/FDRL/ bharatpe.9/Pay 1913075838394 AT 06039 UDGIR,,44.35,,35305.82
21/01/2025,WDL TFR UPI/DR/438214630238/Shree Ch/YESB/p aytmqr5f8/Sent 7459278513956 AT 06039 UDGIR,,24.01,,35281.81
21/01/2025,WDL TFR UPI/DR/899156093494/GAVADE P/UTIB/g pay-11256/Sent 7542861406051 AT 06039 UDGIR,,36.77,,35245.04
21/01/2025,WDL TFR UPI/DR/263503371066/MOHD TA/YESB/q 031119064/Sent 2380697604716 AT 06039 UDGIR,,38.31,,35206.73
24/01/2025,WDL TFR UPI/DR/508633056278/SHREE GA/YESB/q 369201673/Sent 0246547082213 AT 06039 UDGIR,,15.95,,35190.78
24/01/2025,WDL TFR UPI/DR/612467969860/SUKHSAGA/HDFC/v yapar.169/Sent 3113577824260 AT 06039 UDGIR,,53.88,,35136.90
25/01/2025,WDL TFR UPI/DR/149418999567/Fatema s/YESB/p aytm.s1is/Sent 0699598398771 AT 06039 UDGIR,,57.61,,35079.29
26/01/2025,WDL TFR UPI/DR/042371896920/Master S/MAHB/ 5388574926/UPI 4530441779032 AT 06039 UDGIR,,102.80,,34976.49
28/01/2025,DEP TFR UPI/CR/736815639686/JAGADISH/UBIN/ jaguswami1/UPI 6907151136329 AT 06039 UDGIR,,,427.51,35404.00
28/01/2025,DEP TFR UPI/CR/278976043300/ADITYA K/SBIN/ adityakris/UPI 8359991171044 AT 06039 UDGIR,,,573.46,35977.46
29/01/2025,WDL TFR UPI/DR/079755474752/BP Petro/YESB/q 171509930/Sent 4968235908982 AT 06039 UDGIR,,284.25,,35693.21
29/01/2025,DEP TFR UPI/CR/356693568976/ADITYA K/SBIN/ adityakris/UPI 3767993325713 AT 06039 UDGIR,,,113.04,35806.25
30/01/2025,WDL TFR UPI/DR/931385425485/NILESH V/YESB/q 227985328/Sent 9366496838270 AT 06039 UDGIR,,115.06,,35691.19
31/01/2025,WDL TFR UPI/DR/920284498984/ANIL ARJ/YESB/ paytmqrt2m/NA 9327783634763 AT 06039 UDGIR,,223.60,,35467.59
01/02/2025,WDL TFR UPI/DR/045448463262/KRUSHNAI/YESB/q 073263389/Sent 9083773744588 AT 06039 UDGIR,,106.07,,35361.52
01/02/2025,WDL TFR UPI/DR/484414442159/MR SOURA/YESB/q 606711731/Sent 6508338072064 AT 06039 UDGIR,,207.83,,35153.69
01/02/2025,WDL TFR UPI/DR/696400544316/ANIL ARJ/YESB/ paytmqr1dr/NA 2750485818454 AT 06039 UDGIR,,372.89,,34780.80
01/02/2025,WDL TFR UPI/DR/369258599594/Juned Ni/YESB/p aytmqr6gq/Sent 5527416645102 AT 06039 UDGIR,,385.06,,34395.74
02/02/2025,DEP TFR UPI/CR/164891020069/MOHIT SU/BKID/ mohitttade/UPI 9124062006555 AT 06039 UDGIR,,,567.04,34962.78
02/02/2025,WDL TFR UPI/DR/014032631800/SEEMA AB/YESB/q 216671691/Sent 2473037941758 AT 06039 UDGIR,,33.43,,34929.35
03/02/2025,WDL TFR UPI/DR/369931743247/MOHIT SU/BKID/ mohitttade/UPI 8677065832593 AT 06039 UDGIR,,910.71,,34018.64
03/02/2025,DEP TFR UPI/CR/214091199243/Master S/MAHB/ parthchava/UPI 0226196605183 AT 06039 UDGIR,,,123.90,34142.54
05/02/2025,WDL TFR UPI/DR/342670562628/Prajakta/PPIW/o mbk.aagq2/Sent 0237455949983 AT 06039 UDGIR,,324.68,,33817.86
06/02/2025,WDL TFR UPI/DR/302922458760/Inacio M/YESB/p aytmqr6eo/Sent 9229246274724 AT 06039 UDGIR,,909.46,,32908.40
06/02/2025,WDL TFR UPI/DR/850429667924/VIJAYANA/YESB/v rlonline@/Sent 3453033227925 AT 06039 UDGIR,,2272.81,,30635.59
07/02/2025,WDL TFR UPI/DR/159823983338/ANIL ARJ/YESB/ paytmqrt2m/NA 5175519176737 AT 06039 UDGIR,,220.52,,30415.07
10/02/2025,WDL TFR UPI/DR/039147798694/MOHIT SU/BKID/ mohitttade/UPI 8607587016517 AT 06039 UDGIR,,650.75,,29764.32
11/02/2025,DEP TFR UPI/CR/641222874539/JAGADISH/UBIN/ jaguswami1/UPI 5870737436223 AT 06039 UDGIR,,,1202.70,30967.02
12/02/2025,INTERES T CREDIT,,,4.83,30971.85
14/02/2025,DEP TFR UPI/CR/237578696124/JAGADISH/UBIN/ jaguswami1/UPI 7711693453310 AT 06039 UDGIR,,,1067.47,32039.32
15/02/2025,WDL TFR UPI/DR/468890016198/KALE SHA/HDFC/s hasikalak/Sent 6911007215123 AT 06039 UDGIR,,304.55,,31734.77
16/02/2025,WDL TFR UPI/DR/225190948122/AARADHYA/YESB/q 952613693/Sent 7050751086613 AT 06039 UDGIR,,80.64,,31654.13
18/02/2025,WDL TFR UPI/DR/766679106810/ANIL ARJ/YESB/ paytmqrt2m/NA 4564635415534 AT 06039 UDGIR,,160.65,,31493.48
20/02/2025,DEP TFR UPI/CR/180793898486/MOHIT SU/BKID/ mohitttade/UPI 1644268973264 AT 06039 UDGIR,,,166.76,31660.24
21/02/2025,WDL TFR UPI/DR/004579216969/KAILAS G/KKBK/q 746864999/Sent 9199848862562 AT 06039 UDGIR,,36.77,,31623.47
22/02/2025,WDL TFR UPI/DR/980103980732/MR SOURA/YESB/q 868364515/Sent 5540776010647 AT 06039 UDGIR,,319.74,,31303.73
24/02/2025,DEP TFR UPI/CR/767628429862/SARTHAK /IPOS/ sarthakksh/UPI 1462243305924 AT 06039 UDGIR,,,95.18,31398.91
25/02/2025,DEP TFR UPI/CR/121616609136/ADITYA K/SBIN/ adityakris/UPI 2709693709865 AT 06039 UDGIR,,,42.38,31441.29
26/02/2025,WDL TFR UPI/DR/174968049891/Mr SANTO/YESB/q 699077234/Sent 5538504070703 AT 06039 UDGIR,,38.32,,31402.97
27/02/2025,WDL TFR UPI/DR/213092038830/SUKHSAGA/HDFC/v yapar.169/Sent 8419920719050 AT 06039 UDGIR,,100.77,,31302.20
28/02/2025,WDL TFR UPI/DR/498412823670/MOHIT SU/BKID/ 1869077735/UPI 9854514208808 AT 06039 UDGIR,,38.78,,31263.42
02/03/2025,WDL TFR UPI/DR/984013490239/SHREE GA/YESB/q 369201673/Sent 1137467743542 AT 06039 UDGIR,,25.66,,31237.76
03/03/2025,WDL TFR UPI/DR/018934976320/Dilip Ba/YESB/ paytmqrj1i/NA 1077189469937 AT 06039 UDGIR,,17.54,,31220.22
05/03/2025,WDL TFR UPI/DR/237290098798/ELEVATE /YESB/q 198869574/Sent 5131054046346 AT 06039 UDGIR,,402.93,,30817.29
07/03/2025,WDL TFR UPI/DR/316749906604/ANOOP SH/IBKL/a mzn000461/Sent 7188295942340 AT 06039 UDGIR,,37.17,,30780.12
07/03/2025,WDL TFR UPI/DR/618097828778/Abhinav /YESB/p aybus8261/Sent 9951975233193 AT 06039 UDGIR,,831.25,,29948.87
09/03/2025,DEP TFR UPI/CR/352141112122/SARTHAK /BARB/ sarthakksh/UPI 8628767986529 AT 06039 UDGIR,,,171.29,30120.16
09/03/2025,WDL TFR UPI/DR/080999067975/SANJAY B/YESB/p aytmqr6vg/Sent 3578298831492 AT 06039 UDGIR,,38.37,,30081.79
10/03/2025,WDL TFR UPI/DR/901748840317/AKASH SH/YESB/ bharatpe9d/Pay 1617460006189 AT 06039 UDGIR,,22.23,,30059.56
11/03/2025,DEP TFR UPI/CR/859249673593/JAGADISH/UBIN/ jaguswami1/UPI 9475714637108 AT 06039 UDGIR,,,2779.62,32839.18
11/03/2025,WDL TFR UPI/DR/959463092496/RAHUL UT/UBIN/7 972044682/Sent 4583704873816 AT 06039 UDGIR,,256.46,,32582.72
13/03/2025,WDL TFR UPI/DR/184387358781/MOHIT SU/BKID/ 6774114259/UPI 2450223598093 AT 06039 UDGIR,,25.64,,32557.08
14/03/2025,DEP TFR UPI/CR/493922066585/ADITYA A/BARB/9 356138585/Paym 6732589351503 AT 06039 UDGIR,,,208.36,32765.44
15/03/2025,WDL TFR UPI/DR/391517381807/ANIL ARJ/YESB/ paytmqrt2m/NA 5715542091220 AT 06039 UDGIR,,166.85,,32598.59
16/03/2025,DEP TFR UPI/CR/936059257896/Onkar Su/SBIN/7 020316840/Paym 0814956887709 AT 06039 UDGIR,,,1.27,32599.86
17/03/2025,DEP TFR UPI/CR/542258944286/Master S/MAHB/ parthchava/UPI 2390309860709 AT 06039 UDGIR,,,153.41,32753.27
17/03/2025,WDL TFR UPI/DR/220045588689/Google P/utib/p laystore1/Mand 9062919290613 AT 06039 UDGIR,,1.68,,32751.59
17/03/2025,WDL TFR UPI/DR/042427733075/Master S/MAHB/ 2996313283/UPI 0832552816297 AT 06039 UDGIR,,802.46,,31949.13
17/03/2025,DEP TFR UPI/CR/558048065590/MOHIT SU/BKID/ mohitttade/UPI 9861620812689 AT 06039 UDGIR,,,4.36,31953.49
18/03/2025,DEP TFR UPI/CR/052903943766/ADITYA K/SBIN/ adityakris/UPI 5616413729586 AT 06039 UDGIR,,,75.39,32028.88
18/03/2025,WDL TFR UPI/DR/437332189482/ANIL ARJ/YESB/ paytmqrt2m/NA 3184757179633 AT 06039 UDGIR,,311.74,,31717.14
