Date,Details,Ref No/Cheque No,Debit,Credit,Balance
13/01/2025,WDL TFR UPI/DR/797715335565/Google I/UTIB/ gpay-utili/UPI 5248434961636 AT 06039 UDGIR,,274.83,,694.65
13/01/2025,DEP TFR UPI/CR/325648670043/Google P/utib/ playstore1/UPI 1441504579975 AT 06039 UDGIR,,,2.91,697.56
14/01/2025,WDL TFR UPI/DR/225834344939/NIDHI ME/YESB/q 518727570/Sent 9351889089420 AT 06039 UDGIR,,5.13,,692.43
15/01/2025,WDL TFR UPI/DR/192339350262/ELEVATE /YESB/q 198869574/Sent 9012353424515 AT 06039 UDGIR,,377.72,,314.71
17/01/2025,WDL TFR UPI/DR/737913094532/MR SOURA/YESB/q 606711731/Sent 6347516541638 AT 06039 UDGIR,,350.96,,-36.25
17/01/2025,WDL TFR UPI/DR/409952324457/MR ADITY/NESF/ 5462475948/UPI 9137632644862 AT 06039 UDGIR,,1.00,,-37.25
19/01/2025,WDL TFR UPI/DR/045248818118/KRISHNA /UTIB/g pay-11235/Sent 9598543229446 AT 06039 UDGIR,,92.80,,-130.05
19/01/2025,DEP TFR UPI/CR/453393591069/Google P/utib/ playstore1/UPI 7131348283438 AT 06039 UDGIR,,,2.37,-127.68
20/01/2025,DEP TFR UPI/CR/712738200023/MOHIT SU/BKID/ mohitttade/UPI 8230087930832 AT 06039 UDGIR,,,123.43,-4.25
21/01/2025,WDL TFR UPI/DR/131691643657/AARADHYA/YESB/q 952613693/Sent 3182306184588 AT 06039 UDGIR,,63.19,,-67.44
23/01/2025,WDL TFR UPI/DR/399485019751/HADKE HE/YESB/ paytmqr12b/NA 4195070193196 AT 06039 UDGIR,,87.05,,-154.49
23/01/2025,WDL TFR UPI/DR/009834832546/SHREE GA/YESB/q 190874553/Sent 7428477994572 AT 06039 UDGIR,,1.00,,-155.49
23/01/2025,WDL TFR UPI/DR/466157863417/Blinkit/HDFC/bl inkit.pa/UPIIn 2717497140447 AT 06039 UDGIR,,237.84,,-393.33
23/01/2025,WDL TFR UPI/DR/454266744676/MOHIT SU/BKID/ 5355512339/UPI 1953844731782 AT 06039 UDGIR,,1.00,,-394.33
24/01/2025,WDL TFR UPI/DR/046721616703/RAJENTERP/YESB/ q039410539/Sen 4821936157816 AT 06039 UDGIR,,1.00,,-395.33
25/01/2025,DEP TFR UPI/CR/315927548259/Bhagyash/BARB/ vaniswami1/UPI 3643789447628 AT 06039 UDGIR,,,2597.21,2201.88
25/01/2025,DEP TFR UPI/CR/354989602552/PARTH DA/BKID/ parthchava/UPI 5560332601280 AT 06039 UDGIR,,,435.31,2637.19
27/01/2025,WDL TFR UPI/DR/436961086896/HEALTH F/YESB/p aytmqr6nb/Sent 7407965813290 AT 06039 UDGIR,,121.55,,2515.64
29/01/2025,WDL TFR UPI/DR/735700568662/Google P/utib/p laystore1/Mand 2275839395775 AT 06039 UDGIR,,4.39,,2511.25
31/01/2025,WDL TFR UPI/DR/484810038637/Prajakta/PPIW/o mbk.aagq2/Sent 7617668707896 AT 06039 UDGIR,,266.07,,2245.18
01/02/2025,WDL TFR UPI/DR/799292488245/Stayclassy/AIRP /stayclassy/St 6430345810914 AT 06039 UDGIR,,185.40,,2059.78
02/02/2025,WDL TFR UPI/DR/981600574593/Airtel/YESB/air tel-bil/Airtel 7386652263987 AT 06039 UDGIR,,2506.98,,-447.20
03/02/2025,DEP TFR UPI/CR/966572023144/JAGADISH/UBIN/ jaguswami1/UPI 0450363510851 AT 06039 UDGIR,,,4967.84,4520.64
04/02/2025,WDL TFR UPI/DR/224997966748/Master S/MAHB/ 7122610545/UPI 0854512608580 AT 06039 UDGIR,,369.93,,4150.71
05/02/2025,WDL TFR UPI/DR/405257879284/RAJENTERP/YESB/ q039410539/Sen 2510646989584 AT 06039 UDGIR,,121.73,,4028.98
07/02/2025,WDL TFR UPI/DR/240601340365/MR ADITY/NESF/ 8510385272/UPI 0964488893714 AT 06039 UDGIR,,112.07,,3916.91
10/02/2025,WDL TFR UPI/DR/050821212203/Mr RAJES/YESB/q 912623956/Sent 7975214185441 AT 06039 UDGIR,,15.74,,3901.17
12/02/2025,DEP TFR UPI/CR/276289210179/ADITYA A/BARB/9 356138585/Paym 6442847694485 AT 06039 UDGIR,,,279.34,4180.51
14/02/2025,DEP TFR UPI/CR/885299411587/JAGADISH/UBIN/ jaguswami1/UPI 1217269429819 AT 06039 UDGIR,,,2411.45,6591.96
17/02/2025,DEP TFR UPI/CR/393976969118/MOHIT SU/BKID/ mohitttade/UPI 0127476425266 AT 06039 UDGIR,,,156.86,6748.82
17/02/2025,WDL TFR UPI/DR/609581778593/OM SAI P/YESB/p aytmqr6u7/Sent 9346837942762 AT 06039 UDGIR,,30.03,,6718.79
19/02/2025,WDL TFR UPI/DR/166779889190/HOTEL JO/ICIC/g etepay.gv/Sent 5903081587108 AT 06039 UDGIR,,211.85,,6506.94
20/02/2025,WDL TFR UPI/DR/162523501957/Master S/MAHB/ 9149383909/UPI 6568065261303 AT 06039 UDGIR,,336.37,,6170.57
20/02/2025,DEP TFR UPI/CR/606446399316/MOHIT SU/BKID/ mohitttade/UPI 5826296108549 AT 06039 UDGIR,,,179.99,6350.56
21/02/2025,DEP TFR UPI/CR/286197043617/MOHIT SU/BKID/ mohitttade/UPI 8174294542384 AT 06039 UDGIR,,,166.96,6517.52
21/02/2025,DEP TFR UPI/CR/269209629719/SARTHAK /IPOS/ sarthakksh/UPI 7280005730569 AT 06039 UDGIR,,,18.90,6536.42
21/02/2025,DEP TFR UPI/CR/370404388976/MOHIT SU/BKID/ mohitttade/UPI 5440083105251 AT 06039 UDGIR,,,233.42,6769.84
23/02/2025,DEP TFR UPI/CR/937837064190/VINAYKUM/SBIN/ vkshock486/UPI 6106742453577 AT 06039 UDGIR,,,1443.05,8212.89
24/02/2025,WDL TFR UPI/DR/913648235331/Google P/utib/p laystore1/Mand 5745440527220 AT 06039 UDGIR,,2.34,,8210.55
24/02/2025,WDL TFR UPI/DR/973299059489/MOHIT SU/BKID/ 7308364543/UPI 1547209098929 AT 06039 UDGIR,,2549.40,,5661.15
24/02/2025,WDL TFR UPI/DR/185954056592/Pawar Pa/UTIB/g pay-12190/Sent 5279634971596 AT 06039 UDGIR,,54.26,,5606.89
26/02/2025,DEP TFR UPI/CR/353827336048/VRL/HDFC/vrl.b dpg@h/Online R 9713070476030 AT 06039 UDGIR,,,788.83,6395.72
26/02/2025,DEP TFR UPI/CR/823714338315/SARTHAK /BARB/ sarthakksh/UPI 1008834539762 AT 06039 UDGIR,,,189.19,6584.91
28/02/2025,WDL TFR UPI/DR/800621793359/Indian R/YESB/p aytm-6467/Sent 2911528957542 AT 06039 UDGIR,,253.27,,6331.64
28/02/2025,WDL TFR UPI/DR/677826760307/MOHIT SU/BKID/ 7051654515/UPI 0470132653553 AT 06039 UDGIR,,111.54,,6220.10
03/03/2025,WDL TFR UPI/DR/490630614300/SHRIMANT/HDFC/v yapar.172/Sent 2509578792333 AT 06039 UDGIR,,53.65,,6166.45
03/03/2025,WDL TFR UPI/DR/422369341998/SHANKAR/YESB/q 256466505/Sent 7131821789992 AT 06039 UDGIR,,53.54,,6112.91
