Date,Details,Ref No/Cheque No,Debit,Credit,Balance
03/01/2025,DEP TFR UPI/CR/773793283723/MOHIT SU/BKID/ mohitttade/UPI 1860316875938 AT 06039 UDGIR,,,81.03,32369.82
03/01/2025,DEP TFR UPI/CR/975910125792/Bhagyash/BARB/ vaniswami1/UPI 2156651783882 AT 06039 UDGIR,,,1267.22,33637.04
04/01/2025,WDL TFR UPI/DR/493227403604/HADKE HE/YESB/ paytmqr12b/NA 1555712252717 AT 06039 UDGIR,,284.72,,33352.32
05/01/2025,DEP TFR UPI/CR/536068290828/MOHIT SU/BKID/ mohitttade/UPI 5509099464493 AT 06039 UDGIR,,,55.54,33407.86
07/01/2025,DEP TFR UPI/CR/817089043709/ADITYA K/SBIN/ adityakris/UPI 1391732013209 AT 06039 UDGIR,,,228.41,33636.27
08/01/2025,WDL TFR UPI/DR/005105755008/ANIL ARJ/YESB/ paytmqr1dr/NA 5412332663446 AT 06039 UDGIR,,28.77,,33607.50
09/01/2025,DEP TFR UPI/CR/631852783030/Bhagyash/BARB/ vaniswami1/UPI 2171427450828 AT 06039 UDGIR,,,2753.26,36360.76
11/01/2025,DEP TFR UPI/CR/997061475215/Master S/MAHB/ parthchava/UPI 9090689324977 AT 06039 UDGIR,,,177.94,36538.70
13/01/2025,WDL TFR UPI/DR/435788649634/Pawar Pa/UTIB/g pay-12190/Sent 0673784142542 AT 06039 UDGIR,,64.87,,36473.83
16/01/2025,WDL TFR UPI/DR/770279546223/ANIL ARJ/YESB/ paytmqrt2m/NA 8776394652293 AT 06039 UDGIR,,252.36,,36221.47
19/01/2025,WDL TFR UPI/DR/390676412618/Master S/MAHB/ 8486054177/UPI 3088800581024 AT 06039 UDGIR,,122.52,,36098.95
20/01/2025,DEP TFR UPI/CR/351544363243/RUCHI SAKSHI/IBKL/ user22797/UPI 4759997065896 AT 06039 UDGIR,,,1968.66,38067.61
21/01/2025,WDL TFR UPI/DR/459338992836/KIAN THE/YESB/q 555710360/Sent 5438728018402 AT 06039 UDGIR,,291.67,,37775.94
22/01/2025,DEP TFR UPI/CR/903309615745/JAGADISH/UBIN/ jaguswami1/UPI 3328004101258 AT 06039 UDGIR,,,1212.12,38988.06
23/01/2025,WDL TFR UPI/DR/661212309274/ANIL ARJ/YESB/ paytmqrt2m/NA 0978042523643 AT 06039 UDGIR,,213.07,,38774.99
24/01/2025,WDL TFR UPI/DR/537813918825/Shukalp /UTIB/9 370456936/Sent 3853588524590 AT 06039 UDGIR,,3639.89,,35135.10
25/01/2025,DEP TFR UPI/CR/786811566423/Master S/MAHB/ parthchava/UPI 3986488371704 AT 06039 UDGIR,,,91.97,35227.07
26/01/2025,WDL TFR UPI/DR/426878920345/ANIL ARJ/YESB/ paytmqrt2m/NA 9966964466602 AT 06039 UDGIR,,171.12,,35055.95
26/01/2025,WDL TFR UPI/DR/563869766576/FARJANA /YESB/q 876586248/Sent 8154432378310 AT 06039 UDGIR,,12.14,,35043.81
28/01/2025,WDL TFR UPI/DR/625163084636/SHRIRAM /YESB/q 614944718/Sent 2053673068774 AT 06039 UDGIR,,566.92,,34476.89
29/01/2025,DEP TFR UPI/CR/395271665529/PARTH DA/BKID/ parthchava/UPI 5750229889848 AT 06039 UDGIR,,,4111.39,38588.28
29/01/2025,WDL TFR UPI/DR/219477503371/RAINBOWF/YESB/q 886663516/Sent 2617371086624 AT 06039 UDGIR,,50.31,,38537.97
30/01/2025,WDL TFR UPI/DR/258573901873/Fatema s/YESB/p aytm.s1is/Sent 2521859656066 AT 06039 UDGIR,,45.71,,38492.26
02/02/2025,WDL TFR UPI/DR/942821255705/Pawar Pa/UTIB/g pay-12190/Sent 9959744911879 AT 06039 UDGIR,,25.43,,38466.83
04/02/2025,WDL TFR UPI/DR/299270241023/Karan Ba/YESB/p aytmqr6ic/Sent 0712455889402 AT 06039 UDGIR,,28.78,,38438.05
05/02/2025,DEP TFR UPI/CR/194165746805/MOHIT SU/BKID/ mohitttade/UPI 2817193873798 AT 06039 UDGIR,,,143.79,38581.84
06/02/2025,WDL TFR UPI/DR/753133518212/HOTEL AR/YESB/p aytm.s1cg/Sent 3639731371730 AT 06039 UDGIR,,14.28,,38567.56
07/02/2025,WDL TFR UPI/DR/491208812994/Master S/MAHB/ 0565232629/UPI 6129508357620 AT 06039 UDGIR,,24.14,,38543.42
08/02/2025,WDL TFR UPI/DR/552770222722/HEALTH F/UNBA/ bharatpe.9/Pay 6357702738699 AT 06039 UDGIR,,11.32,,38532.10
10/02/2025,WDL TFR UPI/DR/967497352524/Bhagyash/BARB/ vaniswami1/UPI 2542969824920 AT 06039 UDGIR,,2528.99,,36003.11
11/02/2025,WDL TFR UPI/DR/881530939130/Mrs KANC/YESB/ bharatpe9s/Pay 9422021818437 AT 06039 UDGIR,,112.06,,35891.05
12/02/2025,WDL TFR UPI/DR/871162041917/KAILASH /UTIB/g pay-11257/Sent 3580355310384 AT 06039 UDGIR,,3.69,,35887.36
13/02/2025,DEP TFR UPI/CR/383667172872/Bhagyash/BARB/ vaniswami1/UPI 3362059751484 AT 06039 UDGIR,,,265.77,36153.13
14/02/2025,WDL TFR UPI/DR/451302330456/Shukalp /UTIB/9 370456936/Sent 8269197246067 AT 06039 UDGIR,,2752.91,,33400.22
16/02/2025,WDL TFR UPI/DR/040810988841/UTKARSH /YESB/p aytmqr62n/Sent 8591905371468 AT 06039 UDGIR,,40.16,,33360.06
17/02/2025,WDL TFR UPI/DR/389952842817/AJINKYA /YESB/p aytm.s1t0/Sent 8469318889723 AT 06039 UDGIR,,38.63,,33321.43
18/02/2025,WDL TFR UPI/DR/891222934086/MOHIT SU/BKID/ 4642361764/UPI 3152818564216 AT 06039 UDGIR,,592.79,,32728.64
18/02/2025,WDL TFR UPI/DR/884318270712/SHRIRAM /YESB/q 614944718/Sent 8621993262986 AT 06039 UDGIR,,188.40,,32540.24
19/02/2025,DEP TFR UPI/CR/009442521911/SHRADHA /KVBL/ shradha.na/UPI 7220972383327 AT 06039 UDGIR,,,1526.23,34066.47
20/02/2025,WDL TFR UPI/DR/894928133014/Swiggy Ltd/UTIB /swiggyupi@/Pa 3536858939230 AT 06039 UDGIR,,104.42,,33962.05
21/02/2025,WDL TFR UPI/DR/691167747260/ANIL ARJ/YESB/ paytmqrt2m/NA 1046541491418 AT 06039 UDGIR,,213.24,,33748.81
22/02/2025,DEP TFR UPI/CR/222660661956/Master S/MAHB/ parthchava/UPI 5677388591121 AT 06039 UDGIR,,,262.31,34011.12
22/02/2025,WDL TFR UPI/DR/743531642897/Mr PRAMO/YESB/q 203287168/Sent 8590852823491 AT 06039 UDGIR,,20.75,,33990.37
23/02/2025,WDL TFR UPI/DR/062576224967/Master S/MAHB/ 5239009547/UPI 1335034195670 AT 06039 UDGIR,,59.47,,33930.90
24/02/2025,WDL TFR UPI/DR/785254887818/Master S/MAHB/ 9269212260/UPI 8301707802164 AT 06039 UDGIR,,84.00,,33846.90
24/02/2025,DEP TFR UPI/CR/776189843025/ADITYA A/BARB/9 356138585/Paym 6132441593776 AT 06039 UDGIR,,,41.63,33888.53
25/02/2025,WDL TFR UPI/DR/470476299884/Monika R/SBIN/ monikaj301/UPI 9000012418982 AT 06039 UDGIR,,248.65,,33639.88
27/02/2025,WDL TFR UPI/DR/643431126653/Mr PRAMO/YESB/q 203287168/Sent 6793139804907 AT 06039 UDGIR,,29.53,,33610.35
01/03/2025,WDL TFR UPI/DR/441243577631/Bhagyash/BARB/ vaniswami1/UPI 5884351505207 AT 06039 UDGIR,,1439.83,,32170.52
02/03/2025,DEP TFR UPI/CR/100913584693/ADITYA K/SBIN/ adityakris/UPI 7128740337344 AT 06039 UDGIR,,,46.87,32217.39
03/03/2025,WDL TFR UPI/DR/307193260557/SHREE GA/YESB/q 369201673/Sent 8445262849579 AT 06039 UDGIR,,66.80,,32150.59
04/03/2025,WDL TFR UPI/DR/210168922060/MOHIT SU/BKID/ mohitttade/UPI 5455867878739 AT 06039 UDGIR,,106.22,,32044.37
05/03/2025,WDL TFR UPI/DR/651401587251/NASER RA/YESB/q 503920062/Sent 4129919791642 AT 06039 UDGIR,,58.93,,31985.44
