value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,NEFT DR/VEN975408031137/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT770733720554,"16,043.31",-,"55,693.69"
01/01/2025,02/01/2025,NEFT DR/VEN241446807294/CITY LOGISTICS/VENDOR PAYMENT,NEFT211351254712,"17,411.71",-,"38,281.98"
02/01/2025,04/01/2025,RTGS CR/CLT124274193516/URBAN FOODS/INVOICE SETTLEMENT,RTGS281858836119,-,"133,115.31","171,397.29"
03/01/2025,03/01/2025,UPI DR/UPI190234285014/OLA/MERCHANT PAYMENT,DR559373646401,"3,549.50",-,"167,847.79"
03/01/2025,04/01/2025,UPI DR/UPI551156135108/BOOKMYSHOW/MERCHANT PAYMENT,DR411295454078,"5,108.85",-,"162,738.94"
06/01/2025,06/01/2025,UPI DR/BIZ629351533442/WAREHOUSE RENT/SUPPLIER PAYMENT,DR304833214610,"2,525.19",-,"160,213.75"
06/01/2025,06/01/2025,UPI DR/UPI689522429751/ZOMATO/MERCHANT PAYMENT,DR553202815950,"6,537.70",-,"153,676.05"
06/01/2025,07/01/2025,UPI DR/BIZ575564932502/PACKAGING HUB/SUPPLIER PAYMENT,DR185960297086,"53,842.08",-,"99,833.97"
06/01/2025,07/01/2025,UPI DR/UPI193891370442/BIGBASKET/MERCHANT PAYMENT,DR444114116913,"1,890.84",-,"97,943.13"
06/01/2025,08/01/2025,NEFT DR/VEN363023492521/PACKAGING HUB/VENDOR PAYMENT,NEFT935947462302,"97,693.13",-,250.00
07/01/2025,09/01/2025,NEFT CR/CLT958094022672/URBAN FOODS/BULK RECEIPT,CR567307739312,-,"43,628.75","43,878.75"
08/01/2025,08/01/2025,NEFT DR/VEN578891349690/PRINT HOUSE/VENDOR PAYMENT,NEFT286744842564,"22,007.11",-,"21,871.64"
09/01/2025,09/01/2025,NEFT DR/VEN502368988665/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT194318962587,"21,621.64",-,250.00
10/01/2025,10/01/2025,UPI DR/UPI244741149373/APOLLO PHARMACY/MOBILEAPP,UPI736100706543,1.00,-,249.00
11/01/2025,11/01/2025,NEFT DR/VEN173243017040/PRINT HOUSE/VENDOR PAYMENT,NEFT625865327037,1.00,-,248.00
11/01/2025,12/01/2025,NEFT CR/CLT904967922698/NEXA INFRA/BULK RECEIPT,CR543101372226,-,"27,522.96","27,770.96"
12/01/2025,12/01/2025,RTGS CR/CLT928118304949/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS291431871636,-,"148,052.98","175,823.94"
14/01/2025,16/01/2025,CASH DEP/CSH818527432643/BRANCH DEPOSIT,CASH470822455986,-,"23,827.17","199,651.11"
14/01/2025,16/01/2025,NEFT DR/VEN488002894084/WAREHOUSE RENT/VENDOR PAYMENT,NEFT979950046119,"65,378.22",-,"134,272.89"
15/01/2025,16/01/2025,NEFT DR/VEN529323644440/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT164963637142,"74,524.55",-,"59,748.34"
15/01/2025,16/01/2025,NEFT DR/TRF879470459898/SAVINGS TRANSFER,NEFT269220120097,"6,335.09",-,"53,413.25"
15/01/2025,17/01/2025,NEFT DR/VEN668442689382/WAREHOUSE RENT/VENDOR PAYMENT,NEFT822728885422,"49,170.95",-,"4,242.30"
17/01/2025,17/01/2025,UPI DR/UPI414624615274/ZOMATO/MERCHANT PAYMENT,DR636518564112,"3,992.30",-,250.00
17/01/2025,19/01/2025,NEFT CR/CLT947828435594/ALPHA TRADERS/BULK RECEIPT,CR583259614448,-,"86,602.75","86,852.75"
18/01/2025,18/01/2025,UPI DR/P2P874901540740/ROHAN/P2P TRANSFER,UPI373077571043,"18,933.82",-,"67,918.93"
18/01/2025,19/01/2025,NEFT CR/CLT392780366325/ALPHA TRADERS/BULK RECEIPT,CR424955481317,-,"179,059.11","246,978.04"
19/01/2025,19/01/2025,UPI CR/UPI810364925895/KARAN/P2P RECEIVE,UPI173609716706,-,935.90,"247,913.94"
19/01/2025,20/01/2025,UPI DR/P2P425087977096/AMAN/P2P TRANSFER,UPI807550695141,"13,311.91",-,"234,602.03"
21/01/2025,21/01/2025,UPI DR/UPI838165274601/OLA/MERCHANT PAYMENT,DR205581566403,"6,784.11",-,"227,817.92"
21/01/2025,21/01/2025,NEFT DR/VEN905818453820/PRINT HOUSE/VENDOR PAYMENT,NEFT107469396326,"121,122.91",-,"106,695.01"
22/01/2025,23/01/2025,UPI CR/P2P212503386877/ROHAN/P2P RECEIVE,UPI984843684926,-,"13,047.13","119,742.14"
