value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,NEFT CR/INV769126844837/URBAN FOODS/PROJECT CREDIT,CR813447561174,-,"25,691.82","330,641.82"
02/01/2025,02/01/2025,UPI DR/P2P631107406945/RAHUL/P2P TRANSFER,UPI401020516222,"2,650.12",-,"327,991.70"
02/01/2025,03/01/2025,UPI CR/P2P732946892633/SNEHA/P2P RECEIVE,UPI413438662190,-,"24,957.96","352,949.66"
02/01/2025,04/01/2025,NEFT CR/INV327687872797/ALPHA TRADERS/PROJECT CREDIT,CR848594783596,-,"11,588.60","364,538.26"
03/01/2025,04/01/2025,CASH DEP/CSH180262775835/BRANCH DEPOSIT,CASH645912828854,-,"17,499.89","382,038.15"
03/01/2025,04/01/2025,UPI CR/P2P761979120477/ROHAN/P2P RECEIVE,UPI465464125705,-,"11,638.39","393,676.54"
03/01/2025,05/01/2025,UPI DR/UPI630078508519/AMAZON/MERCHANT PAYMENT,DR998905311524,"8,496.58",-,"385,179.96"
06/01/2025,06/01/2025,NEFT CR/INV428823891562/ALPHA TRADERS/PROJECT CREDIT,CR794357503430,-,"61,144.20","446,324.16"
07/01/2025,08/01/2025,CHRG DR/FEE422918340574/BANK CHARGE,CHG627000196151,64.67,-,"446,259.49"
07/01/2025,09/01/2025,UPI DR/P2P382478212367/PRIYA/P2P TRANSFER,UPI923386922104,"6,486.50",-,"439,772.99"
09/01/2025,10/01/2025,CASH DEP/CSH320325211790/BRANCH DEPOSIT,CASH385265408154,-,"2,196.71","441,969.70"
10/01/2025,10/01/2025,UPI DR/UPI510219814911/SWIGGY/MOBILEAPP,UPI734063290453,"1,121.12",-,"440,848.58"
12/01/2025,13/01/2025,UPI DR/UPI955204867052/BIGBASKET/MERCHANT PAYMENT,DR161530024840,"4,061.48",-,"436,787.10"
13/01/2025,13/01/2025,NEFT CR/INV793845532192/SKYLOGIC LLP/PROJECT PAYMENT,NEFT211293550096,-,"24,998.91","461,786.01"
15/01/2025,15/01/2025,NEFT CR/INV635164707317/SKYLOGIC LLP/PROJECT CREDIT,CR375281402233,-,"71,851.05","533,637.06"
15/01/2025,16/01/2025,CASH DEP/CSH398604795878/BRANCH DEPOSIT,CASH807792922656,-,"30,223.32","563,860.38"
15/01/2025,16/01/2025,UPI DR/UPI606694129840/AMAZON/MERCHANT PAYMENT,DR768767806304,387.25,-,"563,473.13"
15/01/2025,16/01/2025,NEFT DR/TRF839559579685/SAVINGS TRANSFER,NEFT240193398667,"3,471.45",-,"560,001.68"
15/01/2025,17/01/2025,UPI DR/P2P191264268042/VIKAS/P2P TRANSFER,UPI731814469184,"20,028.18",-,"539,973.50"
16/01/2025,17/01/2025,NEFT CR/INV757271955908/SKYLOGIC LLP/PROJECT CREDIT,CR160723236544,-,"71,073.99","611,047.49"
17/01/2025,17/01/2025,UPI DR/UPI237356175721/APOLLO PHARMACY/MERCHANT PAYMENT,DR121471834858,"4,421.89",-,"606,625.60"
18/01/2025,19/01/2025,CASH DEP/CSH794492873200/BRANCH DEPOSIT,CASH184770054938,-,"24,992.89","631,618.49"
19/01/2025,19/01/2025,UPI CR/UPI950405158791/RAHUL/P2P RECEIVE,UPI153571502968,-,"5,424.46","637,042.95"
20/01/2025,21/01/2025,UPI CR/P2P337111706232/RAHUL/P2P RECEIVE,UPI142136281655,-,"11,751.41","648,794.36"
21/01/2025,23/01/2025,CASH DEP/CSH801151770287/BRANCH DEPOSIT,CASH598386308180,-,"28,462.27","677,256.63"
22/01/2025,22/01/2025,NEFT CR/INV633017450549/ALPHA TRADERS/PROJECT PAYMENT,NEFT946776765854,-,"79,182.90","756,439.53"
22/01/2025,23/01/2025,CASH DEP/CSH490819394476/BRANCH DEPOSIT,CASH666109947001,-,"8,466.59","764,906.12"
22/01/2025,23/01/2025,NEFT CR/INV857754746122/NEXA INFRA/PROJECT CREDIT,CR790442819907,-,"77,734.45","842,640.57"
24/01/2025,24/01/2025,CASH DEP/CSH775362061728/BRANCH DEPOSIT,CASH787041546249,-,"22,381.80","865,022.37"
24/01/2025,24/01/2025,UPI DR/P2P937053339427/RAHUL/P2P TRANSFER,UPI871752292656,"3,077.99",-,"861,944.38"
25/01/2025,25/01/2025,UPI CR/P2P832223277787/AMAN/P2P RECEIVE,UPI698050409617,-,"10,933.87","872,878.25"
26/01/2025,28/01/2025,UPI DR/UPI916514157375/JIO/MERCHANT PAYMENT,DR834707734326,"10,856.79",-,"862,021.46"
26/01/2025,28/01/2025,NEFT CR/INV402316171603/NEXA INFRA/PROJECT PAYMENT,NEFT232267094004,-,"35,116.85","897,138.31"
28/01/2025,28/01/2025,UPI DR/UPI283999306885/BOOKMYSHOW/MERCHANT PAYMENT,DR885933725450,"8,444.76",-,"888,693.55"
28/01/2025,30/01/2025,UPI DR/UPI947062569271/JIO/MERCHANT PAYMENT,DR361826464893,"7,119.53",-,"881,574.02"
29/01/2025,30/01/2025,UPI DR/UPI245497254104/APOLLO PHARMACY/MERCHANT PAYMENT,DR693922470781,"6,869.00",-,"874,705.02"
29/01/2025,30/01/2025,UPI DR/UPI288207405468/FLIPKART/MERCHANT PAYMENT,DR945187637957,"7,595.64",-,"867,109.38"
