Date,Details,Ref No/Cheque No,Debit,Credit,Balance
05/01/2025,DEP TFR UPI/CR/226432666329/MOHIT SU/BKID/ mohitttade/UPI 9770506743702 AT 06039 UDGIR,,,115.48,16679.56
06/01/2025,WDL TFR UPI/DR/488007224237/AWS India/RATN/ amazonaws@/Ama 8560531489028 AT 06039 UDGIR,,1.53,,16678.03
09/01/2025,WDL TFR UPI/DR/692111178134/SHREE GA/YESB/q 177717515/Sent 2238853105839 AT 06039 UDGIR,,55.10,,16622.93
09/01/2025,WDL TFR UPI/DR/985992603904/Master S/MAHB/ 0982660849/UPI 8663983364585 AT 06039 UDGIR,,316.30,,16306.63
11/01/2025,DEP TFR UPI/CR/707405147128/SARTHAK /IPOS/ sarthakksh/UPI 2660529803798 AT 06039 UDGIR,,,349.53,16656.16
11/01/2025,WDL TFR UPI/DR/924252562332/ADITYA K/SBIN/ 6186560349/UPI 0657044219835 AT 06039 UDGIR,,187.91,,16468.25
11/01/2025,WDL TFR UPI/DR/991391180908/Pawar Pa/UTIB/g pay-12190/Sent 8282750802614 AT 06039 UDGIR,,173.06,,16295.19
12/01/2025,DEP TFR UPI/CR/727329515995/MR ADITY/NESF/7 972873499/Paym 5635855934625 AT 06039 UDGIR,,,782.23,17077.42
13/01/2025,WDL TFR UPI/DR/468755358529/ANIL ARJ/YESB/ paytmqrt2m/NA 9744069118700 AT 06039 UDGIR,,117.30,,16960.12
13/01/2025,CEMTEX DEP UPI/DRC/201 234439286/04032026/21486,,,11.40,16971.52
15/01/2025,WDL TFR UPI/DR/646347868785/MANARUL /YESB/q 547511241/Sent 6412495870133 AT 06039 UDGIR,,74.68,,16896.84
17/01/2025,WDL TFR UPI/DR/211681193807/HEALTH F/YESB/p aytmqr6nb/Sent 8292898162249 AT 06039 UDGIR,,110.17,,16786.67
17/01/2025,WDL TFR UPI/DR/330203827195/Master S/MAHB/ 8186289666/UPI 0966343656115 AT 06039 UDGIR,,92.27,,16694.40
18/01/2025,WDL TFR UPI/DR/184713793397/Master S/MAHB/ 0219055606/UPI 7732299193374 AT 06039 UDGIR,,224.52,,16469.88
18/01/2025,WDL TFR UPI/DR/183573505623/MOHIT SU/BKID/ mohitttade/UPI 9310526411626 AT 06039 UDGIR,,289.22,,16180.66
18/01/2025,DEP TFR UPI/CR/915314461214/Aditya A/PPIW/9 356138585/Paid 8362779989754 AT 06039 UDGIR,,,39.21,16219.87
18/01/2025,WDL TFR UPI/DR/414013307634/AKASH RA/YESB/q 911555344/Sent 1680625156473 AT 06039 UDGIR,,138.93,,16080.94
18/01/2025,DEP TFR UPI/CR/034323024677/MOHIT SU/BKID/ mohitttade/UPI 3643011998543 AT 06039 UDGIR,,,942.81,17023.75
18/01/2025,WDL TFR UPI/DR/060905877827/SHREE GA/YESB/q 369201673/Sent 5675459637409 AT 06039 UDGIR,,60.15,,16963.60
18/01/2025,WDL TFR UPI/DR/541480120313/Kalpana /UTIB/g pay-11250/Sent 6369489951854 AT 06039 UDGIR,,9.87,,16953.73
19/01/2025,WDL TFR UPI/DR/405842324556/HENDGE M/YESB/q 235149754/Sent 3348166090185 AT 06039 UDGIR,,137.49,,16816.24
20/01/2025,DEP TFR UPI/CR/896127681741/Master S/MAHB/ parthchava/UPI 9013199919376 AT 06039 UDGIR,,,141.75,16957.99
21/01/2025,WDL TFR UPI/DR/895379789846/MR SOURA/YESB/q 606711731/Sent 2476219976537 AT 06039 UDGIR,,1080.03,,15877.96
23/01/2025,WDL TFR UPI/DR/314638085844/Amazon I/YESB/a mazon@yap/Requ 8067092160226 AT 06039 UDGIR,,191.22,,15686.74
23/01/2025,WDL TFR UPI/DR/934138707291/MR SOURA/YESB/q 868364515/Sent 6286655320627 AT 06039 UDGIR,,285.76,,15400.98
24/01/2025,WDL TFR UPI/DR/677950426390/Mr SATIS/YESB/p aytmqr6uu/Sent 2783746747796 AT 06039 UDGIR,,25.30,,15375.68
27/01/2025,WDL TFR UPI/DR/563850714777/Ganesh L/UTIB/g pay-12190/Sent 7138204859419 AT 06039 UDGIR,,32.71,,15342.97
29/01/2025,WDL TFR UPI/DR/867646683829/MOHAMAD /YESB/q 791284426/Sent 9830591332620 AT 06039 UDGIR,,52.22,,15290.75
30/01/2025,INTERES T CREDIT,,,5.32,15296.07
01/02/2025,WDL TFR UPI/DR/907547457331/RENUKAPR/SBIN/ 8680868795/UPI 9041675297675 AT 06039 UDGIR,,69.11,,15226.96
02/02/2025,WDL TFR UPI/DR/718962949687/Master S/MAHB/ 4277155781/UPI 3254457750466 AT 06039 UDGIR,,179.88,,15047.08
02/02/2025,WDL TFR UPI/DR/156030827498/SHREE GA/YESB/q 190874553/Sent 8483782063264 AT 06039 UDGIR,,23.03,,15024.05
02/02/2025,WDL TFR UPI/DR/888138494218/Fatema s/YESB/p aytm.s1is/Sent 4587910583747 AT 06039 UDGIR,,97.89,,14926.16
03/02/2025,DEP TFR UPI/CR/742981041021/MOHIT SU/BKID/ mohitttade/UPI 7264524469870 AT 06039 UDGIR,,,138.61,15064.77
06/02/2025,WDL TFR UPI/DR/152214248552/KRUSHNAI/YESB/q 073263389/Sent 0740394565845 AT 06039 UDGIR,,559.48,,14505.29
07/02/2025,WDL TFR UPI/DR/449712858444/SHANKAR/YESB/q 256466505/Sent 2512944453373 AT 06039 UDGIR,,59.73,,14445.56
07/02/2025,WDL TFR UPI/DR/003541279505/LAZYPAY /AIRP/l azypayrep/Lazy 6497572542866 AT 06039 UDGIR,,361.30,,14084.26
