value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,NEFT CR/INV203263511500/ALPHA TRADERS/PROJECT CREDIT,CR711844001613,-,"27,512.18","95,747.18"
01/01/2025,03/01/2025,UPI DR/UPI192421791688/AIRTEL/MERCHANT PAYMENT,DR259591352196,"1,092.39",-,"94,654.79"
02/01/2025,02/01/2025,CASH DEP/CSH525055053611/BRANCH DEPOSIT,CASH672776620519,-,"30,924.18","125,578.97"
03/01/2025,03/01/2025,UPI DR/P2P709419562855/VIKAS/P2P TRANSFER,UPI898536174097,"3,424.12",-,"122,154.85"
03/01/2025,04/01/2025,NEFT CR/INV503628657705/ORBIT RETAIL/PROJECT CREDIT,CR286417616255,-,"13,202.73","135,357.58"
04/01/2025,06/01/2025,NEFT CR/INV129093833638/SKYLOGIC LLP/PROJECT CREDIT,CR818312257626,-,"98,778.93","234,136.51"
05/01/2025,06/01/2025,NEFT CR/INV119616759330/URBAN FOODS/PROJECT CREDIT,CR746638973688,-,"80,538.57","314,675.08"
07/01/2025,09/01/2025,UPI DR/UPI979440387308/APOLLO PHARMACY/MERCHANT PAYMENT,DR242467542469,"8,718.06",-,"305,957.02"
07/01/2025,09/01/2025,UPI DR/P2P439044582815/ROHAN/P2P TRANSFER,UPI113752798936,"10,285.88",-,"295,671.14"
09/01/2025,09/01/2025,UPI DR/UPI923788308555/MEDPLUS/MERCHANT PAYMENT,DR570259974754,"1,620.98",-,"294,050.16"
09/01/2025,10/01/2025,NEFT DR/TRF472752573979/ACCOUNT TRANSFER,NEFT345586022296,"27,418.26",-,"266,631.90"
09/01/2025,11/01/2025,UPI DR/P2P433781904647/KARAN/P2P TRANSFER,UPI876724996605,"4,222.43",-,"262,409.47"
10/01/2025,10/01/2025,UPI DR/UPI958523236501/ZOMATO/MOBILEAPP,UPI370448433537,"1,425.73",-,"260,983.74"
10/01/2025,11/01/2025,CHRG DR/FEE314318362392/BANK CHARGE,CHG921321877328,236.18,-,"260,747.56"
12/01/2025,13/01/2025,UPI DR/UPI859727176318/BOOKMYSHOW/MERCHANT PAYMENT,DR888949187912,"6,728.10",-,"254,019.46"
12/01/2025,14/01/2025,UPI DR/P2P126397130077/MEERA/P2P TRANSFER,UPI834190759537,"3,136.84",-,"250,882.62"
13/01/2025,14/01/2025,NEFT CR/INV298478026473/URBAN FOODS/PROJECT CREDIT,CR171568526506,-,"20,525.51","271,408.13"
13/01/2025,14/01/2025,UPI CR/P2P932796170924/SNEHA/P2P RECEIVE,UPI506141953463,-,"5,790.81","277,198.94"
14/01/2025,14/01/2025,NEFT CR/INV199514325404/ORBIT RETAIL/PROJECT CREDIT,CR461692598169,-,"35,774.69","312,973.63"
15/01/2025,16/01/2025,CASH DEP/CSH538000935972/BRANCH DEPOSIT,CASH254825574618,-,"6,024.45","318,998.08"
15/01/2025,16/01/2025,NEFT CR/INV789152236079/ALPHA TRADERS/PROJECT CREDIT,CR852006466724,-,"43,768.17","362,766.25"
15/01/2025,16/01/2025,NEFT DR/TRF792743213385/SAVINGS TRANSFER,NEFT701143012533,"13,126.12",-,"349,640.13"
15/01/2025,17/01/2025,NEFT CR/INV689196279140/NEXA INFRA/PROJECT PAYMENT,NEFT309656387979,-,"23,649.82","373,289.95"
15/01/2025,17/01/2025,UPI DR/P2P111527695161/AMAN/P2P TRANSFER,UPI871827722434,"16,495.39",-,"356,794.56"
16/01/2025,17/01/2025,UPI DR/P2P439436590439/NEHA/P2P TRANSFER,UPI243542859238,"20,395.69",-,"336,398.87"
18/01/2025,19/01/2025,NEFT CR/INV191901196749/ORBIT RETAIL/PROJECT CREDIT,CR471211410769,-,"22,547.85","358,946.72"
19/01/2025,19/01/2025,UPI CR/UPI241657042879/RAHUL/P2P RECEIVE,UPI772187641971,-,"4,456.74","363,403.46"
19/01/2025,20/01/2025,NEFT DR/TRF508543580232/ACCOUNT TRANSFER,NEFT922578159168,"2,509.07",-,"360,894.39"
19/01/2025,21/01/2025,NEFT CR/INV857879099594/ALPHA TRADERS/PROJECT PAYMENT,NEFT516141265568,-,"62,581.22","423,475.61"
20/01/2025,20/01/2025,NEFT CR/INV509291264601/ORBIT RETAIL/PROJECT CREDIT,CR987714120237,-,"24,916.28","448,391.89"
22/01/2025,22/01/2025,UPI DR/UPI103859908687/NETFLIX/MERCHANT PAYMENT,DR226564687925,"2,486.43",-,"445,905.46"
22/01/2025,24/01/2025,NEFT CR/INV925947728292/NEXA INFRA/PROJECT CREDIT,CR161042485415,-,"74,485.02","520,390.48"
24/01/2025,24/01/2025,NEFT CR/INV805935687503/URBAN FOODS/PROJECT CREDIT,CR865498597990,-,"89,389.23","609,779.71"
24/01/2025,24/01/2025,UPI DR/P2P638285270892/NEHA/P2P TRANSFER,UPI795783514519,"1,876.86",-,"607,902.85"
24/01/2025,26/01/2025,NEFT CR/INV475728411729/SKYLOGIC LLP/PROJECT PAYMENT,NEFT322574528846,-,"12,413.83","620,316.68"
24/01/2025,26/01/2025,NEFT DR/TRF144910179096/ACCOUNT TRANSFER,NEFT990755852298,"20,854.03",-,"599,462.65"
25/01/2025,25/01/2025,CASH DEP/CSH299438365044/BRANCH DEPOSIT,CASH715435472539,-,"6,694.14","606,156.79"
26/01/2025,28/01/2025,UPI DR/UPI444405096330/JIO/MERCHANT PAYMENT,DR434218010909,"9,085.75",-,"597,071.04"
27/01/2025,27/01/2025,CHRG DR/FEE381283991720/BANK CHARGE,CHG874323910875,138.30,-,"596,932.74"
28/01/2025,28/01/2025,NEFT CR/INV726210139570/ALPHA TRADERS/PROJECT CREDIT,CR252938655773,-,"98,260.34","695,193.08"
28/01/2025,28/01/2025,NEFT CR/INV213022496636/ALPHA TRADERS/PROJECT CREDIT,CR434465467275,-,"39,024.87","734,217.95"
28/01/2025,30/01/2025,UPI DR/UPI584554984924/BOOKMYSHOW/MERCHANT PAYMENT,DR205560298697,"1,461.63",-,"732,756.32"
28/01/2025,30/01/2025,NEFT CR/INV374277926307/URBAN FOODS/PROJECT PAYMENT,NEFT345498594109,-,"60,138.88","792,895.20"
31/01/2025,01/02/2025,UPI DR/P2P214166440202/ANJALI/P2P TRANSFER,UPI763519780312,"14,179.17",-,"778,716.03"
01/02/2025,01/02/2025,UPI DR/P2P124042193341/RAHUL/P2P TRANSFER,UPI130475717607,"23,416.65",-,"755,299.38"
01/02/2025,02/02/2025,NEFT DR/TRF782454004261/ACCOUNT TRANSFER,NEFT433521400723,"10,857.49",-,"744,441.89"
02/02/2025,03/02/2025,UPI CR/P2P370140973209/VIKAS/P2P RECEIVE,UPI384306867910,-,"33,214.86","777,656.75"
03/02/2025,05/02/2025,UPI DR/P2P801456014969/MEERA/P2P TRANSFER,UPI252573546981,"13,228.50",-,"764,428.25"
04/02/2025,04/02/2025,NEFT CR/INV761575040882/NEXA INFRA/PROJECT CREDIT,CR332246861058,-,"56,708.35","821,136.60"
