value_date,post_date,details,ref_no,debit,credit,balance
03/01/2025,04/01/2025,NEFT CR/SAL823857668502/COGNIZANT/MONTHLY SALARY,CR819127620167,-,"95,312.70","110,920.70"
07/01/2025,09/01/2025,NEFT DR/TRF758127831778/ACCOUNT TRANSFER,NEFT902054217220,"49,049.88",-,"61,870.82"
08/01/2025,08/01/2025,UPI DR/UPI232091099880/MEDPLUS/MERCHANT PAYMENT,DR209036963271,"8,757.14",-,"53,113.68"
09/01/2025,09/01/2025,UPI DR/UPI740112284934/SPOTIFY/MERCHANT PAYMENT,DR210126323044,"11,979.49",-,"41,134.19"
10/01/2025,10/01/2025,UPI DR/UPI919482891417/SPOTIFY/MOBILEAPP,UPI978472550612,766.21,-,"40,367.98"
10/01/2025,11/01/2025,UPI CR/P2P707053031279/AMAN/P2P RECEIVE,UPI867405149063,-,"31,843.92","72,211.90"
12/01/2025,13/01/2025,UPI DR/UPI853729746405/SPOTIFY/MERCHANT PAYMENT,DR693664799744,"6,823.75",-,"65,388.15"
13/01/2025,14/01/2025,UPI DR/UPI158436636094/ZOMATO/MERCHANT PAYMENT,DR135800806060,"10,658.07",-,"54,730.08"
14/01/2025,16/01/2025,CASH DEP/CSH952262701980/BRANCH DEPOSIT,CASH745609038050,-,"11,479.27","66,209.35"
15/01/2025,16/01/2025,NEFT DR/TRF547856300890/SAVINGS TRANSFER,NEFT143043369329,"6,841.19",-,"59,368.16"
15/01/2025,17/01/2025,UPI DR/UPI959110820615/FLIPKART/MERCHANT PAYMENT,DR657847727389,"10,985.08",-,"48,383.08"
16/01/2025,16/01/2025,UPI DR/UPI755408944440/MEDPLUS/MERCHANT PAYMENT,DR138918677080,97.10,-,"48,285.98"
16/01/2025,18/01/2025,CASH DEP/CSH157940915381/BRANCH DEPOSIT,CASH199753915582,-,886.77,"49,172.75"
16/01/2025,18/01/2025,UPI CR/P2P480849975303/NEHA/P2P RECEIVE,UPI791926936746,-,"14,196.54","63,369.28"
17/01/2025,17/01/2025,UPI DR/UPI944057795722/BOOKMYSHOW/MERCHANT PAYMENT,DR911676715736,"3,484.69",-,"59,884.59"
18/01/2025,18/01/2025,UPI DR/UPI525048674073/UBER/MERCHANT PAYMENT,DR470055316873,"6,899.53",-,"52,985.06"
18/01/2025,19/01/2025,NEFT CR/TRF628428685531/TRANSFER IN,CR556120226570,-,"49,467.10","102,452.16"
18/01/2025,20/01/2025,CHRG DR/FEE168088243685/BANK CHARGE,CHG935027365319,140.83,-,"102,311.33"
19/01/2025,19/01/2025,UPI CR/UPI363133506885/MEERA/P2P RECEIVE,UPI688190813658,-,"1,419.35","103,730.68"
19/01/2025,20/01/2025,CASH DEP/CSH588780344616/BRANCH DEPOSIT,CASH828744937232,-,"5,925.32","109,655.99"
21/01/2025,22/01/2025,NEFT CR/TRF297894620366/TRANSFER IN,CR223660800175,-,"57,806.53","167,462.53"
21/01/2025,23/01/2025,NEFT DR/TRF530427197463/ACCOUNT TRANSFER,NEFT179904863733,"4,992.75",-,"162,469.78"
22/01/2025,23/01/2025,CHRG DR/FEE734800442360/BANK CHARGE,CHG576306357868,308.78,-,"162,161.00"
22/01/2025,24/01/2025,UPI DR/UPI908749550133/JIO/MERCHANT PAYMENT,DR153679669763,"6,794.43",-,"155,366.57"
24/01/2025,24/01/2025,UPI DR/P2P608366294393/PRIYA/P2P TRANSFER,UPI713983201743,"2,104.37",-,"153,262.20"
24/01/2025,25/01/2025,UPI DR/UPI878846730937/FLIPKART/MERCHANT PAYMENT,DR255024333744,"7,142.35",-,"146,119.85"
24/01/2025,25/01/2025,UPI DR/UPI832797522183/AMAZON/MERCHANT PAYMENT,DR814696600748,"3,625.88",-,"142,493.97"
25/01/2025,25/01/2025,UPI DR/UPI593553848437/BOOKMYSHOW/MERCHANT PAYMENT,DR163646364498,"5,553.89",-,"136,940.08"
25/01/2025,27/01/2025,UPI DR/UPI741402802010/ZOMATO/MERCHANT PAYMENT,DR917344047515,"1,559.94",-,"135,380.14"
26/01/2025,28/01/2025,UPI DR/UPI594959452002/UBER/MERCHANT PAYMENT,DR623139030135,"7,342.62",-,"128,037.52"
27/01/2025,27/01/2025,CASH DEP/CSH551922678849/BRANCH DEPOSIT,CASH738068456010,-,"21,857.82","149,895.33"
27/01/2025,27/01/2025,NEFT DR/TRF412300777396/ACCOUNT TRANSFER,NEFT471249253497,"34,657.27",-,"115,238.06"
27/01/2025,27/01/2025,UPI CR/P2P792706667266/MEERA/P2P RECEIVE,UPI845847245413,-,"29,767.36","145,005.43"
30/01/2025,30/01/2025,UPI DR/UPI718885313376/SWIGGY/MERCHANT PAYMENT,DR196015069988,"11,917.24",-,"133,088.19"
31/01/2025,01/02/2025,NEFT DR/TRF372228337003/ACCOUNT TRANSFER,NEFT305850382460,"38,889.61",-,"94,198.58"
01/02/2025,03/02/2025,CASH DEP/CSH912892447674/BRANCH DEPOSIT,CASH100945601978,-,"25,461.51","119,660.09"
01/02/2025,03/02/2025,UPI DR/UPI856369922129/BIGBASKET/MERCHANT PAYMENT,DR885064833851,"2,011.97",-,"117,648.12"
02/02/2025,03/02/2025,UPI DR/UPI264983496755/ZOMATO/MERCHANT PAYMENT,DR700451743357,"6,444.73",-,"111,203.39"
03/02/2025,03/02/2025,UPI DR/P2P971861026553/NEHA/P2P TRANSFER,UPI133417064873,"1,046.93",-,"110,156.46"
03/02/2025,04/02/2025,NEFT CR/SAL212650031449/TECH MAHINDRA/MONTHLY SALARY,CR542519848677,-,"94,585.05","204,741.51"
