Date,Details,Ref No/Cheque No,Debit,Credit,Balance
15/01/2025,WDL TFR UPI/DR/664814100109/MR ADITY/NESF/ 3924025087/UPI 7218534688219 AT 06039 UDGIR,,464.39,,3287.04
18/01/2025,WDL TFR UPI/DR/729515859023/Mrs KANC/YESB/ bharatpe9s/Pay 0550436964805 AT 06039 UDGIR,,136.69,,3150.35
20/01/2025,WDL TFR UPI/DR/348940316337/Master S/MAHB/ 8158207011/UPI 6886102768372 AT 06039 UDGIR,,268.43,,2881.92
21/01/2025,WDL TFR UPI/DR/990753590390/Pawar Pa/UTIB/g pay-12190/Sent 8357785124601 AT 06039 UDGIR,,156.40,,2725.52
22/01/2025,WDL TFR UPI/DR/044578844047/ANIL ARJ/YESB/ paytmqrt2m/NA 6566510825933 AT 06039 UDGIR,,15.28,,2710.24
23/01/2025,DEP TFR UPI/CR/554886010576/SARTHAK /BARB/ sarthakksh/UPI 1948441373091 AT 06039 UDGIR,,,181.75,2891.99
26/01/2025,DEP TFR UPI/CR/422344407110/Aditya A/PPIW/9 356138585/Paid 7967310578046 AT 06039 UDGIR,,,152.20,3044.19
28/01/2025,WDL TFR UPI/DR/304266185739/A TO Z C/HDFC/v yapar.172/Sent 7896341730867 AT 06039 UDGIR,,3336.03,,-291.84
29/01/2025,WDL TFR UPI/DR/822947110239/Mrs KANC/YESB/ bharatpe9s/Pay 6020365631963 AT 06039 UDGIR,,1.00,,-292.84
31/01/2025,WDL TFR UPI/DR/571040709631/SEEMA AB/YESB/q 216671691/Sent 1513574113987 AT 06039 UDGIR,,1.00,,-293.84
01/02/2025,DEP TFR UPI/CR/610208293743/SARTHAK /IPOS/ sarthakksh/UPI 8559091073847 AT 06039 UDGIR,,,2.06,-291.78
02/02/2025,WDL TFR UPI/DR/405100018665/Mr DINES/YESB/q 707637775/Sent 0335872394060 AT 06039 UDGIR,,1.00,,-292.78
02/02/2025,DEP TFR UPI/CR/903883966287/PARTH DA/PPIW/8 262854390/Paid 8891994312716 AT 06039 UDGIR,,,1425.31,1132.53
