value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,01/01/2025,UPI CR/P2P471190490870/KARAN/P2P RECEIVE,UPI455349658009,-,"34,869.28","171,514.28"
02/01/2025,03/01/2025,CHRG DR/FEE556398604970/BANK CHARGE,CHG197347396183,61.46,-,"171,452.82"
03/01/2025,05/01/2025,UPI DR/UPI519196305725/ZOMATO/MERCHANT PAYMENT,DR124397299841,"10,702.66",-,"160,750.16"
04/01/2025,06/01/2025,NEFT CR/CLT307955541379/NEXA INFRA/BULK RECEIPT,CR992332774431,-,"274,837.04","435,587.20"
05/01/2025,07/01/2025,NEFT DR/VEN277469992908/PACKAGING HUB/VENDOR PAYMENT,NEFT247421451172,"142,591.86",-,"292,995.34"
06/01/2025,08/01/2025,NEFT DR/VEN841785569039/WAREHOUSE RENT/VENDOR PAYMENT,NEFT310858988075,"45,932.69",-,"247,062.65"
07/01/2025,08/01/2025,NEFT CR/CLT163941312225/ALPHA TRADERS/BULK RECEIPT,CR468478365585,-,"36,423.90","283,486.55"
07/01/2025,08/01/2025,UPI DR/BIZ411719551829/RAWMAT SUPPLY/SUPPLIER PAYMENT,DR739956919813,"13,143.94",-,"270,342.61"
08/01/2025,09/01/2025,CASH DEP/CSH218216944200/BRANCH DEPOSIT,CASH158093875910,-,"21,934.99","292,277.60"
08/01/2025,09/01/2025,NEFT DR/VEN928931020910/CITY LOGISTICS/VENDOR PAYMENT,NEFT528585827820,"27,947.60",-,"264,330.01"
09/01/2025,10/01/2025,RTGS CR/CLT561494210462/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS442019043782,-,"176,408.81","440,738.81"
09/01/2025,11/01/2025,UPI DR/BIZ431085859349/PRINT HOUSE/SUPPLIER PAYMENT,DR884944974984,"63,115.75",-,"377,623.06"
10/01/2025,10/01/2025,NEFT DR/VEN820831170112/WAREHOUSE RENT/VENDOR PAYMENT,NEFT105496523032,"52,527.73",-,"325,095.33"
10/01/2025,10/01/2025,UPI DR/UPI248369156390/ZOMATO/MOBILEAPP,UPI843258496501,626.18,-,"324,469.15"
10/01/2025,12/01/2025,NEFT DR/VEN208919106340/PACKAGING HUB/VENDOR PAYMENT,NEFT404640124871,"174,639.02",-,"149,830.13"
11/01/2025,12/01/2025,NEFT DR/VEN858024671595/PACKAGING HUB/VENDOR PAYMENT,NEFT931614484882,"86,630.28",-,"63,199.85"
11/01/2025,12/01/2025,UPI DR/P2P252619045280/ROHAN/P2P TRANSFER,UPI835172752644,"20,898.78",-,"42,301.07"
12/01/2025,13/01/2025,NEFT DR/VEN139856111859/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT941303147225,"38,801.07",-,"3,500.00"
14/01/2025,14/01/2025,NEFT DR/VEN965946365281/WAREHOUSE RENT/VENDOR PAYMENT,NEFT559452353979,1.00,-,"3,499.00"
14/01/2025,16/01/2025,NEFT CR/CLT389556938795/NEXA INFRA/BULK RECEIPT,CR120669944510,-,"134,767.01","138,266.01"
14/01/2025,16/01/2025,NEFT DR/VEN215834533821/PACKAGING HUB/VENDOR PAYMENT,NEFT690329001579,"134,766.01",-,"3,500.00"
15/01/2025,16/01/2025,NEFT DR/TRF248041485400/SAVINGS TRANSFER,NEFT729080822586,1.00,-,"3,499.00"
16/01/2025,16/01/2025,NEFT DR/VEN151503298570/RAWMAT SUPPLY/VENDOR PAYMENT,NEFT587260022860,1.00,-,"3,498.00"
17/01/2025,17/01/2025,NEFT CR/CLT858069788479/SKYLOGIC LLP/BULK RECEIPT,CR547512192152,-,"272,609.46","276,107.46"
17/01/2025,17/01/2025,RTGS CR/CLT264417464946/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS200306475663,-,"146,594.71","422,702.17"
18/01/2025,20/01/2025,NEFT DR/VEN454640409170/WAREHOUSE RENT/VENDOR PAYMENT,NEFT613026641998,"20,613.68",-,"402,088.49"
19/01/2025,19/01/2025,UPI CR/UPI570620516428/RAHUL/P2P RECEIVE,UPI677701137032,-,"4,579.35","406,667.85"
20/01/2025,20/01/2025,RTGS CR/CLT657824970385/SKYLOGIC LLP/INVOICE SETTLEMENT,RTGS784423952317,-,"99,083.47","505,751.32"
21/01/2025,21/01/2025,UPI CR/P2P341560979443/MEERA/P2P RECEIVE,UPI160285862515,-,"25,604.09","531,355.41"
21/01/2025,22/01/2025,CASH DEP/CSH406737026254/BRANCH DEPOSIT,CASH834764414406,-,"39,323.62","570,679.03"
21/01/2025,23/01/2025,RTGS CR/CLT477373288771/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS370211385041,-,"102,984.69","673,663.73"
22/01/2025,23/01/2025,NEFT CR/CLT314488321264/URBAN FOODS/BULK RECEIPT,CR897219218119,-,"210,536.90","884,200.62"
23/01/2025,24/01/2025,UPI DR/UPI716130526714/ZOMATO/MERCHANT PAYMENT,DR662815577871,"6,384.50",-,"877,816.12"
24/01/2025,24/01/2025,UPI DR/P2P122538389848/RAHUL/P2P TRANSFER,UPI850864953367,"1,875.65",-,"875,940.47"
25/01/2025,26/01/2025,UPI DR/BIZ579280958935/RAWMAT SUPPLY/SUPPLIER PAYMENT,DR146293872362,"10,864.31",-,"865,076.16"
26/01/2025,26/01/2025,NEFT CR/CLT521125101045/URBAN FOODS/BULK RECEIPT,CR153781431089,-,"272,229.65","1,137,305.81"
26/01/2025,26/01/2025,NEFT DR/VEN640964412230/PRINT HOUSE/VENDOR PAYMENT,NEFT862598381731,"42,226.89",-,"1,095,078.92"
26/01/2025,27/01/2025,NEFT DR/GST610150921677/GST PAYMENT/CBIC,TAX242116433997,"98,977.53",-,"996,101.39"
30/01/2025,01/02/2025,CHRG DR/FEE746240521178/BANK CHARGE,CHG870041172713,261.81,-,"995,839.58"
02/02/2025,02/02/2025,NEFT DR/VEN981928292314/CITY LOGISTICS/VENDOR PAYMENT,NEFT789112380901,"49,291.96",-,"946,547.62"
04/02/2025,04/02/2025,CASH DEP/CSH960097340492/BRANCH DEPOSIT,CASH744826203660,-,"2,567.37","949,114.99"
04/02/2025,04/02/2025,CASH DEP/CSH340805773253/BRANCH DEPOSIT,CASH756514852839,-,"30,161.32","979,276.31"
04/02/2025,06/02/2025,NEFT CR/CLT599238633417/URBAN FOODS/BULK RECEIPT,CR868817906824,-,"232,704.37","1,211,980.68"
08/02/2025,09/02/2025,NEFT DR/VEN365192669323/PRINT HOUSE/VENDOR PAYMENT,NEFT492955325783,"10,952.15",-,"1,201,028.53"
08/02/2025,09/02/2025,NEFT DR/VEN400521849694/WAREHOUSE RENT/VENDOR PAYMENT,NEFT998385533066,"32,420.09",-,"1,168,608.44"
09/02/2025,11/02/2025,UPI DR/UPI432566320491/APOLLO PHARMACY/MERCHANT PAYMENT,DR697611035760,"7,724.66",-,"1,160,883.78"
09/02/2025,11/02/2025,NEFT DR/VEN747881975485/PACKAGING HUB/VENDOR PAYMENT,NEFT532945327732,"146,307.13",-,"1,014,576.65"
11/02/2025,11/02/2025,NEFT CR/CLT188782314616/URBAN FOODS/BULK RECEIPT,CR805154441878,-,"98,334.53","1,112,911.18"
11/02/2025,11/02/2025,RTGS CR/CLT718113031465/ORBIT RETAIL/INVOICE SETTLEMENT,RTGS776234711951,-,"51,789.33","1,164,700.51"
15/02/2025,16/02/2025,NEFT DR/VEN297223006428/WAREHOUSE RENT/VENDOR PAYMENT,NEFT364558340511,"172,769.79",-,"991,930.72"
15/02/2025,16/02/2025,NEFT DR/VEN290601821306/CITY LOGISTICS/VENDOR PAYMENT,NEFT790621001431,"75,158.04",-,"916,772.68"
16/02/2025,16/02/2025,CASH DEP/CSH448894339669/BRANCH DEPOSIT,CASH851857128990,-,"41,627.05","958,399.73"
16/02/2025,18/02/2025,NEFT CR/CLT518208545129/ORBIT RETAIL/BULK RECEIPT,CR975388383282,-,"262,647.01","1,221,046.74"
