value_date,post_date,details,ref_no,debit,credit,balance
01/01/2025,02/01/2025,UPI CR/P2P972458471647/PRIYA/P2P RECEIVE,UPI493046881415,-,"2,280.76","22,599.76"
02/01/2025,02/01/2025,UPI DR/UPI298776346716/BOOKMYSHOW/MERCHANT PAYMENT,DR538869373261,937.90,-,"21,661.86"
02/01/2025,02/01/2025,IMPS CR/PKT437415504169/FAMILY SUPPORT/ROHAN,IMPS479397924676,-,"10,205.22","31,867.08"
02/01/2025,04/01/2025,UPI DR/UPI996887664438/SPOTIFY/MERCHANT PAYMENT,DR927551069719,241.93,-,"31,625.15"
03/01/2025,05/01/2025,UPI DR/UPI392012219010/ZOMATO/MERCHANT PAYMENT,DR683626309924,964.98,-,"30,660.17"
03/01/2025,05/01/2025,UPI DR/UPI385415060467/ZOMATO/MERCHANT PAYMENT,DR720019603248,459.96,-,"30,200.21"
04/01/2025,06/01/2025,NEFT DR/TRF190739592081/ACCOUNT TRANSFER,NEFT836338128607,"13,124.37",-,"17,075.84"
05/01/2025,07/01/2025,UPI CR/P2P444653333303/KARAN/P2P RECEIVE,UPI396786890937,-,"1,241.29","18,317.13"
06/01/2025,06/01/2025,UPI DR/UPI753967009712/DMART/MERCHANT PAYMENT,DR148765225874,"1,451.98",-,"16,865.15"
06/01/2025,06/01/2025,UPI DR/P2P117159787002/PRIYA/P2P TRANSFER,UPI226068120212,"3,051.48",-,"13,813.67"
06/01/2025,07/01/2025,UPI DR/UPI585454312032/DMART/MERCHANT PAYMENT,DR276398738919,"1,343.73",-,"12,469.94"
08/01/2025,08/01/2025,NEFT DR/TRF725102245786/ACCOUNT TRANSFER,NEFT963174887774,"8,969.94",-,"3,500.00"
10/01/2025,10/01/2025,UPI DR/UPI837134421602/SWIGGY/MERCHANT PAYMENT,DR132351858100,1.00,-,"3,499.00"
10/01/2025,10/01/2025,UPI DR/UPI981932780892/DMART/MOBILEAPP,UPI707556564612,1.00,-,"3,498.00"
10/01/2025,10/01/2025,UPI DR/P2P264996465114/KARAN/P2P TRANSFER,UPI968255956946,1.00,-,"3,497.00"
10/01/2025,12/01/2025,UPI DR/UPI338845980816/SWIGGY/MERCHANT PAYMENT,DR877645342819,1.00,-,"3,496.00"
11/01/2025,12/01/2025,UPI DR/UPI562436232205/NETFLIX/MERCHANT PAYMENT,DR707217718897,1.00,-,"3,495.00"
11/01/2025,13/01/2025,UPI DR/P2P601303299085/SNEHA/P2P TRANSFER,UPI925271309609,1.00,-,"3,494.00"
12/01/2025,12/01/2025,UPI DR/UPI186715403518/OLA/MERCHANT PAYMENT,DR661310534561,1.00,-,"3,493.00"
12/01/2025,13/01/2025,NEFT DR/TRF572286299070/ACCOUNT TRANSFER,NEFT251450728988,1.00,-,"3,492.00"
12/01/2025,14/01/2025,UPI DR/UPI383190204909/SPOTIFY/MERCHANT PAYMENT,DR122475349376,1.00,-,"3,491.00"
14/01/2025,14/01/2025,NEFT CR/SCH424872456128/SCHOLARSHIP CREDIT,CR576046436033,-,"14,567.31","18,058.31"
14/01/2025,14/01/2025,UPI DR/UPI594807292306/ZOMATO/MERCHANT PAYMENT,DR441920447504,463.85,-,"17,594.46"
14/01/2025,15/01/2025,UPI DR/UPI909477776386/APOLLO PHARMACY/MERCHANT PAYMENT,DR381073154284,710.53,-,"16,883.93"
15/01/2025,15/01/2025,CASH DEP/CSH140837306522/BRANCH DEPOSIT,CASH435024569306,-,"1,257.33","18,141.26"
15/01/2025,16/01/2025,UPI DR/UPI151492502995/SPOTIFY/MERCHANT PAYMENT,DR836840195534,"1,697.11",-,"16,444.15"
15/01/2025,16/01/2025,NEFT DR/TRF371909767008/ACCOUNT TRANSFER,NEFT219941244072,"12,944.15",-,"3,500.00"
15/01/2025,16/01/2025,NEFT DR/TRF699279270768/SAVINGS TRANSFER,NEFT273405103095,1.00,-,"3,499.00"
16/01/2025,17/01/2025,UPI DR/UPI313027260596/SPOTIFY/MERCHANT PAYMENT,DR142989801249,1.00,-,"3,498.00"
