Date,Details,Ref No/Cheque No,Debit,Credit,Balance
17/01/2025,DEP TFR UPI/CR/192100935146/OMKAR OMKAR/IBKL/ user26910/UPI 7032928816866 AT 06039 UDGIR,,,6813.06,21754.64
18/01/2025,WDL TFR UPI/DR/589014099316/Pawar Pa/UTIB/g pay-12190/Sent 8907753505391 AT 06039 UDGIR,,91.57,,21663.07
19/01/2025,DEP TFR UPI/CR/756051779954/JAGADISH/UBIN/ jaguswami1/UPI 7307815089881 AT 06039 UDGIR,,,2342.88,24005.95
19/01/2025,DEP TFR UPI/CR/064943102639/Brahmana/SBIN/b rahma0003/Paym 6787803038340 AT 06039 UDGIR,,,291.37,24297.32
19/01/2025,WDL TFR UPI/DR/359784202069/JAHANGIR/IBKL/j ahangirpa/Sent 3564491908864 AT 06039 UDGIR,,152.54,,24144.78
20/01/2025,WDL TFR UPI/DR/764862151602/OM SAI P/YESB/p aytmqr6u7/Sent 7624882213401 AT 06039 UDGIR,,26.23,,24118.55
23/01/2025,WDL TFR UPI/DR/514197156110/ROLL FIE/YESB/q 483422231/Sent 2271511042802 AT 06039 UDGIR,,129.13,,23989.42
24/01/2025,WDL TFR UPI/DR/943661513452/ANIL ARJ/YESB/ paytmqrt2m/NA 6521125745854 AT 06039 UDGIR,,215.47,,23773.95
24/01/2025,WDL TFR UPI/DR/520146333796/Mr RAJES/YESB/q 976311893/Sent 1408455695818 AT 06039 UDGIR,,27.26,,23746.69
24/01/2025,WDL TFR UPI/DR/379922869284/SHREE GA/YESB/q 369201673/Sent 3422092031996 AT 06039 UDGIR,,30.26,,23716.43
25/01/2025,WDL TFR UPI/DR/045205779523/viveksj1/IBKL/ user26910/UPI 2025279059376 AT 06039 UDGIR,,3892.54,,19823.89
27/01/2025,DEP TFR UPI/CR/689477611791/SARTHAK /IPOS/ sarthakksh/UPI 2934013942059 AT 06039 UDGIR,,,142.29,19966.18
28/01/2025,WDL TFR UPI/DR/700761405748/MR ADITY/NESF/ 7302409056/UPI 8311953716305 AT 06039 UDGIR,,16.84,,19949.34
30/01/2025,WDL TFR UPI/DR/011170904722/ANIL ARJ/YESB/ paytmqrt2m/NA 8743482930871 AT 06039 UDGIR,,11.39,,19937.95
01/02/2025,WDL TFR UPI/DR/335745467414/VIKAS KI/YESB/q 263268314/Sent 1022233348844 AT 06039 UDGIR,,31.71,,19906.24
