Date,Details,Ref No/Cheque No,Debit,Credit,Balance
19/01/2025,WDL TFR UPI/DR/944233927627/PATEL MO/YESB/q 871987038/Sent 7689737257579 AT 06039 UDGIR,,31.47,,21636.84
20/01/2025,WDL TFR UPI/DR/621423201978/Indian R/YESB/p aytm-6467/Sent 8920860984906 AT 06039 UDGIR,,285.50,,21351.34
23/01/2025,WDL TFR UPI/DR/469017725840/HARSHAD /YESB/p aytmqr66y/Sent 3053822370095 AT 06039 UDGIR,,129.94,,21221.40
23/01/2025,DEP TFR UPI/CR/985729527908/SARTHAK /IPOS/ sarthakksh/UPI 1203004901394 AT 06039 UDGIR,,,26.97,21248.37
25/01/2025,WDL TFR UPI/DR/585875398851/Mr NINGA/FDRL/ bharatpe.9/Pay 2754248941082 AT 06039 UDGIR,,83.29,,21165.08
27/01/2025,DEP TFR UPI/CR/955218256106/MOHIT SU/BKID/ mohitttade/UPI 8561070138573 AT 06039 UDGIR,,,62.38,21227.46
28/01/2025,WDL TFR UPI/DR/850820274191/Karan Ba/YESB/p aytmqr6ic/Sent 8913448739821 AT 06039 UDGIR,,25.08,,21202.38
29/01/2025,WDL TFR UPI/DR/655933775898/Master S/MAHB/ 0893167738/UPI 4735463440983 AT 06039 UDGIR,,382.19,,20820.19
29/01/2025,WDL TFR UPI/DR/698567721344/AKASH RA/YESB/q 911555344/Sent 9179194759126 AT 06039 UDGIR,,17.37,,20802.82
30/01/2025,DEP TFR UPI/CR/680165425275/MOHIT SU/BKID/ mohitttade/UPI 8046863271038 AT 06039 UDGIR,,,1563.79,22366.61
31/01/2025,WDL TFR UPI/DR/350828026128/SHREE GA/YESB/q 369201673/Sent 1342121227912 AT 06039 UDGIR,,13.33,,22353.28
31/01/2025,WDL TFR UPI/DR/458541564137/ADITYA A/BARB/ 6304483929/UPI 6276815185374 AT 06039 UDGIR,,26.51,,22326.77
01/02/2025,DEP TFR UPI/CR/373554503655/PARTH DA/BKID/ parthchava/UPI 9227709485006 AT 06039 UDGIR,,,140.51,22467.28
01/02/2025,WDL TFR UPI/DR/928007975213/ELEVATE /YESB/q 785630458/Sent 2493219215339 AT 06039 UDGIR,,108.37,,22358.91
01/02/2025,DEP TFR UPI/CR/622130410650/MOHIT SU/BKID/ mohitttade/UPI 8548141618582 AT 06039 UDGIR,,,94.64,22453.55
01/02/2025,WDL TFR UPI/DR/467200492093/sai trad/YESB/ paytmqraya/NA 4588134826927 AT 06039 UDGIR,,36.37,,22417.18
02/02/2025,DEP TFR UPI/CR/265218357353/ADITYA A/BARB/9 356138585/Paym 2537684411356 AT 06039 UDGIR,,,141.12,22558.30
02/02/2025,DEP TFR UPI/CR/555948486774/YASH PRANAV/IBKL/ user47292/UPI 6316147822620 AT 06039 UDGIR,,,5803.63,28361.93
03/02/2025,WDL TFR UPI/DR/604035253037/PATEL MO/YESB/q 871987038/Sent 8829970807668 AT 06039 UDGIR,,36.30,,28325.63
03/02/2025,WDL TFR UPI/DR/017692661160/ADITYA K/SBIN/ 8358519256/UPI 4950825175184 AT 06039 UDGIR,,120.71,,28204.92
04/02/2025,WDL TFR UPI/DR/914940828787/SHREE GA/YESB/q 369201673/Sent 5210550250412 AT 06039 UDGIR,,263.72,,27941.20
04/02/2025,DEP TFR UPI/CR/780067146855/SARTHAK /IPOS/ sarthakksh/UPI 3420312080441 AT 06039 UDGIR,,,1555.05,29496.25
06/02/2025,WDL TFR UPI/DR/087510601306/ADITYA A/BARB/ 7053760557/UPI 3126729569084 AT 06039 UDGIR,,17.94,,29478.31
07/02/2025,WDL TFR UPI/DR/380830151681/HEALTH F/YESB/p aytmqr6di/Sent 2659398500643 AT 06039 UDGIR,,142.60,,29335.71
07/02/2025,DEP TFR UPI/CR/515830450088/Master S/MAHB/ parthchava/UPI 6864859208222 AT 06039 UDGIR,,,88.87,29424.58
08/02/2025,WDL TFR UPI/DR/947317340981/MR ADITY/NESF/ 8819532903/UPI 9922269930411 AT 06039 UDGIR,,119.04,,29305.54
09/02/2025,DEP TFR UPI/CR/217247893532/Master S/MAHB/ 9286923738/NA 4903816680254 AT 06039 UDGIR,,,270.40,29575.94
11/02/2025,DEP TFR UPI/CR/917650957315/MOHIT SU/BKID/ mohitttade/UPI 7828397718044 AT 06039 UDGIR,,,229.81,29805.75
12/02/2025,WDL TFR UPI/DR/646594489941/AJINKYA /YESB/p aytm.s1t0/Sent 1874706327447 AT 06039 UDGIR,,37.62,,29768.13
14/02/2025,WDL TFR UPI/DR/475726890149/MOHIT SU/BKID/ 6515155786/UPI 2230448433875 AT 06039 UDGIR,,471.89,,29296.24
15/02/2025,DEP TFR UPI/CR/571562002716/ADITYA A/BARB/9 356138585/Paym 4730688611723 AT 06039 UDGIR,,,7.18,29303.42
